rank,rank_score,probability_score,code,name,current_stage,latest_date,latest_close,current_low_date,current_low_price,current_low_to_latest_pct,current_low_to_high_pct,current_drawdown_pct,current_is_bottom_confirmed,latest_pct_chg,latest_turn,historical_valid_event_count,history_sample_count,history_success_count,history_success_rate_pct,history_avg_rebound_pct,history_max_rebound_pct,upside_to_20pct_target_pct,risk_back_to_low_pct,reason
1,85.58786148258359,84.00777788598207,002246,北化股份,bottom_area,2025-01-16,9.57,2025-01-06,9.2,4.021739130434794,6.521739130434799,27.38752959747435,False,0.2094,1.3434,4,4,4,100.0,25.577113458996685,31.992687385740403,5.978260869565206,4.021739130434794,历史4/4次成功; 当前距低点4.02%; 最新日涨幅0.21%; 状态bottom_area; 底部未确认
2,80.51431964745818,78.74133592465147,300682,朗新科技,bottom_area,2025-01-16,10.57,2025-01-13,10.18,3.831041257367393,7.26915520628684,29.256428075052128,True,0.5709,1.3626,2,2,2,100.0,19.0651074809093,21.503593145384194,6.168958742632608,3.831041257367393,历史2/2次成功; 当前距低点3.83%; 最新日涨幅0.57%; 状态bottom_area; 底部已确认
3,76.40446691765025,72.50026896587885,300347,泰格医药,bottom_area,2025-01-16,49.6,2025-01-13,48.51,2.24695938981654,5.6277056277056365,29.797395079594786,False,-1.2149,1.5418,3,4,3,75.0,18.593206315379337,23.423271500843175,7.753040610183461,2.24695938981654,历史3/4次成功; 当前距低点2.25%; 最新日涨幅-1.21%; 状态bottom_area; 底部未确认
4,73.58129657234616,71.66468295834392,603229,奥翔药业,confirmed_rebound,2025-01-16,8.6,2025-01-13,8.3,3.614457831325288,10.602409638554205,27.700348432055744,True,-2.6048,2.3134,3,4,3,75.0,31.88519792347079,43.052109181141425,6.3855421686747125,3.614457831325288,历史3/4次成功; 当前距低点3.61%; 最新日涨幅-2.60%; 状态confirmed_rebound; 底部已确认
5,72.51388274268713,71.41955091416364,300434,金石亚药,bottom_area,2025-01-16,8.68,2025-01-13,8.33,4.201680672268903,7.563025210084043,27.439024390243905,True,-0.2299,5.628,3,4,3,75.0,27.550445413638354,39.62264150943396,5.798319327731098,4.201680672268903,历史3/4次成功; 当前距低点4.20%; 最新日涨幅-0.23%; 状态bottom_area; 底部已确认
6,72.03726774377554,71.25893578346832,688197,首药控股,bottom_area,2025-01-16,28.29,2025-01-13,27.09,4.429678848283497,6.976744186046514,27.216550241805482,False,-0.1059,0.3686,2,2,2,100.0,17.841954610509095,19.863013698630137,5.570321151716503,4.429678848283497,历史2/2次成功; 当前距低点4.43%; 最新日涨幅-0.11%; 状态bottom_area; 底部未确认
7,71.39349612075134,67.82382131471377,600325,华发股份,bottom_area,2025-01-16,5.32,2025-01-13,5.2,2.3076923076923097,5.1923076923076845,29.539295392953925,False,-1.1152,1.3885,2,3,2,66.66666666666666,28.917704890244938,32.553606237816766,7.692307692307692,2.3076923076923097,历史2/3次成功; 当前距低点2.31%; 最新日涨幅-1.12%; 状态bottom_area; 底部未确认
8,71.31455075548232,70.98335477481797,688117,圣诺生物,bottom_area,2025-01-16,23.79,2025-01-13,22.71,4.755614266842793,6.9572875385292745,27.629063097514333,False,0.1263,0.9801,3,4,3,75.0,18.715888726986787,24.6076585059636,5.244385733157208,4.755614266842793,历史3/4次成功; 当前距低点4.76%; 最新日涨幅0.13%; 状态bottom_area; 底部未确认
9,62.38351803333165,61.45497369911048,300601,康泰生物,bottom_area,2025-01-16,15.09,2025-01-13,14.48,4.212707182320438,6.21546961325967,28.775209050664035,False,-0.396,1.0506,3,5,3,60.0,15.806161692478918,24.837758112094402,5.787292817679562,4.212707182320438,历史3/5次成功; 当前距低点4.21%; 最新日涨幅-0.40%; 状态bottom_area; 底部未确认
10,56.440508022588716,55.22328934786771,300715,凯伦股份,bottom_area,2025-01-16,8.62,2025-01-15,8.3,3.8554216867469697,9.397590361445776,28.999144568006834,False,1.6509,5.1644,1,2,1,50.0,10.449735449735451,10.449735449735451,6.144578313253031,3.8554216867469697,历史1/2次成功; 当前距低点3.86%; 最新日涨幅1.65%; 状态bottom_area; 底部未确认
11,51.86049442024419,51.75038721340714,688247,宣泰医药,bottom_area,2025-01-16,9.87,2025-01-13,9.41,4.8884165781083855,7.5451647183846875,28.766086298258898,True,-0.804,1.3446,1,2,1,50.0,17.72030651340996,17.72030651340996,5.1115834218916145,4.8884165781083855,历史1/2次成功; 当前距低点4.89%; 最新日涨幅-0.80%; 状态bottom_area; 底部已确认
