rank,rank_score,probability_score,code,name,current_stage,latest_date,latest_close,current_low_date,current_low_price,current_low_to_latest_pct,current_low_to_high_pct,current_drawdown_pct,current_is_bottom_confirmed,latest_pct_chg,latest_turn,historical_valid_event_count,history_sample_count,history_success_count,history_success_rate_pct,history_avg_rebound_pct,history_max_rebound_pct,upside_to_20pct_target_pct,risk_back_to_low_pct,reason
68,70.66361107812597,66.90086208376978,688262,国芯科技,confirmed_rebound,2024-07-02,15.76,2024-07-01,15.58,1.1553273427471098,10.077021822849797,28.955768353853166,False,-1.5,3.1164,2,3,2,66.66666666666666,20.044848164336123,27.063197026022312,6.8446726572528895,1.1553273427471098,历史2/3次成功; 当前距低点1.16%; 最新日涨幅-1.50%; 状态confirmed_rebound; 底部未确认
69,70.15600677114493,71.50506019195102,000404,长虹华意,bottom_area,2024-07-02,5.47,2024-06-28,5.21,4.990403071017271,6.525911708253357,30.067114093959734,False,-0.5455,1.3394,2,2,2,100.0,26.03859781650749,40.139211136890964,3.0095969289827296,4.990403071017271,历史2/2次成功; 当前距低点4.99%; 最新日涨幅-0.55%; 状态bottom_area; 底部未确认
70,69.77713675327665,65.55339078043997,000921,海信家电,bottom_area,2024-07-02,30.73,2024-07-02,30.5,0.7540983606557391,4.229508196721309,27.55344418052257,False,-3.3344,1.9096,1,1,1,100.0,8.831908831908846,8.831908831908846,7.245901639344261,0.7540983606557391,历史1/1次成功; 当前距低点0.75%; 最新日涨幅-3.33%; 状态bottom_area; 底部未确认
71,69.60460463982703,69.83814699634212,688212,澳华内镜,confirmed_rebound,2024-07-02,40.43,2024-07-01,38.81,4.174181911878375,11.672249420252514,27.566256065696148,True,-5.1162,1.9939,2,2,2,100.0,18.30796642701517,18.639380530973458,3.825818088121625,4.174181911878375,历史2/2次成功; 当前距低点4.17%; 最新日涨幅-5.12%; 状态confirmed_rebound; 底部已确认
72,69.52787951829326,70.44422718904508,600975,新五丰,bottom_area,2024-07-02,7.38,2024-06-28,7.05,4.680851063829788,6.950354609929081,31.94980694980695,False,-1.4686,2.5334,2,2,2,100.0,16.54068609987636,18.99159663865546,3.319148936170212,4.680851063829788,历史2/2次成功; 当前距低点4.68%; 最新日涨幅-1.47%; 状态bottom_area; 底部未确认
73,69.29345934806209,69.89524803065788,001308,康冠科技,bottom_area,2024-07-02,22.3,2024-06-24,21.35,4.449648711943791,6.557377049180321,28.66688940862011,False,-0.8007,1.3923,1,1,1,100.0,27.421758569299566,27.421758569299566,3.5503512880562096,4.449648711943791,历史1/1次成功; 当前距低点4.45%; 最新日涨幅-0.80%; 状态bottom_area; 底部未确认
74,68.8588352135447,66.47469284980158,300558,贝达药业,bottom_area,2024-07-02,32.99,2024-07-01,32.29,2.1678538247135424,4.738309074016727,27.795169946332738,False,-1.9614,0.9321,2,3,2,66.66666666666666,19.95017690043977,25.688589094997194,5.832146175286458,2.1678538247135424,历史2/3次成功; 当前距低点2.17%; 最新日涨幅-1.96%; 状态bottom_area; 底部未确认
75,68.5074561186546,68.3050707239171,688186,广大特材,bottom_area,2024-07-02,9.72,2024-06-25,9.36,3.8461538461538596,5.662393162393175,27.944572748267905,False,-0.1028,0.9029,1,1,1,100.0,11.474739210472489,11.474739210472489,4.153846153846141,3.8461538461538596,历史1/1次成功; 当前距低点3.85%; 最新日涨幅-0.10%; 状态bottom_area; 底部未确认
76,66.7866229390681,67.5942,600976,健民集团,bottom_area,2024-07-02,50.22,2024-07-02,48.0,4.624999999999998,5.52083333333333,28.143712574850294,False,-0.849,2.0626,1,1,1,100.0,17.200000000000006,17.200000000000006,3.3750000000000018,4.624999999999998,历史1/1次成功; 当前距低点4.62%; 最新日涨幅-0.85%; 状态bottom_area; 底部未确认
77,65.14734683121448,64.31744432381046,000002,万科A,bottom_area,2024-07-02,7.13,2024-07-01,6.9,3.3333333333333264,6.521739130434772,30.44354838709677,False,-2.1948,1.8833,2,3,2,66.66666666666666,22.638589554536463,28.255902513328245,4.666666666666674,3.3333333333333264,历史2/3次成功; 当前距低点3.33%; 最新日涨幅-2.19%; 状态bottom_area; 底部未确认
78,65.04245105547389,64.54046962505677,002218,拓日新能,bottom_area,2024-07-02,2.88,2024-06-25,2.78,3.5971223021582768,6.474820143884898,32.850241545893724,False,-0.346,1.3038,2,3,2,66.66666666666666,27.07119251242463,39.04109589041095,4.402877697841723,3.5971223021582768,历史2/3次成功; 当前距低点3.60%; 最新日涨幅-0.35%; 状态bottom_area; 底部未确认
79,63.82053256159954,64.43019461820188,300689,澄天伟业,bottom_area,2024-07-02,13.95,2024-07-01,13.35,4.494382022471908,7.415730337078654,30.031446540880495,False,0.5768,4.4636,2,3,2,66.66666666666666,15.003865391242782,18.720602069614284,3.5056179775280922,4.494382022471908,历史2/3次成功; 当前距低点4.49%; 最新日涨幅0.58%; 状态bottom_area; 底部未确认
80,63.35337558755875,64.03250825082507,688265,南模生物,confirmed_rebound,2024-07-02,21.12,2024-06-25,20.2,4.554455445544563,10.346534653465346,30.631868131868135,True,-4.9505,0.7709,1,1,1,100.0,8.422939068100368,8.422939068100368,3.4455445544554375,4.554455445544563,历史1/1次成功; 当前距低点4.55%; 最新日涨幅-4.95%; 状态confirmed_rebound; 底部已确认
81,55.199483809296666,51.60983543401978,601966,玲珑轮胎,bottom_area,2024-07-02,17.92,2024-07-02,17.83,0.5047672462142648,4.711160964666313,27.95959595959597,False,-3.6559,1.3046,1,2,1,50.0,22.476907287033857,22.476907287033857,7.495232753785736,0.5047672462142648,历史1/2次成功; 当前距低点0.50%; 最新日涨幅-3.66%; 状态bottom_area; 底部未确认
82,54.95247746046196,55.3618762088975,000779,甘咨询,bottom_area,2024-07-02,7.14,2024-06-26,6.84,4.385964912280699,5.116959064327493,29.26577042399173,False,0.4219,0.8221,1,2,1,50.0,17.69825918762089,17.69825918762089,3.6140350877193006,4.385964912280699,历史1/2次成功; 当前距低点4.39%; 最新日涨幅0.42%; 状态bottom_area; 底部未确认
