rank,rank_score,probability_score,code,name,current_stage,latest_date,latest_close,current_low_date,current_low_price,current_low_to_latest_pct,current_low_to_high_pct,current_drawdown_pct,current_is_bottom_confirmed,latest_pct_chg,latest_turn,historical_valid_event_count,history_sample_count,history_success_count,history_success_rate_pct,history_avg_rebound_pct,history_max_rebound_pct,upside_to_20pct_target_pct,risk_back_to_low_pct,reason
1,93.96329427729977,86.78549547328834,000619,海螺新材,bottom_area,2025-11-25,6.39,2025-11-21,6.19,3.2310177705977265,6.1389337641357,27.85547785547785,False,1.7516,3.8975,4,4,4,100.0,30.81836553898465,43.133047210300425,11.768982229402273,3.2310177705977265,历史4/4次成功; 当前距低点3.23%; 最新日涨幅1.75%; 状态bottom_area; 底部未确认
2,91.63433536850188,84.43783567134273,002825,纳尔股份,bottom_area,2025-11-25,10.29,2025-11-24,9.98,3.1062124248496867,4.008016032064131,27.046783625730992,False,2.6946,3.2356,2,2,2,100.0,56.18277368277369,89.24242424242425,11.893787575150313,3.1062124248496867,历史2/2次成功; 当前距低点3.11%; 最新日涨幅2.69%; 状态bottom_area; 底部未确认
3,91.60945345918762,82.52337467998885,000407,胜利股份,bottom_area,2025-11-25,4.85,2025-11-25,4.76,1.8907563025210055,6.722689075630258,28.95522388059702,False,0.4141,14.3512,2,2,2,100.0,24.80805940718676,29.14979757085019,13.109243697478995,1.8907563025210055,历史2/2次成功; 当前距低点1.89%; 最新日涨幅0.41%; 状态bottom_area; 底部未确认
4,89.88986922679,81.67012820318402,000803,山高环能,bottom_area,2025-11-25,6.97,2025-11-24,6.81,2.349486049926581,4.258443465491924,28.98852971845673,False,0.2878,2.6081,2,2,2,100.0,25.843851596863644,36.1111111111111,12.65051395007342,2.349486049926581,历史2/2次成功; 当前距低点2.35%; 最新日涨幅0.29%; 状态bottom_area; 底部未确认
5,88.57407781900531,80.50024907446672,603151,邦基科技,bottom_area,2025-11-25,18.6,2025-11-21,18.17,2.366538249862409,3.5773252614199147,32.62884686688913,False,0.3778,1.865,1,1,1,100.0,36.42987249544626,36.42987249544626,12.63346175013759,2.366538249862409,历史1/1次成功; 当前距低点2.37%; 最新日涨幅0.38%; 状态bottom_area; 底部未确认
6,87.1042766051411,80.81233191088724,002664,信质集团,bottom_area,2025-11-25,22.65,2025-11-24,21.89,3.471904979442659,5.984467793513014,30.727848101265824,False,0.6219,2.3394,2,2,2,100.0,34.990727225895085,52.526315789473685,11.528095020557341,3.471904979442659,历史2/2次成功; 当前距低点3.47%; 最新日涨幅0.62%; 状态bottom_area; 底部未确认
7,86.91413036408387,82.08249232819496,002160,常铝股份,bottom_area,2025-11-25,5.19,2025-11-24,4.97,4.426559356136834,4.828973843058355,28.386167146974074,False,2.7723,7.0501,3,3,3,100.0,36.855094947241525,40.066225165562926,10.573440643863167,4.426559356136834,历史3/3次成功; 当前距低点4.43%; 最新日涨幅2.77%; 状态bottom_area; 底部未确认
8,84.59242836541111,78.2070279610748,603173,福斯达,bottom_area,2025-11-25,38.06,2025-11-24,36.85,3.2835820895522407,4.640434192673001,32.86573146292585,False,1.1158,2.8605,1,1,1,100.0,35.34190927555856,35.34190927555856,11.716417910447758,3.2835820895522407,历史1/1次成功; 当前距低点3.28%; 最新日涨幅1.12%; 状态bottom_area; 底部未确认
9,84.44903654264655,77.00256330783533,603938,三孚股份,bottom_area,2025-11-25,17.75,2025-11-21,17.31,2.5418833044483033,8.08781051415368,27.45180217937972,False,0.5096,2.867,1,1,1,100.0,19.774501300954046,19.774501300954046,12.458116695551697,2.5418833044483033,历史1/1次成功; 当前距低点2.54%; 最新日涨幅0.51%; 状态bottom_area; 底部未确认
10,84.0355186132446,77.88814823594484,600550,保变电气,bottom_area,2025-11-25,9.68,2025-11-24,9.36,3.4188034188034218,5.235042735042738,28.000000000000004,False,0.7284,4.7066,1,1,1,100.0,35.285053929121716,35.285053929121716,11.581196581196577,3.4188034188034218,历史1/1次成功; 当前距低点3.42%; 最新日涨幅0.73%; 状态bottom_area; 底部未确认
11,83.64002369798511,75.53560122169213,601127,赛力斯,bottom_area,2025-11-25,124.85,2025-11-24,122.37,2.0266405164664456,3.914358094304153,28.854651162790695,False,0.2811,1.446,6,9,6,66.66666666666666,27.793951250370768,42.19143576826195,12.973359483533553,2.0266405164664456,历史6/9次成功; 当前距低点2.03%; 最新日涨幅0.28%; 状态bottom_area; 底部未确认
