rank,rank_score,probability_score,code,name,current_stage,latest_date,latest_close,current_low_date,current_low_price,current_low_to_latest_pct,current_low_to_high_pct,current_drawdown_pct,current_is_bottom_confirmed,latest_pct_chg,latest_turn,historical_valid_event_count,history_sample_count,history_success_count,history_success_rate_pct,history_avg_rebound_pct,history_max_rebound_pct,upside_to_20pct_target_pct,risk_back_to_low_pct,reason
1,95.53289071965554,81.72090651922339,300510,金冠股份,bottom_area,2024-10-11,4.26,2024-10-11,4.2,1.428571428571419,8.571428571428557,27.835051546391753,False,-5.7522,4.2665,3,3,3,100.0,30.849727829925854,40.000000000000014,18.571428571428584,1.428571428571419,历史3/3次成功; 当前距低点1.43%; 最新日涨幅-5.75%; 状态bottom_area; 底部未确认
14,73.14857415761378,62.95330604092337,688107,安路科技,bottom_area,2024-10-11,25.44,2024-10-11,25.0,1.760000000000005,11.159999999999997,28.57142857142857,False,-7.9928,3.361,2,5,2,40.0,47.34465613399662,67.95615731785945,18.239999999999995,1.760000000000005,历史2/5次成功; 当前距低点1.76%; 最新日涨幅-7.99%; 状态bottom_area; 底部未确认
15,72.79766815875142,62.91781249999999,300474,景嘉微,bottom_area,2024-10-11,78.33,2024-10-11,76.8,1.9921875000000016,10.677083333333337,27.189988623435728,False,-6.5943,7.4783,2,5,2,40.0,56.74256339264612,59.857142857142854,18.0078125,1.9921875000000016,历史2/5次成功; 当前距低点1.99%; 最新日涨幅-6.59%; 状态bottom_area; 底部未确认
16,72.33121058671658,62.61634801900118,300530,领湃科技,bottom_area,2024-10-11,19.13,2024-10-11,18.74,2.081109925293493,8.0042689434365,30.541141586360276,False,-6.6829,2.8026,3,6,3,50.0,27.802573379948058,34.07510431154381,17.91889007470651,2.081109925293493,历史3/6次成功; 当前距低点2.08%; 最新日涨幅-6.68%; 状态bottom_area; 底部未确认
17,68.3417439463833,58.07455473392915,688058,宝兰德,bottom_area,2024-10-11,23.7,2024-10-11,23.45,1.0660980810234542,10.831556503198291,29.494888755261574,False,-8.8462,3.5685,1,2,1,50.0,24.27558257345491,24.27558257345491,18.93390191897655,1.0660980810234542,历史1/2次成功; 当前距低点1.07%; 最新日涨幅-8.85%; 状态bottom_area; 底部未确认
18,68.13204740200364,59.339813286742796,688320,禾川科技,bottom_area,2024-10-11,26.74,2024-10-11,26.11,2.412868632707771,11.29835312140942,28.971708378672467,False,-9.202,5.2817,2,5,2,40.0,35.920181555465064,38.29133374308544,17.58713136729223,2.412868632707771,历史2/5次成功; 当前距低点2.41%; 最新日涨幅-9.20%; 状态bottom_area; 底部未确认
19,67.77804563872894,58.11777777777778,300737,科顺股份,bottom_area,2024-10-11,5.21,2024-10-11,5.13,1.5594541910331399,6.627680311890835,28.451882845188287,False,-5.2727,3.109,1,3,1,33.33333333333333,80.4289544235925,80.4289544235925,18.44054580896686,1.5594541910331399,历史1/3次成功; 当前距低点1.56%; 最新日涨幅-5.27%; 状态bottom_area; 底部未确认
20,66.81571233308546,57.21829669994758,300659,中孚信息,bottom_area,2024-10-11,15.0,2024-10-11,14.78,1.488497970230045,8.795669824086596,28.25242718446603,False,-6.015,6.4694,1,2,1,50.0,24.84984984984984,24.84984984984984,18.511502029769954,1.488497970230045,历史1/2次成功; 当前距低点1.49%; 最新日涨幅-6.01%; 状态bottom_area; 底部未确认
21,66.54137829093625,57.02536518177246,300615,欣天科技,bottom_area,2024-10-11,11.29,2024-10-11,11.12,1.5287769784172658,11.960431654676261,28.165374677002593,False,-7.5348,6.9299,1,2,1,50.0,24.306326304106545,24.306326304106545,18.471223021582738,1.5287769784172658,历史1/2次成功; 当前距低点1.53%; 最新日涨幅-7.53%; 状态bottom_area; 底部未确认
22,66.16560153557973,56.81397982637538,300755,华致酒行,bottom_area,2024-10-11,16.78,2024-10-11,16.51,1.635372501514231,7.813446396123555,32.858885725904834,False,-7.344,2.6103,1,2,1,50.0,24.47650069799908,24.47650069799908,18.36462749848577,1.635372501514231,历史1/2次成功; 当前距低点1.64%; 最新日涨幅-7.34%; 状态bottom_area; 底部未确认
23,66.1526766806536,57.615023536398304,300637,扬帆新材,bottom_area,2024-10-11,10.19,2024-10-11,9.95,2.41206030150754,10.85427135678392,27.37226277372263,False,-6.9406,8.9247,2,5,2,40.0,26.63720980556717,31.810193321616865,17.587939698492463,2.41206030150754,历史2/5次成功; 当前距低点2.41%; 最新日涨幅-6.94%; 状态bottom_area; 底部未确认
24,65.91880867267456,56.496184620629904,688083,中望软件,bottom_area,2024-10-11,91.4,2024-10-11,90.02,1.532992668295945,14.063541435236626,29.10694597574422,False,-10.1985,2.9581,2,6,2,33.33333333333333,24.290723500060842,27.053669222343906,18.467007331704053,1.532992668295945,历史2/6次成功; 当前距低点1.53%; 最新日涨幅-10.20%; 状态bottom_area; 底部未确认
25,65.58983267151368,55.774276253484686,688047,龙芯中科,bottom_area,2024-10-11,124.6,2024-10-11,123.24,1.1035378123985715,7.392080493346316,27.025106584557086,False,-4.9435,2.0842,1,4,1,25.0,33.20076594491089,33.20076594491089,18.89646218760143,1.1035378123985715,历史1/4次成功; 当前距低点1.10%; 最新日涨幅-4.94%; 状态bottom_area; 底部未确认
26,65.18211855650188,56.050010477629506,300399,天利科技,bottom_area,2024-10-11,18.99,2024-10-11,18.67,1.71397964649168,9.801821103374388,31.611721611721606,False,-2.8645,11.6763,1,4,1,25.0,31.95098963242225,31.95098963242225,18.28602035350832,1.71397964649168,历史1/4次成功; 当前距低点1.71%; 最新日涨幅-2.86%; 状态bottom_area; 底部未确认
27,64.83290683701304,56.107824858947495,300426,华智数媒,bottom_area,2024-10-11,8.9,2024-10-11,8.72,2.0642201834862353,9.403669724770625,29.677419354838708,False,-7.4844,2.8864,1,2,1,50.0,25.936811168258643,25.936811168258643,17.935779816513765,2.0642201834862353,历史1/2次成功; 当前距低点2.06%; 最新日涨幅-7.48%; 状态bottom_area; 底部未确认
28,64.24444835038936,55.80309428352629,688331,荣昌生物,bottom_area,2024-10-11,30.7,2024-10-11,30.02,2.2651565622918044,11.99200532978014,28.506787330316747,False,-7.9736,2.7464,1,2,1,50.0,26.761565836298917,26.761565836298917,17.734843437708196,2.2651565622918044,历史1/2次成功; 当前距低点2.27%; 最新日涨幅-7.97%; 状态bottom_area; 底部未确认
29,64.04372307103405,54.534624790939375,688059,华锐精密,bottom_area,2024-10-11,50.64,2024-10-11,50.05,1.1788211788211858,10.889110889110896,29.50704225352113,False,-7.1167,2.0146,1,5,1,20.0,38.29213483146067,38.29213483146067,18.821178821178815,1.1788211788211858,历史1/5次成功; 当前距低点1.18%; 最新日涨幅-7.12%; 状态bottom_area; 底部未确认
30,62.63759074194844,53.953195457146194,300573,兴齐眼药,bottom_area,2024-10-11,87.35,2024-10-11,85.8,1.8065268065268032,9.615384615384617,32.80601456652831,False,-6.7073,9.6567,1,5,1,20.0,42.86062675283501,42.86062675283501,18.193473193473196,1.8065268065268032,历史1/5次成功; 当前距低点1.81%; 最新日涨幅-6.71%; 状态bottom_area; 底部未确认
31,62.47651677971251,53.71429177771381,300454,深信服,bottom_area,2024-10-11,62.05,2024-10-11,61.01,1.7046385838387135,8.17898705130307,27.62752075919336,False,-5.2382,3.2314,1,4,1,25.0,29.49391262831224,29.49391262831224,18.29536141616129,1.7046385838387135,历史1/4次成功; 当前距低点1.70%; 最新日涨幅-5.24%; 状态bottom_area; 底部未确认
32,62.41436825352214,53.77237880303445,000995,皇台酒业,bottom_area,2024-10-11,11.2,2024-10-11,11.0,1.818181818181812,9.090909090909092,31.207004377736087,False,-8.347,9.5101,2,7,2,28.57142857142857,23.45993351722187,24.697644812221508,18.181818181818187,1.818181818181812,历史2/7次成功; 当前距低点1.82%; 最新日涨幅-8.35%; 状态bottom_area; 底部未确认
33,61.58889480247823,52.85926559356137,300713,英可瑞,bottom_area,2024-10-11,15.15,2024-10-11,14.91,1.6096579476861181,9.993293091884631,27.23279648609077,False,-7.8467,9.3875,1,4,1,25.0,23.73271889400922,23.73271889400922,18.390342052313883,1.6096579476861181,历史1/4次成功; 当前距低点1.61%; 最新日涨幅-7.85%; 状态bottom_area; 底部未确认
34,61.434840845144215,53.76368142264488,688308,欧科亿,bottom_area,2024-10-11,18.04,2024-10-11,17.57,2.675014228799083,12.407512805919179,29.210314262691377,False,-7.5346,2.6049,1,3,1,33.33333333333333,40.26548672566372,40.26548672566372,17.324985771200918,2.675014228799083,历史1/3次成功; 当前距低点2.68%; 最新日涨幅-7.53%; 状态bottom_area; 底部未确认
35,58.831311708800754,51.990837587629024,300769,德方纳米,bottom_area,2024-10-11,38.58,2024-10-11,37.38,3.21027287319421,11.235955056179762,29.471698113207545,False,-8.3828,9.9993,2,7,2,28.57142857142857,30.946096904441454,41.300000000000004,16.789727126805793,3.21027287319421,历史2/7次成功; 当前距低点3.21%; 最新日涨幅-8.38%; 状态bottom_area; 底部未确认
36,58.11885771236286,50.64850536913485,688017,绿的谐波,bottom_area,2024-10-11,83.8,2024-10-11,81.8,2.444987775061125,16.13691931540343,28.22672633149074,False,-10.8511,4.3997,1,4,1,25.0,22.08643815201191,22.08643815201191,17.555012224938878,2.444987775061125,历史1/4次成功; 当前距低点2.44%; 最新日涨幅-10.85%; 状态bottom_area; 底部未确认
37,55.733614180435026,47.291495903454695,688117,圣诺生物,bottom_area,2024-10-11,26.62,2024-10-11,26.36,0.9863429438543307,5.614567526555389,28.718226068144936,False,-4.5878,3.744,1,3,1,33.33333333333333,24.6076585059636,24.6076585059636,19.013657056145668,0.9863429438543307,历史1/3次成功; 当前距低点0.99%; 最新日涨幅-4.59%; 状态bottom_area; 底部未确认
38,55.58726757614978,48.174460839813804,688173,希荻微,bottom_area,2024-10-11,10.97,2024-10-11,10.74,2.1415270018622015,11.638733705772813,28.160535117056853,False,-10.3025,4.5654,1,6,1,16.666666666666664,23.120837297811605,23.120837297811605,17.8584729981378,2.1415270018622015,历史1/6次成功; 当前距低点2.14%; 最新日涨幅-10.30%; 状态bottom_area; 底部未确认
39,55.060163489997905,49.938540103562104,688326,经纬恒润,confirmed_rebound,2024-10-11,82.86,2024-10-11,79.19,4.6344235383255485,21.530496274782166,31.067200557103064,False,-14.5773,5.8162,1,2,1,50.0,34.48938586529221,34.48938586529221,15.365576461674452,4.6344235383255485,历史1/2次成功; 当前距低点4.63%; 最新日涨幅-14.58%; 状态confirmed_rebound; 底部未确认
40,51.06615969241786,45.96663255325658,688071,华依科技,bottom_area,2024-10-11,20.75,2024-10-11,19.91,4.218985434455047,15.268709191361122,29.646643109540637,False,-9.7434,3.9072,1,5,1,20.0,29.494190020505805,29.494190020505805,15.781014565544954,4.218985434455047,历史1/5次成功; 当前距低点4.22%; 最新日涨幅-9.74%; 状态bottom_area; 底部未确认
