rank,rank_score,probability_score,code,name,current_stage,latest_date,latest_close,current_low_date,current_low_price,current_low_to_latest_pct,current_low_to_high_pct,current_drawdown_pct,current_is_bottom_confirmed,latest_pct_chg,latest_turn,historical_valid_event_count,history_sample_count,history_success_count,history_success_rate_pct,history_avg_rebound_pct,history_max_rebound_pct,upside_to_20pct_target_pct,risk_back_to_low_pct,reason
1,95.53289071965554,81.72090651922339,300510,金冠股份,bottom_area,2024-10-11,4.26,2024-10-11,4.2,1.428571428571419,8.571428571428557,27.835051546391753,False,-5.7522,4.2665,3,3,3,100.0,30.849727829925854,40.000000000000014,18.571428571428584,1.428571428571419,历史3/3次成功; 当前距低点1.43%; 最新日涨幅-5.75%; 状态bottom_area; 底部未确认
2,89.84034329788108,77.88697369125185,300624,万兴科技,bottom_area,2024-10-11,55.32,2024-10-11,54.15,2.1606648199446012,9.732225300092342,29.271159874608156,False,-9.2669,10.0295,2,2,2,100.0,35.87790043400834,51.195680123425035,17.8393351800554,2.1606648199446012,历史2/2次成功; 当前距低点2.16%; 最新日涨幅-9.27%; 状态bottom_area; 底部未确认
3,87.23732072688433,74.25053511705688,600376,首开股份,bottom_area,2024-10-11,2.63,2024-10-10,2.6,1.1538461538461462,7.307692307692306,27.97783933518005,False,-3.663,1.8454,1,1,1,100.0,20.652173913043484,20.652173913043484,18.846153846153854,1.1538461538461462,历史1/1次成功; 当前距低点1.15%; 最新日涨幅-3.66%; 状态bottom_area; 底部未确认
4,86.06441054107601,74.48347494290698,301369,联动科技,bottom_area,2024-10-11,55.35,2024-10-11,54.23,2.0652775216669825,11.63562603724876,27.17872968980798,False,-7.0841,15.4729,1,1,1,100.0,33.07692307692307,33.07692307692307,17.93472247833302,2.0652775216669825,历史1/1次成功; 当前距低点2.07%; 最新日涨幅-7.08%; 状态bottom_area; 底部未确认
5,85.76848030585303,73.88010243917705,300763,锦浪科技,bottom_area,2024-10-11,72.61,2024-10-11,71.32,1.8087492989343892,7.922041503084698,27.068207383168026,False,-5.4926,4.3792,3,4,3,75.0,30.855112047029355,36.020348268440614,18.191250701065613,1.8087492989343892,历史3/4次成功; 当前距低点1.81%; 最新日涨幅-5.49%; 状态bottom_area; 底部未确认
6,85.21566205656005,73.99831376036742,688037,芯源微,bottom_area,2024-10-11,81.8,2024-10-11,80.0,2.2499999999999964,10.250000000000004,30.434782608695656,False,-7.7374,5.1544,4,5,4,80.0,26.066203012728074,34.08866995073892,17.750000000000004,2.2499999999999964,历史4/5次成功; 当前距低点2.25%; 最新日涨幅-7.74%; 状态bottom_area; 底部未确认
7,85.2140720974822,74.34988484288867,300662,科锐国际,bottom_area,2024-10-11,19.6,2024-10-11,19.12,2.510460251046027,5.543933054393299,27.739984882842023,False,-0.6085,5.8311,1,1,1,100.0,27.600721587492483,27.600721587492483,17.489539748953973,2.510460251046027,历史1/1次成功; 当前距低点2.51%; 最新日涨幅-0.61%; 状态bottom_area; 底部未确认
8,82.98314520578387,71.90247669773635,300528,幸福蓝海,bottom_area,2024-10-11,7.67,2024-10-11,7.51,2.1304926764314267,9.054593874833552,27.857829010566764,False,-5.6581,2.7451,1,1,1,100.0,20.0,20.0,17.869507323568573,2.1304926764314267,历史1/1次成功; 当前距低点2.13%; 最新日涨幅-5.66%; 状态bottom_area; 底部未确认
9,82.85260619790927,69.91580431166857,301607,富特科技,bottom_area,2024-10-11,44.1,2024-10-11,43.8,0.6849315068493248,9.041095890410961,27.603305785123972,False,-7.6633,28.6493,1,1,1,100.0,31.437893264973205,31.437893264973205,19.315068493150676,0.6849315068493248,历史1/1次成功; 当前距低点0.68%; 最新日涨幅-7.66%; 状态bottom_area; 底部未确认
10,81.17677159406765,69.54125309364535,688236,春立医疗,bottom_area,2024-10-11,12.79,2024-10-11,12.6,1.507936507936504,9.285714285714286,27.33564013840831,False,-7.1169,5.0228,2,3,2,66.66666666666666,38.562804650935014,48.33672776646301,18.492063492063497,1.507936507936504,历史2/3次成功; 当前距低点1.51%; 最新日涨幅-7.12%; 状态bottom_area; 底部未确认
11,78.08158456248744,67.38132863020085,301499,维科精密,bottom_area,2024-10-11,26.7,2024-10-11,26.2,1.9083969465648856,13.740458015267182,27.222222222222225,False,-2.9091,17.5265,2,3,2,66.66666666666666,21.64412366506522,21.950454687989964,18.091603053435115,1.9083969465648856,历史2/3次成功; 当前距低点1.91%; 最新日涨幅-2.91%; 状态bottom_area; 底部未确认
12,74.72360995437181,64.19774102064497,300560,中富通,bottom_area,2024-10-11,14.04,2024-10-11,13.81,1.6654598117306203,8.110065170166541,27.277514481305943,False,-6.5868,7.4498,2,4,2,50.0,31.209620383821402,41.47727272727274,18.33454018826938,1.6654598117306203,历史2/4次成功; 当前距低点1.67%; 最新日涨幅-6.59%; 状态bottom_area; 底部未确认
13,74.45026715440414,65.42345172990244,688023,安恒信息,bottom_area,2024-10-11,46.82,2024-10-11,45.5,2.9010989010989015,15.472527472527469,28.43661528782636,False,-10.5635,9.1934,2,3,2,66.66666666666666,33.50156213839389,39.261744966442954,17.0989010989011,2.9010989010989015,历史2/3次成功; 当前距低点2.90%; 最新日涨幅-10.56%; 状态bottom_area; 底部未确认
