rank,rank_score,probability_score,code,name,current_stage,latest_date,latest_close,current_low_date,current_low_price,current_low_to_latest_pct,current_low_to_high_pct,current_drawdown_pct,current_is_bottom_confirmed,latest_pct_chg,latest_turn,historical_valid_event_count,history_sample_count,history_success_count,history_success_rate_pct,history_avg_rebound_pct,history_max_rebound_pct,upside_to_20pct_target_pct,risk_back_to_low_pct,reason
1,92.43993576477247,81.45816793893133,002687,乔治白,bottom_area,2024-08-13,4.05,2024-07-25,3.93,3.053435114503808,5.852417302798981,32.82051282051282,False,0.2475,0.5541,1,1,1,100.0,64.00000000000001,64.00000000000001,16.946564885496194,3.053435114503808,历史1/1次成功; 当前距低点3.05%; 最新日涨幅0.25%; 状态bottom_area; 底部未确认
2,88.95812705540185,80.24498586239395,002552,宝鼎科技,bottom_area,2024-08-13,11.07,2024-07-25,10.61,4.335532516493882,10.084825636192276,30.197368421052634,True,0.8197,0.5556,1,1,1,100.0,52.23596574690771,52.23596574690771,15.66446748350612,4.335532516493882,历史1/1次成功; 当前距低点4.34%; 最新日涨幅0.82%; 状态bottom_area; 底部已确认
3,86.57905119361361,75.83002878356098,002563,森马服饰,bottom_area,2024-08-13,4.91,2024-07-30,4.78,2.719665271966525,7.531380753138063,29.080118694362017,True,-0.8081,0.4415,1,1,1,100.0,28.929384965831446,28.929384965831446,17.280334728033473,2.719665271966525,历史1/1次成功; 当前距低点2.72%; 最新日涨幅-0.81%; 状态bottom_area; 底部已确认
4,78.45611573038548,67.42994379809494,600343,航天动力,bottom_area,2024-08-13,7.84,2024-08-13,7.71,1.686121919584953,3.24254215304799,31.16071428571428,False,-1.0101,3.807,2,4,2,50.0,38.62527835886361,55.72413793103447,18.313878080415048,1.686121919584953,历史2/4次成功; 当前距低点1.69%; 最新日涨幅-1.01%; 状态bottom_area; 底部未确认
5,78.18968437754988,70.03035535782941,301606,绿联科技,bottom_area,2024-08-13,30.04,2024-08-13,28.9,3.9446366782006943,3.9446366782006943,30.34466136418415,False,-0.4309,15.9586,1,1,1,100.0,21.957671957671955,21.957671957671955,16.055363321799305,3.9446366782006943,历史1/1次成功; 当前距低点3.94%; 最新日涨幅-0.43%; 状态bottom_area; 底部未确认
6,75.49037788228794,64.54883579292576,001239,永达股份,bottom_area,2024-08-13,14.43,2024-08-13,14.23,1.4054813773717447,2.178496134926203,30.888780961631856,False,0.1388,12.6848,1,3,1,33.33333333333333,62.04678362573098,62.04678362573098,18.594518622628257,1.4054813773717447,历史1/3次成功; 当前距低点1.41%; 最新日涨幅0.14%; 状态bottom_area; 底部未确认
7,74.31726770131856,66.87850108896681,603368,柳药集团,bottom_area,2024-08-13,17.1,2024-07-31,16.41,4.204753199268747,8.470444850700796,31.908713692946062,True,-1.1561,1.3578,2,3,2,66.66666666666666,37.89608449802624,42.85714285714285,15.795246800731256,4.204753199268747,历史2/3次成功; 当前距低点4.20%; 最新日涨幅-1.16%; 状态bottom_area; 底部已确认
8,73.49674280013855,63.348720920477064,001203,大中矿业,bottom_area,2024-08-13,8.29,2024-08-05,8.14,1.842751842751825,3.4398034398034314,30.00859845227859,False,0.1208,0.2961,1,2,1,50.0,29.46341463414634,29.46341463414634,18.157248157248176,1.842751842751825,历史1/2次成功; 当前距低点1.84%; 最新日涨幅0.12%; 状态bottom_area; 底部未确认
9,72.39732033638316,64.00356973995271,300424,航新科技,bottom_area,2024-08-13,13.1,2024-08-12,12.69,3.2308904649330192,5.752561071710011,27.2362385321101,False,1.3148,6.5197,1,2,1,50.0,52.29885057471265,52.29885057471265,16.76910953506698,3.2308904649330192,历史1/2次成功; 当前距低点3.23%; 最新日涨幅1.31%; 状态bottom_area; 底部未确认
10,70.09261336369211,63.21643926788687,600058,五矿发展,bottom_area,2024-08-13,6.27,2024-07-25,6.01,4.326123128119797,8.153078202995012,31.85941043083901,True,1.2924,0.2712,1,2,1,50.0,99.54954954954954,99.54954954954954,15.673876871880205,4.326123128119797,历史1/2次成功; 当前距低点4.33%; 最新日涨幅1.29%; 状态bottom_area; 底部已确认
11,69.92618035003723,59.225468372985816,000983,山西焦煤,bottom_area,2024-08-13,7.97,2024-08-13,7.9,0.8860759493670809,2.658227848101254,27.188940092165893,False,-1.2392,0.5322,2,4,2,50.0,24.546889986789015,27.212389380530986,19.113924050632917,0.8860759493670809,历史2/4次成功; 当前距低点0.89%; 最新日涨幅-1.24%; 状态bottom_area; 底部未确认
12,64.05698519812451,55.42677581022386,002355,兴民智通,bottom_area,2024-08-13,4.47,2024-08-12,4.38,2.054794520547942,6.164383561643846,28.8961038961039,False,1.1312,3.3406,1,5,1,20.0,21.138211382113823,21.138211382113823,17.94520547945206,2.054794520547942,历史1/5次成功; 当前距低点2.05%; 最新日涨幅1.13%; 状态bottom_area; 底部未确认
13,63.7837430304783,55.86897199749925,002651,利君股份,bottom_area,2024-08-13,5.28,2024-08-13,5.14,2.7237354085603225,5.642023346303502,29.201101928374655,False,-0.189,8.0901,1,3,1,33.33333333333333,41.96642685851319,41.96642685851319,17.276264591439677,2.7237354085603225,历史1/3次成功; 当前距低点2.72%; 最新日涨幅-0.19%; 状态bottom_area; 底部未确认
14,51.73288888534749,43.41688544283521,002316,亚联发展,bottom_area,2024-08-13,2.6,2024-08-13,2.59,0.38610038610039504,5.405405405405411,27.247191011235962,False,-4.7619,10.2462,1,8,1,12.5,24.890829694323134,24.890829694323134,19.613899613899605,0.38610038610039504,历史1/8次成功; 当前距低点0.39%; 最新日涨幅-4.76%; 状态bottom_area; 底部未确认
