rank,rank_score,probability_score,code,name,current_stage,latest_date,latest_close,current_low_date,current_low_price,current_low_to_latest_pct,current_low_to_high_pct,current_drawdown_pct,current_is_bottom_confirmed,latest_pct_chg,latest_turn,historical_valid_event_count,history_sample_count,history_success_count,history_success_rate_pct,history_avg_rebound_pct,history_max_rebound_pct,upside_to_20pct_target_pct,risk_back_to_low_pct,reason
1,84.80057300024973,82.28321479004595,300422,博世科,bottom_area,2025-02-20,4.21,2025-02-06,4.11,2.4330900243308915,6.5693430656934195,30.220713073005083,False,0.0,1.9865,2,2,2,100.0,30.164838954410644,45.4320987654321,5.566909975669108,2.4330900243308915,历史2/2次成功; 当前距低点2.43%; 最新日涨幅0.00%; 状态bottom_area; 底部未确认
2,81.38187344718534,77.27389355742298,002016,世荣兆业,bottom_area,2025-02-20,6.2,2025-02-19,6.12,1.3071895424836613,3.2679738562091534,28.169014084507037,False,-1.5873,2.0082,1,1,1,100.0,28.571428571428566,28.571428571428566,6.692810457516339,1.3071895424836613,历史1/1次成功; 当前距低点1.31%; 最新日涨幅-1.59%; 状态bottom_area; 底部未确认
3,79.10983587595584,73.98836113474975,605398,新炬网络,bottom_area,2025-02-20,38.59,2025-02-20,38.39,0.5209690023443678,3.7249283667621773,29.456082322675485,False,-3.5009,9.551,3,3,3,100.0,17.990163763951127,22.15700660308142,7.479030997655632,0.5209690023443678,历史3/3次成功; 当前距低点0.52%; 最新日涨幅-3.50%; 状态bottom_area; 底部未确认
4,77.32448763893079,76.81146118205618,600325,华发股份,confirmed_rebound,2025-02-20,5.39,2025-01-13,5.2,3.6538461538461444,9.038461538461533,29.539295392953925,True,-1.1009,0.915,3,3,3,100.0,22.53887318723322,32.553606237816766,4.346153846153856,3.6538461538461444,历史3/3次成功; 当前距低点3.65%; 最新日涨幅-1.10%; 状态confirmed_rebound; 底部已确认
5,76.39732294339258,76.90384968693651,000155,川能动力,confirmed_rebound,2025-02-20,10.81,2025-01-13,10.36,4.343629343629354,9.555984555984558,28.05555555555556,True,-1.0073,1.1239,3,3,3,100.0,31.490992421566784,45.280898876404486,3.6563706563706457,4.343629343629354,历史3/3次成功; 当前距低点4.34%; 最新日涨幅-1.01%; 状态confirmed_rebound; 底部已确认
