rank,rank_score,probability_score,code,name,current_stage,latest_date,latest_close,current_low_date,current_low_price,current_low_to_latest_pct,current_low_to_high_pct,current_drawdown_pct,current_is_bottom_confirmed,latest_pct_chg,latest_turn,historical_valid_event_count,history_sample_count,history_success_count,history_success_rate_pct,history_avg_rebound_pct,history_max_rebound_pct,upside_to_20pct_target_pct,risk_back_to_low_pct,reason
1,92.84357616683032,79.16894091745219,002563,森马服饰,bottom_area,2024-08-14,4.84,2024-07-30,4.78,1.2552301255230043,7.531380753138063,29.080118694362017,True,-1.4257,0.4094,1,1,1,100.0,28.929384965831446,28.929384965831446,18.744769874476997,1.2552301255230043,历史1/1次成功; 当前距低点1.26%; 最新日涨幅-1.43%; 状态bottom_area; 底部已确认
2,89.21349595868884,79.71770992366413,002687,乔治白,bottom_area,2024-08-14,4.08,2024-07-25,3.93,3.8167938931297685,5.852417302798981,32.82051282051282,False,0.7407,0.5806,1,1,1,100.0,64.00000000000001,64.00000000000001,16.183206106870234,3.8167938931297685,历史1/1次成功; 当前距低点3.82%; 最新日涨幅0.74%; 状态bottom_area; 底部未确认
3,86.64247645658432,77.3543355325165,002552,宝鼎科技,bottom_area,2024-08-14,11.01,2024-07-25,10.61,3.770028275212068,10.084825636192276,30.197368421052634,True,-0.542,0.5114,1,1,1,100.0,52.23596574690771,52.23596574690771,16.229971724787934,3.770028275212068,历史1/1次成功; 当前距低点3.77%; 最新日涨幅-0.54%; 状态bottom_area; 底部已确认
4,82.66183334748938,72.55492283187786,301606,绿联科技,bottom_area,2024-08-14,29.72,2024-08-13,28.9,2.837370242214534,4.6712802768166135,30.34466136418415,False,-1.0652,12.2488,1,1,1,100.0,21.957671957671955,21.957671957671955,17.162629757785467,2.837370242214534,历史1/1次成功; 当前距低点2.84%; 最新日涨幅-1.07%; 状态bottom_area; 底部未确认
5,82.42822090103745,74.85142372407034,603218,日月股份,bottom_area,2024-08-14,9.8,2024-07-05,9.36,4.700854700854714,10.256410256410266,27.216174183514774,True,-2.1956,0.4347,1,1,1,100.0,47.95361527967258,47.95361527967258,15.299145299145286,4.700854700854714,历史1/1次成功; 当前距低点4.70%; 最新日涨幅-2.20%; 状态bottom_area; 底部已确认
6,82.02005416468238,74.44788350409478,300349,金卡智能,bottom_area,2024-08-14,10.52,2024-07-25,10.05,4.676616915422874,9.55223880597014,32.59557344064386,True,-1.4981,0.7942,1,1,1,100.0,45.48693586698337,45.48693586698337,15.323383084577127,4.676616915422874,历史1/1次成功; 当前距低点4.68%; 最新日涨幅-1.50%; 状态bottom_area; 底部已确认
7,81.78361650144103,73.07269116988925,300435,中泰股份,bottom_area,2024-08-14,10.62,2024-07-25,10.23,3.81231671554251,9.38416422287389,27.549575070821525,True,-1.6667,0.4524,1,1,1,100.0,27.498781082398814,27.498781082398814,16.187683284457492,3.81231671554251,历史1/1次成功; 当前距低点3.81%; 最新日涨幅-1.67%; 状态bottom_area; 底部已确认
8,80.87812817101585,70.62987220414053,603368,柳药集团,bottom_area,2024-08-14,16.83,2024-07-31,16.41,2.5594149908592208,8.470444850700796,31.908713692946062,True,-1.5789,0.9699,2,3,2,66.66666666666666,37.89608449802624,42.85714285714285,17.44058500914078,2.5594149908592208,历史2/3次成功; 当前距低点2.56%; 最新日涨幅-1.58%; 状态bottom_area; 底部已确认
9,80.7423736780259,72.46110458284375,000629,钒钛股份,bottom_area,2024-08-14,2.31,2024-07-25,2.22,4.054054054054047,10.360360360360358,32.72727272727272,True,-1.7021,0.4725,1,1,1,100.0,27.173913043478265,27.173913043478265,15.945945945945954,4.054054054054047,历史1/1次成功; 当前距低点4.05%; 最新日涨幅-1.70%; 状态bottom_area; 底部已确认
10,79.23193197991463,71.97008551367041,001218,丽臣实业,bottom_area,2024-08-14,14.43,2024-07-25,13.78,4.716981132075475,6.603773584905662,30.404040404040412,False,-0.3453,0.5552,2,2,2,100.0,25.18711018711019,29.999999999999993,15.283018867924525,4.716981132075475,历史2/2次成功; 当前距低点4.72%; 最新日涨幅-0.35%; 状态bottom_area; 底部未确认
11,79.05377792435556,69.24418504323113,600343,航天动力,bottom_area,2024-08-14,7.92,2024-08-13,7.71,2.723735408560311,5.05836575875486,31.16071428571428,False,1.0204,4.2845,2,4,2,50.0,38.62527835886361,55.72413793103447,17.27626459143969,2.723735408560311,历史2/4次成功; 当前距低点2.72%; 最新日涨幅1.02%; 状态bottom_area; 底部未确认
