rank,rank_score,probability_score,code,name,current_stage,latest_date,latest_close,current_low_date,current_low_price,current_low_to_latest_pct,current_low_to_high_pct,current_drawdown_pct,current_is_bottom_confirmed,latest_pct_chg,latest_turn,historical_valid_event_count,history_sample_count,history_success_count,history_success_rate_pct,history_avg_rebound_pct,history_max_rebound_pct,upside_to_20pct_target_pct,risk_back_to_low_pct,reason
1,83.96165855822561,75.17649803235193,600331,宏达股份,bottom_area,2021-11-12,3.44,2021-11-10,3.31,3.927492447129906,8.459214501510568,31.469979296066253,True,-1.4327,2.6476,1,1,1,100.0,40.221402214022135,40.221402214022135,16.072507552870096,3.927492447129906,历史1/1次成功; 当前距低点3.93%; 最新日涨幅-1.43%; 状态bottom_area; 底部已确认
2,73.03126809836654,66.23652494865237,300437,清水源,bottom_area,2021-11-12,37.94,2021-11-12,36.26,4.633204633204633,8.990623276337576,29.221159476869023,False,-7.4183,32.0228,3,4,3,75.0,24.382965120209345,30.330330330330323,15.366795366795369,4.633204633204633,历史3/4次成功; 当前距低点4.63%; 最新日涨幅-7.42%; 状态bottom_area; 底部未确认
