rank,rank_score,probability_score,code,name,current_stage,latest_date,latest_close,current_low_date,current_low_price,current_low_to_latest_pct,current_low_to_high_pct,current_drawdown_pct,current_is_bottom_confirmed,latest_pct_chg,latest_turn,historical_valid_event_count,history_sample_count,history_success_count,history_success_rate_pct,history_avg_rebound_pct,history_max_rebound_pct,upside_to_20pct_target_pct,risk_back_to_low_pct,reason
1,88.48869349080154,78.45098991000819,002674,兴业科技,bottom_area,2024-09-18,7.8,2024-09-18,7.72,1.0362694300518145,2.9792746113989694,32.16168717047452,False,-1.0152,0.4385,1,1,1,100.0,31.578947368421055,31.578947368421055,13.963730569948185,1.0362694300518145,历史1/1次成功; 当前距低点1.04%; 最新日涨幅-1.02%; 状态bottom_area; 底部未确认
2,87.91924171002938,78.92857651901454,000539,粤电力A,bottom_area,2024-09-18,4.17,2024-09-18,4.1,1.7073170731707388,2.1951219512195306,31.8936877076412,False,0.2404,0.3475,1,1,1,100.0,19.89924433249369,19.89924433249369,13.292682926829261,1.7073170731707388,历史1/1次成功; 当前距低点1.71%; 最新日涨幅0.24%; 状态bottom_area; 底部未确认
3,85.41556364727836,77.54817610384038,301456,盘古智能,bottom_area,2024-09-18,18.6,2024-09-18,18.18,2.31023102310232,4.510451045104512,27.279999999999998,False,-0.8529,1.4137,1,1,1,100.0,42.34141309953585,42.34141309953585,12.68976897689768,2.31023102310232,历史1/1次成功; 当前距低点2.31%; 最新日涨幅-0.85%; 状态bottom_area; 底部未确认
4,84.64399647427726,75.15050877870864,300521,爱司凯,bottom_area,2024-09-18,9.99,2024-09-18,9.88,1.1133603238866339,3.2388663967611184,28.920863309352512,False,-0.6958,1.2849,4,6,4,66.66666666666666,37.001632529588655,73.27586206896554,13.886639676113365,1.1133603238866339,历史4/6次成功; 当前距低点1.11%; 最新日涨幅-0.70%; 状态bottom_area; 底部未确认
5,84.44483956442068,76.86457984212589,601808,中海油服,bottom_area,2024-09-18,13.39,2024-09-18,13.07,2.448355011476666,2.52486610558531,30.25613660618996,False,1.6705,0.1543,1,1,1,100.0,17.88617886178861,17.88617886178861,12.551644988523334,2.448355011476666,历史1/1次成功; 当前距低点2.45%; 最新日涨幅1.67%; 状态bottom_area; 底部未确认
6,84.27261523649197,76.85392254016278,301386,未来电器,bottom_area,2024-09-18,17.29,2024-09-18,16.86,2.5504151838671394,4.3890865954923015,28.224776500638566,False,-0.0578,1.4111,2,2,2,100.0,24.88639332999926,27.880184331797242,12.449584816132859,2.5504151838671394,历史2/2次成功; 当前距低点2.55%; 最新日涨幅-0.06%; 状态bottom_area; 底部未确认
7,83.47136693902821,75.25834644296164,600345,长江通信,bottom_area,2024-09-18,14.73,2024-09-18,14.45,1.9377162629757865,3.1833910034602133,28.323412698412703,False,-0.473,1.4817,1,1,1,100.0,25.46419098143237,25.46419098143237,13.062283737024213,1.9377162629757865,历史1/1次成功; 当前距低点1.94%; 最新日涨幅-0.47%; 状态bottom_area; 底部未确认
8,83.4613856876508,75.02392313873139,603079,圣达生物,bottom_area,2024-09-18,10.31,2024-09-18,10.13,1.7769002961500464,4.6396841066140055,30.616438356164377,False,-0.77,1.794,1,1,1,100.0,22.232558139534888,22.232558139534888,13.223099703849952,1.7769002961500464,历史1/1次成功; 当前距低点1.78%; 最新日涨幅-0.77%; 状态bottom_area; 底部未确认
9,83.39304075487198,76.21898282356885,001286,陕西能源,bottom_area,2024-09-18,8.85,2024-09-11,8.62,2.6682134570765714,3.8283062645011614,31.749802058590664,False,1.3746,1.403,1,1,1,100.0,17.110266159695826,17.110266159695826,12.331786542923428,2.6682134570765714,历史1/1次成功; 当前距低点2.67%; 最新日涨幅1.37%; 状态bottom_area; 底部未确认
10,83.03704187981026,73.0328009788258,603027,千禾味业,bottom_area,2024-09-18,9.91,2024-09-18,9.85,0.6091370558375686,1.8274111675126874,31.692094313453538,False,-0.502,1.2095,1,1,1,100.0,37.051792828685265,37.051792828685265,14.39086294416243,0.6091370558375686,历史1/1次成功; 当前距低点0.61%; 最新日涨幅-0.50%; 状态bottom_area; 底部未确认
11,81.38182218548289,73.6270744716506,000690,宝新能源,bottom_area,2024-09-18,3.85,2024-09-18,3.77,2.1220159151193654,3.183023872679048,27.91586998087955,False,-0.5168,0.9643,1,1,1,100.0,18.953068592057758,18.953068592057758,12.877984084880634,2.1220159151193654,历史1/1次成功; 当前距低点2.12%; 最新日涨幅-0.52%; 状态bottom_area; 底部未确认
12,81.24901153212689,71.57469722366135,300761,立华股份,bottom_area,2024-09-18,17.39,2024-09-18,17.27,0.694846554719172,2.374059061957152,30.6425702811245,False,-1.0245,0.5033,1,1,1,100.0,30.263157894736853,30.263157894736853,14.305153445280826,0.694846554719172,历史1/1次成功; 当前距低点0.69%; 最新日涨幅-1.02%; 状态bottom_area; 底部未确认
13,79.93891510737653,74.35973740986896,002230,科大讯飞,bottom_area,2024-09-18,33.84,2024-08-28,32.66,3.6129822412737505,6.705450091855496,28.093350946719518,False,0.0591,0.5059,1,1,1,100.0,18.69535978480161,18.69535978480161,11.38701775872625,3.6129822412737505,历史1/1次成功; 当前距低点3.61%; 最新日涨幅0.06%; 状态bottom_area; 底部未确认
14,78.49025850754624,71.96928464977644,000898,鞍钢股份,bottom_area,2024-09-18,1.81,2024-09-18,1.76,2.8409090909090935,4.545454545454549,32.30769230769231,False,-1.6304,0.6514,1,1,1,100.0,18.852459016393443,18.852459016393443,12.159090909090905,2.8409090909090935,历史1/1次成功; 当前距低点2.84%; 最新日涨幅-1.63%; 状态bottom_area; 底部未确认
15,78.02017738453631,72.38036619221785,688187,时代电气,bottom_area,2024-09-18,43.25,2024-09-10,41.8,3.4688995215311076,9.569377990430622,27.114210985178733,True,-1.7715,1.1078,1,1,1,100.0,19.566973662950396,19.566973662950396,11.531100478468892,3.4688995215311076,历史1/1次成功; 当前距低点3.47%; 最新日涨幅-1.77%; 状态bottom_area; 底部已确认
16,78.00644706764761,69.55402130035306,002600,领益智造,bottom_area,2024-09-18,6.04,2024-09-18,5.96,1.342281879194632,4.026845637583897,30.616996507566935,False,-2.7375,2.6451,3,5,3,60.0,24.163569811380693,38.381201044386415,13.657718120805368,1.342281879194632,历史3/5次成功; 当前距低点1.34%; 最新日涨幅-2.74%; 状态bottom_area; 底部未确认
17,77.10487540132408,69.68775424303546,300455,航天智装,bottom_area,2024-09-18,9.87,2024-09-18,9.67,2.06825232678386,3.3092037228541913,29.82583454281567,False,-0.6042,0.8971,2,3,2,66.66666666666666,36.00377893245158,53.103448275862064,12.93174767321614,2.06825232678386,历史2/3次成功; 当前距低点2.07%; 最新日涨幅-0.60%; 状态bottom_area; 底部未确认
18,76.6103690709128,67.69249382309339,688009,中国通号,bottom_area,2024-09-18,4.71,2024-09-18,4.67,0.856531049250536,4.282655246252681,28.153846153846157,False,-4.0733,0.3839,1,1,1,100.0,21.588089330024815,21.588089330024815,14.143468950749464,0.856531049250536,历史1/1次成功; 当前距低点0.86%; 最新日涨幅-4.07%; 状态bottom_area; 底部未确认
