rank,rank_score,probability_score,code,name,current_stage,latest_date,latest_close,current_low_date,current_low_price,current_low_to_latest_pct,current_low_to_high_pct,current_drawdown_pct,current_is_bottom_confirmed,latest_pct_chg,latest_turn,historical_valid_event_count,history_sample_count,history_success_count,history_success_rate_pct,history_avg_rebound_pct,history_max_rebound_pct,upside_to_20pct_target_pct,risk_back_to_low_pct,reason
1,84.14666587122355,70.62184319903744,300473,德尔股份,bottom_area,2023-03-07,18.14,2023-03-07,18.07,0.38738240177089256,3.6524626452684013,27.137096774193548,False,-2.4207,3.815,1,1,1,100.0,21.37137137137137,21.37137137137137,19.61261759822911,0.38738240177089256,历史1/1次成功; 当前距低点0.39%; 最新日涨幅-2.42%; 状态bottom_area; 底部未确认
2,83.20804365912721,70.09898205445543,002855,捷荣技术,bottom_area,2023-03-07,10.16,2023-02-27,10.1,0.594059405940599,3.861386138613867,31.710615280594993,False,-2.4952,2.1623,1,1,1,100.0,21.093749999999993,21.093749999999993,19.405940594059402,0.594059405940599,历史1/1次成功; 当前距低点0.59%; 最新日涨幅-2.50%; 状态bottom_area; 底部未确认
3,76.20915088859718,64.09590690525174,300382,斯莱克,bottom_area,2023-03-07,15.98,2023-03-07,15.9,0.5031446540880508,4.213836477987421,27.79291553133515,False,-3.2102,1.5612,2,3,2,66.66666666666666,36.80865618228933,49.70059880239522,19.49685534591195,0.5031446540880508,历史2/3次成功; 当前距低点0.50%; 最新日涨幅-3.21%; 状态bottom_area; 底部未确认
4,60.769038549799006,54.66928258312841,000419,通程控股,bottom_area,2023-03-07,6.22,2023-02-16,5.97,4.1876046901172534,7.035175879396983,30.093676814988285,True,-2.2013,2.7332,1,2,1,50.0,24.82269503546099,24.82269503546099,15.81239530988275,4.1876046901172534,历史1/2次成功; 当前距低点4.19%; 最新日涨幅-2.20%; 状态bottom_area; 底部已确认
5,56.273010788831684,50.945243187969346,002589,瑞康医药,bottom_area,2023-03-07,4.15,2023-01-31,3.97,4.53400503778338,12.090680100755666,27.55474452554745,True,-2.8103,2.2413,1,3,1,33.33333333333333,28.49162011173183,28.49162011173183,15.465994962216623,4.53400503778338,历史1/3次成功; 当前距低点4.53%; 最新日涨幅-2.81%; 状态bottom_area; 底部已确认
