rank,rank_score,probability_score,code,name,current_stage,latest_date,latest_close,current_low_date,current_low_price,current_low_to_latest_pct,current_low_to_high_pct,current_drawdown_pct,current_is_bottom_confirmed,latest_pct_chg,latest_turn,historical_valid_event_count,history_sample_count,history_success_count,history_success_rate_pct,history_avg_rebound_pct,history_max_rebound_pct,upside_to_20pct_target_pct,risk_back_to_low_pct,reason
1,88.55619227762234,83.72625459469573,605258,协和电子,bottom_area,2022-09-13,22.83,2022-09-01,22.37,2.0563254358515746,5.274921770227983,28.98412698412698,False,0.0,1.3757,1,1,1,100.0,49.971379507727534,49.971379507727534,7.943674564148425,2.0563254358515746,历史1/1次成功; 当前距低点2.06%; 最新日涨幅0.00%; 状态bottom_area; 底部未确认
2,85.30422736806494,80.06894987616204,002012,凯恩股份,bottom_area,2022-09-13,5.46,2022-09-09,5.37,1.675977653631282,2.793296089385465,28.874172185430456,False,1.487,3.8904,1,1,1,100.0,25.646123260437374,25.646123260437374,8.324022346368718,1.675977653631282,历史1/1次成功; 当前距低点1.68%; 最新日涨幅1.49%; 状态bottom_area; 底部未确认
3,82.94537407668811,79.30963243090407,688058,宝兰德,bottom_area,2022-09-13,41.49,2022-08-31,40.42,2.64720435428006,7.397328055418097,31.49152542372881,True,0.7039,0.6201,1,1,1,100.0,24.27558257345491,24.27558257345491,7.352795645719941,2.64720435428006,历史1/1次成功; 当前距低点2.65%; 最新日涨幅0.70%; 状态bottom_area; 底部已确认
4,81.52526734613417,76.78779750997244,000799,酒鬼酒,bottom_area,2022-09-13,137.06,2022-09-09,134.56,1.8579072532699168,3.2922116527942977,28.75900042354934,False,0.1315,1.2429,1,1,1,100.0,10.235623910902333,10.235623910902333,8.142092746730084,1.8579072532699168,历史1/1次成功; 当前距低点1.86%; 最新日涨幅0.13%; 状态bottom_area; 底部未确认
5,81.21639099995063,80.68729399017897,300340,科恒股份,bottom_area,2022-09-13,12.81,2022-09-02,12.24,4.656862745098041,9.722222222222218,27.999999999999996,True,0.1564,1.8001,3,3,3,100.0,22.983554026895213,42.54473161033797,5.34313725490196,4.656862745098041,历史3/3次成功; 当前距低点4.66%; 最新日涨幅0.16%; 状态bottom_area; 底部已确认
6,80.84785882606727,77.13732014057229,688097,博众精工,bottom_area,2022-09-13,28.73,2022-09-09,28.02,2.5339043540328365,8.101356174161312,27.371695178849144,True,1.0552,0.7606,1,1,1,100.0,11.207645525629896,11.207645525629896,7.4660956459671635,2.5339043540328365,历史1/1次成功; 当前距低点2.53%; 最新日涨幅1.06%; 状态bottom_area; 底部已确认
7,80.81764642166343,75.67195357833656,002110,三钢闽光,bottom_area,2022-09-13,5.25,2022-08-31,5.17,1.547388781431336,2.7079303675048294,30.41722745625841,False,-0.5682,0.2932,1,1,1,100.0,22.90322580645161,22.90322580645161,8.452611218568665,1.547388781431336,历史1/1次成功; 当前距低点1.55%; 最新日涨幅-0.57%; 状态bottom_area; 底部未确认
8,76.08040896561253,72.34129596846924,002669,康达新材,bottom_area,2022-09-13,13.04,2022-09-01,12.74,2.354788069073775,6.122448979591832,27.981910684002266,False,-0.761,1.5164,1,1,1,100.0,14.89361702127659,14.89361702127659,7.645211930926226,2.354788069073775,历史1/1次成功; 当前距低点2.35%; 最新日涨幅-0.76%; 状态bottom_area; 底部未确认
9,74.26024574942494,71.36669235737125,002645,华宏科技,bottom_area,2022-09-13,18.72,2022-09-02,18.19,2.9136888400219765,5.99230346344145,28.27287066246056,False,-0.3195,0.7435,1,1,1,100.0,16.50485436893203,16.50485436893203,7.086311159978025,2.9136888400219765,历史1/1次成功; 当前距低点2.91%; 最新日涨幅-0.32%; 状态bottom_area; 底部未确认
10,73.98179604450235,72.3353799871791,000661,长春高新,bottom_area,2022-09-13,171.83,2022-09-13,165.51,3.8185003927255283,4.440819285843769,28.751614291863977,False,1.8373,1.5846,1,1,1,100.0,10.330972487060738,10.330972487060738,6.181499607274472,3.8185003927255283,历史1/1次成功; 当前距低点3.82%; 最新日涨幅1.84%; 状态bottom_area; 底部未确认
11,73.17029735189377,67.62611623095731,002648,卫星化学,bottom_area,2022-09-13,20.98,2022-09-13,20.8,0.8653846153846141,2.8846153846153744,27.652173913043477,False,-1.131,0.7316,1,1,1,100.0,11.12469437652812,11.12469437652812,9.134615384615387,0.8653846153846141,历史1/1次成功; 当前距低点0.87%; 最新日涨幅-1.13%; 状态bottom_area; 底部未确认
