rank,rank_score,probability_score,code,name,current_stage,latest_date,latest_close,current_low_date,current_low_price,current_low_to_latest_pct,current_low_to_high_pct,current_drawdown_pct,current_is_bottom_confirmed,latest_pct_chg,latest_turn,historical_valid_event_count,history_sample_count,history_success_count,history_success_rate_pct,history_avg_rebound_pct,history_max_rebound_pct,upside_to_20pct_target_pct,risk_back_to_low_pct,reason
1,97.72094666481263,90.69908223380814,002246,北化股份,bottom_area,2025-01-13,9.3,2025-01-06,9.2,1.086956521739146,4.347826086956526,27.38752959747435,False,0.7584,2.047,4,4,4,100.0,25.577113458996685,31.992687385740403,8.913043478260855,1.086956521739146,历史4/4次成功; 当前距低点1.09%; 最新日涨幅0.76%; 状态bottom_area; 底部未确认
2,90.5040216538031,87.51599452656822,001212,中旗新材,bottom_area,2025-01-13,19.77,2025-01-13,19.15,3.2375979112271596,3.6553524804177693,29.80205278592376,False,0.152,1.3143,4,4,4,100.0,34.82643959229107,82.06521739130437,6.762402088772841,3.2375979112271596,历史4/4次成功; 当前距低点3.24%; 最新日涨幅0.15%; 状态bottom_area; 底部未确认
3,89.33772569406813,85.4125180625186,000799,酒鬼酒,bottom_area,2025-01-13,46.24,2025-01-13,45.05,2.641509433962275,2.885682574916769,27.885384984792704,False,0.4999,1.1057,4,4,4,100.0,16.21053533307835,26.337693222354336,7.358490566037726,2.641509433962275,历史4/4次成功; 当前距低点2.64%; 最新日涨幅0.50%; 状态bottom_area; 底部未确认
4,89.15238377929633,85.76060033669368,002761,浙江建投,bottom_area,2025-01-13,7.99,2025-01-13,7.76,2.9639175257732013,3.479381443298964,30.71428571428571,False,0.6297,1.2675,7,7,7,100.0,22.034044599228856,43.73730534867976,7.036082474226799,2.9639175257732013,历史7/7次成功; 当前距低点2.96%; 最新日涨幅0.63%; 状态bottom_area; 底部未确认
5,87.86264501151028,83.05391019508288,002459,晶澳科技,bottom_area,2025-01-13,12.47,2025-01-13,12.22,2.0458265139116203,3.1096563011456544,30.882352941176467,False,-0.24,1.3063,4,4,4,100.0,18.701046488179387,26.683937823834192,7.95417348608838,2.0458265139116203,历史4/4次成功; 当前距低点2.05%; 最新日涨幅-0.24%; 状态bottom_area; 底部未确认
6,87.29232391151962,84.29784770295785,000628,高新发展,bottom_area,2025-01-13,49.18,2025-01-13,47.67,3.1676106565974367,3.524229074889867,27.143512150389736,False,0.1018,3.8461,2,2,2,100.0,60.6627015650631,99.77973568281939,6.832389343402564,3.1676106565974367,历史2/2次成功; 当前距低点3.17%; 最新日涨幅0.10%; 状态bottom_area; 底部未确认
7,87.28908540649064,82.87847357044,002641,公元股份,bottom_area,2025-01-13,4.04,2025-01-13,3.95,2.278481012658224,3.5443037974683462,28.44202898550724,False,-0.2469,0.7708,4,4,4,100.0,20.609732684412577,38.33780160857909,7.721518987341777,2.278481012658224,历史4/4次成功; 当前距低点2.28%; 最新日涨幅-0.25%; 状态bottom_area; 底部未确认
8,86.7862883725191,84.84234122386421,002819,东方中科,bottom_area,2025-01-13,24.79,2025-01-06,23.88,3.810720268006701,6.616415410385268,28.072289156626518,False,1.3077,1.3987,4,4,4,100.0,27.47733029526597,51.677148846960186,6.1892797319933,3.810720268006701,历史4/4次成功; 当前距低点3.81%; 最新日涨幅1.31%; 状态bottom_area; 底部未确认
9,86.71752620832423,82.9094747517052,603155,新亚强,bottom_area,2025-01-13,12.04,2025-01-13,11.73,2.6427962489343453,3.4953111679454403,27.770935960591125,False,0.0831,0.6739,3,3,3,100.0,19.435753759545772,25.624375624375624,7.357203751065655,2.6427962489343453,历史3/3次成功; 当前距低点2.64%; 最新日涨幅0.08%; 状态bottom_area; 底部未确认
10,85.86988994136618,82.27621613324732,002537,海联金汇,bottom_area,2025-01-13,5.22,2025-01-13,5.08,2.7559055118110174,3.346456692913384,28.651685393258425,False,0.3846,1.0158,2,2,2,100.0,34.08430483965821,39.33649289099527,7.244094488188983,2.7559055118110174,历史2/2次成功; 当前距低点2.76%; 最新日涨幅0.38%; 状态bottom_area; 底部未确认
11,85.70868982761014,83.25454466763148,000155,川能动力,bottom_area,2025-01-13,10.72,2025-01-13,10.36,3.4749034749034866,3.4749034749034866,28.05555555555556,False,0.9416,0.9002,3,3,3,100.0,31.490992421566784,45.280898876404486,6.525096525096513,3.4749034749034866,历史3/3次成功; 当前距低点3.47%; 最新日涨幅0.94%; 状态bottom_area; 底部未确认
12,85.18149448634446,83.57429647716816,603222,济民健康,bottom_area,2025-01-13,5.98,2025-01-13,5.75,4.000000000000008,4.173913043478264,30.471584038694072,False,0.3356,1.2384,8,8,8,100.0,22.980088586925643,68.46504559270518,5.999999999999993,4.000000000000008,历史8/8次成功; 当前距低点4.00%; 最新日涨幅0.34%; 状态bottom_area; 底部未确认
13,83.5588881098645,81.05830268895731,000735,罗牛山,bottom_area,2025-01-13,5.77,2025-01-13,5.58,3.4050179211469445,3.9426523297490994,27.058823529411768,False,0.1736,1.4175,2,2,2,100.0,35.493244888023355,44.303797468354425,6.594982078853056,3.4050179211469445,历史2/2次成功; 当前距低点3.41%; 最新日涨幅0.17%; 状态bottom_area; 底部未确认
14,83.27039314062779,79.64224636191818,000629,钒钛股份,bottom_area,2025-01-13,2.7,2025-01-13,2.63,2.6615969581749157,3.041825095057037,27.348066298342545,False,1.5038,0.6879,2,2,2,100.0,18.767136701919313,27.173913043478265,7.338403041825085,2.6615969581749157,历史2/2次成功; 当前距低点2.66%; 最新日涨幅1.50%; 状态bottom_area; 底部未确认
15,83.17621294771588,81.23030589834059,002375,亚厦股份,bottom_area,2025-01-13,3.59,2025-01-13,3.46,3.7572254335260085,3.7572254335260085,29.959514170040492,False,1.6997,0.7116,3,3,3,100.0,24.06870906870906,36.9047619047619,6.242774566473992,3.7572254335260085,历史3/3次成功; 当前距低点3.76%; 最新日涨幅1.70%; 状态bottom_area; 底部未确认
16,83.12046526241882,82.61183233246719,000829,天音控股,bottom_area,2025-01-13,10.07,2025-01-13,9.62,4.677754677754689,4.989604989604994,30.691642651296842,False,0.9018,2.4809,4,4,4,100.0,26.113510740579983,46.4765100671141,5.322245322245312,4.677754677754689,历史4/4次成功; 当前距低点4.68%; 最新日涨幅0.90%; 状态bottom_area; 底部未确认
17,82.80280698460722,79.92737107401756,600231,凌钢股份,bottom_area,2025-01-13,1.64,2025-01-13,1.59,3.1446540880503036,3.1446540880503036,29.955947136563875,False,0.6135,0.2197,2,2,2,100.0,26.221410724581972,29.302325581395344,6.855345911949698,3.1446540880503036,历史2/2次成功; 当前距低点3.14%; 最新日涨幅0.61%; 状态bottom_area; 底部未确认
18,82.2791208900462,81.41302488067727,603131,上海沪工,bottom_area,2025-01-13,16.45,2025-01-13,15.75,4.444444444444439,5.777777777777779,28.829643018526884,False,0.4274,1.4965,4,4,4,100.0,16.80837749468061,23.708721422523276,5.555555555555562,4.444444444444439,历史4/4次成功; 当前距低点4.44%; 最新日涨幅0.43%; 状态bottom_area; 底部未确认
19,82.15026960778917,78.91198097179748,002419,天虹股份,bottom_area,2025-01-13,4.63,2025-01-13,4.5,2.8888888888888866,3.333333333333341,29.687500000000007,False,0.0,1.6368,2,2,2,100.0,17.62713784120512,22.71604938271605,7.111111111111114,2.8888888888888866,历史2/2次成功; 当前距低点2.89%; 最新日涨幅0.00%; 状态bottom_area; 底部未确认
20,82.04355570085153,77.79534569692395,002140,东华科技,bottom_area,2025-01-13,8.79,2025-01-13,8.6,2.20930232558139,3.372093023255825,27.54844144903117,False,-0.678,0.6546,2,2,2,100.0,25.766424727147974,41.21405750798722,7.7906976744186105,2.20930232558139,历史2/2次成功; 当前距低点2.21%; 最新日涨幅-0.68%; 状态bottom_area; 底部未确认
21,81.79512534738282,77.75997145040463,605266,健之佳,bottom_area,2025-01-13,20.08,2025-01-13,19.62,2.344546381243615,3.211009174311921,31.35059482155353,False,-0.5941,1.436,5,6,5,83.33333333333334,30.011848743584668,55.413271245634455,7.655453618756386,2.344546381243615,历史5/6次成功; 当前距低点2.34%; 最新日涨幅-0.59%; 状态bottom_area; 底部未确认
22,81.61457047817034,76.23046099528648,688121,卓然股份,bottom_area,2025-01-13,10.01,2025-01-13,9.87,1.4184397163120626,2.5329280648429586,28.890489913544677,False,0.1,0.7384,4,6,4,66.66666666666666,24.074391837695273,55.206611570247944,8.581560283687937,1.4184397163120626,历史4/6次成功; 当前距低点1.42%; 最新日涨幅0.10%; 状态bottom_area; 底部未确认
23,81.53783400162477,80.11468438680805,688089,嘉必优,bottom_area,2025-01-13,17.62,2025-01-13,16.93,4.075605434140586,5.079740106320139,28.44463229078614,False,1.7321,1.0411,3,3,3,100.0,21.973466541121404,40.83912611717973,5.924394565859414,4.075605434140586,历史3/3次成功; 当前距低点4.08%; 最新日涨幅1.73%; 状态bottom_area; 底部未确认
24,81.29935704028755,79.98148037501738,600162,香江控股,bottom_area,2025-01-13,1.76,2025-01-13,1.69,4.14201183431953,4.733727810650891,30.165289256198346,False,0.5714,0.7324,3,3,3,100.0,22.071329877773678,28.90624999999999,5.857988165680471,4.14201183431953,历史3/3次成功; 当前距低点4.14%; 最新日涨幅0.57%; 状态bottom_area; 底部未确认
25,80.91274622356308,76.85713610060716,600199,金种子酒,bottom_area,2025-01-13,11.56,2025-01-13,11.3,2.30088495575221,2.4778761061946843,27.93367346938775,False,0.5217,1.0474,3,4,3,75.0,20.20512795549562,23.70304114490161,7.699115044247789,2.30088495575221,历史3/4次成功; 当前距低点2.30%; 最新日涨幅0.52%; 状态bottom_area; 底部未确认
26,80.52011713907049,78.37291401536194,688251,井松智能,bottom_area,2025-01-13,15.33,2025-01-06,14.8,3.5810810810810763,7.499999999999996,27.557513460597153,True,0.789,1.5809,2,2,2,100.0,14.020316560359092,16.313725490196084,6.418918918918924,3.5810810810810763,历史2/2次成功; 当前距低点3.58%; 最新日涨幅0.79%; 状态bottom_area; 底部已确认
