rank,rank_score,probability_score,code,name,current_stage,latest_date,latest_close,current_low_date,current_low_price,current_low_to_latest_pct,current_low_to_high_pct,current_drawdown_pct,current_is_bottom_confirmed,latest_pct_chg,latest_turn,historical_valid_event_count,history_sample_count,history_success_count,history_success_rate_pct,history_avg_rebound_pct,history_max_rebound_pct,upside_to_20pct_target_pct,risk_back_to_low_pct,reason
1,85.08293387539965,78.23620839479564,300649,杭州园林,bottom_area,2023-10-09,18.5,2023-10-09,18.39,0.5981511691136456,3.6432843936922135,29.26923076923077,False,-2.529,5.3101,2,2,2,100.0,48.22576914179969,71.60305343511452,9.401848830886355,0.5981511691136456,历史2/2次成功; 当前距低点0.60%; 最新日涨幅-2.53%; 状态bottom_area; 底部未确认
2,81.54869730008531,79.41140654391496,002534,西子洁能,bottom_area,2023-10-09,12.93,2023-09-22,12.48,3.605769230769225,7.2115384615384635,27.861271676300582,True,-0.4619,0.4605,3,3,3,100.0,25.712690269187092,33.11594202898551,6.394230769230775,3.605769230769225,历史3/3次成功; 当前距低点3.61%; 最新日涨幅-0.46%; 状态bottom_area; 底部已确认
3,81.45618513326097,77.24626375842671,601226,华电科工,bottom_area,2023-10-09,6.0,2023-09-25,5.87,2.214650766609879,4.088586030664399,27.975460122699385,False,-0.8264,0.4001,1,1,1,100.0,39.54659949622166,39.54659949622166,7.785349233390121,2.214650766609879,历史1/1次成功; 当前距低点2.21%; 最新日涨幅-0.83%; 状态bottom_area; 底部未确认
4,79.58785189980165,75.5999543099517,002177,御银股份,bottom_area,2023-10-09,4.0,2023-09-28,3.91,2.3017902813299194,3.836317135549858,27.992633517495392,False,-0.7444,2.6193,2,2,2,100.0,15.096968555827523,19.574468085106382,7.698209718670081,2.3017902813299194,历史2/2次成功; 当前距低点2.30%; 最新日涨幅-0.74%; 状态bottom_area; 底部未确认
5,78.96629777738889,72.3729952445195,600322,津投城开,bottom_area,2023-10-09,2.36,2023-10-09,2.35,0.4255319148936079,5.531914893617016,28.353658536585357,False,-3.2787,4.3059,2,2,2,100.0,24.802193604714613,35.828877005347586,9.574468085106393,0.4255319148936079,历史2/2次成功; 当前距低点0.43%; 最新日涨幅-3.28%; 状态bottom_area; 底部未确认
6,77.95305685378725,76.76025580381929,603226,菲林格尔,bottom_area,2023-10-09,5.47,2023-09-12,5.25,4.190476190476185,8.952380952380947,29.71887550200803,True,-2.669,1.1662,3,3,3,100.0,18.62656730163969,20.479302832244016,5.8095238095238155,4.190476190476185,历史3/3次成功; 当前距低点4.19%; 最新日涨幅-2.67%; 状态bottom_area; 底部已确认
7,77.23285315432837,75.09193417983933,000058,深赛格,bottom_area,2023-10-09,7.05,2023-09-22,6.81,3.524229074889871,7.635829662261387,27.16577540106952,True,-0.9831,2.123,1,1,1,100.0,34.82352941176472,34.82352941176472,6.4757709251101305,3.524229074889871,历史1/1次成功; 当前距低点3.52%; 最新日涨幅-0.98%; 状态bottom_area; 底部已确认
8,76.26318804578915,70.19960749138924,600004,白云机场,bottom_area,2023-10-09,10.79,2023-10-09,10.72,0.6529850746268517,4.1977611940298445,27.322033898305083,False,-3.6607,1.0861,1,1,1,100.0,32.57211538461537,32.57211538461537,9.347014925373148,0.6529850746268517,历史1/1次成功; 当前距低点0.65%; 最新日涨幅-3.66%; 状态bottom_area; 底部未确认
9,75.74708961648786,74.72415072106512,000028,国药一致,bottom_area,2023-10-09,31.63,2023-09-22,30.33,4.286185295087375,5.275304978569078,31.30237825594564,False,0.0,0.6865,2,2,2,100.0,12.240070934754426,14.150943396226415,5.713814704912626,4.286185295087375,历史2/2次成功; 当前距低点4.29%; 最新日涨幅0.00%; 状态bottom_area; 底部未确认
10,74.5648737316878,68.72338592782285,301313,凡拓数创,confirmed_rebound,2023-10-09,28.0,2023-10-09,27.8,0.7194244604316521,10.215827338129497,30.93167701863354,False,-18.958,19.6624,3,4,3,75.0,39.831579019392564,52.43243243243245,9.28057553956835,0.7194244604316521,历史3/4次成功; 当前距低点0.72%; 最新日涨幅-18.96%; 状态confirmed_rebound; 底部未确认
11,74.24231159347424,68.08517816907289,000006,深振业A,bottom_area,2023-10-09,4.39,2023-10-09,4.37,0.4576659038901504,3.89016018306636,28.36065573770491,False,-3.304,1.5679,1,1,1,100.0,18.809980806142043,18.809980806142043,9.542334096109851,0.4576659038901504,历史1/1次成功; 当前距低点0.46%; 最新日涨幅-3.30%; 状态bottom_area; 底部未确认
