rank,rank_score,probability_score,code,name,current_stage,latest_date,latest_close,current_top_price,current_low_date,current_low_price,current_low_to_latest_pct,current_low_to_high_pct,current_drawdown_pct,close_drawdown_pct,current_is_bottom_confirmed,latest_pct_chg,latest_turn,historical_valid_event_count,history_sample_count,history_success_count,history_success_rate_pct,history_avg_rebound_pct,history_max_rebound_pct,upside_to_20pct_target_pct,risk_back_to_low_pct,reason
1,98.48968759064921,84.1827299703264,300348,长亮科技,bottom_area,2026-06-02,10.25,14.95,2026-06-01,10.11,1.3847675568743876,4.945598417408506,32.37458193979933,31.438127090301,False,-2.1947,1.9678,2,2,2,100.0,61.67178134052256,87.71331058020478,18.615232443125613,1.3847675568743876,历史2/2次成功; 当前距低点1.38%; 最新日涨幅-2.19%; 状态bottom_area; 底部未确认
12,87.25156671117543,76.880267834657,300984,金沃股份,bottom_area,2026-06-02,56.1,76.8,2026-06-02,54.44,3.049228508449676,5.014695077149162,29.114583333333332,26.953124999999993,False,-0.2844,2.5756,1,1,1,100.0,47.809187279151935,47.809187279151935,16.950771491550327,3.049228508449676,历史1/1次成功; 当前距低点3.05%; 最新日涨幅-0.28%; 状态bottom_area; 底部未确认
13,87.04313066689527,76.6427565982405,601390,中国中铁,bottom_area,2026-06-02,4.79,6.47,2026-05-28,4.65,3.010752688172036,4.086021505376333,28.129829984544042,25.965996908809892,False,-0.6224,0.5001,1,1,1,100.0,46.06060606060606,46.06060606060606,16.989247311827967,3.010752688172036,历史1/1次成功; 当前距低点3.01%; 最新日涨幅-0.62%; 状态bottom_area; 底部未确认
14,86.8134894493052,74.70597014925373,600507,方大特钢,bottom_area,2026-06-02,4.64,6.5,2026-05-29,4.56,1.7543859649122824,8.114035087719301,29.84615384615385,28.61538461538462,True,-4.1322,1.463,1,1,1,100.0,21.2686567164179,21.2686567164179,18.24561403508772,1.7543859649122824,历史1/1次成功; 当前距低点1.75%; 最新日涨幅-4.13%; 状态bottom_area; 底部已确认
15,86.33890184100952,74.05321520441873,605222,起帆电缆,bottom_area,2026-06-02,28.39,38.58,2026-06-02,27.95,1.574239713774602,5.903398926654748,27.553136340072577,26.412649040953855,False,-3.6974,2.2984,1,1,1,100.0,24.744525547445264,24.744525547445264,18.425760286225398,1.574239713774602,历史1/1次成功; 当前距低点1.57%; 最新日涨幅-3.70%; 状态bottom_area; 底部未确认
16,86.23041976070024,75.00160764474424,002252,上海莱士,bottom_area,2026-06-02,5.25,7.26,2026-05-27,5.13,2.3391812865497097,3.8986354775828493,29.338842975206607,27.685950413223136,False,-1.1299,0.401,1,1,1,100.0,29.005059021922442,29.005059021922442,17.66081871345029,2.3391812865497097,历史1/1次成功; 当前距低点2.34%; 最新日涨幅-1.13%; 状态bottom_area; 底部未确认
17,85.5711908414999,74.90420463211034,000912,泸天化,bottom_area,2026-06-02,3.82,5.43,2026-05-27,3.72,2.688172043010743,5.107526881720428,31.491712707182312,29.65009208103131,False,-1.7995,1.4357,4,5,4,80.0,26.092671452552917,33.20388349514563,17.311827956989255,2.688172043010743,历史4/5次成功; 当前距低点2.69%; 最新日涨幅-1.80%; 状态bottom_area; 底部未确认
18,85.44149947049354,73.69183775474457,688160,步科股份,bottom_area,2026-06-02,106.32,151.89,2026-06-01,104.36,1.87811422000766,7.224990417784598,31.292382645335437,30.001975113569028,True,0.7773,3.5446,2,3,2,66.66666666666666,23.53371779406109,26.542553191489354,18.12188577999234,1.87811422000766,历史2/3次成功; 当前距低点1.88%; 最新日涨幅0.78%; 状态bottom_area; 底部已确认
19,85.26195813276006,73.86158331651531,688778,厦钨新能,bottom_area,2026-06-02,60.72,86.8,2026-06-02,59.46,2.1190716448032254,4.08678102926337,31.49769585253456,30.046082949308754,False,-0.6707,1.1448,1,1,1,100.0,20.177777777777774,20.177777777777774,17.880928355196776,2.1190716448032254,历史1/1次成功; 当前距低点2.12%; 最新日涨幅-0.67%; 状态bottom_area; 底部未确认
20,84.80880671341275,73.18644875564397,301678,新恒汇,bottom_area,2026-06-02,50.2,71.0,2026-06-02,49.26,1.908241981323599,8.384084449857902,30.619718309859156,29.295774647887317,False,-6.1156,7.7155,1,1,1,100.0,24.178712220762165,24.178712220762165,18.0917580186764,1.908241981323599,历史1/1次成功; 当前距低点1.91%; 最新日涨幅-6.12%; 状态bottom_area; 底部未确认
21,84.5766245802265,72.01848066070669,603178,圣龙股份,bottom_area,2026-06-02,17.17,24.0,2026-06-02,16.97,1.1785503830288913,7.248084855627582,29.29166666666667,28.458333333333325,False,-3.3221,4.1701,6,9,6,66.66666666666666,31.176929394332788,47.51869476546566,18.82144961697111,1.1785503830288913,历史6/9次成功; 当前距低点1.18%; 最新日涨幅-3.32%; 状态bottom_area; 底部未确认
22,84.32145533037068,75.17875949660618,002773,康弘药业,bottom_area,2026-06-02,21.33,30.6,2026-05-28,20.57,3.6947010209042195,5.250364608653371,32.77777777777778,30.294117647058833,False,0.3765,1.3808,1,1,1,100.0,24.10041841004185,24.10041841004185,16.30529897909578,3.6947010209042195,历史1/1次成功; 当前距低点3.69%; 最新日涨幅0.38%; 状态bottom_area; 底部未确认
23,84.14436368463029,73.42616340729784,603520,司太立,bottom_area,2026-06-02,10.18,14.37,2026-06-02,9.93,2.5176233635448138,3.8267875125881248,30.89770354906054,29.15796798886569,False,-0.6829,4.6395,1,1,1,100.0,22.72228320526894,22.72228320526894,17.48237663645519,2.5176233635448138,历史1/1次成功; 当前距低点2.52%; 最新日涨幅-0.68%; 状态bottom_area; 底部未确认
24,84.02584510363063,75.55388300752716,603799,华友钴业,bottom_area,2026-06-02,53.58,70.85,2026-06-02,51.44,4.160186625194402,4.840590979782275,27.395906845448124,24.375441072688776,False,0.187,3.2241,1,1,1,100.0,31.823164048227977,31.823164048227977,15.839813374805601,4.160186625194402,历史1/1次成功; 当前距低点4.16%; 最新日涨幅0.19%; 状态bottom_area; 底部未确认
25,83.20631030553837,73.15401420444452,688793,倍轻松,bottom_area,2026-06-02,18.63,25.73,2026-05-29,18.1,2.928176795580097,10.82872928176794,29.65410027205596,27.594247959580258,True,-3.3212,3.0999,1,1,1,100.0,27.313211281543786,27.313211281543786,17.071823204419903,2.928176795580097,历史1/1次成功; 当前距低点2.93%; 最新日涨幅-3.32%; 状态bottom_area; 底部已确认
26,82.74299328213046,73.39764183040302,603325,博隆技术,bottom_area,2026-06-02,55.7,77.95,2026-06-01,53.86,3.4162643891570803,5.607129595246942,30.90442591404747,28.543938422065423,False,-0.5002,1.1816,1,1,1,100.0,33.584541062801925,33.584541062801925,16.583735610842922,3.4162643891570803,历史1/1次成功; 当前距低点3.42%; 最新日涨幅-0.50%; 状态bottom_area; 底部未确认
27,82.57721043582413,69.74160756149294,300251,光线传媒,bottom_area,2026-06-02,12.41,17.22,2026-06-02,12.32,0.7305194805194793,4.626623376623379,28.455284552845523,27.932636469221826,False,-3.7984,1.6589,1,1,1,100.0,31.060171919770784,31.060171919770784,19.269480519480524,0.7305194805194793,历史1/1次成功; 当前距低点0.73%; 最新日涨幅-3.80%; 状态bottom_area; 底部未确认
28,82.36172972488141,74.2300913796989,301326,捷邦科技,bottom_area,2026-06-02,141.31,192.12,2026-06-02,135.5,4.287822878228784,5.535055350553505,29.471163855923383,26.447012283989174,False,-0.3456,2.2763,4,5,4,80.0,42.07702979602435,57.57370382921043,15.712177121771218,4.287822878228784,历史4/5次成功; 当前距低点4.29%; 最新日涨幅-0.35%; 状态bottom_area; 底部未确认
29,82.34009923240718,69.05634414366124,600808,马钢股份,bottom_area,2026-06-02,2.88,4.2,2026-06-02,2.87,0.34843205574912145,4.181184668989551,31.666666666666664,31.428571428571434,False,-3.3557,0.9909,1,1,1,100.0,22.692307692307686,22.692307692307686,19.651567944250882,0.34843205574912145,历史1/1次成功; 当前距低点0.35%; 最新日涨幅-3.36%; 状态bottom_area; 底部未确认
30,82.23416880062716,73.04232558139536,300004,南风股份,bottom_area,2026-06-02,13.35,18.08,2026-06-02,12.9,3.48837209302325,5.736434108527133,28.650442477876098,26.16150442477876,False,-1.476,4.2613,1,1,1,100.0,32.55813953488373,32.55813953488373,16.51162790697675,3.48837209302325,历史1/1次成功; 当前距低点3.49%; 最新日涨幅-1.48%; 状态bottom_area; 底部未确认
31,82.2162676358917,74.1366404643581,688502,茂莱光学,bottom_area,2026-06-02,436.05,606.3,2026-06-02,418.01,4.315686227602216,4.767828520848785,31.055583044697343,28.080158337456695,False,0.7067,2.3817,1,1,1,100.0,26.109704641350206,26.109704641350206,15.684313772397784,4.315686227602216,历史1/1次成功; 当前距低点4.32%; 最新日涨幅0.71%; 状态bottom_area; 底部未确认
32,81.84945755126172,69.85505295950163,003038,鑫铂股份,bottom_area,2026-06-02,12.44,17.26,2026-06-01,12.28,1.3029315960912065,4.96742671009773,28.85283893395134,27.925840092699893,False,-2.3548,2.2356,2,3,2,66.66666666666666,27.521883504961874,29.536152796725773,18.697068403908794,1.3029315960912065,历史2/3次成功; 当前距低点1.30%; 最新日涨幅-2.35%; 状态bottom_area; 底部未确认
33,81.58723728693185,71.99500821335396,301513,尚水智能,bottom_area,2026-06-02,67.55,91.98,2026-06-02,65.5,3.1297709923664074,5.328244274809153,28.78886714503153,26.560121765601224,False,-2.7918,10.9741,1,1,1,100.0,22.53164556962025,22.53164556962025,16.870229007633593,3.1297709923664074,历史1/1次成功; 当前距低点3.13%; 最新日涨幅-2.79%; 状态bottom_area; 底部未确认
34,81.57099689684568,71.36202898550724,002300,太阳电缆,bottom_area,2026-06-02,8.5,11.73,2026-06-02,8.28,2.657004830917882,4.95169082125604,29.41176470588236,27.536231884057973,False,-2.1864,2.8876,3,5,3,60.0,50.34643279142729,75.7716049382716,17.34299516908212,2.657004830917882,历史3/5次成功; 当前距低点2.66%; 最新日涨幅-2.19%; 状态bottom_area; 底部未确认
35,81.3729805572788,73.46358047016274,300292,吴通控股,bottom_area,2026-06-02,5.48,7.3,2026-05-28,5.25,4.3809523809523885,6.285714285714287,28.082191780821912,24.93150684931506,False,2.2388,10.142,1,1,1,100.0,23.291139240506325,23.291139240506325,15.619047619047613,4.3809523809523885,历史1/1次成功; 当前距低点4.38%; 最新日涨幅2.24%; 状态bottom_area; 底部未确认
36,81.21104543545913,72.23968193691617,688228,开普云,bottom_area,2026-06-02,89.38,121.5,2026-06-02,86.3,3.568945538818075,6.01390498261877,28.971193415637863,26.436213991769552,False,-0.6889,2.6085,5,7,5,71.42857142857143,41.135287525306936,77.58669034489205,16.431054461181926,3.568945538818075,历史5/7次成功; 当前距低点3.57%; 最新日涨幅-0.69%; 状态bottom_area; 底部未确认
37,80.56275567282597,68.67415457527353,300471,厚普股份,bottom_area,2026-06-02,9.82,13.73,2026-06-02,9.7,1.237113402061866,4.432989690721665,29.35178441369265,28.477785870356882,False,-2.8684,1.6529,2,3,2,66.66666666666666,20.366163791978032,20.386007237635724,18.762886597938135,1.237113402061866,历史2/3次成功; 当前距低点1.24%; 最新日涨幅-2.87%; 状态bottom_area; 底部未确认
38,80.32497850160615,72.29697813064494,601800,中国交建,bottom_area,2026-06-02,6.43,8.55,2026-05-27,6.17,4.213938411669364,5.83468395461913,27.836257309941526,24.79532163742691,False,-1.3804,0.4428,1,1,1,100.0,37.44493392070484,37.44493392070484,15.786061588330636,4.213938411669364,历史1/1次成功; 当前距低点4.21%; 最新日涨幅-1.38%; 状态bottom_area; 底部未确认
39,79.98857156836276,72.20882745768172,301068,大地海洋,bottom_area,2026-06-02,29.33,39.5,2026-06-01,28.1,4.377224199288245,8.89679715302491,28.860759493670884,25.74683544303798,True,-2.5258,1.3045,1,1,1,100.0,29.779024903542613,29.779024903542613,15.622775800711757,4.377224199288245,历史1/1次成功; 当前距低点4.38%; 最新日涨幅-2.53%; 状态bottom_area; 底部已确认
40,79.90421853016478,69.41486165747908,000829,天音控股,bottom_area,2026-06-02,8.55,12.03,2026-06-01,8.36,2.272727272727288,5.3827751196172375,30.507065669160433,28.927680798004978,False,-1.3841,1.6578,3,5,3,60.0,34.820859351060705,46.4765100671141,17.727272727272712,2.272727272727288,历史3/5次成功; 当前距低点2.27%; 最新日涨幅-1.38%; 状态bottom_area; 底部未确认
41,79.8896583755935,72.67014109075984,002760,凤形股份,bottom_area,2026-06-02,19.89,26.5,2026-06-01,18.98,4.794520547945206,5.163329820864069,28.377358490566035,24.943396226415093,False,0.8109,5.8555,1,1,1,100.0,24.094881398252184,24.094881398252184,15.205479452054796,4.794520547945206,历史1/1次成功; 当前距低点4.79%; 最新日涨幅0.81%; 状态bottom_area; 底部未确认
42,79.56720935260952,68.51956192352945,002470,金正大,bottom_area,2026-06-02,2.27,3.17,2026-06-02,2.23,1.793721973094172,4.48430493273543,29.652996845425868,28.391167192429016,False,-2.1552,2.4869,2,3,2,66.66666666666666,26.357964276975775,30.327868852459027,18.206278026905828,1.793721973094172,历史2/3次成功; 当前距低点1.79%; 最新日涨幅-2.16%; 状态bottom_area; 底部未确认
43,79.46499793367717,72.53393316378927,688010,福光股份,bottom_area,2026-06-02,36.23,47.71,2026-06-02,34.51,4.98406259055346,8.171544479860911,27.667155732550835,24.062041500733606,False,0.8069,4.498,3,4,3,75.0,29.852665969092307,42.08955223880597,15.015937409446542,4.98406259055346,历史3/4次成功; 当前距低点4.98%; 最新日涨幅0.81%; 状态bottom_area; 底部未确认
44,78.9976320971171,67.21985951679953,300049,福瑞医科,bottom_area,2026-06-02,43.49,60.55,2026-06-02,43.0,1.139534883720935,6.30232558139535,28.98431048720066,28.17506193228736,False,-4.0168,2.9648,2,3,2,66.66666666666666,21.566303145250508,22.22222222222222,18.860465116279066,1.139534883720935,历史2/3次成功; 当前距低点1.14%; 最新日涨幅-4.02%; 状态bottom_area; 底部未确认
45,78.60701221423346,69.58554945054945,300052,中青宝,bottom_area,2026-06-02,11.57,15.78,2026-06-02,11.2,3.3035714285714377,8.303571428571441,29.02408111533587,26.679340937896068,False,-4.3802,7.7486,1,1,1,100.0,21.923076923076923,21.923076923076923,16.696428571428562,3.3035714285714377,历史1/1次成功; 当前距低点3.30%; 最新日涨幅-4.38%; 状态bottom_area; 底部未确认
46,78.59465853350845,70.29855568830479,601186,中国铁建,bottom_area,2026-06-02,6.44,8.93,2026-05-28,6.2,3.8709677419354875,4.838709677419352,30.571108622620375,27.88353863381858,False,-0.7704,0.4356,1,1,1,100.0,22.496570644718787,22.496570644718787,16.129032258064512,3.8709677419354875,历史1/1次成功; 当前距低点3.87%; 最新日涨幅-0.77%; 状态bottom_area; 底部未确认
47,78.41417827744233,67.44013372956911,300626,华瑞股份,bottom_area,2026-06-02,34.23,46.8,2026-06-02,33.65,1.7236255572065329,4.903417533432388,28.0982905982906,26.858974358974365,False,0.5286,7.002,1,2,1,50.0,60.05625879043601,60.05625879043601,18.27637444279347,1.7236255572065329,历史1/2次成功; 当前距低点1.72%; 最新日涨幅0.53%; 状态bottom_area; 底部未确认
48,78.0560269733171,70.24486926346485,688037,芯源微,bottom_area,2026-06-02,242.79,330.0,2026-06-02,232.99,4.206189106828612,5.566762521996652,29.396969696969695,26.427272727272726,False,2.3049,3.2404,4,6,4,66.66666666666666,26.066203012728074,34.08866995073892,15.79381089317139,4.206189106828612,历史4/6次成功; 当前距低点4.21%; 最新日涨幅2.30%; 状态bottom_area; 底部未确认
49,76.6944836524012,66.90369850528617,600078,澄星股份,bottom_area,2026-06-02,11.89,16.88,2026-06-02,11.6,2.500000000000008,5.258620689655183,31.279620853080566,29.561611374407576,False,-1.6543,3.0875,2,3,2,66.66666666666666,26.328128164621056,30.647709320695093,17.499999999999993,2.500000000000008,历史2/3次成功; 当前距低点2.50%; 最新日涨幅-1.65%; 状态bottom_area; 底部未确认
50,76.560016237915,66.34408450100693,002248,华东数控,bottom_area,2026-06-02,10.04,14.05,2026-06-02,9.83,2.136317395727356,4.679552390640886,30.0355871886121,28.540925266903923,False,-1.8573,2.9673,2,4,2,50.0,38.30585034013606,47.360000000000014,17.863682604272647,2.136317395727356,历史2/4次成功; 当前距低点2.14%; 最新日涨幅-1.86%; 状态bottom_area; 底部未确认
51,76.41109207074888,65.23225027674738,001696,宗申动力,bottom_area,2026-06-02,14.6,19.97,2026-06-02,14.41,1.3185287994448265,3.400416377515616,27.841762643965946,26.89033550325488,False,-1.7497,1.8735,2,5,2,40.0,43.97040827678273,65.16853932584267,18.681471200555176,1.3185287994448265,历史2/5次成功; 当前距低点1.32%; 最新日涨幅-1.75%; 状态bottom_area; 底部未确认
52,76.16271132390767,68.1436138849263,000762,西藏矿业,bottom_area,2026-06-02,29.13,41.43,2026-06-02,28.04,3.8873038516405134,4.671897289586314,32.31957518706252,29.68863142650254,False,-0.7496,3.7315,2,3,2,66.66666666666666,54.884457817237255,71.15671641791043,16.112696148359486,3.8873038516405134,历史2/3次成功; 当前距低点3.89%; 最新日涨幅-0.75%; 状态bottom_area; 底部未确认
53,76.12600753356816,64.6241029685275,300592,华凯易佰,bottom_area,2026-06-02,11.99,16.3,2026-05-28,11.87,1.010951979780969,7.41364785172705,27.17791411042946,26.441717791411044,True,-2.5203,2.6306,1,2,1,50.0,39.403620873269425,39.403620873269425,18.98904802021903,1.010951979780969,历史1/2次成功; 当前距低点1.01%; 最新日涨幅-2.52%; 状态bottom_area; 底部已确认
54,75.60051031221914,68.6385107473757,002413,雷科防务,bottom_area,2026-06-02,10.49,14.26,2026-06-02,10.02,4.690618762475056,5.18962075848303,29.73352033660589,26.437587657784007,False,0.0,4.4357,2,3,2,66.66666666666666,40.034703543828805,51.174934725848566,15.309381237524944,4.690618762475056,历史2/3次成功; 当前距低点4.69%; 最新日涨幅0.00%; 状态bottom_area; 底部未确认
55,75.32355946186179,65.78026059893499,000155,川能动力,bottom_area,2026-06-02,14.02,19.34,2026-05-28,13.67,2.5603511338697853,7.16898317483541,29.317476732161325,27.507755946225444,True,-3.9726,2.4718,2,4,2,50.0,41.493877334183324,45.280898876404486,17.439648866130216,2.5603511338697853,历史2/4次成功; 当前距低点2.56%; 最新日涨幅-3.97%; 状态bottom_area; 底部已确认
56,74.9689899915897,65.4396296314955,000901,航天科技,bottom_area,2026-06-02,18.61,25.09,2026-06-02,18.15,2.534435261707994,5.013774104683197,27.660422479075336,25.827022718214433,False,-1.6904,2.348,2,4,2,50.0,38.32334423757916,42.402315484804625,17.465564738292006,2.534435261707994,历史2/4次成功; 当前距低点2.53%; 最新日涨幅-1.69%; 状态bottom_area; 底部未确认
57,74.82140915765602,66.01106179686481,600130,波导股份,bottom_area,2026-06-02,4.96,6.86,2026-06-01,4.81,3.1185031185031264,6.02910602910603,29.88338192419826,27.696793002915456,False,-1.3917,4.1106,3,5,3,60.0,26.888434984150216,32.23140495867769,16.881496881496876,3.1185031185031264,历史3/5次成功; 当前距低点3.12%; 最新日涨幅-1.39%; 状态bottom_area; 底部未确认
58,74.503029358837,64.47441783811112,603109,神驰机电,bottom_area,2026-06-02,19.3,26.2,2026-06-01,18.91,2.0624008461131704,3.7546271813855148,27.824427480916032,26.335877862595414,False,-0.924,0.9355,3,6,3,50.0,27.347805200264215,33.71428571428571,17.93759915388683,2.0624008461131704,历史3/6次成功; 当前距低点2.06%; 最新日涨幅-0.92%; 状态bottom_area; 底部未确认
59,74.09210485496308,63.56652811735941,603790,雅运股份,bottom_area,2026-06-02,24.93,33.95,2026-06-02,24.54,1.5892420537897336,5.134474327628368,27.71723122238587,26.56848306332843,False,-1.5014,1.5097,1,2,1,50.0,63.59797297297298,63.59797297297298,18.410757946210268,1.5892420537897336,历史1/2次成功; 当前距低点1.59%; 最新日涨幅-1.50%; 状态bottom_area; 底部未确认
60,74.09038662568697,65.48625671877365,603230,内蒙新华,bottom_area,2026-06-02,9.94,13.4,2026-05-28,9.63,3.219106957424701,5.503634475597085,28.134328358208947,25.820895522388064,False,-1.9724,0.4776,2,3,2,66.66666666666666,27.522332876533863,31.521142229544196,16.7808930425753,3.219106957424701,历史2/3次成功; 当前距低点3.22%; 最新日涨幅-1.97%; 状态bottom_area; 底部未确认
61,74.06397101890236,65.05077034059057,002759,天际股份,bottom_area,2026-06-02,27.57,39.6,2026-06-02,26.8,2.8731343283582076,6.64179104477611,32.323232323232325,30.378787878787882,False,-2.717,6.1893,3,6,3,50.0,40.3844978991789,72.99787384833452,17.126865671641795,2.8731343283582076,历史3/6次成功; 当前距低点2.87%; 最新日涨幅-2.72%; 状态bottom_area; 底部未确认
62,74.04232845016847,64.77307767888041,300631,久吾高科,bottom_area,2026-06-02,24.36,32.58,2026-06-02,23.73,2.654867256637164,4.9304677623261615,27.163904235727436,25.230202578268873,False,-1.0962,1.9956,3,6,3,50.0,36.21599475275885,50.86505190311419,17.345132743362836,2.654867256637164,历史3/6次成功; 当前距低点2.65%; 最新日涨幅-1.10%; 状态bottom_area; 底部未确认
63,73.79494956806117,62.759010175763194,688556,高测股份,bottom_area,2026-06-02,10.93,15.8,2026-06-02,10.81,1.110083256244211,6.105457909343202,31.58227848101266,30.822784810126585,False,-3.9543,5.6705,1,2,1,50.0,67.0,67.0,18.88991674375579,1.110083256244211,历史1/2次成功; 当前距低点1.11%; 最新日涨幅-3.95%; 状态bottom_area; 底部未确认
64,73.17748161753525,64.29161373310716,301611,珂玛科技,bottom_area,2026-06-02,89.37,128.9,2026-06-02,86.86,2.8897075754087096,4.513009440478934,32.614429790535304,30.667183863460046,False,-0.0224,5.6975,2,4,2,50.0,36.506166693758125,46.48437499999999,17.110292424591293,2.8897075754087096,历史2/4次成功; 当前距低点2.89%; 最新日涨幅-0.02%; 状态bottom_area; 底部未确认
65,72.52095215417697,63.83451244602535,300437,清水源,bottom_area,2026-06-02,12.39,17.3,2026-06-02,12.03,2.9925187032419056,6.317539484621777,30.462427745664744,28.38150289017341,False,-2.1327,4.8753,6,11,6,54.54545454545454,25.46041348171349,30.330330330330323,17.007481296758094,2.9925187032419056,历史6/11次成功; 当前距低点2.99%; 最新日涨幅-2.13%; 状态bottom_area; 底部未确认
66,72.51848636899545,61.465591034456224,688182,灿勤科技,bottom_area,2026-06-02,33.8,46.6,2026-06-02,33.49,0.9256494475962829,2.806808002388766,28.133047210300425,27.467811158798295,False,-0.2656,1.8488,2,4,2,50.0,37.0756547041707,49.999999999999986,19.07435055240372,0.9256494475962829,历史2/4次成功; 当前距低点0.93%; 最新日涨幅-0.27%; 状态bottom_area; 底部未确认
67,71.93073377858994,64.30893417291152,300895,铜牛信息,bottom_area,2026-06-02,59.4,81.99,2026-06-02,57.2,3.8461538461538387,5.559440559440558,30.235394560312223,27.552140504939626,False,-1.0,4.4158,2,3,2,66.66666666666666,28.879022986427948,35.27357392316647,16.153846153846164,3.8461538461538387,历史2/3次成功; 当前距低点3.85%; 最新日涨幅-1.00%; 状态bottom_area; 底部未确认
68,71.58176724344497,61.667984275967136,688307,中润光学,bottom_area,2026-06-02,67.84,96.87,2026-06-02,66.63,1.815998799339649,6.10835959777879,31.21709507587489,29.96799834830185,False,0.8024,5.5203,1,2,1,50.0,20.099255583126556,20.099255583126556,18.18400120066035,1.815998799339649,历史1/2次成功; 当前距低点1.82%; 最新日涨幅0.80%; 状态bottom_area; 底部未确认
