rank,rank_score,probability_score,code,name,current_stage,latest_date,latest_close,current_low_date,current_low_price,current_low_to_latest_pct,current_low_to_high_pct,current_drawdown_pct,current_is_bottom_confirmed,latest_pct_chg,latest_turn,historical_valid_event_count,history_sample_count,history_success_count,history_success_rate_pct,history_avg_rebound_pct,history_max_rebound_pct,upside_to_20pct_target_pct,risk_back_to_low_pct,reason
1,89.94234008554145,81.64978390744189,001218,丽臣实业,bottom_area,2024-08-26,13.76,2024-08-26,13.45,2.3048327137546507,2.3048327137546507,32.07070707070708,False,1.9259,0.5552,2,2,2,100.0,25.18711018711019,29.999999999999993,12.695167286245349,2.3048327137546507,历史2/2次成功; 当前距低点2.30%; 最新日涨幅1.93%; 状态bottom_area; 底部未确认
2,89.55991019295861,80.25555713992355,301333,诺思格,bottom_area,2024-08-26,39.13,2024-08-23,38.51,1.6099714359906636,5.115554401454165,27.17473524962179,False,0.7467,2.1105,1,1,1,100.0,25.840279645065877,25.840279645065877,13.390028564009334,1.6099714359906636,历史1/1次成功; 当前距低点1.61%; 最新日涨幅0.75%; 状态bottom_area; 底部未确认
3,89.11075580505576,78.70759898736934,301421,波长光电,bottom_area,2024-08-26,31.36,2024-08-26,31.1,0.836012861736328,4.983922829581984,27.89241827034547,False,-3.6263,13.7688,3,3,3,100.0,47.22423823724819,56.02000000000002,14.163987138263673,0.836012861736328,历史3/3次成功; 当前距低点0.84%; 最新日涨幅-3.63%; 状态bottom_area; 底部未确认
4,88.52664698591317,79.51267063921993,000957,中通客车,bottom_area,2024-08-26,9.39,2024-08-26,9.23,1.7334777898158193,2.816901408450702,27.890625000000004,False,-1.0537,4.5719,3,4,3,75.0,132.3344468028054,354.54545454545456,13.266522210184181,1.7334777898158193,历史3/4次成功; 当前距低点1.73%; 最新日涨幅-1.05%; 状态bottom_area; 底部未确认
5,87.46512903988848,78.52560365602068,000983,山西焦煤,bottom_area,2024-08-26,7.73,2024-08-26,7.6,1.710526315789484,1.8421052631579022,29.95391705069125,False,0.5202,0.373,3,4,3,75.0,21.938729333444627,27.212389380530986,13.289473684210515,1.710526315789484,历史3/4次成功; 当前距低点1.71%; 最新日涨幅0.52%; 状态bottom_area; 底部未确认
6,86.39583891379495,76.85377737226278,603179,新泉股份,bottom_area,2024-08-26,33.28,2024-08-26,32.88,1.2165450121654457,3.892944038929422,27.847267939433834,False,-2.0312,0.4967,1,1,1,100.0,25.201612903225808,25.201612903225808,13.783454987834553,1.2165450121654457,历史1/1次成功; 当前距低点1.22%; 最新日涨幅-2.03%; 状态bottom_area; 底部未确认
7,85.9608591133003,77.85273644342253,000539,粤电力A,bottom_area,2024-08-26,4.22,2024-08-26,4.13,2.1791767554479384,2.1791767554479384,31.395348837209298,False,1.4423,0.4971,1,1,1,100.0,19.89924433249369,19.89924433249369,12.82082324455206,2.1791767554479384,历史1/1次成功; 当前距低点2.18%; 最新日涨幅1.44%; 状态bottom_area; 底部未确认
8,83.93622707870117,76.8914444568794,603079,圣达生物,bottom_area,2024-08-26,10.68,2024-08-26,10.39,2.7911453320500397,2.887391722810384,28.83561643835616,False,1.1364,1.5537,1,1,1,100.0,22.232558139534888,22.232558139534888,12.20885466794996,2.7911453320500397,历史1/1次成功; 当前距低点2.79%; 最新日涨幅1.14%; 状态bottom_area; 底部未确认
9,83.20936418330407,73.48587767719454,688239,航宇科技,bottom_area,2024-08-26,26.75,2024-08-26,26.53,0.8292499057670518,4.2593290614398756,29.25333333333333,False,-2.621,1.7886,2,2,2,100.0,25.519179905072154,33.80660015349194,14.170750094232949,0.8292499057670518,历史2/2次成功; 当前距低点0.83%; 最新日涨幅-2.62%; 状态bottom_area; 底部未确认
10,83.0761918805868,74.42174660859435,000708,中信特钢,bottom_area,2024-08-26,11.48,2024-08-23,11.3,1.5929203539822985,3.0088495575221224,30.67484662576687,False,-0.4337,0.1101,1,1,1,100.0,16.739811912225715,16.739811912225715,13.4070796460177,1.5929203539822985,历史1/1次成功; 当前距低点1.59%; 最新日涨幅-0.43%; 状态bottom_area; 底部未确认
11,82.72437590855843,74.62366264982447,000597,东北制药,bottom_area,2024-08-26,4.15,2024-08-26,4.07,1.9656019656019672,2.457002457002448,32.053422370617696,False,0.2415,1.9714,2,3,2,66.66666666666666,38.80950787489403,61.02150537634409,13.03439803439803,1.9656019656019672,历史2/3次成功; 当前距低点1.97%; 最新日涨幅0.24%; 状态bottom_area; 底部未确认
