rank,rank_score,probability_score,code,name,current_stage,latest_date,latest_close,current_low_date,current_low_price,current_low_to_latest_pct,current_low_to_high_pct,current_drawdown_pct,current_is_bottom_confirmed,latest_pct_chg,latest_turn,historical_valid_event_count,history_sample_count,history_success_count,history_success_rate_pct,history_avg_rebound_pct,history_max_rebound_pct,upside_to_20pct_target_pct,risk_back_to_low_pct,reason
1,89.94234008554145,81.64978390744189,001218,丽臣实业,bottom_area,2024-08-26,13.76,2024-08-26,13.45,2.3048327137546507,2.3048327137546507,32.07070707070708,False,1.9259,0.5552,2,2,2,100.0,25.18711018711019,29.999999999999993,12.695167286245349,2.3048327137546507,历史2/2次成功; 当前距低点2.30%; 最新日涨幅1.93%; 状态bottom_area; 底部未确认
12,81.65444449090634,75.29217010187159,603367,辰欣药业,bottom_area,2024-08-26,13.13,2024-07-30,12.73,3.142183817753341,9.112333071484683,27.048710601719193,True,-0.0761,0.4584,1,1,1,100.0,31.216931216931226,31.216931216931226,11.857816182246658,3.142183817753341,历史1/1次成功; 当前距低点3.14%; 最新日涨幅-0.08%; 状态bottom_area; 底部已确认
13,81.6297416775613,75.33178305047387,002230,科大讯飞,bottom_area,2024-08-26,34.0,2024-08-23,32.95,3.1866464339908864,4.188163884673734,27.454865697930426,False,0.2063,0.6629,1,1,1,100.0,18.69535978480161,18.69535978480161,11.813353566009113,3.1866464339908864,历史1/1次成功; 当前距低点3.19%; 最新日涨幅0.21%; 状态bottom_area; 底部未确认
14,81.23946475683717,73.0778940188863,002651,利君股份,bottom_area,2024-08-26,5.05,2024-08-26,4.96,1.8145161290322551,2.6209677419354818,31.68044077134986,False,0.1984,0.9936,2,3,2,66.66666666666666,28.646903905447076,41.96642685851319,13.185483870967746,1.8145161290322551,历史2/3次成功; 当前距低点1.81%; 最新日涨幅0.20%; 状态bottom_area; 底部未确认
15,80.08774274708901,75.71629780873066,002715,登云股份,bottom_area,2024-08-26,10.02,2024-08-23,9.59,4.483837330552657,4.796663190823783,31.45103645461044,False,2.454,1.0979,1,1,1,100.0,36.66369313113291,36.66369313113291,10.516162669447343,4.483837330552657,历史1/1次成功; 当前距低点4.48%; 最新日涨幅2.45%; 状态bottom_area; 底部未确认
16,79.46075884706757,70.03151550890436,600011,华能国际,bottom_area,2024-08-26,7.0,2024-08-26,6.95,0.7194244604316521,2.8776978417266212,29.7979797979798,False,-1.6854,0.5268,1,1,1,100.0,22.267759562841515,22.267759562841515,14.280575539568346,0.7194244604316521,历史1/1次成功; 当前距低点0.72%; 最新日涨幅-1.69%; 状态bottom_area; 底部未确认
17,77.55639033125361,72.30403170087378,002674,兴业科技,bottom_area,2024-08-26,8.06,2024-08-21,7.77,3.7323037323037447,6.30630630630631,31.72231985940247,False,-0.861,0.7157,1,1,1,100.0,31.578947368421055,31.578947368421055,11.267696267696255,3.7323037323037447,历史1/1次成功; 当前距低点3.73%; 最新日涨幅-0.86%; 状态bottom_area; 底部未确认
18,75.33331109943009,68.36747786519327,000037,深南电A,bottom_area,2024-08-26,7.15,2024-08-23,6.99,2.2889842632331923,3.0042918454935617,27.7892561983471,False,0.8463,0.8901,4,8,4,50.0,28.58259131916628,45.16765285996055,12.711015736766807,2.2889842632331923,历史4/8次成功; 当前距低点2.29%; 最新日涨幅0.85%; 状态bottom_area; 底部未确认
19,72.21756539235413,64.49619047619048,002685,华东重机,bottom_area,2024-08-26,2.84,2024-08-23,2.8,1.42857142857143,2.142857142857145,28.934010152284266,False,0.7092,2.1371,1,3,1,33.33333333333333,109.52380952380952,109.52380952380952,13.571428571428571,1.42857142857143,历史1/3次成功; 当前距低点1.43%; 最新日涨幅0.71%; 状态bottom_area; 底部未确认
20,70.28912754409768,62.875454545454545,002110,三钢闽光,bottom_area,2024-08-26,2.68,2024-08-23,2.64,1.5151515151515165,1.8939393939393872,29.787234042553184,False,1.1321,0.2936,1,2,1,50.0,22.90322580645161,22.90322580645161,13.484848484848483,1.5151515151515165,历史1/2次成功; 当前距低点1.52%; 最新日涨幅1.13%; 状态bottom_area; 底部未确认
21,69.41962853948893,62.00669732867474,600262,北方股份,bottom_area,2024-08-26,16.24,2024-08-26,16.01,1.436602123672685,2.3110555902560734,28.812805691418397,False,0.0,1.7788,1,2,1,50.0,17.269624573378834,17.269624573378834,13.563397876327315,1.436602123672685,历史1/2次成功; 当前距低点1.44%; 最新日涨幅0.00%; 状态bottom_area; 底部未确认
22,69.09983557951485,62.818032345013485,603132,金徽股份,bottom_area,2024-08-26,11.18,2024-08-23,10.92,2.380952380952379,3.021978021978023,27.151434289526357,False,1.1765,0.9278,1,2,1,50.0,33.20754716981132,33.20754716981132,12.619047619047622,2.380952380952379,历史1/2次成功; 当前距低点2.38%; 最新日涨幅1.18%; 状态bottom_area; 底部未确认
23,68.52645857857226,62.449843868790445,000591,太阳能,bottom_area,2024-08-26,4.08,2024-08-23,3.98,2.5125628140703538,2.5125628140703538,28.158844765342963,False,2.0,0.5276,1,2,1,50.0,32.84132841328414,32.84132841328414,12.487437185929645,2.5125628140703538,历史1/2次成功; 当前距低点2.51%; 最新日涨幅2.00%; 状态bottom_area; 底部未确认
24,68.39886592796674,62.67898079528249,000155,川能动力,bottom_area,2024-08-26,9.15,2024-08-23,8.9,2.8089887640449436,3.370786516853921,29.08366533864542,False,2.5785,0.5313,1,2,1,50.0,37.70685579196216,37.70685579196216,12.191011235955056,2.8089887640449436,历史1/2次成功; 当前距低点2.81%; 最新日涨幅2.58%; 状态bottom_area; 底部未确认
25,67.92325765339494,62.78885907643992,300718,长盛轴承,bottom_area,2024-08-26,12.92,2024-08-26,12.51,3.277378097521984,5.915267785771385,31.936887921653966,False,0.0,10.9366,1,2,1,50.0,44.03914590747332,44.03914590747332,11.722621902478016,3.277378097521984,历史1/2次成功; 当前距低点3.28%; 最新日涨幅0.00%; 状态bottom_area; 底部未确认
26,65.60343958881248,59.279459114843,300653,正海生物,bottom_area,2024-08-26,18.86,2024-08-23,18.48,2.0562770562770507,2.5974025974025996,27.071823204419886,False,0.3725,0.625,1,3,1,33.33333333333333,29.647513278609367,29.647513278609367,12.94372294372295,2.0562770562770507,历史1/3次成功; 当前距低点2.06%; 最新日涨幅0.37%; 状态bottom_area; 底部未确认
27,64.52939826139561,59.63678288398797,002682,龙洲股份,bottom_area,2024-08-26,3.48,2024-08-26,3.37,3.26409495548961,4.154302670623135,29.93762993762993,False,0.2882,2.3246,1,2,1,50.0,26.929674099485425,26.929674099485425,11.735905044510389,3.26409495548961,历史1/2次成功; 当前距低点3.26%; 最新日涨幅0.29%; 状态bottom_area; 底部未确认
28,63.40807876149667,57.058404708606034,688065,凯赛生物,bottom_area,2024-08-26,34.43,2024-08-23,33.81,1.8337769890564843,4.702750665483574,30.245512688260774,False,-0.5201,0.1924,1,2,1,50.0,18.007614213197968,18.007614213197968,13.166223010943515,1.8337769890564843,历史1/2次成功; 当前距低点1.83%; 最新日涨幅-0.52%; 状态bottom_area; 底部未确认
29,63.392547710327015,59.29273388846639,688091,上海谊众,bottom_area,2024-08-26,23.4,2024-08-26,22.52,3.9076376554174024,4.706927175843689,27.35483870967742,False,0.9927,1.8044,1,2,1,50.0,32.96853625171,32.96853625171,11.092362344582597,3.9076376554174024,历史1/2次成功; 当前距低点3.91%; 最新日涨幅0.99%; 状态bottom_area; 底部未确认
30,62.59101968178712,57.711262430088524,301509,金凯生科,bottom_area,2024-08-26,26.61,2024-08-23,25.8,3.139534883720925,3.139534883720925,28.03347280334728,False,1.876,2.3933,1,2,1,50.0,15.05054819877544,15.05054819877544,11.860465116279075,3.139534883720925,历史1/2次成功; 当前距低点3.14%; 最新日涨幅1.88%; 状态bottom_area; 底部未确认
31,62.3762743774874,57.03363964570589,002732,燕塘乳业,bottom_area,2024-08-26,13.36,2024-08-23,13.01,2.690238278247499,3.458877786318225,29.599567099567103,False,0.9826,0.274,1,3,1,33.33333333333333,25.344352617079892,25.344352617079892,12.309761721752501,2.690238278247499,历史1/3次成功; 当前距低点2.69%; 最新日涨幅0.98%; 状态bottom_area; 底部未确认
32,62.33543052333239,58.75707190973076,300639,凯普生物,bottom_area,2024-08-26,5.55,2024-08-26,5.32,4.323308270676683,6.203007518796993,32.65822784810127,False,-1.7699,5.6378,2,4,2,50.0,24.323735305772022,33.27433628318583,10.676691729323318,4.323308270676683,历史2/4次成功; 当前距低点4.32%; 最新日涨幅-1.77%; 状态bottom_area; 底部未确认
33,61.888981885307565,56.33622479977909,002196,方正电机,bottom_area,2024-08-26,4.18,2024-08-23,4.08,2.450980392156854,3.4313725490195996,30.37542662116041,False,2.451,2.569,1,3,1,33.33333333333333,18.661971830985923,18.661971830985923,12.549019607843146,2.450980392156854,历史1/3次成功; 当前距低点2.45%; 最新日涨幅2.45%; 状态bottom_area; 底部未确认
34,61.70622150026013,55.8079679986695,688202,美迪西,bottom_area,2024-08-26,24.26,2024-08-26,23.76,2.1043771043771042,4.419191919191907,28.904847396768403,False,0.6639,1.5968,1,5,1,20.0,23.795418261555337,23.795418261555337,12.895622895622896,2.1043771043771042,历史1/5次成功; 当前距低点2.10%; 最新日涨幅0.66%; 状态bottom_area; 底部未确认
35,61.3581951636564,56.991444548902614,301510,固高科技,bottom_area,2024-08-26,20.51,2024-08-21,19.81,3.5335689045936545,3.9878849066128352,28.91998564764981,False,1.7361,0.8947,1,2,1,50.0,16.010654039656714,16.010654039656714,11.466431095406346,3.5335689045936545,历史1/2次成功; 当前距低点3.53%; 最新日涨幅1.74%; 状态bottom_area; 底部未确认
36,60.0396486520176,55.333243959148824,603282,亚光股份,bottom_area,2024-08-26,12.58,2024-08-26,12.2,3.1147540983606623,3.1147540983606623,27.164179104477615,False,-5.1997,4.3242,1,2,1,50.0,34.64991023339317,34.64991023339317,11.885245901639337,3.1147540983606623,历史1/2次成功; 当前距低点3.11%; 最新日涨幅-5.20%; 状态bottom_area; 底部未确认
37,54.999424443494526,51.250580743105225,300642,透景生命,bottom_area,2024-08-26,11.47,2024-08-26,11.06,3.7070524412296573,5.967450271247741,32.96969696969697,False,-4.655,5.9249,1,2,1,50.0,19.960539296284104,19.960539296284104,11.292947558770342,3.7070524412296573,历史1/2次成功; 当前距低点3.71%; 最新日涨幅-4.66%; 状态bottom_area; 底部未确认
