rank,rank_score,probability_score,code,name,current_stage,latest_date,latest_close,current_low_date,current_low_price,current_low_to_latest_pct,current_low_to_high_pct,current_drawdown_pct,current_is_bottom_confirmed,latest_pct_chg,latest_turn,historical_valid_event_count,history_sample_count,history_success_count,history_success_rate_pct,history_avg_rebound_pct,history_max_rebound_pct,upside_to_20pct_target_pct,risk_back_to_low_pct,reason
1,85.54929082592068,75.45739866096214,603226,菲林格尔,bottom_area,2023-09-12,5.29,2023-09-12,5.25,0.7619047619047626,3.0476190476190506,29.71887550200803,False,-1.306,5.2557,3,3,3,100.0,18.62656730163969,20.479302832244016,14.238095238095235,0.7619047619047626,历史3/3次成功; 当前距低点0.76%; 最新日涨幅-1.31%; 状态bottom_area; 底部未确认
2,83.29241463568516,73.48088632723959,300561,汇金科技,bottom_area,2023-09-12,13.05,2023-09-08,12.95,0.7722007722007832,3.0888030888030915,29.886302111532213,False,-1.5094,4.3768,2,2,2,100.0,24.79303273041607,27.62128325508607,14.227799227799215,0.7722007722007832,历史2/2次成功; 当前距低点0.77%; 最新日涨幅-1.51%; 状态bottom_area; 底部未确认
3,83.00580033245025,76.26628263337119,300749,顶固集创,bottom_area,2023-09-12,9.07,2023-09-11,8.81,2.951191827468783,4.540295119182751,28.663967611336027,False,1.3408,10.1007,1,1,1,100.0,20.833333333333336,20.833333333333336,12.048808172531217,2.951191827468783,历史1/1次成功; 当前距低点2.95%; 最新日涨幅1.34%; 状态bottom_area; 底部未确认
4,81.26681603890724,72.63974683274253,603221,爱丽家居,bottom_area,2023-09-12,8.26,2023-09-12,8.14,1.4742014742014646,4.422604422604415,28.970331588132638,False,-5.9226,6.6113,1,1,1,100.0,15.91895803183791,15.91895803183791,13.525798525798535,1.4742014742014646,历史1/1次成功; 当前距低点1.47%; 最新日涨幅-5.92%; 状态bottom_area; 底部未确认
5,80.64075672955853,71.19057877641346,300588,熙菱信息,bottom_area,2023-09-12,12.46,2023-09-12,12.36,0.8090614886731508,7.1197411003236315,27.20848056537103,False,-5.5345,23.0454,2,2,2,100.0,23.146446078431378,25.98039215686274,14.190938511326848,0.8090614886731508,历史2/2次成功; 当前距低点0.81%; 最新日涨幅-5.53%; 状态bottom_area; 底部未确认
6,78.45425171317827,73.03831682260137,603106,恒银科技,bottom_area,2023-09-12,7.37,2023-09-11,7.11,3.656821378340362,6.610407876230657,30.634146341463413,False,-0.9409,4.123,1,1,1,100.0,34.60144927536232,34.60144927536232,11.343178621659638,3.656821378340362,历史1/1次成功; 当前距低点3.66%; 最新日涨幅-0.94%; 状态bottom_area; 底部未确认
7,77.8923861453643,71.01187317480183,603326,我乐家居,bottom_area,2023-09-12,12.55,2023-09-12,12.24,2.532679738562096,13.153594771241824,29.89690721649485,False,-7.7206,15.9367,1,1,1,100.0,20.141843971631218,20.141843971631218,12.467320261437903,2.532679738562096,历史1/1次成功; 当前距低点2.53%; 最新日涨幅-7.72%; 状态bottom_area; 底部未确认
8,61.63201906837909,54.5789430894309,002069,獐子岛,bottom_area,2023-09-12,4.14,2023-09-08,4.1,0.9756097560975618,1.9512195121951237,27.561837455830396,False,0.2421,1.8985,1,3,1,33.33333333333333,30.967741935483854,30.967741935483854,14.024390243902438,0.9756097560975618,历史1/3次成功; 当前距低点0.98%; 最新日涨幅0.24%; 状态bottom_area; 底部未确认
9,58.07801396491635,54.51520896928586,601778,晶科科技,bottom_area,2023-09-12,3.81,2023-08-29,3.66,4.098360655737703,7.377049180327869,28.79377431906614,True,-0.2618,1.5721,1,3,1,33.33333333333333,42.344827586206904,42.344827586206904,10.901639344262296,4.098360655737703,历史1/3次成功; 当前距低点4.10%; 最新日涨幅-0.26%; 状态bottom_area; 底部已确认
10,56.93366508257571,50.24591222410142,002861,瀛通通讯,bottom_area,2023-09-12,11.45,2023-09-11,11.36,0.7922535211267593,6.69014084507042,27.643312101910826,False,-3.457,14.7455,1,2,1,50.0,18.668012108980825,18.668012108980825,14.20774647887324,0.7922535211267593,历史1/2次成功; 当前距低点0.79%; 最新日涨幅-3.46%; 状态bottom_area; 底部未确认
