rank,rank_score,probability_score,code,name,current_stage,latest_date,latest_close,current_low_date,current_low_price,current_low_to_latest_pct,current_low_to_high_pct,current_drawdown_pct,current_is_bottom_confirmed,latest_pct_chg,latest_turn,historical_valid_event_count,history_sample_count,history_success_count,history_success_rate_pct,history_avg_rebound_pct,history_max_rebound_pct,upside_to_20pct_target_pct,risk_back_to_low_pct,reason
1,93.7306154154401,87.85979933110369,300586,美联新材,bottom_area,2023-04-19,15.19,2023-04-19,14.95,1.6053511705685635,2.2073578595317733,27.427184466019426,False,0.3966,1.4161,2,2,2,100.0,69.69134206257787,124.33414043583537,8.394648829431436,1.6053511705685635,历史2/2次成功; 当前距低点1.61%; 最新日涨幅0.40%; 状态bottom_area; 底部未确认
12,80.85427027298643,77.7033317991127,600141,兴发集团,bottom_area,2023-04-19,26.14,2023-04-12,25.4,2.9133858267716617,7.0472440944882,29.79546710889995,True,-1.7293,1.3104,2,2,2,100.0,24.70887894705429,36.58969804618119,7.086614173228339,2.9133858267716617,历史2/2次成功; 当前距低点2.91%; 最新日涨幅-1.73%; 状态bottom_area; 底部已确认
13,79.78399810007767,77.52217465142434,002125,湘潭电化,bottom_area,2023-04-19,12.75,2023-04-10,12.32,3.490259740259738,7.629870129870126,29.236071223434806,False,-1.772,1.0589,3,3,3,100.0,23.333155157078114,32.067510548523195,6.509740259740263,3.490259740259738,历史3/3次成功; 当前距低点3.49%; 最新日涨幅-1.77%; 状态bottom_area; 底部未确认
14,78.43988926574787,74.86390284071666,000519,中兵红箭,bottom_area,2023-04-19,19.7,2023-04-17,19.21,2.550754815200408,6.507027589796981,27.94448612153038,False,-2.812,2.4955,2,2,2,100.0,14.191525910610773,14.515292897874552,7.449245184799593,2.550754815200408,历史2/2次成功; 当前距低点2.55%; 最新日涨幅-2.81%; 状态bottom_area; 底部未确认
15,77.94857964207807,72.16701744874139,000868,安凯客车,bottom_area,2023-04-19,5.28,2023-04-19,5.23,0.9560229445506657,2.294455066921591,27.76243093922652,False,-1.1236,1.5323,4,5,4,80.0,29.982525603854317,69.53846153846153,9.043977055449334,0.9560229445506657,历史4/5次成功; 当前距低点0.96%; 最新日涨幅-1.12%; 状态bottom_area; 底部未确认
16,77.34894823128384,72.9293380309882,601888,中国中免,bottom_area,2023-04-19,176.96,2023-04-06,173.64,1.9120018428933552,5.638101819857188,27.646985291053806,False,-1.8525,0.6185,1,1,1,100.0,12.627431359059372,12.627431359059372,8.087998157106647,1.9120018428933552,历史1/1次成功; 当前距低点1.91%; 最新日涨幅-1.85%; 状态bottom_area; 底部未确认
17,77.31911663184458,71.63190640159529,000887,中鼎股份,bottom_area,2023-04-19,12.23,2023-04-06,12.11,0.9909165978530223,6.853839801816681,28.512396694214885,False,-2.4721,1.1687,2,2,2,100.0,17.53331314354936,23.84615384615385,9.009083402146977,0.9909165978530223,历史2/2次成功; 当前距低点0.99%; 最新日涨幅-2.47%; 状态bottom_area; 底部未确认
18,77.29492472878181,71.16189314824248,002329,皇氏集团,bottom_area,2023-04-19,6.08,2023-04-19,6.04,0.6622516556291397,1.8211920529801375,31.90529875986471,False,-0.9772,2.3521,1,1,1,100.0,27.644230769230756,27.644230769230756,9.33774834437086,0.6622516556291397,历史1/1次成功; 当前距低点0.66%; 最新日涨幅-0.98%; 状态bottom_area; 底部未确认
19,76.6442527394109,69.93088753595885,001299,美能能源,bottom_area,2023-04-19,15.75,2023-04-19,15.72,0.19083969465648445,2.2264631043256973,30.442477876106196,False,-1.9303,3.2613,1,1,1,100.0,15.247322794492616,15.247322794492616,9.809160305343516,0.19083969465648445,历史1/1次成功; 当前距低点0.19%; 最新日涨幅-1.93%; 状态bottom_area; 底部未确认
20,75.42793213640647,71.69156398104268,001227,兰州银行,bottom_area,2023-04-19,3.07,2023-04-11,3.0,2.3333333333333277,4.0000000000000036,28.571428571428577,False,-0.9677,1.0978,1,1,1,100.0,11.137440758293856,11.137440758293856,7.666666666666673,2.3333333333333277,历史1/1次成功; 当前距低点2.33%; 最新日涨幅-0.97%; 状态bottom_area; 底部未确认
21,75.36349042892077,68.84871056410877,000799,酒鬼酒,bottom_area,2023-04-19,117.2,2023-04-19,116.9,0.2566295979469608,1.7964071856287376,30.68896003794616,False,-1.6779,1.8567,1,1,1,100.0,10.235623910902333,10.235623910902333,9.743370402053039,0.2566295979469608,历史1/1次成功; 当前距低点0.26%; 最新日涨幅-1.68%; 状态bottom_area; 底部未确认
22,74.58395222907659,68.44517094017093,002188,中天服务,bottom_area,2023-04-19,6.11,2023-04-19,6.08,0.493421052631583,1.8092105263157947,28.38633686690224,False,-0.9724,1.7019,1,1,1,100.0,10.968660968660975,10.968660968660975,9.506578947368418,0.493421052631583,历史1/1次成功; 当前距低点0.49%; 最新日涨幅-0.97%; 状态bottom_area; 底部未确认
23,73.08163758458177,71.74657422179651,603051,鹿山新材,bottom_area,2023-04-19,47.99,2023-04-04,46.13,4.032083243008886,6.82852807283763,31.14925373134328,False,-1.2755,3.337,2,2,2,100.0,15.58991406374611,18.738110336081178,5.967916756991114,4.032083243008886,历史2/2次成功; 当前距低点4.03%; 最新日涨幅-1.28%; 状态bottom_area; 底部未确认
24,72.51317640474902,71.60936883690458,000059,华锦股份,bottom_area,2023-04-19,7.21,2023-04-17,6.91,4.341534008683065,6.367583212735159,27.71966527196653,False,-1.368,0.7408,2,2,2,100.0,18.645518154311638,25.41603630862328,5.658465991316936,4.341534008683065,历史2/2次成功; 当前距低点4.34%; 最新日涨幅-1.37%; 状态bottom_area; 底部未确认
25,65.86285910593854,61.44218666137699,300763,锦浪科技,bottom_area,2023-04-19,125.02,2023-04-14,123.35,1.353871098500204,5.115524929063643,30.14893255563736,False,-2.2518,1.7644,1,2,1,50.0,35.693617021276594,35.693617021276594,8.646128901499797,1.353871098500204,历史1/2次成功; 当前距低点1.35%; 最新日涨幅-2.25%; 状态bottom_area; 底部未确认
26,60.42867728624643,55.19598829672974,001319,铭科精技,bottom_area,2023-04-19,20.2,2023-04-19,20.15,0.24813895781638073,1.8362282878411962,28.21517634485216,False,-1.8465,2.535,1,2,1,50.0,28.396479142747793,28.396479142747793,9.75186104218362,0.24813895781638073,历史1/2次成功; 当前距低点0.25%; 最新日涨幅-1.85%; 状态bottom_area; 底部未确认
27,57.86553119674917,56.21023195622974,000756,新华制药,bottom_area,2023-04-19,24.11,2023-04-13,23.3,3.4763948497854025,9.399141630901278,27.164738980931535,True,-2.743,3.1741,1,2,1,50.0,24.38931297709925,24.38931297709925,6.523605150214598,3.4763948497854025,历史1/2次成功; 当前距低点3.48%; 最新日涨幅-2.74%; 状态bottom_area; 底部已确认
28,57.33239905584671,52.78331106292368,002520,日发精机,bottom_area,2023-04-19,6.08,2023-04-06,6.04,0.6622516556291397,7.284768211920537,27.316486161251508,True,-0.491,1.5445,1,3,1,33.33333333333333,30.752212389380546,30.752212389380546,9.33774834437086,0.6622516556291397,历史1/3次成功; 当前距低点0.66%; 最新日涨幅-0.49%; 状态bottom_area; 底部已确认
29,53.4496210771968,49.13381316413121,002810,山东赫达,bottom_area,2023-04-19,20.72,2023-04-19,20.6,0.5825242718446477,5.0970873786407624,28.47222222222222,False,-4.0741,2.3482,1,2,1,50.0,10.118110236220474,10.118110236220474,9.417475728155352,0.5825242718446477,历史1/2次成功; 当前距低点0.58%; 最新日涨幅-4.07%; 状态bottom_area; 底部未确认
