rank,rank_score,probability_score,code,name,current_stage,latest_date,latest_close,current_low_date,current_low_price,current_low_to_latest_pct,current_low_to_high_pct,current_drawdown_pct,current_is_bottom_confirmed,latest_pct_chg,latest_turn,historical_valid_event_count,history_sample_count,history_success_count,history_success_rate_pct,history_avg_rebound_pct,history_max_rebound_pct,upside_to_20pct_target_pct,risk_back_to_low_pct,reason
1,95.96824296271491,81.65301059001516,301009,可靠股份,bottom_area,2025-09-22,13.37,2025-09-22,13.22,1.1346444780635294,2.950075642965195,28.733153638814013,False,-1.3284,2.2815,1,1,1,100.0,53.96648044692738,53.96648044692738,18.865355521936472,1.1346444780635294,历史1/1次成功; 当前距低点1.13%; 最新日涨幅-1.33%; 状态bottom_area; 底部未确认
2,82.64740196006802,75.05389414044747,300192,科德教育,bottom_area,2025-09-22,19.59,2025-09-09,18.71,4.703367183324421,8.177445216461772,32.649388048956084,True,1.0315,7.9163,1,1,1,100.0,26.599845797995382,26.599845797995382,15.296632816675581,4.703367183324421,历史1/1次成功; 当前距低点4.70%; 最新日涨幅1.03%; 状态bottom_area; 底部已确认
3,72.09088798032647,62.69099298434973,603839,安正时尚,bottom_area,2025-09-22,8.35,2025-09-19,8.16,2.3284313725490136,4.411764705882345,29.533678756476682,False,0.7238,2.9887,1,2,1,50.0,31.88073394495412,31.88073394495412,17.671568627450988,2.3284313725490136,历史1/2次成功; 当前距低点2.33%; 最新日涨幅0.72%; 状态bottom_area; 底部未确认
4,68.18755728978712,60.61116203536632,688682,霍莱沃,bottom_area,2025-09-22,29.04,2025-09-04,28.05,3.529411764705877,8.698752228163984,27.687548337200308,True,1.1494,1.1416,1,2,1,50.0,26.22699386503069,26.22699386503069,16.470588235294127,3.529411764705877,历史1/2次成功; 当前距低点3.53%; 最新日涨幅1.15%; 状态bottom_area; 底部已确认
5,63.58667735939479,53.737928254443545,300902,国安达,bottom_area,2025-09-22,22.36,2025-09-04,22.19,0.7661108607480763,5.8134294727354625,32.798304058146584,False,-1.3674,2.9902,1,2,1,50.0,26.906779661016937,26.906779661016937,19.233889139251925,0.7661108607480763,历史1/2次成功; 当前距低点0.77%; 最新日涨幅-1.37%; 状态bottom_area; 底部未确认
