rank,rank_score,probability_score,code,name,current_stage,latest_date,latest_close,current_low_date,current_low_price,current_low_to_latest_pct,current_low_to_high_pct,current_drawdown_pct,current_is_bottom_confirmed,latest_pct_chg,latest_turn,historical_valid_event_count,history_sample_count,history_success_count,history_success_rate_pct,history_avg_rebound_pct,history_max_rebound_pct,upside_to_20pct_target_pct,risk_back_to_low_pct,reason
1,77.03037354509358,76.8516487804878,000789,万年青,bottom_area,2022-11-02,8.17,2022-10-31,7.79,4.878048780487804,4.878048780487804,30.008984725965863,False,1.9975,0.5963,1,1,1,100.0,47.599999999999994,47.599999999999994,5.121951219512197,4.878048780487804,历史1/1次成功; 当前距低点4.88%; 最新日涨幅2.00%; 状态bottom_area; 底部未确认
2,75.76660351576685,74.66454382826477,603030,全筑股份,bottom_area,2022-11-02,2.71,2022-10-31,2.6,4.230769230769226,4.999999999999996,32.98969072164948,False,0.0,2.6257,1,1,1,100.0,27.906976744186036,27.906976744186036,5.7692307692307745,4.230769230769226,历史1/1次成功; 当前距低点4.23%; 最新日涨幅0.00%; 状态bottom_area; 底部未确认
3,74.43331690062135,72.82228677128224,000401,金隅冀东,bottom_area,2022-11-02,7.82,2022-11-01,7.53,3.851261620185923,4.648074369189902,30.535055350553503,False,1.1643,0.5628,1,1,1,100.0,13.350340136054426,13.350340136054426,6.148738379814078,3.851261620185923,历史1/1次成功; 当前距低点3.85%; 最新日涨幅1.16%; 状态bottom_area; 底部未确认
4,74.00443376188757,73.3290347575418,002333,罗普斯金,bottom_area,2022-11-02,5.32,2022-10-31,5.09,4.518664047151286,5.500982318271125,28.711484593837532,False,-0.3745,3.4161,1,1,1,100.0,46.728971962616825,46.728971962616825,5.481335952848715,4.518664047151286,历史1/1次成功; 当前距低点4.52%; 最新日涨幅-0.37%; 状态bottom_area; 底部未确认
5,70.27568676330931,69.76272554605887,600126,杭钢股份,bottom_area,2022-11-02,4.08,2022-10-11,3.9,4.615384615384619,7.179487179487174,31.698774080560423,True,-0.2445,0.2636,1,1,1,100.0,19.54732510288064,19.54732510288064,5.3846153846153815,4.615384615384619,历史1/1次成功; 当前距低点4.62%; 最新日涨幅-0.24%; 状态bottom_area; 底部已确认
6,56.310133533058696,55.363132581015016,002092,中泰化学,bottom_area,2022-11-02,6.08,2022-10-31,5.84,4.109589041095894,4.452054794520544,27.0,False,0.9967,1.0305,1,2,1,50.0,14.317180616740096,14.317180616740096,5.8904109589041065,4.109589041095894,历史1/2次成功; 当前距低点4.11%; 最新日涨幅1.00%; 状态bottom_area; 底部未确认
