rank,rank_score,probability_score,code,name,current_stage,latest_date,latest_close,current_low_date,current_low_price,current_low_to_latest_pct,current_low_to_high_pct,current_drawdown_pct,current_is_bottom_confirmed,latest_pct_chg,latest_turn,historical_valid_event_count,history_sample_count,history_success_count,history_success_rate_pct,history_avg_rebound_pct,history_max_rebound_pct,upside_to_20pct_target_pct,risk_back_to_low_pct,reason
1,94.68025383201574,84.80515081206497,688077,大地熊,bottom_area,2023-05-24,26.27,2023-05-22,25.86,1.5854601701469457,3.3642691415313264,32.83116883116883,False,0.0762,0.6932,1,1,1,100.0,53.68518518518518,53.68518518518518,13.414539829853053,1.5854601701469457,历史1/1次成功; 当前距低点1.59%; 最新日涨幅0.08%; 状态bottom_area; 底部未确认
2,93.07147690071793,82.64533279161003,002245,蔚蓝锂芯,bottom_area,2023-05-24,10.82,2023-04-26,10.7,1.1214953271028132,8.317757009345799,29.512516469038214,False,-0.7339,1.0093,3,3,3,100.0,21.840549125830286,25.653923541247494,13.878504672897185,1.1214953271028132,历史3/3次成功; 当前距低点1.12%; 最新日涨幅-0.73%; 状态bottom_area; 底部未确认
3,90.12987134365977,80.13216152019004,300528,幸福蓝海,bottom_area,2023-05-24,8.52,2023-05-24,8.42,1.1876484560570029,5.463182897862243,30.64250411861615,False,0.1175,3.6976,1,1,1,100.0,20.0,20.0,13.812351543942997,1.1876484560570029,历史1/1次成功; 当前距低点1.19%; 最新日涨幅0.12%; 状态bottom_area; 底部未确认
4,89.35516042211964,79.92198887298481,001332,锡装股份,bottom_area,2023-05-24,43.04,2023-05-24,42.4,1.5094339622641524,2.287735849056601,32.290003193867776,False,-0.0697,2.3459,2,2,2,100.0,28.620958639500337,31.086142322097377,13.490566037735846,1.5094339622641524,历史2/2次成功; 当前距低点1.51%; 最新日涨幅-0.07%; 状态bottom_area; 底部未确认
5,88.08714656010474,80.22320396366638,002079,苏州固锝,bottom_area,2023-05-24,12.41,2023-05-10,12.11,2.477291494632541,5.6977704376548415,28.512396694214885,False,0.4045,1.2755,2,2,2,100.0,19.631336405529957,22.488479262672804,12.522708505367458,2.477291494632541,历史2/2次成功; 当前距低点2.48%; 最新日涨幅0.40%; 状态bottom_area; 底部未确认
6,84.06006951754094,75.56610857056538,688289,圣湘生物,bottom_area,2023-05-24,18.3,2023-04-26,17.98,1.7797552836484998,12.45828698553948,27.058823529411757,False,-0.9204,0.5461,1,1,1,100.0,25.182530200451346,25.182530200451346,13.2202447163515,1.7797552836484998,历史1/1次成功; 当前距低点1.78%; 最新日涨幅-0.92%; 状态bottom_area; 底部未确认
7,83.12417184479334,74.77672541036078,002041,登海种业,bottom_area,2023-05-24,15.69,2023-05-19,15.41,1.817001946787796,5.12654120700843,27.311320754716977,False,-0.759,0.2624,1,1,1,100.0,21.395106715252467,21.395106715252467,13.182998053212202,1.817001946787796,历史1/1次成功; 当前距低点1.82%; 最新日涨幅-0.76%; 状态bottom_area; 底部未确认
8,81.65046091971007,77.38695225956911,600203,福日电子,bottom_area,2023-05-24,5.89,2023-05-15,5.63,4.618117229129659,8.348134991119,28.824273072060684,True,0.1701,0.9169,2,2,2,100.0,21.43150291389641,24.045801526717554,10.381882770870341,4.618117229129659,历史2/2次成功; 当前距低点4.62%; 最新日涨幅0.17%; 状态bottom_area; 底部已确认
9,79.43296064360737,70.3490537084399,000629,钒钛股份,bottom_area,2023-05-24,4.12,2023-04-25,4.08,0.980392156862746,9.803921568627459,31.08108108108108,False,-0.2421,0.3587,1,1,1,100.0,27.173913043478265,27.173913043478265,14.019607843137253,0.980392156862746,历史1/1次成功; 当前距低点0.98%; 最新日涨幅-0.24%; 状态bottom_area; 底部未确认
10,78.04088424934551,73.6563196586138,688075,安旭生物,bottom_area,2023-05-24,67.49,2023-05-10,64.65,4.392884764114446,7.6566125290023015,30.37906525953047,True,-1.8898,1.8989,4,5,4,80.0,31.086542584917854,40.134529147982065,10.607115235885553,4.392884764114446,历史4/5次成功; 当前距低点4.39%; 最新日涨幅-1.89%; 状态bottom_area; 底部已确认
11,77.93924200401212,73.17334641513182,001201,东瑞股份,bottom_area,2023-05-24,24.32,2023-05-19,23.36,4.109589041095894,5.265410958904111,31.25367863449087,False,0.579,0.5303,1,1,1,100.0,18.4043517679057,18.4043517679057,10.890410958904106,4.109589041095894,历史1/1次成功; 当前距低点4.11%; 最新日涨幅0.58%; 状态bottom_area; 底部未确认
