rank,rank_score,probability_score,code,name,current_stage,latest_date,latest_close,current_low_date,current_low_price,current_low_to_latest_pct,current_low_to_high_pct,current_drawdown_pct,current_is_bottom_confirmed,latest_pct_chg,latest_turn,historical_valid_event_count,history_sample_count,history_success_count,history_success_rate_pct,history_avg_rebound_pct,history_max_rebound_pct,upside_to_20pct_target_pct,risk_back_to_low_pct,reason
1,94.68025383201574,84.80515081206497,688077,大地熊,bottom_area,2023-05-24,26.27,2023-05-22,25.86,1.5854601701469457,3.3642691415313264,32.83116883116883,False,0.0762,0.6932,1,1,1,100.0,53.68518518518518,53.68518518518518,13.414539829853053,1.5854601701469457,历史1/1次成功; 当前距低点1.59%; 最新日涨幅0.08%; 状态bottom_area; 底部未确认
12,76.69833000794038,70.07892655753784,601369,陕鼓动力,bottom_area,2023-05-24,9.29,2023-05-10,9.05,2.651933701657441,7.182320441988933,32.31114435302916,True,-1.065,0.5928,2,3,2,66.66666666666666,36.068111455108365,55.572755417956664,12.348066298342559,2.651933701657441,历史2/3次成功; 当前距低点2.65%; 最新日涨幅-1.06%; 状态bottom_area; 底部已确认
13,76.63713868517902,71.83222671342395,300762,上海瀚讯,bottom_area,2023-05-24,11.9,2023-05-10,11.44,4.020979020979029,6.118881118881128,27.50316856780735,False,-0.084,0.7714,1,1,1,100.0,32.580961727183514,32.580961727183514,10.97902097902097,4.020979020979029,历史1/1次成功; 当前距低点4.02%; 最新日涨幅-0.08%; 状态bottom_area; 底部未确认
14,76.07013761941445,71.90518018068322,600160,巨化股份,bottom_area,2023-05-24,14.01,2023-05-19,13.41,4.474272930648767,6.040268456375843,29.606299212598426,False,1.2283,0.7383,1,1,1,100.0,16.05657237936772,16.05657237936772,10.525727069351232,4.474272930648767,历史1/1次成功; 当前距低点4.47%; 最新日涨幅1.23%; 状态bottom_area; 底部未确认
15,73.58357131745115,69.63580053519858,301367,瑞迈特,bottom_area,2023-05-24,214.52,2023-05-16,205.21,4.536815944642075,10.131085229764627,31.34493141518902,True,-1.0517,2.8924,1,1,1,100.0,17.901832736465128,17.901832736465128,10.463184055357925,4.536815944642075,历史1/1次成功; 当前距低点4.54%; 最新日涨幅-1.05%; 状态bottom_area; 底部已确认
16,73.18113459581637,67.97296698866445,300727,润禾材料,bottom_area,2023-05-24,26.37,2023-05-23,25.47,3.533568904593648,6.007067137809192,31.495427649273804,False,0.5337,1.7011,2,3,2,66.66666666666666,22.273319486404827,26.812499999999993,11.466431095406351,3.533568904593648,历史2/3次成功; 当前距低点3.53%; 最新日涨幅0.53%; 状态bottom_area; 底部未确认
17,68.98790082896139,62.13893138708924,002405,四维图新,bottom_area,2023-05-24,11.35,2023-05-16,11.14,1.8850987432674962,4.039497307001789,27.75616083009079,False,0.265,0.6743,1,2,1,50.0,23.478260869565215,23.478260869565215,13.114901256732503,1.8850987432674962,历史1/2次成功; 当前距低点1.89%; 最新日涨幅0.27%; 状态bottom_area; 底部未确认
18,66.21627534587516,58.80083651829074,601068,中铝国际,bottom_area,2023-05-24,5.4,2023-05-24,5.34,1.123595505617987,2.0599250936329647,28.704939919893196,False,-0.1848,0.4994,1,2,1,50.0,18.6700767263427,18.6700767263427,13.876404494382014,1.123595505617987,历史1/2次成功; 当前距低点1.12%; 最新日涨幅-0.18%; 状态bottom_area; 底部未确认
19,64.94680291265868,59.73983407616612,002068,黑猫股份,bottom_area,2023-05-24,9.58,2023-05-10,9.3,3.010752688172036,7.95698924731181,28.953399541634827,True,0.0,1.0089,1,2,1,50.0,15.184678522571824,15.184678522571824,11.989247311827963,3.010752688172036,历史1/2次成功; 当前距低点3.01%; 最新日涨幅0.00%; 状态bottom_area; 底部已确认
20,61.07666778903552,56.755454019664576,300386,飞天诚信,bottom_area,2023-05-24,10.77,2023-05-17,10.4,3.5576923076923,5.86538461538461,29.72972972972973,False,0.7484,1.3323,1,2,1,50.0,15.037593984962406,15.037593984962406,11.442307692307699,3.5576923076923,历史1/2次成功; 当前距低点3.56%; 最新日涨幅0.75%; 状态bottom_area; 底部未确认
21,60.3001434434932,52.89977018752921,000928,中钢国际,bottom_area,2023-05-24,8.51,2023-05-24,8.47,0.4722550177095531,3.187721369539546,30.45977011494252,False,-1.9585,2.9414,1,2,1,50.0,18.798449612403097,18.798449612403097,14.527744982290447,0.4722550177095531,历史1/2次成功; 当前距低点0.47%; 最新日涨幅-1.96%; 状态bottom_area; 底部未确认
22,59.487245321902314,52.423134939926406,002837,英维克,bottom_area,2023-05-24,26.79,2023-05-24,26.6,0.7142857142857056,2.969924812030072,27.063339731285986,False,-0.9246,1.9492,1,2,1,50.0,19.202722411278558,19.202722411278558,14.285714285714294,0.7142857142857056,历史1/2次成功; 当前距低点0.71%; 最新日涨幅-0.92%; 状态bottom_area; 底部未确认
23,58.363247867339794,54.409734765662165,000518,四环生物,bottom_area,2023-05-24,2.78,2023-04-25,2.68,3.731343283582076,9.328358208955223,27.956989247311824,True,-1.4184,0.3702,1,2,1,50.0,17.834394904458602,17.834394904458602,11.268656716417924,3.731343283582076,历史1/2次成功; 当前距低点3.73%; 最新日涨幅-1.42%; 状态bottom_area; 底部已确认
24,49.801348075391125,46.04360415379899,688298,东方生物,bottom_area,2023-05-24,53.76,2023-05-19,52.05,3.2853025936599445,6.570605187319889,32.99433573635429,False,-1.4482,0.7674,1,6,1,16.666666666666664,15.470039788586028,15.470039788586028,11.714697406340054,3.2853025936599445,历史1/6次成功; 当前距低点3.29%; 最新日涨幅-1.45%; 状态bottom_area; 底部未确认
