rank,rank_score,probability_score,code,name,current_stage,latest_date,latest_close,current_top_price,current_low_date,current_low_price,current_low_to_latest_pct,current_low_to_high_pct,current_drawdown_pct,close_drawdown_pct,current_is_bottom_confirmed,latest_pct_chg,latest_turn,historical_valid_event_count,history_sample_count,history_success_count,history_success_rate_pct,history_avg_rebound_pct,history_max_rebound_pct,upside_to_20pct_target_pct,risk_back_to_low_pct,reason
1,103.0024828525736,87.64369949972746,000919,金陵药业,bottom_area,2026-06-05,6.22,8.83,2026-06-04,6.15,1.1382113821138113,2.276422764227637,30.35107587768969,29.55832389580974,False,0.4847,1.0812,3,3,3,100.0,26.44527661799429,31.2267657992565,18.86178861788619,1.1382113821138113,历史3/3次成功; 当前距低点1.14%; 最新日涨幅0.48%; 状态bottom_area; 底部未确认
69,71.59344460172323,63.26800156847262,688085,三友医疗,bottom_area,2026-06-05,14.15,19.89,2026-06-05,13.71,3.2093362509117394,5.762217359591532,31.070889894419302,28.85872297637004,False,1.0714,1.3898,1,2,1,50.0,45.78111946532998,45.78111946532998,16.79066374908826,3.2093362509117394,历史1/2次成功; 当前距低点3.21%; 最新日涨幅1.07%; 状态bottom_area; 底部未确认
70,71.5901352808178,59.913535434813326,000833,粤桂股份,bottom_area,2026-06-05,21.53,29.98,2026-06-05,21.48,0.23277467411545955,3.817504655493484,28.35223482321548,28.185456971314203,False,-3.5394,6.8715,2,4,2,50.0,30.45301984836868,35.88039867109634,19.767225325884542,0.23277467411545955,历史2/4次成功; 当前距低点0.23%; 最新日涨幅-3.54%; 状态bottom_area; 底部未确认
71,71.44777313197761,64.67830617155413,300631,久吾高科,bottom_area,2026-06-05,24.23,32.58,2026-06-05,23.18,4.529767040552203,6.773080241587577,28.852056476365867,25.62922038060159,False,2.107,2.5566,3,6,3,50.0,36.21599475275885,50.86505190311419,15.470232959447799,4.529767040552203,历史3/6次成功; 当前距低点4.53%; 最新日涨幅2.11%; 状态bottom_area; 底部未确认
72,71.336998607063,63.66145105991596,600391,航发科技,bottom_area,2026-06-05,33.79,47.53,2026-06-02,32.57,3.745778323610681,7.737181455326998,31.474857984430887,28.908058068588264,False,-1.1121,3.039,2,3,2,66.66666666666666,24.1675213499013,27.709431751611014,16.254221676389317,3.745778323610681,历史2/3次成功; 当前距低点3.75%; 最新日涨幅-1.11%; 状态bottom_area; 底部未确认
73,71.3097857711861,62.0830112721417,600620,天宸股份,bottom_area,2026-06-05,4.71,6.54,2026-06-04,4.6,2.391304347826094,4.130434782608704,29.663608562691135,27.981651376146786,False,1.2903,1.0434,1,2,1,50.0,29.38271604938273,29.38271604938273,17.608695652173907,2.391304347826094,历史1/2次成功; 当前距低点2.39%; 最新日涨幅1.29%; 状态bottom_area; 底部未确认
74,71.28691515382839,62.5439318398014,002108,沧州明珠,bottom_area,2026-06-05,4.75,6.44,2026-06-05,4.62,2.8138528138528116,3.89610389610389,28.260869565217394,26.242236024844722,False,1.2793,2.5876,2,5,2,40.0,25.37374330852593,26.35135135135136,17.18614718614719,2.8138528138528116,历史2/5次成功; 当前距低点2.81%; 最新日涨幅1.28%; 状态bottom_area; 底部未确认
75,71.21247999999999,64.04,002685,华东重机,bottom_area,2026-06-05,7.25,9.78,2026-06-05,6.96,4.166666666666667,5.172413793103453,28.834355828220854,25.86912065439672,False,0.0,3.5509,2,5,2,40.0,67.4891774891775,109.52380952380952,15.833333333333332,4.166666666666667,历史2/5次成功; 当前距低点4.17%; 最新日涨幅0.00%; 状态bottom_area; 底部未确认
76,71.14427246540757,62.68391511692234,603348,文灿股份,bottom_area,2026-06-05,15.9,22.0,2026-06-05,15.43,3.046014257939084,4.406999351911859,29.863636363636363,27.727272727272727,False,1.2739,0.712,2,5,2,40.0,28.97219153238415,31.539888682745836,16.95398574206092,3.046014257939084,历史2/5次成功; 当前距低点3.05%; 最新日涨幅1.27%; 状态bottom_area; 底部未确认
77,71.10092460996273,60.63690082644629,002840,华统股份,bottom_area,2026-06-05,8.02,11.2,2026-06-05,7.92,1.262626262626258,4.797979797979808,29.28571428571428,28.392857142857142,False,-2.3143,3.049,1,3,1,33.33333333333333,49.690082644628106,49.690082644628106,18.737373737373744,1.262626262626258,历史1/3次成功; 当前距低点1.26%; 最新日涨幅-2.31%; 状态bottom_area; 底部未确认
78,71.09163488986961,61.24509764577859,600328,中盐化工,bottom_area,2026-06-05,6.73,9.07,2026-06-04,6.61,1.8154311649016657,3.630862329803318,27.122381477398015,25.799338478500548,False,0.8996,1.6688,1,3,1,33.33333333333333,37.26315789473683,37.26315789473683,18.184568835098336,1.8154311649016657,历史1/3次成功; 当前距低点1.82%; 最新日涨幅0.90%; 状态bottom_area; 底部未确认
79,70.8560085934478,61.51884708658566,300546,雄帝科技,bottom_area,2026-06-05,16.88,23.58,2026-06-05,16.51,2.2410660205935637,3.8158691701998726,29.98303647158608,28.413910093299403,False,0.4762,2.4108,2,6,2,33.33333333333333,27.285721936589546,33.791666666666664,17.75893397940644,2.2410660205935637,历史2/6次成功; 当前距低点2.24%; 最新日涨幅0.48%; 状态bottom_area; 底部未确认
80,70.6864264221756,59.989805408499095,600216,浙江医药,bottom_area,2026-06-05,12.17,16.87,2026-06-04,12.05,0.9958506224066325,3.485477178423236,28.57142857142857,27.86010669828098,False,0.745,0.991,1,2,1,50.0,40.862068965517246,40.862068965517246,19.004149377593368,0.9958506224066325,历史1/2次成功; 当前距低点1.00%; 最新日涨幅0.74%; 状态bottom_area; 底部未确认
81,70.35277131039797,61.25176537814894,600316,洪都航空,bottom_area,2026-06-05,28.24,38.1,2026-06-04,27.58,2.3930384336475714,4.641044234952869,27.611548556430453,25.879265091863523,False,1.364,1.5407,2,6,2,33.33333333333333,27.712686416839073,30.462519936204153,17.60696156635243,2.3930384336475714,历史2/6次成功; 当前距低点2.39%; 最新日涨幅1.36%; 状态bottom_area; 底部未确认
82,70.31646952703963,61.586639257853705,603716,塞力医疗,bottom_area,2026-06-05,16.24,22.0,2026-06-05,15.81,2.719797596457925,4.996837444655287,28.136363636363633,26.18181818181819,False,0.2469,3.8895,1,2,1,50.0,30.740740740740748,30.740740740740748,17.280202403542077,2.719797596457925,历史1/2次成功; 当前距低点2.72%; 最新日涨幅0.25%; 状态bottom_area; 底部未确认
83,70.0730566904215,61.71549805033675,601002,晋亿实业,bottom_area,2026-06-05,5.11,6.81,2026-05-28,4.96,3.0241935483871036,8.66935483870967,27.16593245227606,24.963289280469887,False,1.3889,2.0431,1,2,1,50.0,35.164835164835154,35.164835164835154,16.975806451612897,3.0241935483871036,历史1/2次成功; 当前距低点3.02%; 最新日涨幅1.39%; 状态bottom_area; 底部未确认
84,69.95081252795931,59.91657950334223,688307,中润光学,bottom_area,2026-06-05,67.63,96.87,2026-06-02,66.63,1.5008254539997,7.429085997298519,31.21709507587489,30.18478373077321,True,-2.6906,4.5799,1,2,1,50.0,20.099255583126556,20.099255583126556,18.4991745460003,1.5008254539997,历史1/2次成功; 当前距低点1.50%; 最新日涨幅-2.69%; 状态bottom_area; 底部已确认
85,69.23937811687053,60.0291927258058,300753,爱朋医疗,bottom_area,2026-06-05,21.73,29.2,2026-06-05,21.27,2.162670427832632,4.184297132110957,27.157534246575345,25.582191780821915,False,-0.092,3.2861,2,5,2,40.0,26.344523125076314,28.044496487119456,17.83732957216737,2.162670427832632,历史2/5次成功; 当前距低点2.16%; 最新日涨幅-0.09%; 状态bottom_area; 底部未确认
86,69.18022696398589,59.38779467409153,000792,盐湖股份,bottom_area,2026-06-05,29.45,41.6,2026-06-05,28.98,1.6218081435472702,4.727398205659079,30.336538461538463,29.20673076923077,False,0.3407,1.6198,1,3,1,33.33333333333333,24.904214559386965,24.904214559386965,18.37819185645273,1.6218081435472702,历史1/3次成功; 当前距低点1.62%; 最新日涨幅0.34%; 状态bottom_area; 底部未确认
87,69.0984367296918,58.7470870213607,000710,贝瑞基因,bottom_area,2026-06-05,8.32,12.09,2026-06-04,8.23,1.0935601458080175,4.617253948967181,31.927212572373858,31.182795698924725,False,0.241,2.2276,1,7,1,14.285714285714285,39.58742632612967,39.58742632612967,18.906439854191984,1.0935601458080175,历史1/7次成功; 当前距低点1.09%; 最新日涨幅0.24%; 状态bottom_area; 底部未确认
88,68.9844526375484,60.357837223112924,600346,恒力石化,bottom_area,2026-06-05,16.96,23.23,2026-06-05,16.52,2.6634382566586035,6.416464891041154,28.88506241928541,26.99095996556177,False,1.3748,0.7998,1,2,1,50.0,23.443421765024375,23.443421765024375,17.3365617433414,2.6634382566586035,历史1/2次成功; 当前距低点2.66%; 最新日涨幅1.37%; 状态bottom_area; 底部未确认
89,68.72663293528663,58.944744914261335,300981,中红医疗,bottom_area,2026-06-05,11.63,15.8,2026-06-05,11.45,1.572052401746738,3.493449781659392,27.53164556962026,26.392405063291136,False,-0.5133,1.1967,1,2,1,50.0,24.94099134539732,24.94099134539732,18.427947598253265,1.572052401746738,历史1/2次成功; 当前距低点1.57%; 最新日涨幅-0.51%; 状态bottom_area; 底部未确认
90,68.70966935636606,58.94256872440336,600550,保变电气,bottom_area,2026-06-05,12.83,17.32,2026-06-04,12.63,1.5835312747426704,6.809184481393503,27.07852193995381,25.92378752886836,False,-3.7509,1.9414,1,2,1,50.0,35.285053929121716,35.285053929121716,18.41646872525733,1.5835312747426704,历史1/2次成功; 当前距低点1.58%; 最新日涨幅-3.75%; 状态bottom_area; 底部未确认
91,68.42785686476407,58.87274542808788,300577,开润股份,bottom_area,2026-06-05,16.34,22.36,2026-06-04,16.06,1.7434620174346276,3.73599003735991,28.17531305903399,26.923076923076923,False,0.7398,1.4528,1,3,1,33.33333333333333,23.626373626373624,23.626373626373624,18.256537982565373,1.7434620174346276,历史1/3次成功; 当前距低点1.74%; 最新日涨幅0.74%; 状态bottom_area; 底部未确认
92,68.35461502655744,57.49183596908254,301177,迪阿股份,bottom_area,2026-06-05,23.88,32.7,2026-06-05,23.76,0.5050505050504942,2.6094276094275988,27.339449541284406,26.97247706422019,False,0.294,0.3153,1,2,1,50.0,21.415866239772335,21.415866239772335,19.494949494949505,0.5050505050504942,历史1/2次成功; 当前距低点0.51%; 最新日涨幅0.29%; 状态bottom_area; 底部未确认
93,68.16531191775613,57.521818897302815,600227,赤天化,bottom_area,2026-06-05,2.94,4.05,2026-06-05,2.92,0.6849315068493157,3.424657534246579,27.901234567901234,27.40740740740741,False,-1.0101,4.5394,2,5,2,40.0,34.588509316770185,44.72049689440993,19.315068493150687,0.6849315068493157,历史2/5次成功; 当前距低点0.68%; 最新日涨幅-1.01%; 状态bottom_area; 底部未确认
94,68.0677623538113,59.26611394274048,688221,前沿生物,bottom_area,2026-06-05,18.8,25.51,2026-06-02,18.36,2.3965141612200505,5.718954248366017,28.028224225793814,26.30341042728342,False,-1.1047,2.396,3,8,3,37.5,30.52508725979674,34.87394957983194,17.60348583877995,2.3965141612200505,历史3/8次成功; 当前距低点2.40%; 最新日涨幅-1.10%; 状态bottom_area; 底部未确认
95,67.67114818263751,58.125817762094556,301191,菲菱科思,bottom_area,2026-06-05,135.88,190.0,2026-06-05,133.67,1.653325353482463,5.341512680481795,29.64736842105264,28.48421052631579,False,-3.8018,8.6646,1,2,1,50.0,31.749460043196553,31.749460043196553,18.34667464651754,1.653325353482463,历史1/2次成功; 当前距低点1.65%; 最新日涨幅-3.80%; 状态bottom_area; 底部未确认
96,67.22008147784189,60.19622648011427,603275,众辰科技,bottom_area,2026-06-05,41.72,55.6,2026-06-05,40.14,3.9362232187344257,6.7513702042850054,27.805755395683452,24.964028776978424,False,1.0169,5.8431,1,2,1,50.0,38.17642698295033,38.17642698295033,16.063776781265577,3.9362232187344257,历史1/2次成功; 当前距低点3.94%; 最新日涨幅1.02%; 状态bottom_area; 底部未确认
97,66.86210997408014,58.01526405937769,600770,综艺股份,bottom_area,2026-06-05,6.02,8.62,2026-06-02,5.89,2.207130730050932,4.753820033955862,31.67053364269141,30.16241299303944,False,-1.3115,2.5303,1,2,1,50.0,27.72861356932153,27.72861356932153,17.79286926994907,2.207130730050932,历史1/2次成功; 当前距低点2.21%; 最新日涨幅-1.31%; 状态bottom_area; 底部未确认
98,66.84278009161368,57.93302608057651,300490,华自科技,bottom_area,2026-06-05,14.76,21.17,2026-06-05,14.45,2.145328719723187,5.051903114186854,31.7430325932924,30.278696268304213,False,-1.992,3.9893,2,6,2,33.33333333333333,29.306678646301293,32.06349206349206,17.85467128027681,2.145328719723187,历史2/6次成功; 当前距低点2.15%; 最新日涨幅-1.99%; 状态bottom_area; 底部未确认
99,66.81002668740972,57.225142238713666,002460,赣锋锂业,bottom_area,2026-06-05,65.65,91.67,2026-06-05,64.68,1.4996907854050692,5.210265924551623,29.442565724882723,28.384422384640555,False,-1.7068,4.6369,1,3,1,33.33333333333333,34.25324675324675,34.25324675324675,18.50030921459493,1.4996907854050692,历史1/3次成功; 当前距低点1.50%; 最新日涨幅-1.71%; 状态bottom_area; 底部未确认
100,66.69735645297,56.25338129142544,002190,成飞集成,bottom_area,2026-06-05,26.08,36.38,2026-06-05,25.91,0.6561173292165116,2.5858741798533313,28.779549202858718,28.312259483232555,False,-0.1149,0.9876,1,2,1,50.0,39.08241291418863,39.08241291418863,19.34388267078349,0.6561173292165116,历史1/2次成功; 当前距低点0.66%; 最新日涨幅-0.11%; 状态bottom_area; 底部未确认
101,66.6554656963134,57.97085806260059,603300,海南华铁,bottom_area,2026-06-05,5.26,7.22,2026-06-05,5.14,2.3346303501945544,4.280155642023359,28.80886426592798,27.146814404432135,False,0.7663,2.4833,1,3,1,33.33333333333333,26.024096385542165,26.024096385542165,17.665369649805445,2.3346303501945544,历史1/3次成功; 当前距低点2.33%; 最新日涨幅0.77%; 状态bottom_area; 底部未确认
102,66.61330589161983,55.82276016902483,300618,寒锐钴业,bottom_area,2026-06-05,36.12,50.11,2026-06-05,36.01,0.3054707025826144,3.998889197445168,28.138096188385553,27.918579125922978,False,-2.5101,2.6433,1,2,1,50.0,32.46899661781286,32.46899661781286,19.694529297417386,0.3054707025826144,历史1/2次成功; 当前距低点0.31%; 最新日涨幅-2.51%; 状态bottom_area; 底部未确认
103,66.33682729788241,58.15545032251946,688339,亿华通,bottom_area,2026-06-05,21.14,28.94,2026-06-05,20.57,2.7710257656781736,5.298979095770539,28.92190739460954,26.95231513476158,False,-0.236,1.8672,2,7,2,28.57142857142857,48.48980297838693,76.30996309963099,17.22897423432183,2.7710257656781736,历史2/7次成功; 当前距低点2.77%; 最新日涨幅-0.24%; 状态bottom_area; 底部未确认
104,66.30446515981481,59.1598869195763,003018,金富科技,bottom_area,2026-06-05,51.09,70.84,2026-06-04,49.25,3.7360406091370626,7.329949238578679,30.47713156408809,27.879728966685484,True,0.8289,5.7125,1,2,1,50.0,20.95730918499352,20.95730918499352,16.26395939086294,3.7360406091370626,历史1/2次成功; 当前距低点3.74%; 最新日涨幅0.83%; 状态bottom_area; 底部已确认
105,65.76410600870716,57.75489113983768,002589,瑞康医药,bottom_area,2026-06-05,2.87,3.95,2026-05-27,2.79,2.8673835125448055,5.734767025089611,29.367088607594937,27.341772151898734,False,2.1352,1.8766,2,8,2,25.0,32.78239542171958,37.073170731707336,17.132616487455195,2.8673835125448055,历史2/8次成功; 当前距低点2.87%; 最新日涨幅2.14%; 状态bottom_area; 底部未确认
106,65.48930379422985,56.794085307264886,300569,天能重工,bottom_area,2026-06-05,5.16,7.18,2026-06-05,5.05,2.1782178217821846,3.960396039603964,29.66573816155989,28.133704735376043,False,-0.1934,1.9899,1,3,1,33.33333333333333,40.25316455696202,40.25316455696202,17.821782178217816,2.1782178217821846,历史1/3次成功; 当前距低点2.18%; 最新日涨幅-0.19%; 状态bottom_area; 底部未确认
107,65.39593826274184,56.96419532646214,605108,同庆楼,bottom_area,2026-06-05,13.12,17.8,2026-06-04,12.81,2.4199843871974918,4.371584699453542,28.033707865168537,26.292134831460682,False,1.2346,0.9402,1,3,1,33.33333333333333,21.658206429780034,21.658206429780034,17.58001561280251,2.4199843871974918,历史1/3次成功; 当前距低点2.42%; 最新日涨幅1.23%; 状态bottom_area; 底部未确认
108,64.96593750230528,56.52036562700559,603353,和顺石油,bottom_area,2026-06-05,43.5,58.69,2026-06-05,42.5,2.3529411764705883,5.058823529411762,27.585619355937972,25.881751576077693,False,-2.6628,3.7679,2,6,2,33.33333333333333,24.256656860350496,27.079174983366617,17.647058823529413,2.3529411764705883,历史2/6次成功; 当前距低点2.35%; 最新日涨幅-2.66%; 状态bottom_area; 底部未确认
109,64.90207651492679,54.58229376777693,300584,海辰药业,bottom_area,2026-06-05,32.2,44.31,2026-06-04,32.04,0.4993757802746682,4.338327091136081,27.69126607989168,27.3301737756714,False,-0.031,3.1659,2,7,2,28.57142857142857,41.271961465147655,54.23197492163009,19.50062421972533,0.4993757802746682,历史2/7次成功; 当前距低点0.50%; 最新日涨幅-0.03%; 状态bottom_area; 底部未确认
110,64.8603440555449,57.68917924891053,003007,直真科技,bottom_area,2026-06-05,40.4,54.34,2026-06-05,39.01,3.5631889259164335,4.56293258138939,28.211262421788746,25.65329407434671,False,0.5475,3.8027,1,2,1,50.0,20.124999999999993,20.124999999999993,16.43681107408357,3.5631889259164335,历史1/2次成功; 当前距低点3.56%; 最新日涨幅0.55%; 状态bottom_area; 底部未确认
111,64.84254906994735,54.91153601924238,688656,浩欧博,bottom_area,2026-06-05,103.42,147.77,2026-06-05,102.52,0.877877487319553,2.9067499024580608,30.621912431481363,30.012857819584493,False,-0.6246,0.5668,1,2,1,50.0,34.5865413458654,34.5865413458654,19.12212251268045,0.877877487319553,历史1/2次成功; 当前距低点0.88%; 最新日涨幅-0.62%; 状态bottom_area; 底部未确认
112,64.68588764891541,55.788495859849206,300639,凯普生物,bottom_area,2026-06-05,5.43,7.55,2026-06-04,5.33,1.8761726078799181,3.9399624765478416,29.403973509933774,28.079470198675498,False,0.9294,1.5405,1,7,1,14.285714285714285,33.27433628318583,33.27433628318583,18.123827392120084,1.8761726078799181,历史1/7次成功; 当前距低点1.88%; 最新日涨幅0.93%; 状态bottom_area; 底部未确认
113,64.60036396398868,56.343174585132985,002858,力盛体育,bottom_area,2026-06-05,12.76,17.45,2026-06-05,12.45,2.489959839357434,5.140562248995989,28.65329512893983,26.876790830945556,False,1.4308,3.4034,1,4,1,25.0,20.566037735849065,20.566037735849065,17.510040160642568,2.489959839357434,历史1/4次成功; 当前距低点2.49%; 最新日涨幅1.43%; 状态bottom_area; 底部未确认
114,64.55116306108371,55.67436729273385,600410,华胜天成,bottom_area,2026-06-05,17.9,24.55,2026-06-05,17.57,1.8782014797950954,4.097894137734769,28.43177189409369,27.087576374745424,False,-0.8859,4.9417,1,6,1,16.666666666666664,90.15873015873017,90.15873015873017,18.12179852020491,1.8782014797950954,历史1/6次成功; 当前距低点1.88%; 最新日涨幅-0.89%; 状态bottom_area; 底部未确认
115,64.2638442417719,57.562190348664785,300603,立昂技术,bottom_area,2026-06-05,8.95,12.6,2026-06-04,8.61,3.9488966318234597,5.807200929152149,31.66666666666667,28.968253968253972,False,-0.7761,4.6482,3,8,3,37.5,40.39341220011974,49.427168576104755,16.05110336817654,3.9488966318234597,历史3/8次成功; 当前距低点3.95%; 最新日涨幅-0.78%; 状态bottom_area; 底部未确认
116,64.1811430336524,56.12477956387285,688338,赛科希德,bottom_area,2026-06-05,24.55,32.99,2026-06-05,23.92,2.6337792642140427,3.971571906354512,27.49317975143983,25.583510154592304,False,-0.1221,0.7729,1,3,1,33.33333333333333,42.23904813412657,42.23904813412657,17.36622073578596,2.6337792642140427,历史1/3次成功; 当前距低点2.63%; 最新日涨幅-0.12%; 状态bottom_area; 底部未确认
117,64.0854037382444,55.82112613222148,300505,川金诺,bottom_area,2026-06-05,19.48,26.68,2026-06-05,19.02,2.418506834910625,3.890641430073617,28.71064467766117,26.98650674662668,False,-0.0513,5.2572,1,4,1,25.0,39.35656836461126,39.35656836461126,17.581493165089377,2.418506834910625,历史1/4次成功; 当前距低点2.42%; 最新日涨幅-0.05%; 状态bottom_area; 底部未确认
118,64.02602073862334,57.09948867536034,300780,德恩精工,bottom_area,2026-06-05,25.72,35.0,2026-06-05,24.8,3.709677419354831,7.499999999999997,29.142857142857142,26.51428571428572,False,-1.3047,5.6176,1,2,1,50.0,41.22340425531916,41.22340425531916,16.29032258064517,3.709677419354831,历史1/2次成功; 当前距低点3.71%; 最新日涨幅-1.30%; 状态bottom_area; 底部未确认
119,63.96571814000467,53.82137517507001,603123,翠微股份,bottom_area,2026-06-05,9.55,13.39,2026-06-05,9.5,0.5263157894736916,2.631578947368421,29.05153099327857,28.678117998506348,False,-1.1387,1.9239,2,7,2,28.57142857142857,37.51123366013071,45.93749999999999,19.473684210526308,0.5263157894736916,历史2/7次成功; 当前距低点0.53%; 最新日涨幅-1.14%; 状态bottom_area; 底部未确认
120,63.941417157830024,57.79033158286783,301607,富特科技,bottom_area,2026-06-05,42.56,57.57,2026-06-04,40.75,4.441717791411048,6.331288343558278,29.216605871113426,26.072607260726073,False,0.2828,7.7885,1,2,1,50.0,31.437893264973205,31.437893264973205,15.558282208588952,4.441717791411048,历史1/2次成功; 当前距低点4.44%; 最新日涨幅0.28%; 状态bottom_area; 底部未确认
121,63.74570476624508,53.61957547828514,300511,雪榕生物,bottom_area,2026-06-05,5.92,8.48,2026-06-05,5.89,0.509337860780989,4.584040747028871,30.542452830188687,30.188679245283023,False,-1.8242,3.0652,2,6,2,33.33333333333333,25.900712191034756,29.220779220779214,19.490662139219012,0.509337860780989,历史2/6次成功; 当前距低点0.51%; 最新日涨幅-1.82%; 状态bottom_area; 底部未确认
122,63.426289847330594,56.346562686696025,002652,扬子新材,bottom_area,2026-06-05,5.03,6.71,2026-06-05,4.86,3.4979423868312742,6.172839506172836,27.570789865871824,25.037257824143065,False,-0.5929,4.744,2,5,2,40.0,22.913286713286713,23.426573426573423,16.502057613168727,3.4979423868312742,历史2/5次成功; 当前距低点3.50%; 最新日涨幅-0.59%; 状态bottom_area; 底部未确认
123,63.0504524241948,54.83207924966739,688091,上海谊众,bottom_area,2026-06-05,42.58,61.98,2026-06-02,41.61,2.331170391732754,11.031002162941608,32.865440464666015,31.300419490158117,False,-0.514,1.9349,1,4,1,25.0,32.96853625171,32.96853625171,17.66882960826725,2.331170391732754,历史1/4次成功; 当前距低点2.33%; 最新日涨幅-0.51%; 状态bottom_area; 底部未确认
124,62.93326743016663,55.45330955862604,301636,泽润新能,bottom_area,2026-06-05,49.33,69.6,2026-06-05,47.87,3.0499268853143953,4.449550866931277,31.221264367816087,29.123563218390803,False,-0.3434,3.6831,1,2,1,50.0,24.285714285714274,24.285714285714274,16.950073114685605,3.0499268853143953,历史1/2次成功; 当前距低点3.05%; 最新日涨幅-0.34%; 状态bottom_area; 底部未确认
125,62.6924667454232,55.85352721980226,000006,深振业A,bottom_area,2026-06-05,8.51,11.25,2026-06-05,8.21,3.654080389768562,5.846528623629703,27.022222222222215,24.355555555555558,False,1.3095,2.5732,1,4,1,25.0,32.20338983050848,32.20338983050848,16.34591961023144,3.654080389768562,历史1/4次成功; 当前距低点3.65%; 最新日涨幅1.31%; 状态bottom_area; 底部未确认
126,62.57769625001935,56.7079282392862,002218,拓日新能,bottom_area,2026-06-05,4.56,6.46,2026-06-02,4.36,4.587155963302736,11.009174311926593,32.50773993808049,29.41176470588236,True,1.7857,6.4426,1,4,1,25.0,39.04109589041095,39.04109589041095,15.412844036697265,4.587155963302736,历史1/4次成功; 当前距低点4.59%; 最新日涨幅1.79%; 状态bottom_area; 底部已确认
127,62.005904593315805,54.921062866320305,002929,润建股份,bottom_area,2026-06-05,66.93,92.75,2026-06-05,64.77,3.3348772579898265,6.530801296896718,30.167115902964962,27.83827493261455,False,-0.4314,10.4212,1,2,1,50.0,24.91711298138229,24.91711298138229,16.665122742010176,3.3348772579898265,历史1/2次成功; 当前距低点3.33%; 最新日涨幅-0.43%; 状态bottom_area; 底部未确认
128,61.79568955195275,54.93109085143495,002380,科远智慧,bottom_area,2026-06-05,38.41,51.06,2026-06-05,37.1,3.5309973045821974,6.064690026954177,27.34038386212299,24.774774774774784,False,0.0,5.5575,1,4,1,25.0,25.735294117647072,25.735294117647072,16.469002695417803,3.5309973045821974,历史1/4次成功; 当前距低点3.53%; 最新日涨幅0.00%; 状态bottom_area; 底部未确认
129,61.654407023637745,53.45276531540537,002466,天齐锂业,bottom_area,2026-06-05,59.06,82.49,2026-06-05,57.81,2.162255665109843,5.864037363777894,29.91877803370105,28.403442841556547,False,-0.6727,3.8905,1,5,1,20.0,34.31563565513881,34.31563565513881,17.83774433489016,2.162255665109843,历史1/5次成功; 当前距低点2.16%; 最新日涨幅-0.67%; 状态bottom_area; 底部未确认
130,61.57907298831764,54.794937828587734,300615,欣天科技,bottom_area,2026-06-05,11.55,15.98,2026-06-05,11.15,3.587443946188344,5.650224215246627,30.2252816020025,27.722152690863577,False,1.1384,3.8173,1,3,1,33.33333333333333,24.306326304106545,24.306326304106545,16.412556053811656,3.587443946188344,历史1/3次成功; 当前距低点3.59%; 最新日涨幅1.14%; 状态bottom_area; 底部未确认
131,61.2442469348122,54.523863730785195,688189,南新制药,bottom_area,2026-06-05,7.74,10.4,2026-06-04,7.47,3.614457831325307,5.89022757697457,28.173076923076927,25.576923076923073,False,2.381,3.1107,1,3,1,33.33333333333333,23.18007662835249,23.18007662835249,16.385542168674693,3.614457831325307,历史1/3次成功; 当前距低点3.61%; 最新日涨幅2.38%; 状态bottom_area; 底部未确认
132,61.160279286877,53.91311278043066,688176,亚虹医药,bottom_area,2026-06-05,10.4,14.59,2026-06-04,10.09,3.072348860257686,6.144697720515372,30.843043180260455,28.718300205620285,False,1.3645,1.6962,1,5,1,20.0,25.473484848484844,25.473484848484844,16.927651139742316,3.072348860257686,历史1/5次成功; 当前距低点3.07%; 最新日涨幅1.36%; 状态bottom_area; 底部未确认
133,61.121284450973135,55.1470235647878,300746,汉嘉数智,bottom_area,2026-06-05,10.8,14.6,2026-06-05,10.35,4.347826086956532,6.183574879227058,29.10958904109589,26.027397260273965,False,2.0794,2.0331,1,4,1,25.0,36.90896259703598,36.90896259703598,15.652173913043468,4.347826086956532,历史1/4次成功; 当前距低点4.35%; 最新日涨幅2.08%; 状态bottom_area; 底部未确认
134,60.10727659082504,52.224991611537256,688223,晶科能源,bottom_area,2026-06-05,5.38,7.83,2026-06-05,5.26,2.281368821292778,6.463878326996195,32.82247765006386,31.28991060025543,False,-3.0631,1.2942,1,3,1,33.33333333333333,27.167630057803482,27.167630057803482,17.718631178707223,2.281368821292778,历史1/3次成功; 当前距低点2.28%; 最新日涨幅-3.06%; 状态bottom_area; 底部未确认
135,59.68065059622404,50.26656549730652,000959,首钢股份,bottom_area,2026-06-05,3.46,4.73,2026-06-04,3.44,0.5813953488372098,3.4883720930232593,27.27272727272728,26.849894291754765,False,-0.2882,0.4071,1,3,1,33.33333333333333,25.423728813559325,25.423728813559325,19.41860465116279,0.5813953488372098,历史1/3次成功; 当前距低点0.58%; 最新日涨幅-0.29%; 状态bottom_area; 底部未确认
136,59.360499830333666,50.323319092985464,002312,川发龙蟒,bottom_area,2026-06-05,8.62,11.76,2026-06-05,8.54,0.9367681498829048,2.4590163934426332,27.38095238095239,26.70068027210885,False,-0.4619,1.1324,2,7,2,28.57142857142857,23.735832045337464,25.833333333333343,19.063231850117095,0.9367681498829048,历史2/7次成功; 当前距低点0.94%; 最新日涨幅-0.46%; 状态bottom_area; 底部未确认
