rank,rank_score,probability_score,code,name,current_stage,latest_date,latest_close,current_low_date,current_low_price,current_low_to_latest_pct,current_low_to_high_pct,current_drawdown_pct,current_is_bottom_confirmed,latest_pct_chg,latest_turn,historical_valid_event_count,history_sample_count,history_success_count,history_success_rate_pct,history_avg_rebound_pct,history_max_rebound_pct,upside_to_20pct_target_pct,risk_back_to_low_pct,reason
1,91.90395937018025,86.83092326087137,002432,九安医疗,bottom_area,2024-04-15,40.49,2024-04-12,40.07,1.0481657100074913,3.6935363114549458,27.118952346307744,False,0.7966,2.5079,2,2,2,100.0,37.638392901550795,65.03496503496503,6.951834289992509,1.0481657100074913,历史2/2次成功; 当前距低点1.05%; 最新日涨幅0.80%; 状态bottom_area; 底部未确认
2,89.92986859749148,86.72562057221033,603327,福蓉科技,bottom_area,2024-04-15,15.46,2024-04-15,15.14,2.1136063408190244,6.671070013210026,30.550458715596328,False,-3.2541,3.4125,5,5,5,100.0,49.487328114396234,129.39632545931758,5.886393659180976,2.1136063408190244,历史5/5次成功; 当前距低点2.11%; 最新日涨幅-3.25%; 状态bottom_area; 底部未确认
3,88.59231173989986,84.36222222006225,300474,景嘉微,bottom_area,2024-04-15,64.09,2024-04-15,63.17,1.456387525724239,6.0471742915941,32.286418694393824,False,-4.0282,3.5535,5,5,5,100.0,28.72465472426617,59.857142857142854,6.543612474275761,1.456387525724239,历史5/5次成功; 当前距低点1.46%; 最新日涨幅-4.03%; 状态bottom_area; 底部未确认
4,86.84836176506174,83.06675903337653,002309,中利集团,bottom_area,2024-04-15,1.81,2024-04-11,1.78,1.6853932584269677,7.303370786516848,28.799999999999997,True,-5.2356,0.2046,5,5,5,100.0,15.373417540806452,30.136986301369873,6.314606741573033,1.6853932584269677,历史5/5次成功; 当前距低点1.69%; 最新日涨幅-5.24%; 状态bottom_area; 底部已确认
5,85.43072554664998,82.08087421631461,002405,四维图新,bottom_area,2024-04-15,6.9,2024-04-15,6.77,1.9202363367799231,6.942392909896612,27.125941872981695,False,-3.8997,2.3924,4,4,4,100.0,22.145231527810978,41.62162162162163,6.079763663220077,1.9202363367799231,历史4/4次成功; 当前距低点1.92%; 最新日涨幅-3.90%; 状态bottom_area; 底部未确认
6,84.4884938097623,81.64095723253236,688167,炬光科技,bottom_area,2024-04-15,70.53,2024-04-15,69.0,2.2173913043478275,7.898550724637684,31.676403604317255,False,-3.8839,2.9771,4,4,4,100.0,23.422631217448355,39.13715105373497,5.782608695652172,2.2173913043478275,历史4/4次成功; 当前距低点2.22%; 最新日涨幅-3.88%; 状态bottom_area; 底部未确认
7,83.74108279316718,80.56561841843094,002156,通富微电,bottom_area,2024-04-15,20.5,2024-04-15,20.1,1.9900497512437738,5.721393034825863,27.173913043478258,False,-3.9363,4.6008,4,4,4,100.0,14.854472318638509,21.92170818505337,6.009950248756227,1.9900497512437738,历史4/4次成功; 当前距低点1.99%; 最新日涨幅-3.94%; 状态bottom_area; 底部未确认
8,83.24877654895143,79.6426313226569,300533,冰川网络,bottom_area,2024-04-15,19.17,2024-04-15,18.85,1.697612732095492,7.957559681697612,31.92488262910798,False,-4.5794,8.222,3,3,3,100.0,22.974130923842026,40.564081294068856,6.302387267904508,1.697612732095492,历史3/3次成功; 当前距低点1.70%; 最新日涨幅-4.58%; 状态bottom_area; 底部未确认
9,82.4270282948356,79.19225749458614,603131,上海沪工,confirmed_rebound,2024-04-15,12.75,2024-04-15,12.51,1.9184652278177474,8.153477218225417,29.640044994375707,False,-4.6372,3.6404,4,4,4,100.0,16.80837749468061,23.708721422523276,6.081534772182253,1.9184652278177474,历史4/4次成功; 当前距低点1.92%; 最新日涨幅-4.64%; 状态confirmed_rebound; 底部未确认
10,82.35482531584334,80.05185567475672,000980,众泰汽车,bottom_area,2024-04-15,2.03,2024-04-15,1.98,2.525252525252516,6.060606060606066,30.28169014084507,False,-4.2453,2.2142,6,6,6,100.0,18.65285716307776,43.49775784753364,5.474747474747484,2.525252525252516,历史6/6次成功; 当前距低点2.53%; 最新日涨幅-4.25%; 状态bottom_area; 底部未确认
11,81.45221185671585,80.73813242103543,603000,人民网,bottom_area,2024-04-15,23.97,2024-04-11,23.15,3.5421166306695477,7.818574514038887,27.588364091335627,False,-0.2082,2.4107,4,4,4,100.0,24.592249134204234,48.493150684931514,4.457883369330452,3.5421166306695477,历史4/4次成功; 当前距低点3.54%; 最新日涨幅-0.21%; 状态bottom_area; 底部未确认
