rank,rank_score,probability_score,code,name,current_stage,latest_date,latest_close,current_low_date,current_low_price,current_low_to_latest_pct,current_low_to_high_pct,current_drawdown_pct,current_is_bottom_confirmed,latest_pct_chg,latest_turn,historical_valid_event_count,history_sample_count,history_success_count,history_success_rate_pct,history_avg_rebound_pct,history_max_rebound_pct,upside_to_20pct_target_pct,risk_back_to_low_pct,reason
1,95.17647740835463,85.06705882352941,301260,格力博,bottom_area,2025-06-16,19.32,2025-06-16,19.04,1.4705882352941237,2.4684873949579957,27.272727272727277,False,0.625,2.6543,1,1,1,100.0,58.71313672922254,58.71313672922254,13.529411764705875,1.4705882352941237,历史1/1次成功; 当前距低点1.47%; 最新日涨幅0.62%; 状态bottom_area; 底部未确认
2,94.95906549585632,84.15522687275117,000811,冰轮环境,bottom_area,2025-06-16,8.95,2025-06-16,8.86,1.0158013544018043,1.4672686230248395,31.264546159813815,False,0.0,1.6517,4,5,4,80.0,32.856204090254195,47.451868629671566,13.984198645598195,1.0158013544018043,历史4/5次成功; 当前距低点1.02%; 最新日涨幅0.00%; 状态bottom_area; 底部未确认
3,92.97879139113806,83.90017621145375,605005,合兴股份,bottom_area,2025-06-16,18.52,2025-06-16,18.16,1.9823788546255476,2.1475770925110163,31.75497933107854,False,0.5975,0.9563,1,1,1,100.0,96.96521095484826,96.96521095484826,13.017621145374452,1.9823788546255476,历史1/1次成功; 当前距低点1.98%; 最新日涨幅0.60%; 状态bottom_area; 底部未确认
4,92.75212007416258,84.03032894106427,603198,迎驾贡酒,bottom_area,2025-06-16,38.62,2025-06-16,37.79,2.1963482402752006,2.5932786451442285,29.78446674098848,False,0.4944,0.8,2,2,2,100.0,36.655929725224325,39.66017405719024,12.803651759724799,2.1963482402752006,历史2/2次成功; 当前距低点2.20%; 最新日涨幅0.49%; 状态bottom_area; 底部未确认
5,91.32963895708689,81.90283534366797,002909,集泰股份,bottom_area,2025-06-16,6.16,2025-06-16,6.06,1.650165016501659,2.640264026402643,27.598566308243726,False,0.9836,3.5526,1,1,1,100.0,35.18930957683742,35.18930957683742,13.34983498349834,1.650165016501659,历史1/1次成功; 当前距低点1.65%; 最新日涨幅0.98%; 状态bottom_area; 底部未确认
6,89.90257832868595,79.75044804226714,300817,双飞集团,bottom_area,2025-06-16,22.73,2025-06-16,22.49,1.067140951534024,2.0453534904401995,28.91908975979773,False,0.1322,2.5931,1,1,1,100.0,16.470588235294116,16.470588235294116,13.932859048465977,1.067140951534024,历史1/1次成功; 当前距低点1.07%; 最新日涨幅0.13%; 状态bottom_area; 底部未确认
7,89.22885651511412,79.08994293770452,002041,登海种业,bottom_area,2025-06-16,9.86,2025-06-03,9.76,1.0245901639344226,6.249999999999995,28.023598820059004,False,-0.2024,0.6842,2,2,2,100.0,18.2043468358871,21.395106715252467,13.975409836065577,1.0245901639344226,历史2/2次成功; 当前距低点1.02%; 最新日涨幅-0.20%; 状态bottom_area; 底部未确认
8,88.73769508711389,79.75177464530752,688448,磁谷科技,bottom_area,2025-06-16,28.8,2025-06-13,28.3,1.76678445229682,2.65017667844523,28.154353896928153,False,1.2302,1.618,1,1,1,100.0,25.053995680345576,25.053995680345576,13.233215547703182,1.76678445229682,历史1/1次成功; 当前距低点1.77%; 最新日涨幅1.23%; 状态bottom_area; 底部未确认
9,87.39890731436755,79.16844091903722,603577,汇金通,bottom_area,2025-06-16,9.34,2025-06-16,9.14,2.1881838074398168,2.297592997811806,28.926905132192836,False,0.7551,3.3986,1,1,1,100.0,27.083333333333325,27.083333333333325,12.811816192560183,2.1881838074398168,历史1/1次成功; 当前距低点2.19%; 最新日涨幅0.76%; 状态bottom_area; 底部未确认
10,87.15087475009645,80.71578844270326,001230,劲旅环境,bottom_area,2025-06-16,21.11,2025-06-13,20.42,3.3790401567090975,5.484818805093033,27.356812522234076,False,2.9254,12.5887,1,1,1,100.0,84.69119579500656,84.69119579500656,11.620959843290901,3.3790401567090975,历史1/1次成功; 当前距低点3.38%; 最新日涨幅2.93%; 状态bottom_area; 底部未确认
11,85.41297911605126,78.11535996173161,600770,综艺股份,bottom_area,2025-06-16,5.32,2025-06-13,5.18,2.702702702702714,3.281853281853281,31.390728476821195,False,2.3077,2.6989,1,1,1,100.0,27.72861356932153,27.72861356932153,12.297297297297286,2.702702702702714,历史1/1次成功; 当前距低点2.70%; 最新日涨幅2.31%; 状态bottom_area; 底部未确认
