rank,rank_score,probability_score,code,name,current_stage,latest_date,latest_close,current_top_price,current_low_date,current_low_price,current_low_to_latest_pct,current_low_to_high_pct,current_drawdown_pct,close_drawdown_pct,current_is_bottom_confirmed,latest_pct_chg,latest_turn,historical_valid_event_count,history_sample_count,history_success_count,history_success_rate_pct,history_avg_rebound_pct,history_max_rebound_pct,upside_to_20pct_target_pct,risk_back_to_low_pct,reason
14,93.87812586408124,82.22141843971636,600602,云赛智联,bottom_area,2026-06-09,17.38,24.24,2026-06-08,16.92,2.718676122931426,5.14184397163119,30.198019801980188,28.300330033003302,False,1.5186915887850372,1.8282086684403942,1,1,1,100.0,104.50751252086809,104.50751252086809,17.281323877068573,2.718676122931426,历史1/1次成功; 当前距低点2.72%; 最新日涨幅1.52%; 状态bottom_area; 底部未确认
15,93.78686838652791,80.40040501369015,002537,海联金汇,bottom_area,2026-06-09,5.91,8.2,2026-06-09,5.82,1.546391752577317,2.233676975945015,29.02439024390243,27.926829268292675,False,0.0,1.5894717520804327,3,4,3,75.0,30.006334460034605,39.33649289099527,18.453608247422686,1.546391752577317,历史3/4次成功; 当前距低点1.55%; 最新日涨幅0.00%; 状态bottom_area; 底部未确认
16,93.10110919525599,79.56551554847037,601238,广汽集团,bottom_area,2026-06-09,5.89,8.67,2026-06-09,5.81,1.376936316695354,2.5817555938037926,32.98731257208766,32.0645905420992,False,-0.6745362563237767,0.27216851719616086,2,2,2,100.0,25.08027070180526,26.42487046632124,18.623063683304647,1.376936316695354,历史2/2次成功; 当前距低点1.38%; 最新日涨幅-0.67%; 状态bottom_area; 底部未确认
17,92.32798626944535,78.53625388064852,000822,山东海化,bottom_area,2026-06-09,4.51,6.15,2026-06-09,4.46,1.1210762331838524,3.8116591928251107,27.47967479674797,26.66666666666667,False,-0.879120879120876,1.5361213729942922,1,1,1,100.0,33.076923076923094,33.076923076923094,18.87892376681615,1.1210762331838524,历史1/1次成功; 当前距低点1.12%; 最新日涨幅-0.88%; 状态bottom_area; 底部未确认
18,92.18041059962468,77.51824293855023,000919,金陵药业,bottom_area,2026-06-09,6.08,8.83,2026-06-08,6.05,0.49586776859504544,3.4710743801652884,31.483578708946773,31.14382785956965,False,-0.815660685154973,1.2016564693299612,3,3,3,100.0,26.44527661799429,31.2267657992565,19.504132231404956,0.49586776859504544,历史3/3次成功; 当前距低点0.50%; 最新日涨幅-0.82%; 状态bottom_area; 底部未确认
19,92.10092909713228,81.32219619393601,601872,招商轮船,bottom_area,2026-06-09,14.35,19.5,2026-06-09,13.91,3.1631919482386737,3.306973400431338,28.666666666666668,26.410256410256412,False,1.4851485148514865,1.0527511556000644,2,2,2,100.0,33.94770879526976,43.57723577235772,16.836808051761327,3.1631919482386737,历史2/2次成功; 当前距低点3.16%; 最新日涨幅1.49%; 状态bottom_area; 底部未确认
20,92.10069522325456,79.69223918853035,601969,海南矿业,bottom_area,2026-06-09,8.94,12.75,2026-06-09,8.76,2.054794520547942,3.1963470319634633,31.294117647058826,29.882352941176478,False,-0.33444816053512794,0.8370897943178983,2,2,2,100.0,34.07081019021319,36.79833679833681,17.94520547945206,2.054794520547942,历史2/2次成功; 当前距低点2.05%; 最新日涨幅-0.33%; 状态bottom_area; 底部未确认
21,91.97412929716161,80.70203724542269,688349,三一重能,bottom_area,2026-06-09,17.87,25.88,2026-06-08,17.38,2.819332566168021,5.753739930955121,32.84389489953632,30.95054095826893,False,1.8814139110604478,0.7385217778871856,2,2,2,100.0,26.398470410138575,28.790581519800213,17.18066743383198,2.819332566168021,历史2/2次成功; 当前距低点2.82%; 最新日涨幅1.88%; 状态bottom_area; 底部未确认
22,91.94870454076245,78.89732065281201,000035,中国天楹,bottom_area,2026-06-09,5.09,7.35,2026-06-09,5.01,1.5968063872255505,4.3912175648702725,31.83673469387755,30.74829931972789,False,-2.303262955854124,1.8967925198088407,1,1,1,100.0,40.84967320261436,40.84967320261436,18.40319361277445,1.5968063872255505,历史1/1次成功; 当前距低点1.60%; 最新日涨幅-2.30%; 状态bottom_area; 底部未确认
23,91.12968668442987,80.75613445378151,002686,亿利达,bottom_area,2026-06-09,6.15,8.25,2026-06-08,5.95,3.3613445378151288,5.210084033613438,27.878787878787875,25.454545454545453,False,2.1594684385382257,1.4290581428889555,1,1,1,100.0,75.68181818181817,75.68181818181817,16.63865546218487,3.3613445378151288,历史1/1次成功; 当前距低点3.36%; 最新日涨幅2.16%; 状态bottom_area; 底部未确认
24,91.10263160528245,78.16679360480157,002556,辉隆股份,bottom_area,2026-06-09,5.1,6.89,2026-06-09,5.02,1.5936254980079698,2.3904382470119545,27.140783744557336,25.979680696661834,False,-0.1956947162426781,0.7526653866718314,1,1,1,100.0,36.88311688311687,36.88311688311687,18.406374501992033,1.5936254980079698,历史1/1次成功; 当前距低点1.59%; 最新日涨幅-0.20%; 状态bottom_area; 底部未确认
