rank,rank_score,probability_score,code,name,current_stage,latest_date,latest_close,current_top_price,current_low_date,current_low_price,current_low_to_latest_pct,current_low_to_high_pct,current_drawdown_pct,close_drawdown_pct,current_is_bottom_confirmed,latest_pct_chg,latest_turn,historical_valid_event_count,history_sample_count,history_success_count,history_success_rate_pct,history_avg_rebound_pct,history_max_rebound_pct,upside_to_20pct_target_pct,risk_back_to_low_pct,reason
25,90.94709692772125,79.08443211106196,002075,沙钢股份,bottom_area,2026-06-09,3.52,4.82,2026-06-09,3.44,2.325581395348839,3.197674418604648,28.630705394190876,26.970954356846477,False,-0.8450704225352101,1.5307304746425687,2,2,2,100.0,34.12235318525434,37.25055432372507,17.674418604651162,2.325581395348839,历史2/2次成功; 当前距低点2.33%; 最新日涨幅-0.85%; 状态bottom_area; 底部未确认
26,90.82552119400621,78.83834370354627,688670,金迪克,bottom_area,2026-06-09,15.14,21.2,2026-06-08,14.81,2.2282241728561787,7.224848075624579,30.14150943396226,28.584905660377352,False,-0.26350461133068936,0.9672889610389611,1,1,1,100.0,48.272552783109404,48.272552783109404,17.77177582714382,2.2282241728561787,历史1/1次成功; 当前距低点2.23%; 最新日涨幅-0.26%; 状态bottom_area; 底部未确认
27,90.73903194555062,79.62602207355303,000880,潍柴重机,bottom_area,2026-06-09,26.21,35.68,2026-06-08,25.49,2.8246371125931833,5.335425657120451,28.55941704035875,26.5414798206278,False,1.6285381930981169,5.820546376855981,1,1,1,100.0,37.345132743362825,37.345132743362825,17.175362887406816,2.8246371125931833,历史1/1次成功; 当前距低点2.82%; 最新日涨幅1.63%; 状态bottom_area; 底部未确认
28,90.17945438418168,78.13867928696273,301063,海锅股份,bottom_area,2026-06-09,19.17,26.24,2026-06-08,18.77,2.1310602024507306,6.073521576984553,28.46798780487805,26.943597560975597,False,0.524383848977461,2.0893495235373787,1,1,1,100.0,20.8467556373677,20.8467556373677,17.86893979754927,2.1310602024507306,历史1/1次成功; 当前距低点2.13%; 最新日涨幅0.52%; 状态bottom_area; 底部未确认
29,90.09448597278089,79.81524931816828,600619,海立股份,bottom_area,2026-06-09,14.52,19.79,2026-06-08,14.05,3.3451957295373584,5.12455516014234,29.004547751389588,26.629610914603337,False,2.470007057163026,2.1447467325688416,1,1,1,100.0,44.74352463179278,44.74352463179278,16.65480427046264,3.3451957295373584,历史1/1次成功; 当前距低点3.35%; 最新日涨幅2.47%; 状态bottom_area; 底部未确认
30,89.90638764662356,75.64126173096975,000888,峨眉山A,bottom_area,2026-06-09,9.64,13.3,2026-06-09,9.59,0.5213764337852004,2.5026068821689282,27.894736842105267,27.518796992481203,False,-1.1282051282051175,1.0769518069386297,1,1,1,100.0,115.66265060240966,115.66265060240966,19.4786235662148,0.5213764337852004,历史1/1次成功; 当前距低点0.52%; 最新日涨幅-1.13%; 状态bottom_area; 底部未确认
31,89.7304177402448,77.37007628496397,600108,亚盛集团,bottom_area,2026-06-09,3.28,4.49,2026-06-09,3.22,1.8633540372670687,3.7267080745341503,28.285077951002226,26.9487750556793,False,-0.3039513677811634,2.6830085446873206,1,1,1,100.0,35.906040268456366,35.906040268456366,18.136645962732935,1.8633540372670687,历史1/1次成功; 当前距低点1.86%; 最新日涨幅-0.30%; 状态bottom_area; 底部未确认
32,89.7255121156339,80.26332364016524,000032,深桑达A,bottom_area,2026-06-09,15.54,21.35,2026-06-08,14.96,3.8770053475935713,5.147058823529409,29.929742388758783,27.21311475409837,False,2.9139072847682135,1.2818473421238323,2,2,2,100.0,37.0048163047236,51.40324963072379,16.12299465240643,3.8770053475935713,历史2/2次成功; 当前距低点3.88%; 最新日涨幅2.91%; 状态bottom_area; 底部未确认
33,89.50896514565613,78.01279000135624,002760,凤形股份,bottom_area,2026-06-09,18.39,26.5,2026-06-08,17.95,2.451253481894158,6.7966573816156135,32.26415094339623,30.603773584905657,False,0.05440696409140244,3.27571307147205,1,1,1,100.0,24.094881398252184,24.094881398252184,17.548746518105844,2.451253481894158,历史1/1次成功; 当前距低点2.45%; 最新日涨幅0.05%; 状态bottom_area; 底部未确认
34,89.39713113483194,77.62366699809205,600251,冠农股份,bottom_area,2026-06-09,9.56,13.21,2026-06-08,9.35,2.245989304812843,4.5989304812834195,29.220287660862994,27.630582891748677,False,-0.10449320794148065,0.9725691512498394,1,1,1,100.0,41.95979899497488,41.95979899497488,17.75401069518716,2.245989304812843,历史1/1次成功; 当前距低点2.25%; 最新日涨幅-0.10%; 状态bottom_area; 底部未确认
35,89.14096723923399,75.23963855421685,605005,合兴股份,bottom_area,2026-06-09,15.88,21.78,2026-06-09,15.77,0.6975269499048904,2.155992390615091,27.594123048668507,27.089072543618,False,-0.8119925046845777,0.5149875311720699,1,1,1,100.0,96.96521095484826,96.96521095484826,19.302473050095113,0.6975269499048904,历史1/1次成功; 当前距低点0.70%; 最新日涨幅-0.81%; 状态bottom_area; 底部未确认
36,89.08463485730937,74.31254951647841,002951,金时科技,bottom_area,2026-06-09,18.08,24.79,2026-06-09,18.07,0.05534034311011628,7.913669064748199,27.107704719645014,27.067365873336023,False,-9.960159362549803,9.225342238638747,2,2,2,100.0,30.69207257402942,38.816362053959956,19.944659656889886,0.05534034311011628,历史2/2次成功; 当前距低点0.06%; 最新日涨幅-9.96%; 状态bottom_area; 底部未确认
37,88.80173153526412,77.6836977314911,000020,深华发A,bottom_area,2026-06-09,11.99,16.22,2026-06-08,11.68,2.6541095890411004,5.821917808219176,27.990135635018493,26.078914919852025,False,1.0109519797809607,1.8888265513599667,3,4,3,75.0,28.9788580349721,42.08242950108458,17.3458904109589,2.6541095890411004,历史3/4次成功; 当前距低点2.65%; 最新日涨幅1.01%; 状态bottom_area; 底部未确认
38,88.5236219967653,75.63985447176938,301602,超研股份,bottom_area,2026-06-09,14.83,20.79,2026-06-09,14.63,1.367053998632941,4.237867395762128,29.629629629629623,28.667628667628662,False,-1.396276595744672,1.017317102895514,1,1,1,100.0,20.520094562647756,20.520094562647756,18.63294600136706,1.367053998632941,历史1/1次成功; 当前距低点1.37%; 最新日涨幅-1.40%; 状态bottom_area; 底部未确认
39,88.52341638655463,74.91403361344538,002107,沃华医药,bottom_area,2026-06-09,6.0,8.33,2026-06-09,5.95,0.8403361344537785,2.857142857142856,28.57142857142857,27.971188475390157,False,-0.8264462809917328,1.5941714909658302,1,1,1,100.0,80.27777777777779,80.27777777777779,19.15966386554622,0.8403361344537785,历史1/1次成功; 当前距低点0.84%; 最新日涨幅-0.83%; 状态bottom_area; 底部未确认
40,88.39975416631583,74.57388742660461,601390,中国中铁,bottom_area,2026-06-09,4.52,6.47,2026-06-09,4.49,0.6681514476614556,1.336302895322931,30.602782071097366,30.13910355486863,False,-0.440528634361248,0.5132480086450241,1,1,1,100.0,46.06060606060606,46.06060606060606,19.331848552338545,0.6681514476614556,历史1/1次成功; 当前距低点0.67%; 最新日涨幅-0.44%; 状态bottom_area; 底部未确认
41,88.27275558663584,76.44022725770363,688317,之江生物,bottom_area,2026-06-09,17.52,24.5,2026-06-09,17.16,2.0979020979020944,5.18648018648019,29.959183673469386,28.48979591836735,False,-1.9585898153329673,1.8377063960018254,3,4,3,75.0,37.948623875916084,40.461049284578706,17.902097902097907,2.0979020979020944,历史3/4次成功; 当前距低点2.10%; 最新日涨幅-1.96%; 状态bottom_area; 底部未确认
42,88.16595493134015,76.15403052840601,603613,国联股份,bottom_area,2026-06-09,21.34,29.09,2026-06-09,20.93,1.9589106545628292,5.828953655040606,28.050876589893438,26.6414575455483,False,-2.5570776255707695,1.6223992408448376,1,1,1,100.0,30.53949903660886,30.53949903660886,18.04108934543717,1.9589106545628292,历史1/1次成功; 当前距低点1.96%; 最新日涨幅-2.56%; 状态bottom_area; 底部未确认
43,88.15248999536117,76.46093343404172,301439,泓淋电力,bottom_area,2026-06-09,18.22,25.35,2026-06-08,17.83,2.187324733595068,9.02972518227708,29.66469428007891,28.126232741617365,False,-0.054854635216683434,11.195496683574852,1,1,1,100.0,34.98942917547567,34.98942917547567,17.81267526640493,2.187324733595068,历史1/1次成功; 当前距低点2.19%; 最新日涨幅-0.05%; 状态bottom_area; 底部未确认
44,88.13550427083588,76.29408822794024,000422,湖北宜化,bottom_area,2026-06-09,12.77,17.4,2026-06-09,12.51,2.0783373301358896,3.597122302158282,28.103448275862064,26.609195402298845,False,-0.3900156006240274,2.178754418389896,1,1,1,100.0,32.75643731532291,32.75643731532291,17.921662669864112,2.0783373301358896,历史1/1次成功; 当前距低点2.08%; 最新日涨幅-0.39%; 状态bottom_area; 底部未确认
45,88.04076819407007,74.65857142857142,002998,优彩资源,bottom_area,2026-06-09,7.42,10.45,2026-06-09,7.35,0.9523809523809563,4.625850340136065,29.665071770334926,28.99521531100478,False,-1.1984021304926706,3.3802703973933896,1,1,1,100.0,56.29770992366411,56.29770992366411,19.047619047619044,0.9523809523809563,历史1/1次成功; 当前距低点0.95%; 最新日涨幅-1.20%; 状态bottom_area; 底部未确认
46,87.71495777721863,79.33222635529607,000565,渝三峡A,bottom_area,2026-06-09,6.53,8.78,2026-06-08,6.25,4.480000000000004,5.439999999999998,28.81548974943052,25.626423690205,False,2.1909233176838905,1.6889833837239052,2,2,2,100.0,39.39046427578538,57.568807339449535,15.519999999999998,4.480000000000004,历史2/2次成功; 当前距低点4.48%; 最新日涨幅2.19%; 状态bottom_area; 底部未确认
47,87.15424538853259,77.40985070553835,605158,华达新材,bottom_area,2026-06-09,6.53,9.04,2026-06-08,6.31,3.4865293185420074,5.863708399366088,30.199115044247787,27.765486725663706,False,2.351097178683381,1.0634703374916898,3,4,3,75.0,37.710416945237164,50.9433962264151,16.513470681457992,3.4865293185420074,历史3/4次成功; 当前距低点3.49%; 最新日涨幅2.35%; 状态bottom_area; 底部未确认
48,87.07874109656359,74.90792341632518,300069,金利华电,bottom_area,2026-06-09,38.11,54.63,2026-06-09,37.46,1.7351841964762373,7.26107848371596,31.429617426322537,30.23979498444079,False,-3.5189873417721507,12.592051282051282,1,1,1,100.0,31.312598840274124,31.312598840274124,18.264815803523764,1.7351841964762373,历史1/1次成功; 当前距低点1.74%; 最新日涨幅-3.52%; 状态bottom_area; 底部未确认
49,86.98267897133988,76.85151775472441,301616,浙江华业,bottom_area,2026-06-09,38.08,52.37,2026-06-08,36.9,3.1978319783197824,4.119241192411933,29.539812869963715,27.28661447393546,False,2.503364737550462,1.9248780470193652,1,1,1,100.0,27.003089598352215,27.003089598352215,16.80216802168022,3.1978319783197824,历史1/1次成功; 当前距低点3.20%; 最新日涨幅2.50%; 状态bottom_area; 底部未确认
50,86.89311257645204,74.69528696194634,300939,秋田微,bottom_area,2026-06-09,56.95,79.36,2026-06-09,56.0,1.6964285714285765,7.910714285714285,29.435483870967744,28.238407258064512,False,-4.108435763596563,6.312416666666667,1,1,1,100.0,29.694323144104807,29.694323144104807,18.303571428571423,1.6964285714285765,历史1/1次成功; 当前距低点1.70%; 最新日涨幅-4.11%; 状态bottom_area; 底部未确认
51,86.81486700130654,73.4537270333428,001206,依依股份,bottom_area,2026-06-09,15.8,21.94,2026-06-09,15.67,0.8296107211231702,2.488832163369488,28.577939835916137,27.985414767547862,False,-0.6913890634820841,1.635716227608249,1,1,1,100.0,42.01741654571844,42.01741654571844,19.170389278876833,0.8296107211231702,历史1/1次成功; 当前距低点0.83%; 最新日涨幅-0.69%; 状态bottom_area; 底部未确认
52,86.53908894345712,76.39873578991465,300950,德固特,bottom_area,2026-06-09,17.66,23.66,2026-06-08,17.12,3.1542056074766305,5.782710280373822,27.641589180050712,25.359256128486894,False,1.319563970166393,1.8401098149174029,1,1,1,100.0,24.03400309119012,24.03400309119012,16.845794392523374,3.1542056074766305,历史1/1次成功; 当前距低点3.15%; 最新日涨幅1.32%; 状态bottom_area; 底部未确认
53,85.8897257656019,74.57981912852837,002321,华英农业,bottom_area,2026-06-09,1.82,2.44,2026-06-09,1.78,2.247191011235957,3.9325842696629247,27.04918032786885,25.409836065573764,False,-1.6216216216216273,1.1877161217570287,1,1,1,100.0,25.609756097560986,25.609756097560986,17.752808988764045,2.247191011235957,历史1/1次成功; 当前距低点2.25%; 最新日涨幅-1.62%; 状态bottom_area; 底部未确认
54,85.79795246125435,72.02017907331569,002252,上海莱士,bottom_area,2026-06-09,5.06,7.26,2026-06-09,5.04,0.39682539682538837,1.785714285714283,30.57851239669421,30.303030303030305,False,-0.7843137254901933,0.4376573181769022,1,1,1,100.0,29.005059021922442,29.005059021922442,19.603174603174615,0.39682539682538837,历史1/1次成功; 当前距低点0.40%; 最新日涨幅-0.78%; 状态bottom_area; 底部未确认
55,85.59587355911638,74.06812980091688,688429,时创能源,bottom_area,2026-06-09,10.91,15.25,2026-06-09,10.69,2.0579981290926157,3.8353601496725926,29.9016393442623,28.45901639344262,False,-0.09157509157509125,1.9048246190236664,1,1,1,100.0,20.53959965187119,20.53959965187119,17.942001870907387,2.0579981290926157,历史1/1次成功; 当前距低点2.06%; 最新日涨幅-0.09%; 状态bottom_area; 底部未确认
56,85.38410585667947,73.65630572226118,002104,恒宝股份,bottom_area,2026-06-09,11.33,15.65,2026-06-08,11.12,1.8884892086331013,6.834532374100734,28.945686900958474,27.603833865814696,False,0.0,3.6684577701110594,3,5,3,60.0,30.441188806154024,43.85245901639344,18.1115107913669,1.8884892086331013,历史3/5次成功; 当前距低点1.89%; 最新日涨幅0.00%; 状态bottom_area; 底部未确认
57,85.14131758099555,74.60769321055162,300959,线上线下,bottom_area,2026-06-09,170.2,234.87,2026-06-09,165.65,2.7467552067612333,7.33474192574706,29.471622599736026,27.534380721250056,False,-3.295454545454557,9.767773727548716,1,1,1,100.0,42.098360655737714,42.098360655737714,17.253244793238768,2.7467552067612333,历史1/1次成功; 当前距低点2.75%; 最新日涨幅-3.30%; 状态bottom_area; 底部未确认
58,84.54945996653275,75.92639124640529,603978,深圳新星,bottom_area,2026-06-09,25.2,33.8,2026-06-08,24.21,4.089219330855013,8.219743907476243,28.37278106508875,25.44378698224852,False,0.8403361344537785,4.282920066454306,1,1,1,100.0,32.9559748427673,32.9559748427673,15.91078066914499,4.089219330855013,历史1/1次成功; 当前距低点4.09%; 最新日涨幅0.84%; 状态bottom_area; 底部未确认
59,84.24485887052256,76.51341422280521,000935,四川双马,bottom_area,2026-06-09,25.79,34.13,2026-06-08,24.63,4.709703613479498,8.729192042224938,27.834749487254623,24.435980076179323,False,2.260111022997613,0.9105230476023626,1,1,1,100.0,43.71794871794874,43.71794871794874,15.290296386520502,4.709703613479498,历史1/1次成功; 当前距低点4.71%; 最新日涨幅2.26%; 状态bottom_area; 底部未确认
60,84.21884911359697,75.95297571993227,002131,利欧股份,bottom_area,2026-06-09,5.55,7.59,2026-06-08,5.32,4.323308270676683,6.015037593984951,29.907773386034254,26.877470355731226,False,1.4625228519195677,4.206561327150656,1,1,1,100.0,35.96837944664033,35.96837944664033,15.67669172932332,4.323308270676683,历史1/1次成功; 当前距低点4.32%; 最新日涨幅1.46%; 状态bottom_area; 底部未确认
61,83.76566172384157,71.42124841717019,002788,鹭燕医药,bottom_area,2026-06-09,11.34,15.64,2026-06-09,11.2,1.250000000000005,2.678571428571435,28.388746803069058,27.493606138107417,False,-0.5263157894736858,2.738730082505342,2,3,2,66.66666666666666,35.293450271524364,37.636080870917574,18.749999999999996,1.250000000000005,历史2/3次成功; 当前距低点1.25%; 最新日涨幅-0.53%; 状态bottom_area; 底部未确认
