rank,rank_score,probability_score,code,name,current_stage,latest_date,latest_close,current_low_date,current_low_price,current_low_to_latest_pct,current_low_to_high_pct,current_drawdown_pct,current_is_bottom_confirmed,latest_pct_chg,latest_turn,historical_valid_event_count,history_sample_count,history_success_count,history_success_rate_pct,history_avg_rebound_pct,history_max_rebound_pct,upside_to_20pct_target_pct,risk_back_to_low_pct,reason
1,89.83557115749525,75.6041935483871,002663,普邦股份,bottom_area,2022-05-30,1.87,2022-05-30,1.86,0.5376344086021511,2.150537634408592,29.27756653992395,False,-2.0942,2.4995,1,1,1,100.0,66.45569620253163,66.45569620253163,19.46236559139785,0.5376344086021511,历史1/1次成功; 当前距低点0.54%; 最新日涨幅-2.09%; 状态bottom_area; 底部未确认
2,84.58361122822708,76.02399026405371,688188,柏楚电子,bottom_area,2022-05-30,211.42,2022-05-26,203.02,4.137523396709673,5.6349128164712825,30.629399302945398,False,1.8597,0.7889,1,1,1,100.0,34.07281509974057,34.07281509974057,15.862476603290329,4.137523396709673,历史1/1次成功; 当前距低点4.14%; 最新日涨幅1.86%; 状态bottom_area; 底部未确认
3,67.128964604675,56.75154012472525,000753,漳州发展,bottom_area,2022-05-30,3.85,2022-05-30,3.82,0.7853403141361323,3.141361256544505,29.259259259259267,False,-1.2821,6.1182,1,2,1,50.0,43.344709897610926,43.344709897610926,19.214659685863868,0.7853403141361323,历史1/2次成功; 当前距低点0.79%; 最新日涨幅-1.28%; 状态bottom_area; 底部未确认
4,66.53880060524574,58.88962123203035,002690,美亚光电,bottom_area,2022-05-30,18.2,2022-05-25,17.62,3.2917139614074817,5.732122587968206,29.57633892885691,False,1.5625,0.7032,1,2,1,50.0,23.25123152709359,23.25123152709359,16.70828603859252,3.2917139614074817,历史1/2次成功; 当前距低点3.29%; 最新日涨幅1.56%; 状态bottom_area; 底部未确认
5,61.76317135549872,51.469309462915604,600071,凤凰光学,bottom_area,2022-05-30,24.84,2022-05-30,24.84,0.0,0.0,28.98799313893653,False,-10.0,0.2713,1,2,1,50.0,27.791986359761296,27.791986359761296,20.0,0.0,历史1/2次成功; 当前距低点0.00%; 最新日涨幅-10.00%; 状态bottom_area; 底部未确认
