rank,rank_score,probability_score,code,name,current_stage,latest_date,latest_close,current_top_price,current_low_date,current_low_price,current_low_to_latest_pct,current_low_to_high_pct,current_drawdown_pct,close_drawdown_pct,current_is_bottom_confirmed,latest_pct_chg,latest_turn,historical_valid_event_count,history_sample_count,history_success_count,history_success_rate_pct,history_avg_rebound_pct,history_max_rebound_pct,upside_to_20pct_target_pct,risk_back_to_low_pct,reason
1,94.66424634101737,83.87540653813915,603787,新日股份,bottom_area,2026-04-24,12.33,17.11,2026-04-24,11.93,3.35289186923722,3.772003352891878,30.27469316189363,27.936879018118056,False,2.3237,3.1926,2,2,2,100.0,56.730295566502456,92.85714285714283,16.64710813076278,3.35289186923722,历史2/2次成功; 当前距低点3.35%; 最新日涨幅2.32%; 状态bottom_area; 底部未确认
2,85.88800707109267,74.48313179211708,603277,银都股份,bottom_area,2026-04-24,13.14,17.69,2026-04-24,12.86,2.1772939346811913,3.0326594090202224,27.30356133408706,25.72074618428491,False,-0.3035,0.3761,1,1,1,100.0,24.23312883435582,24.23312883435582,17.822706065318812,2.1772939346811913,历史1/1次成功; 当前距低点2.18%; 最新日涨幅-0.30%; 状态bottom_area; 底部未确认
3,85.54963818166763,74.16671964906247,001298,好上好,bottom_area,2026-04-24,21.28,30.62,2026-04-17,20.83,2.1603456553048623,7.201152184349496,31.97256694970608,30.502939255388632,False,-0.6072,2.9767,3,4,3,75.0,26.490901844933123,34.86910994764398,17.839654344695138,2.1603456553048623,历史3/4次成功; 当前距低点2.16%; 最新日涨幅-0.61%; 状态bottom_area; 底部未确认
4,84.8254559281861,77.37712161945187,300993,玉马科技,bottom_area,2026-04-24,12.3,16.22,2026-03-23,11.72,4.948805460750854,7.679180887372001,27.74352651048088,24.167694204685564,True,0.9852,1.2036,1,1,1,100.0,42.09891435464416,42.09891435464416,15.051194539249146,4.948805460750854,历史1/1次成功; 当前距低点4.95%; 最新日涨幅0.99%; 状态bottom_area; 底部已确认
5,83.70228453308808,70.99143680108439,001391,国货航,bottom_area,2026-04-24,5.25,7.73,2026-04-03,5.2,0.9615384615384581,3.4615384615384563,32.729624838292374,32.08279430789134,False,-1.3158,1.1715,1,1,1,100.0,30.39647577092513,30.39647577092513,19.038461538461544,0.9615384615384581,历史1/1次成功; 当前距低点0.96%; 最新日涨幅-1.32%; 状态bottom_area; 底部未确认
6,82.3722119611515,73.28261709474995,601628,中国人寿,bottom_area,2026-04-24,36.78,50.7,2026-04-07,35.51,3.57645733596171,7.885102787947069,29.960552268244584,27.455621301775153,True,-0.2711,0.079,1,1,1,100.0,25.736235595390532,25.736235595390532,16.42354266403829,3.57645733596171,历史1/1次成功; 当前距低点3.58%; 最新日涨幅-0.27%; 状态bottom_area; 底部已确认
7,81.34107461623069,73.53994231385535,603848,好太太,bottom_area,2026-04-24,15.46,21.38,2026-04-03,14.8,4.4594594594594605,6.013513513513505,30.776426566884936,27.689429373246018,False,0.7823,0.4148,1,1,1,100.0,24.664031620553352,24.664031620553352,15.54054054054054,4.4594594594594605,历史1/1次成功; 当前距低点4.46%; 最新日涨幅0.78%; 状态bottom_area; 底部未确认
8,79.68167782240076,69.47037037037039,002356,赫美集团,bottom_area,2026-04-24,3.32,4.71,2026-04-03,3.24,2.469135802469124,8.950617283950605,31.21019108280254,29.511677282377924,True,-0.5988,1.8491,2,4,2,50.0,50.08919076532538,69.37669376693766,17.530864197530878,2.469135802469124,历史2/4次成功; 当前距低点2.47%; 最新日涨幅-0.60%; 状态bottom_area; 底部已确认
9,78.42928898906291,66.48526877419076,002315,焦点科技,bottom_area,2026-04-24,31.35,44.42,2026-04-24,31.06,0.9336767546683925,4.024468770122355,30.07654209815399,29.423683025664115,False,-2.0313,3.9775,2,3,2,66.66666666666666,44.71712423746247,57.129586623316285,19.06632324533161,0.9336767546683925,历史2/3次成功; 当前距低点0.93%; 最新日涨幅-2.03%; 状态bottom_area; 底部未确认
10,72.9439754621184,62.00155079876859,601808,中海油服,bottom_area,2026-04-24,14.97,20.55,2026-04-23,14.81,1.0803511141120874,3.646185010128286,27.931873479318735,27.153284671532845,False,-1.7717,0.7796,1,2,1,50.0,35.34812547819435,35.34812547819435,18.919648885887913,1.0803511141120874,历史1/2次成功; 当前距低点1.08%; 最新日涨幅-1.77%; 状态bottom_area; 底部未确认
11,71.1151070836915,62.27425378811289,600121,郑州煤电,bottom_area,2026-04-24,4.17,5.69,2026-04-07,4.06,2.709359605911338,6.896551724137938,28.646748681898078,26.713532513181026,False,-0.2392,4.2251,3,6,3,50.0,23.44942843865986,29.452054794520542,17.290640394088662,2.709359605911338,历史3/6次成功; 当前距低点2.71%; 最新日涨幅-0.24%; 状态bottom_area; 底部未确认
12,70.91414130828456,61.80525716564803,002036,联创电子,bottom_area,2026-04-24,8.78,11.85,2026-04-03,8.57,2.4504084014002228,9.451575262543763,27.67932489451476,25.90717299578059,True,-1.459,1.6637,2,6,2,33.33333333333333,44.67126337369466,67.13178294573642,17.54959159859978,2.4504084014002228,历史2/6次成功; 当前距低点2.45%; 最新日涨幅-1.46%; 状态bottom_area; 底部已确认
