rank,rank_score,probability_score,code,name,current_stage,latest_date,latest_close,current_low_date,current_low_price,current_low_to_latest_pct,current_low_to_high_pct,current_drawdown_pct,current_is_bottom_confirmed,latest_pct_chg,latest_turn,historical_valid_event_count,history_sample_count,history_success_count,history_success_rate_pct,history_avg_rebound_pct,history_max_rebound_pct,upside_to_20pct_target_pct,risk_back_to_low_pct,reason
1,85.72816837557647,81.00670381891264,300360,炬华科技,bottom_area,2022-12-21,13.41,2022-12-16,13.27,1.055011303692544,6.782215523737757,27.007700770077008,False,-1.5419,1.3087,2,2,2,100.0,28.882417157697027,45.323741007194236,6.9449886963074565,1.055011303692544,历史2/2次成功; 当前距低点1.06%; 最新日涨幅-1.54%; 状态bottom_area; 底部未确认
2,82.48438201136422,78.01250878947658,688115,思林杰,bottom_area,2022-12-21,39.44,2022-12-21,39.01,1.102281466290694,4.742373750320435,29.9389367816092,False,-2.8571,2.3769,2,2,2,100.0,13.364035121609469,16.977032898820603,6.897718533709305,1.102281466290694,历史2/2次成功; 当前距低点1.10%; 最新日涨幅-2.86%; 状态bottom_area; 底部未确认
3,81.52830636852289,77.35001019004073,002534,西子洁能,bottom_area,2022-12-21,14.41,2022-12-21,14.23,1.2649332396345727,5.200281096275475,27.17502558853633,False,-3.4829,0.8833,2,2,2,100.0,22.01106438928788,26.532951289398277,6.735066760365427,1.2649332396345727,历史2/2次成功; 当前距低点1.26%; 最新日涨幅-3.48%; 状态bottom_area; 底部未确认
4,81.24200786329105,78.77528628495338,002388,新亚制程,bottom_area,2022-12-21,7.69,2022-12-21,7.51,2.3968042609853613,5.326231691078567,28.476190476190478,False,-2.4112,3.7047,1,1,1,100.0,50.505050505050505,50.505050505050505,5.603195739014639,2.3968042609853613,历史1/1次成功; 当前距低点2.40%; 最新日涨幅-2.41%; 状态bottom_area; 底部未确认
5,80.672114279862,75.27059909377184,002603,以岭药业,bottom_area,2022-12-21,37.87,2022-12-21,37.72,0.39766702014845856,5.514316012725341,30.096367679762793,False,-4.1023,8.7196,3,3,3,100.0,23.37247257908766,39.661898569570866,7.602332979851542,0.39766702014845856,历史3/3次成功; 当前距低点0.40%; 最新日涨幅-4.10%; 状态bottom_area; 底部未确认
6,79.8417947978949,75.23201065472975,300624,万兴科技,bottom_area,2022-12-21,28.88,2022-12-21,28.62,0.9084556254367505,2.1663172606568746,31.678204822153255,False,-0.2762,1.3581,2,2,2,100.0,35.87790043400834,51.195680123425035,7.09154437456325,0.9084556254367505,历史2/2次成功; 当前距低点0.91%; 最新日涨幅-0.28%; 状态bottom_area; 底部未确认
7,78.6426297927227,74.39344636555066,603318,水发燃气,bottom_area,2022-12-21,9.09,2022-12-21,8.99,1.1123470522803074,4.226918798665173,27.08840227088402,False,-2.9883,3.692,1,1,1,100.0,10.696761530912658,10.696761530912658,6.887652947719693,1.1123470522803074,历史1/1次成功; 当前距低点1.11%; 最新日涨幅-2.99%; 状态bottom_area; 底部未确认
8,77.86039288592964,72.20731982099637,001332,锡装股份,bottom_area,2022-12-21,60.8,2022-12-21,60.75,0.08230452674896652,3.176954732510288,27.271638932120197,False,-2.9994,3.5295,1,1,1,100.0,26.155774956903304,26.155774956903304,7.917695473251034,0.08230452674896652,历史1/1次成功; 当前距低点0.08%; 最新日涨幅-3.00%; 状态bottom_area; 底部未确认
9,76.8882391339683,73.60220309765376,600222,太龙药业,bottom_area,2022-12-21,7.06,2022-12-21,6.94,1.7291066282420635,4.610951008645524,31.760078662733527,False,-1.3966,7.6378,1,1,1,100.0,14.00304414003044,14.00304414003044,6.2708933717579365,1.7291066282420635,历史1/1次成功; 当前距低点1.73%; 最新日涨幅-1.40%; 状态bottom_area; 底部未确认
10,75.56393113811603,70.93955067761932,300482,万孚生物,bottom_area,2022-12-21,36.51,2022-12-21,36.25,0.7172413793103394,3.9724137931034424,28.43040473840079,False,-2.2752,5.9034,2,2,2,100.0,10.456242056166142,10.99512874043146,7.282758620689661,0.7172413793103394,历史2/2次成功; 当前距低点0.72%; 最新日涨幅-2.28%; 状态bottom_area; 底部未确认
11,75.55233256345434,71.06200733853582,000810,创维数字,bottom_area,2022-12-21,13.61,2022-12-19,13.5,0.8148148148148106,5.259259259259266,27.066450567260947,False,-2.2972,1.2039,2,2,2,100.0,12.310672668352654,12.689901697944595,7.185185185185189,0.8148148148148106,历史2/2次成功; 当前距低点0.81%; 最新日涨幅-2.30%; 状态bottom_area; 底部未确认
12,75.29695453774355,74.26447915720642,002395,双象股份,bottom_area,2022-12-21,10.07,2022-12-20,9.75,3.2820512820512846,5.230769230769228,28.62371888726208,False,-1.2745,0.8149,1,1,1,100.0,36.59976387249114,36.59976387249114,4.717948717948715,3.2820512820512846,历史1/1次成功; 当前距低点3.28%; 最新日涨幅-1.27%; 状态bottom_area; 底部未确认
