rank,rank_score,probability_score,code,name,current_stage,latest_date,latest_close,current_low_date,current_low_price,current_low_to_latest_pct,current_low_to_high_pct,current_drawdown_pct,current_is_bottom_confirmed,latest_pct_chg,latest_turn,historical_valid_event_count,history_sample_count,history_success_count,history_success_rate_pct,history_avg_rebound_pct,history_max_rebound_pct,upside_to_20pct_target_pct,risk_back_to_low_pct,reason
1,97.13778313749744,86.0934693877551,002687,乔治白,bottom_area,2024-08-22,3.96,2024-08-22,3.92,1.020408163265307,1.785714285714293,32.99145299145299,False,0.0,0.6725,1,1,1,100.0,64.00000000000001,64.00000000000001,13.979591836734691,1.020408163265307,历史1/1次成功; 当前距低点1.02%; 最新日涨幅0.00%; 状态bottom_area; 底部未确认
2,90.9302392559414,79.94380932013358,002219,新里程,bottom_area,2024-08-22,1.71,2024-08-22,1.7,0.5882352941176475,2.941176470588238,28.870292887029294,False,0.0,0.8898,2,2,2,100.0,34.81175156302061,45.685279187817265,14.411764705882351,0.5882352941176475,历史2/2次成功; 当前距低点0.59%; 最新日涨幅0.00%; 状态bottom_area; 底部未确认
3,86.82600522750121,78.89151388817342,600343,航天动力,bottom_area,2024-08-22,7.83,2024-08-19,7.65,2.3529411764705843,4.052287581699341,31.696428571428566,False,1.1628,2.3729,3,4,3,75.0,31.78075145444273,55.72413793103447,12.647058823529415,2.3529411764705843,历史3/4次成功; 当前距低点2.35%; 最新日涨幅1.16%; 状态bottom_area; 底部未确认
4,86.67266840819042,78.4176106441276,600011,华能国际,bottom_area,2024-08-22,7.21,2024-08-21,7.06,2.12464589235128,2.4079320113314564,28.686868686868692,False,0.4178,0.3869,1,1,1,100.0,22.267759562841515,22.267759562841515,12.87535410764872,2.12464589235128,历史1/1次成功; 当前距低点2.12%; 最新日涨幅0.42%; 状态bottom_area; 底部未确认
5,85.936083607596,79.64968300665736,600210,紫江企业,bottom_area,2024-08-22,4.84,2024-07-25,4.68,3.4188034188034218,9.61538461538462,27.329192546583858,True,0.207,0.631,2,2,2,100.0,18.895455922199744,19.867549668874158,11.581196581196577,3.4188034188034218,历史2/2次成功; 当前距低点3.42%; 最新日涨幅0.21%; 状态bottom_area; 底部已确认
6,85.04706533198403,74.92285537842682,300411,金盾股份,bottom_area,2024-08-22,10.12,2024-08-22,10.05,0.6965174129353084,3.5820895522388,31.164383561643827,False,-1.7476,5.6685,2,2,2,100.0,31.617823010318947,33.550488599348526,14.303482587064693,0.6965174129353084,历史2/2次成功; 当前距低点0.70%; 最新日涨幅-1.75%; 状态bottom_area; 底部未确认
7,84.64930722707057,73.88744084336332,002715,登云股份,bottom_area,2024-08-22,9.89,2024-08-22,9.87,0.20263424518745035,3.8500506585613046,29.449606862044327,False,-2.6575,1.8275,1,1,1,100.0,36.66369313113291,36.66369313113291,14.79736575481255,0.20263424518745035,历史1/1次成功; 当前距低点0.20%; 最新日涨幅-2.66%; 状态bottom_area; 底部未确认
8,83.99002286902285,73.03480249480249,001218,丽臣实业,bottom_area,2024-08-22,13.69,2024-08-22,13.69,0.0,1.6070124178232332,30.85858585858586,False,-1.0123,0.4287,2,2,2,100.0,25.18711018711019,29.999999999999993,15.0,0.0,历史2/2次成功; 当前距低点0.00%; 最新日涨幅-1.01%; 状态bottom_area; 底部未确认
9,83.71332702815006,75.2494099727508,300675,建科院,bottom_area,2024-08-22,11.46,2024-08-21,11.26,1.776198934280649,7.637655417406744,29.625,False,-4.4204,6.3893,2,2,2,100.0,16.98464270382078,18.698630136986296,13.223801065719352,1.776198934280649,历史2/2次成功; 当前距低点1.78%; 最新日涨幅-4.42%; 状态bottom_area; 底部未确认
10,81.37320419540431,70.9838578294966,000906,浙商中拓,bottom_area,2024-08-22,5.91,2024-08-22,5.9,0.1694915254237252,1.8644067796610073,27.784577723378206,False,-1.1706,0.4393,1,1,1,100.0,20.646766169154233,20.646766169154233,14.830508474576273,0.1694915254237252,历史1/1次成功; 当前距低点0.17%; 最新日涨幅-1.17%; 状态bottom_area; 底部未确认
11,81.34104773975669,75.11306562425966,603367,辰欣药业,bottom_area,2024-08-22,13.14,2024-07-30,12.73,3.2207384131971732,9.112333071484683,27.048710601719193,True,-0.6051,0.3203,1,1,1,100.0,31.216931216931226,31.216931216931226,11.779261586802827,3.2207384131971732,历史1/1次成功; 当前距低点3.22%; 最新日涨幅-0.61%; 状态bottom_area; 底部已确认
