rank,rank_score,probability_score,code,name,current_stage,latest_date,latest_close,current_low_date,current_low_price,current_low_to_latest_pct,current_low_to_high_pct,current_drawdown_pct,current_is_bottom_confirmed,latest_pct_chg,latest_turn,historical_valid_event_count,history_sample_count,history_success_count,history_success_rate_pct,history_avg_rebound_pct,history_max_rebound_pct,upside_to_20pct_target_pct,risk_back_to_low_pct,reason
1,99.43889406842374,85.10756304921658,002537,海联金汇,bottom_area,2025-05-21,6.96,2025-05-14,6.86,1.4577259475218607,12.244897959183671,29.568788501026695,True,-1.8336,6.2166,3,3,3,100.0,30.006334460034605,39.33649289099527,18.54227405247814,1.4577259475218607,历史3/3次成功; 当前距低点1.46%; 最新日涨幅-1.83%; 状态bottom_area; 底部已确认
2,95.7875641291103,82.28064079628167,002304,洋河股份,bottom_area,2025-05-21,68.13,2025-04-29,67.02,1.656222023276633,5.147717099373326,29.452631578947376,False,0.0441,0.2131,2,2,2,100.0,20.62810220081931,20.781426953567394,18.34377797672337,1.656222023276633,历史2/2次成功; 当前距低点1.66%; 最新日涨幅0.04%; 状态bottom_area; 底部未确认
3,84.20548152401636,76.78360108510152,600371,万向德农,bottom_area,2025-05-21,9.58,2025-04-29,9.13,4.928806133625403,8.214676889375685,28.671874999999996,True,0.0,3.5925,1,1,1,100.0,38.66279069767441,38.66279069767441,15.0711938663746,4.928806133625403,历史1/1次成功; 当前距低点4.93%; 最新日涨幅0.00%; 状态bottom_area; 底部已确认
4,78.41866726896869,71.35983002832862,000565,渝三峡A,bottom_area,2025-05-21,11.1,2025-05-21,10.59,4.815864022662888,11.898016997167137,28.154681139755766,False,-5.6122,27.1621,1,1,1,100.0,57.568807339449535,57.568807339449535,15.184135977337112,4.815864022662888,历史1/1次成功; 当前距低点4.82%; 最新日涨幅-5.61%; 状态bottom_area; 底部未确认
5,60.656281655832906,50.67364309747609,688280,精进电动,bottom_area,2025-05-21,7.33,2025-05-21,7.32,0.13661202185792057,7.923497267759563,27.236580516898606,False,-6.8615,7.1921,1,3,1,33.33333333333333,32.37518910741301,32.37518910741301,19.86338797814208,0.13661202185792057,历史1/3次成功; 当前距低点0.14%; 最新日涨幅-6.86%; 状态bottom_area; 底部未确认
6,55.78551029632875,48.753863639216654,300727,润禾材料,bottom_area,2025-05-21,29.19,2025-05-19,28.45,2.60105448154658,5.16695957820739,29.228855721393042,False,-1.1179,1.5066,1,7,1,14.285714285714285,26.812499999999993,26.812499999999993,17.39894551845342,2.60105448154658,历史1/7次成功; 当前距低点2.60%; 最新日涨幅-1.12%; 状态bottom_area; 底部未确认
