rank,rank_score,probability_score,code,name,current_stage,latest_date,latest_close,current_low_date,current_low_price,current_low_to_latest_pct,current_low_to_high_pct,current_drawdown_pct,current_is_bottom_confirmed,latest_pct_chg,latest_turn,historical_valid_event_count,history_sample_count,history_success_count,history_success_rate_pct,history_avg_rebound_pct,history_max_rebound_pct,upside_to_20pct_target_pct,risk_back_to_low_pct,reason
1,81.76522641308418,77.7326929700474,300681,英搏尔,bottom_area,2021-12-20,93.93,2021-12-20,92.66,1.3706022015972483,3.2376429958989856,29.803030303030305,False,1.0,3.7553,1,1,1,100.0,9.342290267145742,9.342290267145742,6.629397798402752,1.3706022015972483,历史1/1次成功; 当前距低点1.37%; 最新日涨幅1.00%; 状态bottom_area; 底部未确认
2,81.10422794277005,81.03884982148992,601689,拓普集团,bottom_area,2021-12-20,48.59,2021-12-17,46.74,3.958065896448441,7.188703465982027,31.32530120481928,True,3.0541,2.4993,2,2,2,100.0,32.974408953722346,47.99107142857144,4.041934103551559,3.958065896448441,历史2/2次成功; 当前距低点3.96%; 最新日涨幅3.05%; 状态bottom_area; 底部已确认
3,77.97886258075002,73.2177087256937,002805,丰元股份,bottom_area,2021-12-20,34.73,2021-12-20,34.48,0.7250580046403713,3.567285382830639,30.595813204508865,False,-2.0587,5.0323,2,2,2,100.0,22.800220302547018,33.907595927956166,7.2749419953596295,0.7250580046403713,历史2/2次成功; 当前距低点0.73%; 最新日涨幅-2.06%; 状态bottom_area; 底部未确认
4,77.46759773372058,72.41886591932047,688280,精进电动,bottom_area,2021-12-20,16.18,2021-12-17,16.1,0.49689440993787753,4.844720496894395,27.510130571814496,False,-0.2466,7.461,1,1,1,100.0,32.37518910741301,32.37518910741301,7.503105590062123,0.49689440993787753,历史1/1次成功; 当前距低点0.50%; 最新日涨幅-0.25%; 状态bottom_area; 底部未确认
5,76.3302015620368,71.10472738664284,000980,众泰汽车,confirmed_rebound,2021-12-20,6.39,2021-12-16,6.37,0.3139717425431644,8.634222919937203,29.379157427937912,False,-5.052,1.1896,1,1,1,100.0,43.49775784753364,43.49775784753364,7.686028257456836,0.3139717425431644,历史1/1次成功; 当前距低点0.31%; 最新日涨幅-5.05%; 状态confirmed_rebound; 底部未确认
6,75.78579725262824,70.83509470575308,688202,美迪西,bottom_area,2021-12-20,456.76,2021-12-20,454.54,0.4884058608703239,7.12368548422581,31.400543314216723,False,-3.3721,4.1076,2,2,2,100.0,17.304624024394695,23.795418261555337,7.511594139129676,0.4884058608703239,历史2/2次成功; 当前距低点0.49%; 最新日涨幅-3.37%; 状态bottom_area; 底部未确认
