rank,rank_score,probability_score,code,name,current_stage,latest_date,latest_close,current_low_date,current_low_price,current_low_to_latest_pct,current_low_to_high_pct,current_drawdown_pct,current_is_bottom_confirmed,latest_pct_chg,latest_turn,historical_valid_event_count,history_sample_count,history_success_count,history_success_rate_pct,history_avg_rebound_pct,history_max_rebound_pct,upside_to_20pct_target_pct,risk_back_to_low_pct,reason
1,82.75051833441192,78.07312311947653,688037,芯源微,bottom_area,2022-04-12,127.29,2022-04-12,124.86,1.9461797212878478,7.063911580970693,32.50810810810811,False,-1.699,2.5459,2,2,2,100.0,24.034477871036746,27.322614278658854,8.053820278712152,1.9461797212878478,历史2/2次成功; 当前距低点1.95%; 最新日涨幅-1.70%; 状态bottom_area; 底部未确认
2,81.93377565783902,79.65185757593387,300490,华自科技,bottom_area,2022-04-12,12.95,2022-04-12,12.51,3.517186250999197,3.836930455635495,27.39408009286129,False,1.251,1.8693,2,2,2,100.0,29.306678646301293,32.06349206349206,6.482813749000805,3.517186250999197,历史2/2次成功; 当前距低点3.52%; 最新日涨幅1.25%; 状态bottom_area; 底部未确认
3,79.5532167969306,76.29047931671873,000788,北大医药,bottom_area,2022-04-12,9.54,2022-04-11,9.28,2.8017241379310325,6.896551724137938,28.00620636152057,False,1.5974,5.3709,1,1,1,100.0,19.13123844731978,19.13123844731978,7.198275862068967,2.8017241379310325,历史1/1次成功; 当前距低点2.80%; 最新日涨幅1.60%; 状态bottom_area; 底部未确认
4,78.95204357304286,76.0797653793152,002474,榕基软件,bottom_area,2022-04-12,6.41,2022-04-12,6.22,3.054662379421228,3.2154340836012896,31.11849390919158,False,1.746,2.297,1,1,1,100.0,21.0989010989011,21.0989010989011,6.945337620578773,3.054662379421228,历史1/1次成功; 当前距低点3.05%; 最新日涨幅1.75%; 状态bottom_area; 底部未确认
5,78.83400450093157,77.0020997094566,603351,威尔药业,bottom_area,2022-04-12,24.8,2022-04-12,23.9,3.765690376569047,4.895397489539756,32.121556376029545,False,0.813,1.4131,2,2,2,100.0,18.106848215236642,22.528735632183903,6.234309623430954,3.765690376569047,历史2/2次成功; 当前距低点3.77%; 最新日涨幅0.81%; 状态bottom_area; 底部未确认
6,78.56095725767821,75.67330122326881,002196,方正电机,bottom_area,2022-04-12,8.15,2022-04-11,7.91,3.0341340075853376,8.975979772439938,29.626334519572957,False,1.4944,3.0429,1,1,1,100.0,18.661971830985923,18.661971830985923,6.965865992414663,3.0341340075853376,历史1/1次成功; 当前距低点3.03%; 最新日涨幅1.49%; 状态bottom_area; 底部未确认
7,77.9194000056252,74.83752174453315,601137,博威合金,bottom_area,2022-04-12,13.21,2022-04-12,12.84,2.881619937694712,6.85358255451714,28.428093645484953,False,-1.4914,2.886,2,2,2,100.0,18.105458077833763,25.82417582417582,7.118380062305289,2.881619937694712,历史2/2次成功; 当前距低点2.88%; 最新日涨幅-1.49%; 状态bottom_area; 底部未确认
8,77.81128968795255,75.94496724156252,603215,比依股份,bottom_area,2022-04-12,15.87,2022-04-12,15.3,3.7254901960784217,3.9869281045751594,32.150776053215075,False,1.1472,9.6882,1,1,1,100.0,28.59723058398555,28.59723058398555,6.27450980392158,3.7254901960784217,历史1/1次成功; 当前距低点3.73%; 最新日涨幅1.15%; 状态bottom_area; 底部未确认
9,77.5532394476291,74.41977522752288,688221,前沿生物,bottom_area,2022-04-12,15.96,2022-04-12,15.52,2.8350515463917607,4.0592783505154575,28.807339449541285,False,-0.3745,2.2222,2,2,2,100.0,15.288670716645669,15.615615615615624,7.16494845360824,2.8350515463917607,历史2/2次成功; 当前距低点2.84%; 最新日涨幅-0.37%; 状态bottom_area; 底部未确认
10,77.48454396149047,74.59972091696724,002617,露笑科技,bottom_area,2022-04-12,9.93,2022-04-12,9.64,3.008298755186713,3.3195020746887995,29.532163742690052,False,1.6377,1.8328,1,1,1,100.0,12.573344509639565,12.573344509639565,6.991701244813288,3.008298755186713,历史1/1次成功; 当前距低点3.01%; 最新日涨幅1.64%; 状态bottom_area; 底部未确认
11,76.49067285461544,75.0733993344694,300435,中泰股份,bottom_area,2022-04-12,16.05,2022-04-11,15.43,4.018146467919643,6.416072585871692,29.12264584290308,False,3.2819,2.1466,1,1,1,100.0,27.498781082398814,27.498781082398814,5.981853532080357,4.018146467919643,历史1/1次成功; 当前距低点4.02%; 最新日涨幅3.28%; 状态bottom_area; 底部未确认
12,76.14499345654866,72.64084024742968,002349,精华制药,bottom_area,2022-04-12,17.04,2022-04-12,16.62,2.527075812274357,7.521058965102285,31.717337715694327,False,-1.2174,7.7984,1,1,1,100.0,18.615984405458093,18.615984405458093,7.472924187725644,2.527075812274357,历史1/1次成功; 当前距低点2.53%; 最新日涨幅-1.22%; 状态bottom_area; 底部未确认
13,76.0121434339693,72.7939373482073,603063,禾望电气,bottom_area,2022-04-12,29.36,2022-04-12,28.58,2.7291812456263163,5.353393981805462,32.09788548348777,False,-0.7437,1.3223,1,1,1,100.0,21.916508538899436,21.916508538899436,7.270818754373684,2.7291812456263163,历史1/1次成功; 当前距低点2.73%; 最新日涨幅-0.74%; 状态bottom_area; 底部未确认
14,75.78411583680331,73.847832397874,603348,文灿股份,bottom_area,2022-04-12,30.74,2022-04-12,29.66,3.641267700606872,7.012811867835462,30.063664230134396,False,-0.8387,2.4492,2,2,2,100.0,22.096358899234726,31.539888682745836,6.358732299393129,3.641267700606872,历史2/2次成功; 当前距低点3.64%; 最新日涨幅-0.84%; 状态bottom_area; 底部未确认
15,75.0518004038701,73.32958417292546,688148,芳源股份,bottom_area,2022-04-12,20.31,2022-04-12,19.57,3.7812979049565585,4.343382728666334,29.70545977011494,False,2.369,2.8798,1,1,1,100.0,15.220125786163516,15.220125786163516,6.218702095043442,3.7812979049565585,历史1/1次成功; 当前距低点3.78%; 最新日涨幅2.37%; 状态bottom_area; 底部未确认
16,74.54741503210369,72.68571019336359,000533,顺钠股份,bottom_area,2022-04-12,3.67,2022-04-12,3.54,3.6723163841807875,3.9548022598870096,29.34131736526946,False,2.2284,4.183,1,1,1,100.0,10.42253521126761,10.42253521126761,6.327683615819213,3.6723163841807875,历史1/1次成功; 当前距低点3.67%; 最新日涨幅2.23%; 状态bottom_area; 底部未确认
17,74.27434689493698,70.8672667621417,300612,宣亚国际,bottom_area,2022-04-12,21.84,2022-04-11,21.3,2.5352112676056295,7.276995305164323,28.2103134479272,True,1.1111,11.1973,2,3,2,66.66666666666666,16.402590245246625,17.015706806282722,7.464788732394371,2.5352112676056295,历史2/3次成功; 当前距低点2.54%; 最新日涨幅1.11%; 状态bottom_area; 底部已确认
18,74.22197134668359,68.68912765291358,603260,合盛硅业,bottom_area,2022-04-12,89.61,2022-04-12,88.78,0.9348952466771776,4.618157242622205,32.53799392097264,False,-2.46,0.7712,1,1,1,100.0,17.691875351277094,17.691875351277094,9.065104753322823,0.9348952466771776,历史1/1次成功; 当前距低点0.93%; 最新日涨幅-2.46%; 状态bottom_area; 底部未确认
19,73.93801157323489,73.51838608189985,605589,圣泉集团,bottom_area,2022-04-12,26.28,2022-04-12,25.1,4.7011952191235045,5.099601593625488,28.693181818181817,False,0.6126,2.4788,2,2,2,100.0,10.844683771513038,11.515151515151507,5.298804780876496,4.7011952191235045,历史2/2次成功; 当前距低点4.70%; 最新日涨幅0.61%; 状态bottom_area; 底部未确认
20,73.53941863700886,72.33813552006907,603305,旭升集团,bottom_area,2022-04-12,27.7,2022-04-12,26.6,4.135338345864653,4.323308270676686,29.330499468650366,False,1.6141,0.884,1,1,1,100.0,14.229607250755288,14.229607250755288,5.864661654135348,4.135338345864653,历史1/1次成功; 当前距低点4.14%; 最新日涨幅1.61%; 状态bottom_area; 底部未确认
21,72.15221834951276,70.41458441558441,000875,电投绿能,bottom_area,2022-04-12,6.97,2022-04-12,6.72,3.7202380952380953,5.0595238095238075,27.114967462039054,False,-0.1433,3.5339,1,1,1,100.0,21.27272727272727,21.27272727272727,6.279761904761905,3.7202380952380953,历史1/1次成功; 当前距低点3.72%; 最新日涨幅-0.14%; 状态bottom_area; 底部未确认
22,70.33859920230465,70.23967008950254,688225,亚信安全,bottom_area,2022-04-12,21.3,2022-04-12,20.3,4.926108374384236,5.024630541871919,28.293889085128924,False,3.5489,4.6167,1,1,1,100.0,12.640845070422536,12.640845070422536,5.073891625615764,4.926108374384236,历史1/1次成功; 当前距低点4.93%; 最新日涨幅3.55%; 状态bottom_area; 底部未确认
23,68.19154136869786,67.2205774718818,002178,延华智能,bottom_area,2022-04-12,5.4,2022-04-12,5.18,4.247104247104259,6.177606177606183,27.450980392156865,False,-2.8777,6.5402,1,1,1,100.0,10.559006211180119,10.559006211180119,5.752895752895742,4.247104247104259,历史1/1次成功; 当前距低点4.25%; 最新日涨幅-2.88%; 状态bottom_area; 底部未确认
24,54.825607905743894,53.09738467852011,300693,盛弘股份,bottom_area,2022-04-12,23.35,2022-04-12,22.6,3.31858407079646,4.247787610619456,30.246913580246904,False,0.8639,2.2319,1,3,1,33.33333333333333,11.88399476668121,11.88399476668121,6.681415929203541,3.31858407079646,历史1/3次成功; 当前距低点3.32%; 最新日涨幅0.86%; 状态bottom_area; 底部未确认
