rank,rank_score,probability_score,code,name,current_stage,latest_date,latest_close,current_low_date,current_low_price,current_low_to_latest_pct,current_low_to_high_pct,current_drawdown_pct,current_is_bottom_confirmed,latest_pct_chg,latest_turn,historical_valid_event_count,history_sample_count,history_success_count,history_success_rate_pct,history_avg_rebound_pct,history_max_rebound_pct,upside_to_20pct_target_pct,risk_back_to_low_pct,reason
1,87.73171277829762,73.96171133201538,300624,万兴科技,bottom_area,2022-02-11,39.79,2022-02-11,39.54,0.6322711178553364,5.209914011127977,28.40847365562194,False,-3.8657,4.1625,2,2,2,100.0,35.87790043400834,51.195680123425035,19.367728882144664,0.6322711178553364,历史2/2次成功; 当前距低点0.63%; 最新日涨幅-3.87%; 状态bottom_area; 底部未确认
2,84.62955610500885,71.64314636283962,603368,柳药集团,bottom_area,2022-02-11,16.44,2022-01-28,16.3,0.8588957055214758,6.871165644171786,30.282292557741652,False,-3.8596,3.0478,1,1,1,100.0,42.85714285714285,42.85714285714285,19.141104294478524,0.8588957055214758,历史1/1次成功; 当前距低点0.86%; 最新日涨幅-3.86%; 状态bottom_area; 底部未确认
3,83.64443530147877,74.45131625131624,300511,雪榕生物,bottom_area,2022-02-11,6.9,2022-01-27,6.66,3.603603603603607,8.108108108108109,31.198347107438014,True,-3.7657,3.2239,2,2,2,100.0,25.900712191034756,29.220779220779214,16.396396396396394,3.603603603603607,历史2/2次成功; 当前距低点3.60%; 最新日涨幅-3.77%; 状态bottom_area; 底部已确认
4,82.43932106012561,69.61276969705233,603319,美湖股份,bottom_area,2022-02-11,20.96,2022-02-11,20.81,0.7208073041806926,4.08457472369054,27.768136063866717,False,-2.6475,2.4362,1,1,1,100.0,20.033388981636072,20.033388981636072,19.279192695819308,0.7208073041806926,历史1/1次成功; 当前距低点0.72%; 最新日涨幅-2.65%; 状态bottom_area; 底部未确认
5,82.11059748377954,69.59733577143109,601966,玲珑轮胎,bottom_area,2022-02-11,28.31,2022-02-11,28.05,0.9269162210338611,4.349376114081992,32.40963855421686,False,-1.6331,0.8776,1,1,1,100.0,22.476907287033857,22.476907287033857,19.07308377896614,0.9269162210338611,历史1/1次成功; 当前距低点0.93%; 最新日涨幅-1.63%; 状态bottom_area; 底部未确认
6,79.16314341464548,70.76426174943416,300339,润和软件,bottom_area,2022-02-11,19.21,2022-01-27,18.5,3.837837837837842,9.405405405405396,27.450980392156865,True,-3.0288,3.1558,1,1,1,100.0,25.615763546798025,25.615763546798025,16.162162162162158,3.837837837837842,历史1/1次成功; 当前距低点3.84%; 最新日涨幅-3.03%; 状态bottom_area; 底部已确认
7,67.93531035113102,57.78794959190032,300573,兴齐眼药,bottom_area,2022-02-11,95.56,2022-02-11,94.5,1.121693121693124,4.793650793650795,31.272727272727273,False,-3.8148,3.827,1,3,1,33.33333333333333,42.86062675283501,42.86062675283501,18.878306878306876,1.121693121693124,历史1/3次成功; 当前距低点1.12%; 最新日涨幅-3.81%; 状态bottom_area; 底部未确认
8,64.68807384683427,54.37825133097509,300648,星云股份,bottom_area,2022-02-11,44.4,2022-02-11,44.19,0.47522063815343035,2.6702873953383115,29.834868212130832,False,-1.5303,1.8842,1,2,1,50.0,26.78362573099414,26.78362573099414,19.52477936184657,0.47522063815343035,历史1/2次成功; 当前距低点0.48%; 最新日涨幅-1.53%; 状态bottom_area; 底部未确认
9,64.62714769333911,56.59318983927166,300491,通合科技,bottom_area,2022-02-11,15.92,2022-01-25,15.5,2.709677419354838,11.870967741935482,27.093132643461903,True,-3.6903,2.5216,1,2,1,50.0,27.26480836236933,27.26480836236933,17.290322580645164,2.709677419354838,历史1/2次成功; 当前距低点2.71%; 最新日涨幅-3.69%; 状态bottom_area; 底部已确认
10,63.45801419426373,53.08130047993062,300658,延江股份,bottom_area,2022-02-11,9.75,2022-02-11,9.73,0.20554984583761124,4.110996916752316,32.71092669432918,False,-3.2738,1.8109,1,2,1,50.0,26.72018348623853,26.72018348623853,19.79445015416239,0.20554984583761124,历史1/2次成功; 当前距低点0.21%; 最新日涨幅-3.27%; 状态bottom_area; 底部未确认
11,61.64180818309898,51.853730735905444,688311,盟升电子,bottom_area,2022-02-11,54.82,2022-01-28,54.54,0.5133846718005155,6.784011734506789,28.882514017472943,False,-3.6217,0.8226,1,2,1,50.0,23.893805309734503,23.893805309734503,19.486615328199484,0.5133846718005155,历史1/2次成功; 当前距低点0.51%; 最新日涨幅-3.62%; 状态bottom_area; 底部未确认
