rank,rank_score,probability_score,code,name,current_stage,latest_date,latest_close,current_low_date,current_low_price,current_low_to_latest_pct,current_low_to_high_pct,current_drawdown_pct,current_is_bottom_confirmed,latest_pct_chg,latest_turn,historical_valid_event_count,history_sample_count,history_success_count,history_success_rate_pct,history_avg_rebound_pct,history_max_rebound_pct,upside_to_20pct_target_pct,risk_back_to_low_pct,reason
1,91.43108984049623,83.70508385760134,300707,威唐工业,bottom_area,2023-03-14,15.65,2023-03-14,15.23,2.757715036112934,5.97504924491136,31.6427289048474,False,-2.1875,3.157,4,4,4,100.0,30.92835559106886,59.14285714285715,12.242284963887066,2.757715036112934,历史4/4次成功; 当前距低点2.76%; 最新日涨幅-2.19%; 状态bottom_area; 底部未确认
2,89.44522378069053,81.33487226386116,300382,斯莱克,bottom_area,2023-03-14,15.82,2023-03-14,15.45,2.3948220064724985,3.754045307443378,29.836512261580385,False,-1.0632,1.2268,3,3,3,100.0,30.403583003325068,49.70059880239522,12.6051779935275,2.3948220064724985,历史3/3次成功; 当前距低点2.39%; 最新日涨幅-1.06%; 状态bottom_area; 底部未确认
3,88.30220595993563,78.73638740208068,002660,茂硕电源,bottom_area,2023-03-14,9.05,2023-03-14,8.93,1.343784994400907,3.5834266517357256,28.15768302493966,False,-2.6882,3.0896,2,2,2,100.0,20.21622144792876,24.71428571428572,13.656215005599092,1.343784994400907,历史2/2次成功; 当前距低点1.34%; 最新日涨幅-2.69%; 状态bottom_area; 底部未确认
4,85.25488553044757,77.3157306211539,600152,维科技术,bottom_area,2023-03-14,11.36,2023-03-14,11.11,2.25022502250225,4.590459045904589,27.33812949640288,False,-1.645,2.9795,2,2,2,100.0,23.6894821099949,24.87644151565074,12.749774977497749,2.25022502250225,历史2/2次成功; 当前距低点2.25%; 最新日涨幅-1.65%; 状态bottom_area; 底部未确认
5,83.83696535073432,76.17824738161627,002708,光洋股份,bottom_area,2023-03-14,6.52,2023-03-14,6.37,2.354788069073775,4.866562009419146,31.65236051502146,False,-1.6591,2.3624,1,1,1,100.0,35.522388059701484,35.522388059701484,12.645211930926227,2.354788069073775,历史1/1次成功; 当前距低点2.35%; 最新日涨幅-1.66%; 状态bottom_area; 底部未确认
6,83.69785838880252,79.77996279848062,601689,拓普集团,bottom_area,2023-03-14,54.98,2023-03-14,52.4,4.923664122137401,6.660305343511454,29.2942922682499,False,0.1092,1.4348,3,3,3,100.0,30.569446220182318,47.99107142857144,10.076335877862599,4.923664122137401,历史3/3次成功; 当前距低点4.92%; 最新日涨幅0.11%; 状态bottom_area; 底部未确认
7,81.97013320801435,72.61190010943143,002347,泰尔股份,bottom_area,2023-03-14,5.09,2023-03-14,5.04,0.9920634920634885,3.3730158730158712,28.8135593220339,False,-2.3033,2.6444,2,2,2,100.0,22.816155222237516,29.585798816568047,14.007936507936511,0.9920634920634885,历史2/2次成功; 当前距低点0.99%; 最新日涨幅-2.30%; 状态bottom_area; 底部未确认
8,80.46163609732824,73.27410844676668,300473,德尔股份,bottom_area,2023-03-14,17.81,2023-03-14,17.38,2.4741081703107004,4.718066743383201,29.919354838709683,False,-1.765,3.2503,1,1,1,100.0,21.37137137137137,21.37137137137137,12.525891829689298,2.4741081703107004,历史1/1次成功; 当前距低点2.47%; 最新日涨幅-1.76%; 状态bottom_area; 底部未确认
9,79.62646637193909,70.60014209718821,688221,前沿生物,bottom_area,2023-03-14,13.59,2023-03-14,13.45,1.0408921933085544,2.9739776951672887,27.688172043010763,False,-0.5852,1.8993,3,5,3,60.0,26.09342095662206,34.87394957983194,13.959107806691446,1.0408921933085544,历史3/5次成功; 当前距低点1.04%; 最新日涨幅-0.59%; 状态bottom_area; 底部未确认
10,78.47442517065679,69.0889685189832,002645,华宏科技,bottom_area,2023-03-14,15.19,2023-03-14,15.09,0.6626905235255112,3.9098740888005294,27.936962750716337,False,-2.6906,1.203,1,1,1,100.0,16.50485436893203,16.50485436893203,14.337309476474488,0.6626905235255112,历史1/1次成功; 当前距低点0.66%; 最新日涨幅-2.69%; 状态bottom_area; 底部未确认
11,75.41304558750382,70.03288550194137,605128,上海沿浦,bottom_area,2023-03-14,43.19,2023-03-14,41.72,3.5234899328859037,5.68072866730586,29.88235294117647,False,-1.6621,3.161,1,1,1,100.0,16.80883090817863,16.80883090817863,11.476510067114095,3.5234899328859037,历史1/1次成功; 当前距低点3.52%; 最新日涨幅-1.66%; 状态bottom_area; 底部未确认
