rank,rank_score,probability_score,code,name,current_stage,latest_date,latest_close,current_low_date,current_low_price,current_low_to_latest_pct,current_low_to_high_pct,current_drawdown_pct,current_is_bottom_confirmed,latest_pct_chg,latest_turn,historical_valid_event_count,history_sample_count,history_success_count,history_success_rate_pct,history_avg_rebound_pct,history_max_rebound_pct,upside_to_20pct_target_pct,risk_back_to_low_pct,reason
1,89.58070813939509,84.26073532579052,300437,清水源,bottom_area,2022-04-26,17.66,2022-04-26,17.35,1.7867435158501366,8.126801152737752,29.643146796431463,False,-1.1198,7.5548,5,5,5,100.0,22.01349753725175,30.330330330330323,8.213256484149865,1.7867435158501366,历史5/5次成功; 当前距低点1.79%; 最新日涨幅-1.12%; 状态bottom_area; 底部未确认
12,83.42106967580379,77.54662669165711,688350,富淼科技,bottom_area,2022-04-26,15.59,2022-04-26,15.41,1.1680726800778696,9.669046073977926,28.158508158508155,False,-6.6467,0.574,1,1,1,100.0,38.54748603351957,38.54748603351957,8.831927319922132,1.1680726800778696,历史1/1次成功; 当前距低点1.17%; 最新日涨幅-6.65%; 状态bottom_area; 底部未确认
13,83.0374506866699,76.22165993666577,605162,新中港,bottom_area,2022-04-26,7.94,2022-04-26,7.9,0.5063291139240511,6.075949367088613,31.542461005199296,False,-2.934,2.0816,3,3,3,100.0,19.602636109745223,26.46502835538753,9.49367088607595,0.5063291139240511,历史3/3次成功; 当前距低点0.51%; 最新日涨幅-2.93%; 状态bottom_area; 底部未确认
14,82.98321852634953,79.39600249706223,688105,诺唯赞,bottom_area,2022-04-26,70.87,2022-04-26,69.02,2.6803824978267294,6.534337873080275,29.549862202715122,False,2.0006,4.7043,2,2,2,100.0,17.673519312404096,25.237580993520524,7.319617502173272,2.6803824978267294,历史2/2次成功; 当前距低点2.68%; 最新日涨幅2.00%; 状态bottom_area; 底部未确认
15,82.73945411568808,76.41688129410498,300584,海辰药业,bottom_area,2022-04-26,31.63,2022-04-26,31.37,0.8288173414089831,5.196047178833277,32.970085470085465,False,-1.4949,10.0832,2,2,2,100.0,41.271961465147655,54.23197492163009,9.171182658591018,0.8288173414089831,历史2/2次成功; 当前距低点0.83%; 最新日涨幅-1.49%; 状态bottom_area; 底部未确认
16,82.0789703865174,76.19260990973633,300417,南华仪器,confirmed_rebound,2022-04-26,8.31,2022-04-26,8.22,1.0948905109489033,10.34063260340632,28.02101576182136,False,-5.5682,1.1913,2,2,2,100.0,23.919141261827036,25.514403292181065,8.905109489051096,1.0948905109489033,历史2/2次成功; 当前距低点1.09%; 最新日涨幅-5.57%; 状态confirmed_rebound; 底部未确认
17,82.04139291539272,76.2416095795551,300516,久之洋,bottom_area,2022-04-26,21.94,2022-04-26,21.69,1.152604887044721,6.546795758414007,32.19756173804313,False,-3.0062,0.7274,2,2,2,100.0,14.674993129123969,18.853135313531354,8.84739511295528,1.152604887044721,历史2/2次成功; 当前距低点1.15%; 最新日涨幅-3.01%; 状态bottom_area; 底部未确认
18,81.86416563458403,76.61823259223296,300665,飞鹿股份,bottom_area,2022-04-26,6.66,2022-04-26,6.56,1.5243902439024473,7.012195121951219,32.371134020618555,False,-3.7572,2.8135,2,2,2,100.0,21.25721692650826,22.6044226044226,8.475609756097553,1.5243902439024473,历史2/2次成功; 当前距低点1.52%; 最新日涨幅-3.76%; 状态bottom_area; 底部未确认
19,81.79674956538155,76.55287745941183,300711,广哈通信,confirmed_rebound,2022-04-26,10.0,2022-04-26,9.85,1.5228426395939123,10.0507614213198,31.597222222222225,False,-4.943,1.6681,1,1,1,100.0,47.76859504132231,47.76859504132231,8.477157360406089,1.5228426395939123,历史1/1次成功; 当前距低点1.52%; 最新日涨幅-4.94%; 状态confirmed_rebound; 底部未确认
20,81.74176246899924,76.24283251338764,001213,中铁特货,bottom_area,2022-04-26,4.52,2022-04-26,4.46,1.345291479820619,5.829596412556049,30.42121684867395,False,-1.5251,5.2371,1,1,1,100.0,23.49514563106796,23.49514563106796,8.654708520179382,1.345291479820619,历史1/1次成功; 当前距低点1.35%; 最新日涨幅-1.53%; 状态bottom_area; 底部未确认
21,81.63833004380774,74.31932818690619,603368,柳药集团,bottom_area,2022-04-26,13.82,2022-04-25,13.81,0.07241129616219975,6.444605358435906,29.17948717948718,False,-3.0856,1.5258,2,2,2,100.0,30.93777388255915,42.85714285714285,9.9275887038378,0.07241129616219975,历史2/2次成功; 当前距低点0.07%; 最新日涨幅-3.09%; 状态bottom_area; 底部未确认
22,81.56838755288909,74.46517793434407,603113,金能科技,bottom_area,2022-04-26,9.11,2022-04-26,9.09,0.22002200220021534,5.3905390539053935,30.927051671732524,False,-6.2757,2.1641,3,3,3,100.0,16.864667200863174,20.395634379263292,9.779977997799785,0.22002200220021534,历史3/3次成功; 当前距低点0.22%; 最新日涨幅-6.28%; 状态bottom_area; 底部未确认
23,81.09505418599244,75.27467940680532,601886,江河集团,bottom_area,2022-04-26,4.63,2022-04-26,4.58,1.091703056768555,5.676855895196502,32.047477744807125,False,-2.3207,1.1681,1,1,1,100.0,15.181518151815196,15.181518151815196,8.908296943231447,1.091703056768555,历史1/1次成功; 当前距低点1.09%; 最新日涨幅-2.32%; 状态bottom_area; 底部未确认
24,81.05513526681433,75.78189861860534,000422,湖北宜化,bottom_area,2022-04-26,15.88,2022-04-26,15.65,1.4696485623003221,8.753993610223636,32.601205857019806,False,-6.7528,7.9317,1,1,1,100.0,32.75643731532291,32.75643731532291,8.530351437699679,1.4696485623003221,历史1/1次成功; 当前距低点1.47%; 最新日涨幅-6.75%; 状态bottom_area; 底部未确认
25,80.79910565273636,75.05862222497062,002793,罗欣药业,bottom_area,2022-04-26,6.25,2022-04-26,6.18,1.1326860841423994,5.177993527508096,32.6797385620915,False,-1.5748,0.6469,1,1,1,100.0,14.52229299363058,14.52229299363058,8.8673139158576,1.1326860841423994,历史1/1次成功; 当前距低点1.13%; 最新日涨幅-1.57%; 状态bottom_area; 底部未确认
26,80.78593923304753,76.20150468194873,688037,芯源微,bottom_area,2022-04-26,93.83,2022-04-26,92.05,1.9337316675719731,8.419337316675719,29.73282442748092,False,-4.4404,3.0534,2,2,2,100.0,24.034477871036746,27.322614278658854,8.066268332428027,1.9337316675719731,历史2/2次成功; 当前距低点1.93%; 最新日涨幅-4.44%; 状态bottom_area; 底部未确认
27,80.67987546182644,75.27427328623757,600397,江钨装备,confirmed_rebound,2022-04-26,2.98,2022-04-26,2.94,1.360544217687076,10.544217687074832,29.665071770334922,False,-6.5831,8.7234,2,2,2,100.0,22.238247863247857,28.36538461538461,8.639455782312924,1.360544217687076,历史2/2次成功; 当前距低点1.36%; 最新日涨幅-6.58%; 状态confirmed_rebound; 底部未确认
28,80.53446353650648,75.82531254676032,601666,平煤股份,bottom_area,2022-04-26,13.3,2022-04-26,13.06,1.8376722817764182,7.886676875957116,31.0454065469905,False,-3.8322,2.1108,2,2,2,100.0,20.834437361347057,27.30923694779115,8.162327718223583,1.8376722817764182,历史2/2次成功; 当前距低点1.84%; 最新日涨幅-3.83%; 状态bottom_area; 底部未确认
29,80.32821163366336,74.50732673267326,600281,华阳新材,bottom_area,2022-04-26,3.84,2022-04-26,3.8,1.0526315789473695,7.894736842105258,28.166351606805296,False,-6.3415,1.0726,1,1,1,100.0,20.79207920792079,20.79207920792079,8.947368421052632,1.0526315789473695,历史1/1次成功; 当前距低点1.05%; 最新日涨幅-6.34%; 状态bottom_area; 底部未确认
30,80.20197383226427,75.19798994269522,300559,佳发教育,bottom_area,2022-04-26,8.16,2022-04-26,8.03,1.6189290161893002,3.9850560398505643,27.592425608656452,False,-0.7299,1.8444,1,1,1,100.0,21.231979030144167,21.231979030144167,8.381070983810702,1.6189290161893002,历史1/1次成功; 当前距低点1.62%; 最新日涨幅-0.73%; 状态bottom_area; 底部未确认
31,79.90759207709108,74.80200407559596,002824,和胜股份,bottom_area,2022-04-26,21.83,2022-04-26,21.5,1.5348837209302246,8.511627906976736,27.755376344086024,False,-5.0044,2.9291,2,2,2,100.0,11.621177200628393,12.93842556508184,8.465116279069775,1.5348837209302246,历史2/2次成功; 当前距低点1.53%; 最新日涨幅-5.00%; 状态bottom_area; 底部未确认
32,79.68675039171251,73.10393188109279,300409,道氏技术,bottom_area,2022-04-26,14.77,2022-04-26,14.7,0.47619047619047816,4.897959183673474,27.083333333333336,False,-1.6644,2.0089,1,1,1,100.0,35.80454928390903,35.80454928390903,9.523809523809522,0.47619047619047816,历史1/1次成功; 当前距低点0.48%; 最新日涨幅-1.66%; 状态bottom_area; 底部未确认
33,79.5023687758424,73.50859132901502,601778,晶科科技,bottom_area,2022-04-26,4.55,2022-04-26,4.51,0.8869179600886926,5.543237250554324,32.48502994011976,False,-1.3015,2.0307,2,2,2,100.0,26.348195043103452,42.344827586206904,9.113082039911308,0.8869179600886926,历史2/2次成功; 当前距低点0.89%; 最新日涨幅-1.30%; 状态bottom_area; 底部未确认
34,79.40191221745714,73.62722769255117,001203,大中矿业,bottom_area,2022-04-26,10.71,2022-04-26,10.6,1.037735849056615,6.60377358490567,28.23290453622207,False,-4.2895,2.7781,1,1,1,100.0,15.877771120431387,15.877771120431387,8.962264150943385,1.037735849056615,历史1/1次成功; 当前距低点1.04%; 最新日涨幅-4.29%; 状态bottom_area; 底部未确认
35,79.36469419878344,73.95518453699792,000811,冰轮环境,bottom_area,2022-04-26,7.82,2022-04-26,7.72,1.2953367875647739,8.031088082901556,27.64761012183693,False,-6.4593,2.2112,1,1,1,100.0,20.798668885191347,20.798668885191347,8.704663212435227,1.2953367875647739,历史1/1次成功; 当前距低点1.30%; 最新日涨幅-6.46%; 状态bottom_area; 底部未确认
36,79.29064896645818,72.93533423735342,600966,博汇纸业,bottom_area,2022-04-26,6.53,2022-04-26,6.49,0.6163328197226507,7.704160246533127,31.684210526315788,False,-5.0872,1.2213,3,3,3,100.0,13.49770465764015,15.231788079470201,9.38366718027735,0.6163328197226507,历史3/3次成功; 当前距低点0.62%; 最新日涨幅-5.09%; 状态bottom_area; 底部未确认
37,79.19184305628029,72.0550833265287,688258,卓易信息,bottom_area,2022-04-26,22.01,2022-04-26,22.0,0.04545454545455256,8.409090909090915,27.86885245901639,False,-3.634,1.1165,2,2,2,100.0,18.433976828844497,19.85157699443413,9.954545454545448,0.04545454545455256,历史2/2次成功; 当前距低点0.05%; 最新日涨幅-3.63%; 状态bottom_area; 底部未确认
38,78.87744869380145,74.0523201415893,002796,世嘉科技,confirmed_rebound,2022-04-26,6.63,2022-04-26,6.52,1.687116564417183,12.730061349693253,27.796234772978956,False,-8.2988,3.5663,1,1,1,100.0,36.33841886269071,36.33841886269071,8.312883435582817,1.687116564417183,历史1/1次成功; 当前距低点1.69%; 最新日涨幅-8.30%; 状态confirmed_rebound; 底部未确认
39,78.8656282181464,71.91019585751329,605228,神通科技,bottom_area,2022-04-26,6.41,2022-04-26,6.4,0.15624999999999667,7.9687499999999964,27.189988623435713,False,-7.1014,1.265,2,2,2,100.0,19.01314977157674,20.32967032967033,9.843750000000004,0.15624999999999667,历史2/2次成功; 当前距低点0.16%; 最新日涨幅-7.10%; 状态bottom_area; 底部未确认
40,78.64656365485172,71.94280251171466,688079,美迪凯,bottom_area,2022-04-26,9.24,2022-04-26,9.21,0.32573289902279434,5.4288816503800215,31.422189128816076,False,-4.0498,0.5114,2,2,2,100.0,21.265986674659317,29.007036747458958,9.674267100977206,0.32573289902279434,历史2/2次成功; 当前距低点0.33%; 最新日涨幅-4.05%; 状态bottom_area; 底部未确认
41,78.59586621925821,72.75387463054707,300480,光力科技,bottom_area,2022-04-26,18.12,2022-04-26,17.95,0.9470752089136586,7.353760445682453,29.330708661417322,False,-2.4233,2.133,1,1,1,100.0,39.69465648854962,39.69465648854962,9.052924791086342,0.9470752089136586,历史1/1次成功; 当前距低点0.95%; 最新日涨幅-2.42%; 状态bottom_area; 底部未确认
42,78.50929095097607,73.69983481851767,002588,史丹利,bottom_area,2022-04-26,5.44,2022-04-26,5.35,1.6822429906542196,5.607476635514033,27.2108843537415,False,-1.982,4.3668,1,1,1,100.0,13.953488372093029,13.953488372093029,8.31775700934578,1.6822429906542196,历史1/1次成功; 当前距低点1.68%; 最新日涨幅-1.98%; 状态bottom_area; 底部未确认
43,78.35828762822231,71.38229100707623,601606,长城军工,bottom_area,2022-04-26,9.24,2022-04-26,9.23,0.10834236186348632,8.125677139761645,30.8095952023988,False,-9.8537,3.6821,2,2,2,100.0,15.587696731854795,18.886462882096076,9.891657638136515,0.10834236186348632,历史2/2次成功; 当前距低点0.11%; 最新日涨幅-9.85%; 状态bottom_area; 底部未确认
44,78.23504401221912,72.13085186331757,002045,国光电器,bottom_area,2022-04-26,6.83,2022-04-26,6.78,0.7374631268436552,5.014749262536871,28.78151260504201,False,-0.8708,1.8349,1,1,1,100.0,33.77563329312426,33.77563329312426,9.262536873156344,0.7374631268436552,历史1/1次成功; 当前距低点0.74%; 最新日涨幅-0.87%; 状态bottom_area; 底部未确认
45,78.01900061947518,72.47518948360259,002167,东方锆业,bottom_area,2022-04-26,5.36,2022-04-26,5.3,1.1320754716981227,7.735849056603776,28.763440860215063,False,-6.9444,2.5978,1,1,1,100.0,10.840438489646756,10.840438489646756,8.867924528301877,1.1320754716981227,历史1/1次成功; 当前距低点1.13%; 最新日涨幅-6.94%; 状态bottom_area; 底部未确认
46,77.99940901161466,71.75338728171714,002240,盛新锂能,bottom_area,2022-04-26,34.05,2022-04-26,33.84,0.6205673758865062,4.905437352245853,27.692307692307683,False,-2.7421,3.0245,2,2,2,100.0,13.646671498593415,15.073891625615756,9.379432624113495,0.6205673758865062,历史2/2次成功; 当前距低点0.62%; 最新日涨幅-2.74%; 状态bottom_area; 底部未确认
47,77.98106450880317,72.15801852830232,000012,南玻A,bottom_area,2022-04-26,5.44,2022-04-26,5.39,0.9276437847866551,8.534322820037106,29.265091863517068,False,-4.0564,2.2837,1,1,1,100.0,46.467991169977914,46.467991169977914,9.072356215213345,0.9276437847866551,历史1/1次成功; 当前距低点0.93%; 最新日涨幅-4.06%; 状态bottom_area; 底部未确认
48,77.93051670061836,77.76988917251437,603185,弘元绿能,bottom_area,2022-04-26,107.0,2022-04-25,102.01,4.89167728654053,9.793157533575133,28.151852373573732,True,4.8917,2.7482,1,1,1,100.0,43.51028702057404,43.51028702057404,5.108322713459471,4.89167728654053,历史1/1次成功; 当前距低点4.89%; 最新日涨幅4.89%; 状态bottom_area; 底部已确认
49,77.8677733563763,71.60368230468704,002805,丰元股份,bottom_area,2022-04-26,21.81,2022-04-26,21.68,0.5996309963099585,7.011070110701105,29.701686121919586,False,-6.435,5.2548,2,2,2,100.0,22.800220302547018,33.907595927956166,9.400369003690042,0.5996309963099585,历史2/2次成功; 当前距低点0.60%; 最新日涨幅-6.43%; 状态bottom_area; 底部未确认
50,77.66750298128603,71.95860959975562,600367,红星发展,bottom_area,2022-04-26,16.26,2022-04-26,16.1,0.9937888198757772,8.012422360248442,30.573523070288918,False,-5.8483,5.8613,3,3,3,100.0,12.873376930496699,15.023201856148493,9.006211180124224,0.9937888198757772,历史3/3次成功; 当前距低点0.99%; 最新日涨幅-5.85%; 状态bottom_area; 底部未确认
51,77.66439939065108,70.82936560934891,001218,丽臣实业,bottom_area,2022-04-26,30.0,2022-04-26,29.95,0.16694490818030286,6.343906510851427,30.186480186480185,False,-4.2146,1.8903,1,1,1,100.0,29.999999999999993,29.999999999999993,9.833055091819698,0.16694490818030286,历史1/1次成功; 当前距低点0.17%; 最新日涨幅-4.21%; 状态bottom_area; 底部未确认
52,77.58175491349856,70.75361866921492,300483,首华燃气,bottom_area,2022-04-26,12.02,2022-04-26,12.0,0.16666666666666313,8.333333333333332,27.22862340812613,False,-5.205,3.8888,2,2,2,100.0,12.922681017284448,14.124293785310735,9.833333333333337,0.16666666666666313,历史2/2次成功; 当前距低点0.17%; 最新日涨幅-5.21%; 状态bottom_area; 底部未确认
53,77.44664783590565,70.64602513192497,300441,鲍斯股份,bottom_area,2022-04-26,5.62,2022-04-26,5.61,0.17825311942958622,6.595365418894832,28.443877551020403,False,-4.7458,0.9899,1,1,1,100.0,29.15291529152916,29.15291529152916,9.821746880570414,0.17825311942958622,历史1/1次成功; 当前距低点0.18%; 最新日涨幅-4.75%; 状态bottom_area; 底部未确认
54,77.22688745344898,70.49974238823097,300620,光库科技,bottom_area,2022-04-26,22.93,2022-04-26,22.88,0.21853146853147162,7.517482517482528,27.20330894050271,False,-6.6748,2.0468,2,2,2,100.0,12.19351686281033,13.057553956834528,9.78146853146853,0.21853146853147162,历史2/2次成功; 当前距低点0.22%; 最新日涨幅-6.67%; 状态bottom_area; 底部未确认
55,77.12416761434329,70.60663232299032,300735,光弘科技,bottom_area,2022-04-26,8.19,2022-04-26,8.16,0.36764705882352156,7.843137254901968,30.017152658662095,False,-5.6452,1.4464,1,1,1,100.0,31.262729124236255,31.262729124236255,9.63235294117648,0.36764705882352156,历史1/1次成功; 当前距低点0.37%; 最新日涨幅-5.65%; 状态bottom_area; 底部未确认
56,77.05161049770352,70.17762640851795,002346,柘中股份,bottom_area,2022-04-26,10.25,2022-04-26,10.24,0.09765624999999792,4.296874999999996,32.23031105228325,False,-1.537,0.6288,1,1,1,100.0,15.431627196333075,15.431627196333075,9.902343750000004,0.09765624999999792,历史1/1次成功; 当前距低点0.10%; 最新日涨幅-1.54%; 状态bottom_area; 底部未确认
57,76.95031602271311,70.60105661607562,002234,民和股份,bottom_area,2022-04-26,14.6,2022-04-26,14.53,0.4817618719889903,8.05230557467309,32.00748713149275,False,-6.5899,8.707,1,1,1,100.0,32.63157894736842,32.63157894736842,9.51823812801101,0.4817618719889903,历史1/1次成功; 当前距低点0.48%; 最新日涨幅-6.59%; 状态bottom_area; 底部未确认
58,76.87767358976487,71.60752589119616,002780,三夫户外,confirmed_rebound,2022-04-26,10.34,2022-04-26,10.21,1.2732615083251615,11.45935357492654,28.04792107117688,False,-8.4145,4.045,1,1,1,100.0,18.121301775147938,18.121301775147938,8.726738491674839,1.2732615083251615,历史1/1次成功; 当前距低点1.27%; 最新日涨幅-8.41%; 状态confirmed_rebound; 底部未确认
59,76.82725156701557,71.20783785664204,002545,东方铁塔,confirmed_rebound,2022-04-26,9.96,2022-04-26,9.86,1.014198782961475,10.243407707910748,29.521086490350257,False,-6.6542,2.9416,1,1,1,100.0,12.79683377308708,12.79683377308708,8.985801217038524,1.014198782961475,历史1/1次成功; 当前距低点1.01%; 最新日涨幅-6.65%; 状态confirmed_rebound; 底部未确认
60,76.64277779940403,70.20513835227543,605305,中际联合,bottom_area,2022-04-26,40.47,2022-04-26,40.31,0.3969238402381458,7.343091044405857,27.225130890052352,False,-5.8837,2.98,2,2,2,100.0,12.796369397948393,15.395207931699245,9.603076159761855,0.3969238402381458,历史2/2次成功; 当前距低点0.40%; 最新日涨幅-5.88%; 状态bottom_area; 底部未确认
61,76.62073867332444,71.23137213988198,002368,太极股份,confirmed_rebound,2022-04-26,15.53,2022-04-26,15.35,1.172638436482083,10.749185667752444,30.511543684925307,False,-7.3942,2.4629,1,1,1,100.0,14.865525672371636,14.865525672371636,8.827361563517917,1.172638436482083,历史1/1次成功; 当前距低点1.17%; 最新日涨幅-7.39%; 状态confirmed_rebound; 底部未确认
62,76.58919753086421,69.62654320987654,002278,神开股份,bottom_area,2022-04-26,4.67,2022-04-26,4.67,0.0,8.779443254817991,27.484472049689444,False,-10.0193,5.2175,1,1,1,100.0,33.74485596707818,33.74485596707818,10.0,0.0,历史1/1次成功; 当前距低点0.00%; 最新日涨幅-10.02%; 状态bottom_area; 底部未确认
63,76.53882089552239,69.58074626865671,002676,顺威股份,bottom_area,2022-04-26,3.1,2022-04-26,3.1,0.0,5.483870967741932,29.38496583143507,False,-1.8987,1.1021,1,1,1,100.0,23.283582089552233,23.283582089552233,10.0,0.0,历史1/1次成功; 当前距低点0.00%; 最新日涨幅-1.90%; 状态bottom_area; 底部未确认
64,76.50022703718898,70.09636187796728,002418,康盛股份,bottom_area,2022-04-26,2.43,2022-04-26,2.42,0.41322314049587733,6.198347107438013,32.02247191011236,False,-3.9526,0.941,1,1,1,100.0,29.078014184397176,29.078014184397176,9.586776859504123,0.41322314049587733,历史1/1次成功; 当前距低点0.41%; 最新日涨幅-3.95%; 状态bottom_area; 底部未确认
65,76.41415221056363,69.85227210383933,000153,丰原药业,bottom_area,2022-04-26,6.93,2022-04-26,6.91,0.289435600578865,3.328509406657012,29.847715736040602,False,-0.5739,1.3665,1,1,1,100.0,16.03325415676959,16.03325415676959,9.710564399421136,0.289435600578865,历史1/1次成功; 当前距低点0.29%; 最新日涨幅-0.57%; 状态bottom_area; 底部未确认
66,76.3925051546392,69.4477319587629,002255,海陆重工,bottom_area,2022-04-26,4.2,2022-04-26,4.2,0.0,6.904761904761905,27.33564013840831,False,-10.0642,2.9775,1,1,1,100.0,32.783505154639194,32.783505154639194,10.0,0.0,历史1/1次成功; 当前距低点0.00%; 最新日涨幅-10.06%; 状态bottom_area; 底部未确认
67,76.29411484872612,69.35828622611466,000518,四环生物,bottom_area,2022-04-26,2.92,2022-04-26,2.92,0.0,7.876712328767123,32.093023255813954,False,-7.8864,3.3319,2,2,2,100.0,15.635947452229296,17.834394904458602,10.0,0.0,历史2/2次成功; 当前距低点0.00%; 最新日涨幅-7.89%; 状态bottom_area; 底部未确认
68,76.19193229274609,70.3137505020485,300505,川金诺,confirmed_rebound,2022-04-26,29.45,2022-04-26,29.22,0.7871321013004806,12.525667351129377,32.09388798512666,False,-8.6538,12.2403,2,2,2,100.0,28.378557489320507,39.35656836461126,9.21286789869952,0.7871321013004806,历史2/2次成功; 当前距低点0.79%; 最新日涨幅-8.65%; 状态confirmed_rebound; 底部未确认
69,76.14960001324096,72.37466257668713,002274,华昌化工,bottom_area,2022-04-26,8.34,2022-04-26,8.15,2.331288343558276,9.202453987730062,29.006968641114984,False,-7.8453,2.9133,1,1,1,100.0,24.999999999999993,24.999999999999993,7.668711656441725,2.331288343558276,历史1/1次成功; 当前距低点2.33%; 最新日涨幅-7.85%; 状态bottom_area; 底部未确认
70,76.10254841764824,70.92475349094147,688156,路德科技,confirmed_rebound,2022-04-26,14.78,2022-04-26,14.59,1.302261823166549,11.10349554489377,28.021706956092746,False,-7.3354,2.6491,1,1,1,100.0,14.805970149253733,14.805970149253733,8.697738176833452,1.302261823166549,历史1/1次成功; 当前距低点1.30%; 最新日涨幅-7.34%; 状态confirmed_rebound; 底部未确认
71,76.07391474249809,69.33272499075814,600343,航天动力,bottom_area,2022-04-26,7.58,2022-04-26,7.57,0.13210039630118608,8.454425363276098,27.904761904761905,False,-8.3434,1.6259,1,1,1,100.0,21.52641878669275,21.52641878669275,9.867899603698813,0.13210039630118608,历史1/1次成功; 当前距低点0.13%; 最新日涨幅-8.34%; 状态bottom_area; 底部未确认
72,75.92539907214274,69.93128861907883,603230,内蒙新华,bottom_area,2022-04-26,10.29,2022-04-26,10.22,0.6849315068493005,5.772994129158511,29.85586822237474,False,-4.1007,4.5463,1,1,1,100.0,31.521142229544196,31.521142229544196,9.315068493150699,0.6849315068493005,历史1/1次成功; 当前距低点0.68%; 最新日涨幅-4.10%; 状态bottom_area; 底部未确认
