rank,rank_score,probability_score,code,name,current_stage,latest_date,latest_close,current_low_date,current_low_price,current_low_to_latest_pct,current_low_to_high_pct,current_drawdown_pct,current_is_bottom_confirmed,latest_pct_chg,latest_turn,historical_valid_event_count,history_sample_count,history_success_count,history_success_rate_pct,history_avg_rebound_pct,history_max_rebound_pct,upside_to_20pct_target_pct,risk_back_to_low_pct,reason
1,91.61000746201586,81.3617999166091,600048,保利发展,bottom_area,2025-12-26,6.26,2025-12-17,6.19,1.1308562197091987,2.9079159935379595,27.60233918128655,False,-0.3185,0.6013,2,2,2,100.0,31.721247836269217,31.987577639751546,13.869143780290802,1.1308562197091987,历史2/2次成功; 当前距低点1.13%; 最新日涨幅-0.32%; 状态bottom_area; 底部未确认
2,84.27457143236703,78.53570115956062,603327,福蓉科技,bottom_area,2025-12-26,10.9,2025-12-19,10.51,3.710751665080881,7.4215033301617455,29.651941097724226,False,-1.6245,3.428,6,7,6,85.71428571428571,45.770740930580004,129.39632545931758,11.289248334919119,3.710751665080881,历史6/7次成功; 当前距低点3.71%; 最新日涨幅-1.62%; 状态bottom_area; 底部未确认
3,79.27697858548085,69.31052199799667,603322,超讯通信,bottom_area,2025-12-26,38.11,2025-12-26,38.0,0.28947368421052483,1.7894736842105254,31.29632977761707,False,-0.8327,4.6828,5,7,5,71.42857142857143,25.025847915496684,39.45833333333333,14.710526315789474,0.28947368421052483,历史5/7次成功; 当前距低点0.29%; 最新日涨幅-0.83%; 状态bottom_area; 底部未确认
4,78.79630771203735,73.13711990102885,301567,贝隆精密,bottom_area,2025-12-26,45.0,2025-12-17,43.48,3.4958601655933834,6.830726770929177,31.527559055118115,False,-1.9608,10.119,2,2,2,100.0,16.4929090246331,16.59192825112107,11.504139834406615,3.4958601655933834,历史2/2次成功; 当前距低点3.50%; 最新日涨幅-1.96%; 状态bottom_area; 底部未确认
5,78.71490152775631,73.92640494298853,603072,天和磁材,bottom_area,2025-12-26,41.12,2025-12-17,39.49,4.127627247404394,4.93795897695618,27.05947543405984,False,0.1705,2.9226,1,1,1,100.0,22.674167027260935,22.674167027260935,10.872372752595606,4.127627247404394,历史1/1次成功; 当前距低点4.13%; 最新日涨幅0.17%; 状态bottom_area; 底部未确认
6,77.45795767153774,71.93879482723598,603679,华体科技,bottom_area,2025-12-26,15.55,2025-12-24,15.02,3.528628495339555,6.8575233022636555,29.284369114877585,False,-2.0164,11.0997,1,1,1,100.0,27.118644067796616,27.118644067796616,11.471371504660443,3.528628495339555,历史1/1次成功; 当前距低点3.53%; 最新日涨幅-2.02%; 状态bottom_area; 底部未确认
7,76.98967759396403,69.0153121945605,600383,金地集团,bottom_area,2025-12-26,3.12,2025-12-15,3.07,1.6286644951140152,4.234527687296428,32.675438596491226,False,0.0,1.2613,2,4,2,50.0,23.971329265701364,32.594936708860764,13.371335504885984,1.6286644951140152,历史2/4次成功; 当前距低点1.63%; 最新日涨幅0.00%; 状态bottom_area; 底部未确认
8,74.78462393504535,70.561778637098,300768,迪普科技,bottom_area,2025-12-26,18.84,2025-12-17,18.05,4.376731301939054,5.7063711911357204,29.43706020328381,False,0.3729,1.5049,2,3,2,66.66666666666666,46.52720074651822,47.28781110402041,10.623268698060945,4.376731301939054,历史2/3次成功; 当前距低点4.38%; 最新日涨幅0.37%; 状态bottom_area; 底部未确认
9,72.87282255062573,65.21740412688234,603038,华立股份,bottom_area,2025-12-26,15.82,2025-12-17,15.58,1.5404364569961502,5.0064184852374805,29.661399548532724,False,-1.31,1.5026,2,4,2,50.0,24.944081982976137,28.753412192902637,13.45956354300385,1.5404364569961502,历史2/4次成功; 当前距低点1.54%; 最新日涨幅-1.31%; 状态bottom_area; 底部未确认
10,72.58191715150039,65.2823883255959,605580,恒盛能源,bottom_area,2025-12-26,25.9,2025-12-25,25.44,1.80817610062892,11.635220125786153,29.878721058434397,True,-4.8843,7.8583,2,4,2,50.0,29.596934596934588,31.531531531531513,13.19182389937108,1.80817610062892,历史2/4次成功; 当前距低点1.81%; 最新日涨幅-4.88%; 状态bottom_area; 底部已确认
11,71.93654212493651,66.79889351598733,000692,惠天热电,bottom_area,2025-12-26,3.53,2025-12-17,3.41,3.5190615835777024,6.744868035190615,28.511530398322844,False,-1.1204,2.8578,3,5,3,60.0,36.0341608954005,59.042553191489375,11.480938416422298,3.5190615835777024,历史3/5次成功; 当前距低点3.52%; 最新日涨幅-1.12%; 状态bottom_area; 底部未确认
12,67.15389794245452,61.29587449397928,600250,南京商旅,bottom_area,2025-12-26,11.85,2025-12-24,11.55,2.597402597402588,5.367965367965361,28.171641791044767,False,-1.8227,9.641,3,7,3,42.857142857142854,32.29313894961615,53.93258426966293,12.402597402597412,2.597402597402588,历史3/7次成功; 当前距低点2.60%; 最新日涨幅-1.82%; 状态bottom_area; 底部未确认
