rank,rank_score,probability_score,code,name,current_stage,latest_date,latest_close,current_low_date,current_low_price,current_low_to_latest_pct,current_low_to_high_pct,current_drawdown_pct,current_is_bottom_confirmed,latest_pct_chg,latest_turn,historical_valid_event_count,history_sample_count,history_success_count,history_success_rate_pct,history_avg_rebound_pct,history_max_rebound_pct,upside_to_20pct_target_pct,risk_back_to_low_pct,reason
1,88.59196506315202,79.85202124646148,605258,协和电子,bottom_area,2022-09-08,22.8,2022-09-01,22.37,1.9222172552525691,5.274921770227983,28.98412698412698,False,-2.3555,1.8912,1,1,1,100.0,49.971379507727534,49.971379507727534,13.077782744747429,1.9222172552525691,历史1/1次成功; 当前距低点1.92%; 最新日涨幅-2.36%; 状态bottom_area; 底部未确认
2,87.59369939330324,78.96994197292071,002110,三钢闽光,bottom_area,2022-09-08,5.27,2022-08-31,5.17,1.9342359767891615,2.7079303675048294,30.41722745625841,False,0.7648,0.3334,1,1,1,100.0,22.90322580645161,22.90322580645161,13.065764023210837,1.9342359767891615,历史1/1次成功; 当前距低点1.93%; 最新日涨幅0.76%; 状态bottom_area; 底部未确认
3,85.65132835851465,76.31379093866258,688279,峰岹科技,bottom_area,2022-09-08,63.0,2022-09-05,62.19,1.3024602026049241,8.216755105322399,27.07551594746717,True,-3.062,1.7796,1,1,1,100.0,24.37311935807422,24.37311935807422,13.697539797395075,1.3024602026049241,历史1/1次成功; 当前距低点1.30%; 最新日涨幅-3.06%; 状态bottom_area; 底部已确认
4,83.64763934831174,74.61511052016941,688286,敏芯股份,bottom_area,2022-09-08,45.31,2022-09-06,44.7,1.3646532438478733,8.008948545861292,32.3854182423234,True,-3.8821,2.2564,1,1,1,100.0,16.00279524807827,16.00279524807827,13.635346756152126,1.3646532438478733,历史1/1次成功; 当前距低点1.36%; 最新日涨幅-3.88%; 状态bottom_area; 底部已确认
5,83.43482005028561,75.80652505831628,688058,宝兰德,bottom_area,2022-09-08,41.37,2022-08-31,40.42,2.3503216229589206,7.397328055418097,31.49152542372881,True,-2.4292,1.1702,1,1,1,100.0,24.27558257345491,24.27558257345491,12.649678377041079,2.3503216229589206,历史1/1次成功; 当前距低点2.35%; 最新日涨幅-2.43%; 状态bottom_area; 底部已确认
6,82.41247469334829,76.22031710628178,002045,国光电器,bottom_area,2022-09-08,12.82,2022-09-02,12.41,3.3037872683319915,14.18211120064464,29.166666666666664,True,-7.1014,18.6695,2,2,2,100.0,31.73630149504698,33.77563329312426,11.696212731668007,3.3037872683319915,历史2/2次成功; 当前距低点3.30%; 最新日涨幅-7.10%; 状态bottom_area; 底部已确认
7,81.6781093366604,73.62287707424866,002645,华宏科技,bottom_area,2022-09-08,18.54,2022-09-02,18.19,1.9241341396371514,5.99230346344145,28.27287066246056,False,-2.3182,1.2918,1,1,1,100.0,16.50485436893203,16.50485436893203,13.075865860362848,1.9241341396371514,历史1/1次成功; 当前距低点1.92%; 最新日涨幅-2.32%; 状态bottom_area; 底部未确认
8,80.34726032339354,75.30176520962372,603055,台华新材,bottom_area,2022-09-08,10.88,2022-09-01,10.46,4.01529636711281,7.934990439770538,31.767775603392035,True,1.4925,0.6271,1,1,1,100.0,19.498069498069512,19.498069498069512,10.98470363288719,4.01529636711281,历史1/1次成功; 当前距低点4.02%; 最新日涨幅1.49%; 状态bottom_area; 底部已确认
9,80.20629414920487,69.98335991364425,002012,凯恩股份,bottom_area,2022-09-08,5.48,2022-09-06,5.47,0.1828153564899575,3.8391224862888476,27.54966887417219,False,-3.0088,5.8733,1,1,1,100.0,25.646123260437374,25.646123260437374,14.817184643510043,0.1828153564899575,历史1/1次成功; 当前距低点0.18%; 最新日涨幅-3.01%; 状态bottom_area; 底部未确认
10,78.0792025920485,72.12916215111836,002346,柘中股份,bottom_area,2022-09-08,14.65,2022-09-06,14.19,3.241719520789294,9.161381254404516,31.44927536231884,True,-2.5931,2.0101,1,1,1,100.0,15.431627196333075,15.431627196333075,11.758280479210706,3.241719520789294,历史1/1次成功; 当前距低点3.24%; 最新日涨幅-2.59%; 状态bottom_area; 底部已确认
11,74.18628373225377,70.04996111639161,002196,方正电机,bottom_area,2022-09-08,8.51,2022-09-01,8.15,4.417177914110422,8.343558282208585,27.29705619982159,True,-0.9313,2.3962,1,1,1,100.0,18.661971830985923,18.661971830985923,10.582822085889578,4.417177914110422,历史1/1次成功; 当前距低点4.42%; 最新日涨幅-0.93%; 状态bottom_area; 底部已确认
12,72.52773153201346,68.22404824457892,002119,康强电子,bottom_area,2022-09-08,13.11,2022-09-01,12.58,4.213036565977737,10.651828298887121,30.8030803080308,True,-4.3066,6.0647,1,1,1,100.0,16.557911908646,16.557911908646,10.786963434022262,4.213036565977737,历史1/1次成功; 当前距低点4.21%; 最新日涨幅-4.31%; 状态bottom_area; 底部已确认
13,70.96474993439985,66.5812845795204,000037,深南电A,bottom_area,2022-09-08,8.43,2022-09-05,8.1,4.074074074074075,9.7530864197531,31.41405588484336,True,-2.0906,9.0741,3,5,3,60.0,32.47405090542621,45.16765285996055,10.925925925925926,4.074074074074075,历史3/5次成功; 当前距低点4.07%; 最新日涨幅-2.09%; 状态bottom_area; 底部已确认
14,61.89701825050973,56.89946300578478,688165,埃夫特,bottom_area,2022-09-08,8.3,2022-09-02,8.06,2.9776674937965284,7.071960297766752,28.4826974267968,True,-1.7751,0.4476,1,2,1,50.0,21.98142414860681,21.98142414860681,12.02233250620347,2.9776674937965284,历史1/2次成功; 当前距低点2.98%; 最新日涨幅-1.78%; 状态bottom_area; 底部已确认
15,60.57960894668093,53.27824206882114,601966,玲珑轮胎,bottom_area,2022-09-08,21.57,2022-09-08,21.44,0.6063432835820849,2.7985074626865574,29.240924092409237,False,-1.2815,0.793,1,2,1,50.0,22.476907287033857,22.476907287033857,14.393656716417915,0.6063432835820849,历史1/2次成功; 当前距低点0.61%; 最新日涨幅-1.28%; 状态bottom_area; 底部未确认
16,59.29412470659639,55.74342552442442,605319,无锡振华,bottom_area,2022-09-08,14.2,2022-08-29,13.63,4.181951577402777,5.282465150403513,27.345415778251603,False,0.924,1.5841,1,2,1,50.0,17.248790972595383,17.248790972595383,10.818048422597224,4.181951577402777,历史1/2次成功; 当前距低点4.18%; 最新日涨幅0.92%; 状态bottom_area; 底部未确认
17,58.068110913404496,50.494009489916955,688288,鸿泉技术,bottom_area,2022-09-08,18.84,2022-09-08,18.84,0.0,4.511677282377927,31.039531478770133,False,-3.186,0.898,1,3,1,33.33333333333333,41.992882562277565,41.992882562277565,15.0,0.0,历史1/3次成功; 当前距低点0.00%; 最新日涨幅-3.19%; 状态bottom_area; 底部未确认
