rank,rank_score,probability_score,code,name,current_stage,latest_date,latest_close,current_low_date,current_low_price,current_low_to_latest_pct,current_low_to_high_pct,current_drawdown_pct,current_is_bottom_confirmed,latest_pct_chg,latest_turn,historical_valid_event_count,history_sample_count,history_success_count,history_success_rate_pct,history_avg_rebound_pct,history_max_rebound_pct,upside_to_20pct_target_pct,risk_back_to_low_pct,reason
1,94.18984615384618,81.36000000000001,600708,光明地产,bottom_area,2025-12-17,3.12,2025-12-17,3.06,1.960784313725492,2.6143790849673225,27.65957446808511,False,0.3215,0.6283,1,1,1,100.0,36.07843137254903,36.07843137254903,18.03921568627451,1.960784313725492,历史1/1次成功; 当前距低点1.96%; 最新日涨幅0.32%; 状态bottom_area; 底部未确认
2,92.13333948339444,79.5097095587981,003038,鑫铂股份,bottom_area,2025-12-17,14.94,2025-12-17,14.66,1.9099590723055888,2.1828103683492515,32.098193608151924,False,0.4032,1.7709,1,1,1,100.0,25.507614213197975,25.507614213197975,18.09004092769441,1.9099590723055888,历史1/1次成功; 当前距低点1.91%; 最新日涨幅0.40%; 状态bottom_area; 底部未确认
3,91.64129543439427,79.29182200688514,000692,惠天热电,bottom_area,2025-12-17,3.48,2025-12-17,3.41,2.0527859237536608,2.63929618768328,28.511530398322844,False,0.2882,3.1397,1,1,1,100.0,26.08695652173914,26.08695652173914,17.94721407624634,2.0527859237536608,历史1/1次成功; 当前距低点2.05%; 最新日涨幅0.29%; 状态bottom_area; 底部未确认
4,90.82974611647107,79.05350052153844,603038,华立股份,bottom_area,2025-12-17,15.95,2025-12-17,15.58,2.374839537869058,3.0166880616174625,29.661399548532724,False,0.6944,1.5738,1,1,1,100.0,28.753412192902637,28.753412192902637,17.625160462130943,2.374839537869058,历史1/1次成功; 当前距低点2.37%; 最新日涨幅0.69%; 状态bottom_area; 底部未确认
5,90.80590402505241,78.60303193716422,603072,天和磁材,bottom_area,2025-12-17,40.31,2025-12-17,39.49,2.0764750569764505,2.430995188655358,27.05947543405984,False,0.6492,3.2865,1,1,1,100.0,22.674167027260935,22.674167027260935,17.92352494302355,2.0764750569764505,历史1/1次成功; 当前距低点2.08%; 最新日涨幅0.65%; 状态bottom_area; 底部未确认
6,87.94848798385617,80.23014492753623,000691,亚太实业,bottom_area,2025-12-17,8.69,2025-12-17,8.28,4.95169082125604,6.400966183574893,28.062554300608173,False,1.5187,3.7921,2,2,2,100.0,80.441906927894,127.39965095986037,15.04830917874396,4.95169082125604,历史2/2次成功; 当前距低点4.95%; 最新日涨幅1.52%; 状态bottom_area; 底部未确认
7,87.46344061914311,76.72812129976951,300878,维康药业,bottom_area,2025-12-17,20.87,2025-12-17,20.3,2.807881773399016,3.2019704433497465,28.771929824561397,False,0.9188,1.3421,1,1,1,100.0,21.55963302752294,21.55963302752294,17.192118226600986,2.807881773399016,历史1/1次成功; 当前距低点2.81%; 最新日涨幅0.92%; 状态bottom_area; 底部未确认
8,86.73607362367368,75.63226044226047,003016,欣贺股份,bottom_area,2025-12-17,9.1,2025-12-17,8.88,2.477477477477464,5.1801801801801695,30.5707584050039,False,-2.3605,6.1035,1,1,1,100.0,34.09090909090909,34.09090909090909,17.52252252252254,2.477477477477464,历史1/1次成功; 当前距低点2.48%; 最新日涨幅-2.36%; 状态bottom_area; 底部未确认
9,86.37668904740197,76.07755627009645,000819,岳阳兴长,bottom_area,2025-12-17,15.66,2025-12-17,15.2,3.02631578947369,3.618421052631584,27.028324531925108,False,1.5564,2.8647,1,1,1,100.0,20.739549839228296,20.739549839228296,16.97368421052631,3.02631578947369,历史1/1次成功; 当前距低点3.03%; 最新日涨幅1.56%; 状态bottom_area; 底部未确认
10,85.78285643720075,75.3521813100795,301024,霍普股份,bottom_area,2025-12-17,34.3,2025-12-17,33.34,2.8794241151769455,3.659268146370722,27.913513513513504,False,-0.1456,1.3052,1,1,1,100.0,37.51219512195122,37.51219512195122,17.120575884823054,2.8794241151769455,历史1/1次成功; 当前距低点2.88%; 最新日涨幅-0.15%; 状态bottom_area; 底部未确认
11,84.81995956584933,75.72817568297994,600403,大有能源,bottom_area,2025-12-17,6.88,2025-12-17,6.63,3.770739064856712,4.67571644042233,27.934782608695645,False,0.5848,2.0634,1,1,1,100.0,27.98634812286689,27.98634812286689,16.229260935143287,3.770739064856712,历史1/1次成功; 当前距低点3.77%; 最新日涨幅0.58%; 状态bottom_area; 底部未确认
12,83.91815024902657,76.59720882320562,603178,圣龙股份,bottom_area,2025-12-17,18.54,2025-12-05,17.66,4.983012457531138,5.039637599094001,28.182187881252542,False,0.9254,1.5746,1,1,1,100.0,47.51869476546566,47.51869476546566,15.016987542468863,4.983012457531138,历史1/1次成功; 当前距低点4.98%; 最新日涨幅0.93%; 状态bottom_area; 底部未确认
