rank,rank_score,probability_score,code,name,current_stage,latest_date,latest_close,current_low_date,current_low_price,current_low_to_latest_pct,current_low_to_high_pct,current_drawdown_pct,current_is_bottom_confirmed,latest_pct_chg,latest_turn,historical_valid_event_count,history_sample_count,history_success_count,history_success_rate_pct,history_avg_rebound_pct,history_max_rebound_pct,upside_to_20pct_target_pct,risk_back_to_low_pct,reason
1,87.91634641853626,83.26562306084277,002636,金安国纪,bottom_area,2025-07-22,12.06,2025-07-16,11.92,1.1744966442953066,5.956375838926182,28.192771084337352,False,-2.269,5.5198,2,2,2,100.0,42.49180327868853,69.0,6.825503355704693,1.1744966442953066,历史2/2次成功; 当前距低点1.17%; 最新日涨幅-2.27%; 状态bottom_area; 底部未确认
2,87.00763091660576,82.52977763502236,002658,雪迪龙,bottom_area,2025-07-22,8.08,2025-07-17,7.98,1.253132832080196,2.1303258145363397,30.36649214659686,False,-0.2469,3.8607,3,3,3,100.0,22.83290587185592,34.81481481481481,6.746867167919804,1.253132832080196,历史3/3次成功; 当前距低点1.25%; 最新日涨幅-0.25%; 状态bottom_area; 底部未确认
3,78.53594137306041,76.28016631747346,002371,北方华创,bottom_area,2025-07-22,322.14,2025-07-17,314.33,2.4846498902427396,5.090191836604842,29.91527313266444,False,0.653,0.9855,1,1,1,100.0,15.189075630252091,15.189075630252091,5.515350109757261,2.4846498902427396,历史1/1次成功; 当前距低点2.48%; 最新日涨幅0.65%; 状态bottom_area; 底部未确认
4,77.5074882586873,72.39383018323609,603928,兴业股份,bottom_area,2025-07-22,15.55,2025-07-22,15.48,0.45219638242894233,2.1317829457364343,30.55181695827725,False,-1.5199,3.5639,1,1,1,100.0,31.69267707082834,31.69267707082834,7.547803617571058,0.45219638242894233,历史1/1次成功; 当前距低点0.45%; 最新日涨幅-1.52%; 状态bottom_area; 底部未确认
5,76.60030903404818,72.14262467659917,603022,新通联,bottom_area,2025-07-22,10.28,2025-07-15,10.19,0.8832188420019614,2.2571148184494643,32.202262142381905,False,-0.7722,3.2822,2,2,2,100.0,18.958944281524914,26.099706744868023,7.116781157998039,0.8832188420019614,历史2/2次成功; 当前距低点0.88%; 最新日涨幅-0.77%; 状态bottom_area; 底部未确认
6,76.26381763176283,74.55066294571589,600241,时代万恒,bottom_area,2025-07-22,8.39,2025-07-15,8.16,2.8186274509803972,4.534313725490186,30.25641025641025,False,-1.1779,2.8524,2,2,2,100.0,15.79104050511391,22.50673854447439,5.181372549019603,2.8186274509803972,历史2/2次成功; 当前距低点2.82%; 最新日涨幅-1.18%; 状态bottom_area; 底部未确认
7,74.06606301000336,68.97671139349805,300879,大叶股份,bottom_area,2025-07-22,33.46,2025-07-22,33.36,0.299760191846527,3.4172661870503616,27.745289148797923,False,-3.0145,6.1281,1,1,1,100.0,21.667551779075957,21.667551779075957,7.700239808153474,0.299760191846527,历史1/1次成功; 当前距低点0.30%; 最新日涨幅-3.01%; 状态bottom_area; 底部未确认
8,73.80814420017306,74.84000641283909,002041,登海种业,bottom_area,2025-07-22,9.98,2025-06-23,9.53,4.721930745015751,4.931794333683113,29.719764011799416,False,0.5035,1.1089,2,2,2,100.0,18.2043468358871,21.395106715252467,3.278069254984249,4.721930745015751,历史2/2次成功; 当前距低点4.72%; 最新日涨幅0.50%; 状态bottom_area; 底部未确认
9,73.12957566535619,73.37593728501935,000999,华润三九,bottom_area,2025-07-22,31.69,2025-07-15,30.42,4.174884944115711,5.0295857988165595,30.036798528058867,False,0.5393,0.6527,1,1,1,100.0,20.293951384963254,20.293951384963254,3.8251150558842886,4.174884944115711,历史1/1次成功; 当前距低点4.17%; 最新日涨幅0.54%; 状态bottom_area; 底部未确认
10,73.03675903629717,72.60903833541398,000637,茂化实华,bottom_area,2025-07-22,4.21,2025-07-07,4.06,3.694581280788187,5.665024630541883,27.370304114490168,False,-0.4728,3.0189,2,2,2,100.0,16.089697073177668,22.627737226277358,4.305418719211813,3.694581280788187,历史2/2次成功; 当前距低点3.69%; 最新日涨幅-0.47%; 状态bottom_area; 底部未确认
11,71.03389902358646,71.90332549367797,300640,德艺文创,bottom_area,2025-07-22,6.55,2025-06-23,6.26,4.632587859424921,7.348242811501597,27.880184331797235,True,-0.9077,5.1245,2,2,2,100.0,14.600138780466654,17.724867724867735,3.3674121405750794,4.632587859424921,历史2/2次成功; 当前距低点4.63%; 最新日涨幅-0.91%; 状态bottom_area; 底部已确认
12,70.85787577951166,71.15966586721986,688157,松井股份,bottom_area,2025-07-22,30.37,2025-07-17,29.14,4.221002059025396,6.280027453671923,30.701545778834717,False,0.0329,0.7296,1,1,1,100.0,8.943820224719094,8.943820224719094,3.7789979409746044,4.221002059025396,历史1/1次成功; 当前距低点4.22%; 最新日涨幅0.03%; 状态bottom_area; 底部未确认
13,68.17384676676159,69.4511700841079,002811,郑中设计,confirmed_rebound,2025-07-22,10.57,2025-06-23,10.07,4.965243296921549,9.632571996027794,31.728813559322035,True,-0.377,2.6002,2,2,2,100.0,15.709273124134537,16.78832116788322,3.0347567030784512,4.965243296921549,历史2/2次成功; 当前距低点4.97%; 最新日涨幅-0.38%; 状态confirmed_rebound; 底部已确认
