rank,rank_score,probability_score,code,name,current_stage,latest_date,latest_close,current_low_date,current_low_price,current_low_to_latest_pct,current_low_to_high_pct,current_drawdown_pct,current_is_bottom_confirmed,latest_pct_chg,latest_turn,historical_valid_event_count,history_sample_count,history_success_count,history_success_rate_pct,history_avg_rebound_pct,history_max_rebound_pct,upside_to_20pct_target_pct,risk_back_to_low_pct,reason
1,88.64934496470885,77.88276881422135,603038,华立股份,bottom_area,2025-12-25,16.03,2025-12-17,15.58,2.888318356867786,5.0064184852374805,29.661399548532724,False,0.2502,1.3294,1,1,1,100.0,28.753412192902637,28.753412192902637,17.111681643132215,2.888318356867786,历史1/1次成功; 当前距低点2.89%; 最新日涨幅0.25%; 状态bottom_area; 底部未确认
2,87.53054802813807,79.19742988752822,600250,南京商旅,bottom_area,2025-12-25,12.07,2025-12-24,11.55,4.502164502164498,5.367965367965361,28.171641791044767,False,1.2584,11.2969,2,2,2,100.0,38.937445980985316,53.93258426966293,15.497835497835503,4.502164502164498,历史2/2次成功; 当前距低点4.50%; 最新日涨幅1.26%; 状态bottom_area; 底部未确认
3,83.3531612806029,70.23157176087632,603322,超讯通信,bottom_area,2025-12-25,38.43,2025-12-25,38.2,0.6020942408376881,1.649214659685852,30.93473151328873,False,-1.0046,5.2741,1,1,1,100.0,21.905089408528212,21.905089408528212,19.397905759162313,0.6020942408376881,历史1/1次成功; 当前距低点0.60%; 最新日涨幅-1.00%; 状态bottom_area; 底部未确认
4,82.98223647076982,74.33055789310248,603072,天和磁材,bottom_area,2025-12-25,41.05,2025-12-17,39.49,3.950367181564941,4.482147379083302,27.05947543405984,False,0.9095,2.8126,1,1,1,100.0,22.674167027260935,22.674167027260935,16.04963281843506,3.950367181564941,历史1/1次成功; 当前距低点3.95%; 最新日涨幅0.91%; 状态bottom_area; 底部未确认
5,80.7042743362295,73.27422669896725,000692,惠天热电,bottom_area,2025-12-25,3.57,2025-12-17,3.41,4.6920821114369415,6.744868035190615,28.511530398322844,False,1.1331,3.8908,1,1,1,100.0,26.08695652173914,26.08695652173914,15.307917888563061,4.6920821114369415,历史1/1次成功; 当前距低点4.69%; 最新日涨幅1.13%; 状态bottom_area; 底部未确认
6,62.2759989014425,55.73733642759073,300056,中创环保,bottom_area,2025-12-25,8.78,2025-12-17,8.45,3.9053254437869835,8.284023668639067,29.34782608695653,True,-0.2273,3.7664,1,2,1,50.0,27.10472279260781,27.10472279260781,16.09467455621302,3.9053254437869835,历史1/2次成功; 当前距低点3.91%; 最新日涨幅-0.23%; 状态bottom_area; 底部已确认
