rank,rank_score,probability_score,code,name,current_stage,latest_date,latest_close,current_low_date,current_low_price,current_low_to_latest_pct,current_low_to_high_pct,current_drawdown_pct,current_is_bottom_confirmed,latest_pct_chg,latest_turn,historical_valid_event_count,history_sample_count,history_success_count,history_success_rate_pct,history_avg_rebound_pct,history_max_rebound_pct,upside_to_20pct_target_pct,risk_back_to_low_pct,reason
1,90.37127816932525,83.75466002717819,002545,东方铁塔,bottom_area,2023-06-27,7.0,2023-06-26,6.93,1.0101010101010142,2.0202020202020283,27.58620689655173,False,0.1431,0.4837,2,2,2,100.0,20.63274371079842,28.468653648509758,8.989898989898986,1.0101010101010142,历史2/2次成功; 当前距低点1.01%; 最新日涨幅0.14%; 状态bottom_area; 底部未确认
12,81.46522006305602,75.72967755204276,688236,春立医疗,bottom_area,2023-06-27,25.1,2023-06-27,24.81,1.1688835147118206,6.126561870213622,29.11428571428572,False,-3.1262,3.1624,1,1,1,100.0,28.788881535407025,28.788881535407025,8.831116485288181,1.1688835147118206,历史1/1次成功; 当前距低点1.17%; 最新日涨幅-3.13%; 状态bottom_area; 底部未确认
13,80.04388318519344,78.31432650444164,002395,双象股份,bottom_area,2023-06-27,11.32,2023-06-26,10.9,3.8532110091743115,3.944954128440364,29.677419354838708,False,2.2584,2.8518,2,2,2,100.0,26.23466454494123,36.59976387249114,6.146788990825689,3.8532110091743115,历史2/2次成功; 当前距低点3.85%; 最新日涨幅2.26%; 状态bottom_area; 底部未确认
14,79.98234807805127,77.18342224192318,300601,康泰生物,bottom_area,2023-06-27,25.37,2023-06-26,24.6,3.130081300813006,4.308943089430889,28.44677137870855,False,1.7649,0.7371,2,2,2,100.0,11.290363482671175,11.580726965342352,6.869918699186995,3.130081300813006,历史2/2次成功; 当前距低点3.13%; 最新日涨幅1.76%; 状态bottom_area; 底部未确认
15,78.59679191996113,75.32449814795962,688085,三友医疗,bottom_area,2023-06-27,25.62,2023-06-26,24.93,2.7677496991576467,3.2892097874047344,29.25652667423383,False,1.9093,0.3361,1,1,1,100.0,13.52133044107013,13.52133044107013,7.232250300842353,2.7677496991576467,历史1/1次成功; 当前距低点2.77%; 最新日涨幅1.91%; 状态bottom_area; 底部未确认
16,78.15008611469669,75.27203761755487,601669,中国电建,bottom_area,2023-06-27,5.78,2023-06-07,5.61,3.030303030303029,4.812834224598923,29.78723404255319,False,2.4823,0.942,1,1,1,100.0,16.457680250783696,16.457680250783696,6.9696969696969715,3.030303030303029,历史1/1次成功; 当前距低点3.03%; 最新日涨幅2.48%; 状态bottom_area; 底部未确认
17,77.80814184750389,71.91430581262883,688256,寒武纪,bottom_area,2023-06-27,196.69,2023-06-27,195.0,0.8666666666666656,3.9230769230769256,27.643784786641927,False,-2.8691,3.2577,2,2,2,100.0,17.528525874348517,23.298969072164944,9.133333333333335,0.8666666666666656,历史2/2次成功; 当前距低点0.87%; 最新日涨幅-2.87%; 状态bottom_area; 底部未确认
18,77.09287322928894,74.30795174531394,002378,章源钨业,bottom_area,2023-06-27,5.71,2023-06-27,5.54,3.0685920577617316,3.610108303249101,28.79177377892031,False,2.3297,0.6926,1,1,1,100.0,11.743772241992884,11.743772241992884,6.931407942238269,3.0685920577617316,历史1/1次成功; 当前距低点3.07%; 最新日涨幅2.33%; 状态bottom_area; 底部未确认
19,76.85111920285512,74.74001180782763,002481,双塔食品,bottom_area,2023-06-27,4.39,2023-06-26,4.24,3.5377358490565913,3.7735849056603805,31.61290322580645,False,2.8103,0.8152,1,1,1,100.0,19.817470664928287,19.817470664928287,6.462264150943408,3.5377358490565913,历史1/1次成功; 当前距低点3.54%; 最新日涨幅2.81%; 状态bottom_area; 底部未确认
20,76.77374965175304,75.0127632680942,601595,上海电影,confirmed_rebound,2023-06-27,28.54,2023-06-26,27.5,3.7818181818181786,11.890909090909089,32.91046596730911,False,3.4058,3.9383,2,2,2,100.0,17.824240444299242,19.99999999999999,6.218181818181822,3.7818181818181786,历史2/2次成功; 当前距低点3.78%; 最新日涨幅3.41%; 状态confirmed_rebound; 底部未确认
21,76.48214570494642,74.08164601643116,002768,国恩股份,bottom_area,2023-06-27,23.3,2023-06-26,22.55,3.325942350332594,3.8580931263858136,28.526148969889064,False,2.6432,1.0854,1,1,1,100.0,13.681691264459511,13.681691264459511,6.674057649667406,3.325942350332594,历史1/1次成功; 当前距低点3.33%; 最新日涨幅2.64%; 状态bottom_area; 底部未确认
22,76.18225185007638,74.609935097025,600256,广汇能源,bottom_area,2023-06-27,7.45,2023-06-01,7.17,3.905160390516042,5.718270571827059,29.49852507374631,False,2.4759,1.4498,1,1,1,100.0,23.62204724409449,23.62204724409449,6.094839609483958,3.905160390516042,历史1/1次成功; 当前距低点3.91%; 最新日涨幅2.48%; 状态bottom_area; 底部未确认
23,76.12720353485905,74.66418902027266,601086,国芳集团,bottom_area,2023-06-27,4.44,2023-06-26,4.27,3.9812646370023614,3.9812646370023614,28.83333333333334,False,2.7778,1.5798,1,1,1,100.0,24.846625766871185,24.846625766871185,6.018735362997639,3.9812646370023614,历史1/1次成功; 当前距低点3.98%; 最新日涨幅2.78%; 状态bottom_area; 底部未确认
24,75.76893845680962,74.97137068358002,601388,怡球资源,bottom_area,2023-06-27,2.82,2023-06-26,2.7,4.444444444444431,5.185185185185174,28.571428571428566,False,4.4444,0.7775,2,2,2,100.0,15.509161381254394,18.333333333333325,5.55555555555557,4.444444444444431,历史2/2次成功; 当前距低点4.44%; 最新日涨幅4.44%; 状态bottom_area; 底部未确认
25,75.2080932382221,74.15154644268773,688176,亚虹医药,bottom_area,2023-06-27,11.51,2023-06-21,11.04,4.257246376811601,4.981884057971022,31.767614338689743,False,2.1295,1.2556,1,1,1,100.0,25.473484848484844,25.473484848484844,5.7427536231884,4.257246376811601,历史1/1次成功; 当前距低点4.26%; 最新日涨幅2.13%; 状态bottom_area; 底部未确认
26,74.20589808019317,72.55213615317233,000703,恒逸石化,bottom_area,2023-06-27,6.8,2023-06-12,6.55,3.816793893129771,5.954198473282451,27.222222222222225,False,2.8744,0.4527,1,1,1,100.0,11.475409836065575,11.475409836065575,6.183206106870229,3.816793893129771,历史1/1次成功; 当前距低点3.82%; 最新日涨幅2.87%; 状态bottom_area; 底部未确认
27,73.67563013161052,73.13079420417125,000657,中钨高新,bottom_area,2023-06-27,9.53,2023-06-14,9.11,4.610318331503841,8.12294182217344,27.294493216280923,True,1.5991,0.428,1,1,1,100.0,15.120000000000006,15.120000000000006,5.38968166849616,4.610318331503841,历史1/1次成功; 当前距低点4.61%; 最新日涨幅1.60%; 状态bottom_area; 底部已确认
28,72.08615592431237,67.16695676680358,688316,青云科技,bottom_area,2023-06-27,53.36,2023-06-27,52.68,1.2908124525436593,3.4358390280941578,27.68702814001372,False,-0.6331,4.2963,2,3,2,66.66666666666666,12.921196193206702,13.030303030303022,8.709187547456342,1.2908124525436593,历史2/3次成功; 当前距低点1.29%; 最新日涨幅-0.63%; 状态bottom_area; 底部未确认
29,71.64609950977913,70.03789246805346,600283,钱江水利,bottom_area,2023-06-27,14.72,2023-06-15,14.18,3.808180535966156,8.321579689703807,27.095115681233935,True,-2.8383,5.4559,1,1,1,100.0,11.131957473420883,11.131957473420883,6.191819464033845,3.808180535966156,历史1/1次成功; 当前距低点3.81%; 最新日涨幅-2.84%; 状态bottom_area; 底部已确认
30,70.86796758756097,70.65058118391813,002084,海鸥住工,bottom_area,2023-06-27,3.9,2023-06-26,3.72,4.838709677419347,5.376344086021498,28.598848368522066,False,4.8387,1.6304,1,1,1,100.0,13.778705636743219,13.778705636743219,5.161290322580654,4.838709677419347,历史1/1次成功; 当前距低点4.84%; 最新日涨幅4.84%; 状态bottom_area; 底部未确认
31,69.95379863222901,67.6895359848485,000545,金浦钛业,bottom_area,2023-06-27,2.84,2023-06-26,2.75,3.2727272727272676,3.2727272727272676,29.30591259640103,False,2.8986,0.6862,2,3,2,66.66666666666666,17.55208333333334,24.6875,6.727272727272733,3.2727272727272676,历史2/3次成功; 当前距低点3.27%; 最新日涨幅2.90%; 状态bottom_area; 底部未确认
32,69.73694124270074,69.28082195226766,600995,南网储能,bottom_area,2023-06-27,11.24,2023-06-07,10.74,4.655493482309125,6.983240223463687,32.7909887359199,False,-2.0906,1.5331,1,1,1,100.0,26.64165103189493,26.64165103189493,5.344506517690876,4.655493482309125,历史1/1次成功; 当前距低点4.66%; 最新日涨幅-2.09%; 状态bottom_area; 底部未确认
33,67.47256023224232,66.0244405328235,600409,三友化工,bottom_area,2023-06-27,5.38,2023-06-14,5.18,3.8610038610038644,6.370656370656372,30.000000000000004,False,3.263,0.7118,2,3,2,66.66666666666666,15.81108961960026,18.95551257253386,6.138996138996136,3.8610038610038644,历史2/3次成功; 当前距低点3.86%; 最新日涨幅3.26%; 状态bottom_area; 底部未确认
34,64.64406436350416,62.00353525939734,000792,盐湖股份,bottom_area,2023-06-27,19.02,2023-05-30,18.5,2.8108108108108083,7.5675675675675595,29.49695121951219,True,0.1053,0.244,1,2,1,50.0,24.904214559386965,24.904214559386965,7.189189189189192,2.8108108108108083,历史1/2次成功; 当前距低点2.81%; 最新日涨幅0.11%; 状态bottom_area; 底部已确认
35,64.62014329040227,63.37345242306331,002554,惠博普,bottom_area,2023-06-27,3.66,2023-06-26,3.52,3.9772727272727306,3.9772727272727306,27.27272727272727,False,3.9773,1.5951,2,4,2,50.0,22.428141081963094,28.404669260700388,6.02272727272727,3.9772727272727306,历史2/4次成功; 当前距低点3.98%; 最新日涨幅3.98%; 状态bottom_area; 底部未确认
36,61.989479343169954,58.824709947969225,600063,皖维高新,bottom_area,2023-06-27,5.0,2023-06-26,4.89,2.249488752556244,2.65848670756646,27.876106194690276,False,1.626,0.6288,1,2,1,50.0,10.126582278481,10.126582278481,7.750511247443756,2.249488752556244,历史1/2次成功; 当前距低点2.25%; 最新日涨幅1.63%; 状态bottom_area; 底部未确认
37,59.004070728988125,56.332886890517564,603335,迪生力,bottom_area,2023-06-27,6.39,2023-06-27,6.23,2.568218298555365,2.568218298555365,27.134502923976612,False,1.9139,4.3032,1,3,1,33.33333333333333,20.081135902636923,20.081135902636923,7.431781701444636,2.568218298555365,历史1/3次成功; 当前距低点2.57%; 最新日涨幅1.91%; 状态bottom_area; 底部未确认
