rank,rank_score,probability_score,code,name,current_stage,latest_date,latest_close,current_low_date,current_low_price,current_low_to_latest_pct,current_low_to_high_pct,current_drawdown_pct,current_is_bottom_confirmed,latest_pct_chg,latest_turn,historical_valid_event_count,history_sample_count,history_success_count,history_success_rate_pct,history_avg_rebound_pct,history_max_rebound_pct,upside_to_20pct_target_pct,risk_back_to_low_pct,reason
1,90.37127816932525,83.75466002717819,002545,东方铁塔,bottom_area,2023-06-27,7.0,2023-06-26,6.93,1.0101010101010142,2.0202020202020283,27.58620689655173,False,0.1431,0.4837,2,2,2,100.0,20.63274371079842,28.468653648509758,8.989898989898986,1.0101010101010142,历史2/2次成功; 当前距低点1.01%; 最新日涨幅0.14%; 状态bottom_area; 底部未确认
2,88.2514649679662,81.92400144196108,600935,华塑股份,bottom_area,2023-06-27,3.69,2023-06-27,3.65,1.0958904109589052,1.6438356164383578,28.571428571428577,False,0.8197,0.2216,1,1,1,100.0,28.50877192982458,28.50877192982458,8.904109589041095,1.0958904109589052,历史1/1次成功; 当前距低点1.10%; 最新日涨幅0.82%; 状态bottom_area; 底部未确认
3,86.29171426301409,82.7087831702153,601666,平煤股份,bottom_area,2023-06-27,7.41,2023-06-26,7.21,2.773925104022194,3.051317614424407,29.10521140609636,False,2.4896,0.876,3,3,3,100.0,19.964152727881192,27.30923694779115,7.226074895977806,2.773925104022194,历史3/3次成功; 当前距低点2.77%; 最新日涨幅2.49%; 状态bottom_area; 底部未确认
4,85.77600635385024,80.0163255488341,002041,登海种业,bottom_area,2023-06-27,14.99,2023-06-26,14.79,1.3522650439486212,2.096010818120355,30.235849056603776,False,0.604,0.3424,1,1,1,100.0,21.395106715252467,21.395106715252467,8.64773495605138,1.3522650439486212,历史1/1次成功; 当前距低点1.35%; 最新日涨幅0.60%; 状态bottom_area; 底部未确认
5,85.41900946088776,83.05272283192642,600009,上海机场,bottom_area,2023-06-27,46.4,2023-06-06,44.82,3.5252119589468953,8.366800535475234,29.83719474013776,True,1.4429,0.3353,3,3,3,100.0,21.829065044759854,27.704918032786885,6.474788041053106,3.5252119589468953,历史3/3次成功; 当前距低点3.53%; 最新日涨幅1.44%; 状态bottom_area; 底部已确认
6,85.26042805923205,80.94724337515342,002299,圣农发展,bottom_area,2023-06-27,18.88,2023-06-26,18.46,2.275189599133251,4.1170097508125565,27.00672202451561,False,1.4508,0.75,2,2,2,100.0,21.046643339662563,26.73830594184577,7.724810400866749,2.275189599133251,历史2/2次成功; 当前距低点2.28%; 最新日涨幅1.45%; 状态bottom_area; 底部未确认
7,83.83380115583574,80.67231840743621,600421,退市华嵘,bottom_area,2023-06-27,10.36,2023-06-27,10.06,2.9821073558648004,4.07554671968191,28.449502133712656,False,0.2904,1.9805,1,1,1,100.0,44.900662251655625,44.900662251655625,7.0178926441352,2.9821073558648004,历史1/1次成功; 当前距低点2.98%; 最新日涨幅0.29%; 状态bottom_area; 底部未确认
8,82.59499484221239,78.40526767804205,300364,中文在线,bottom_area,2023-06-27,18.04,2023-06-27,17.64,2.2675736961451167,4.761904761904761,27.347611202635914,False,0.7259,8.8797,4,5,4,80.0,17.28675110351035,20.7773851590106,7.732426303854884,2.2675736961451167,历史4/5次成功; 当前距低点2.27%; 最新日涨幅0.73%; 状态bottom_area; 底部未确认
9,82.51050788746545,77.26079210931948,001219,青岛食品,bottom_area,2023-06-27,17.69,2023-06-26,17.42,1.5499425947187115,1.6073478760045785,29.158194387962578,False,0.683,2.226,3,4,3,75.0,13.170221641280364,16.264559068219636,8.450057405281289,1.5499425947187115,历史3/4次成功; 当前距低点1.55%; 最新日涨幅0.68%; 状态bottom_area; 底部未确认
10,82.40357873979922,77.58596638655465,300370,安控科技,bottom_area,2023-06-27,2.77,2023-06-26,2.72,1.8382352941176405,6.249999999999997,27.46666666666666,False,1.8382,2.329,1,1,1,100.0,14.285714285714285,14.285714285714285,8.16176470588236,1.8382352941176405,历史1/1次成功; 当前距低点1.84%; 最新日涨幅1.84%; 状态bottom_area; 底部未确认
11,82.30887935929627,79.20809725736083,688302,海创药业,bottom_area,2023-06-27,54.18,2023-06-26,52.61,2.984223531647976,5.873408097319908,29.70336718332443,False,2.5554,1.4328,1,1,1,100.0,37.054445750097926,37.054445750097926,7.015776468352025,2.984223531647976,历史1/1次成功; 当前距低点2.98%; 最新日涨幅2.56%; 状态bottom_area; 底部未确认
