rank,rank_score,probability_score,code,name,current_stage,latest_date,latest_close,current_low_date,current_low_price,current_low_to_latest_pct,current_low_to_high_pct,current_drawdown_pct,current_is_bottom_confirmed,latest_pct_chg,latest_turn,historical_valid_event_count,history_sample_count,history_success_count,history_success_rate_pct,history_avg_rebound_pct,history_max_rebound_pct,upside_to_20pct_target_pct,risk_back_to_low_pct,reason
1,85.97501861926055,85.18109770857866,603030,全筑股份,bottom_area,2024-04-17,2.06,2024-04-16,1.99,3.5175879396984957,7.035175879396981,30.175438596491233,False,3.5176,1.4093,5,5,5,100.0,25.70536672629696,50.5813953488372,4.482412060301504,3.5175879396984957,历史5/5次成功; 当前距低点3.52%; 最新日涨幅3.52%; 状态bottom_area; 底部未确认
2,84.10680858379254,81.90668734702575,688276,百克生物,bottom_area,2024-04-17,41.1,2024-04-15,40.05,2.6217228464419584,5.86766541822722,27.445652173913054,False,1.7831,1.2436,3,3,3,100.0,13.786104499534513,16.844155844155843,5.378277153558042,2.6217228464419584,历史3/3次成功; 当前距低点2.62%; 最新日涨幅1.78%; 状态bottom_area; 底部未确认
3,84.09546739522744,82.44732718240748,002432,九安医疗,bottom_area,2024-04-17,40.9,2024-04-17,39.72,2.9707955689828798,3.57502517623364,27.75554747180793,False,0.8383,2.9503,2,2,2,100.0,37.638392901550795,65.03496503496503,5.029204431017121,2.9707955689828798,历史2/2次成功; 当前距低点2.97%; 最新日涨幅0.84%; 状态bottom_area; 底部未确认
4,83.36538054904997,82.5979624429661,301367,瑞迈特,confirmed_rebound,2024-04-17,75.6,2024-04-16,73.03,3.5191017390113557,8.024099685060932,28.387919199843108,False,3.4766,2.5071,4,4,4,100.0,22.05115273070954,32.411969715178486,4.480898260988645,3.5191017390113557,历史4/4次成功; 当前距低点3.52%; 最新日涨幅3.48%; 状态confirmed_rebound; 底部未确认
5,81.81111743123957,80.78963036963034,688232,新点软件,bottom_area,2024-04-17,20.69,2024-04-16,20.02,3.3466533466533557,5.794205794205795,29.803646563814866,False,2.8841,2.4632,1,1,1,100.0,51.87398153177622,51.87398153177622,4.653346653346644,3.3466533466533557,历史1/1次成功; 当前距低点3.35%; 最新日涨幅2.88%; 状态bottom_area; 底部未确认
6,81.2574343543334,78.25835355465804,688114,华大智造,bottom_area,2024-04-17,53.9,2024-04-15,52.82,2.0446800454373313,4.770920106020453,29.033991670025532,False,0.5597,0.6322,1,1,1,100.0,20.431312141156706,20.431312141156706,5.955319954562668,2.0446800454373313,历史1/1次成功; 当前距低点2.04%; 最新日涨幅0.56%; 状态bottom_area; 底部未确认
7,76.48280280616878,76.97750589112002,000042,中洲控股,bottom_area,2024-04-17,3.61,2024-04-17,3.46,4.335260115606934,6.06936416184971,32.81553398058253,False,2.849,2.2522,2,2,2,100.0,24.956445993031362,28.57142857142858,3.6647398843930667,4.335260115606934,历史2/2次成功; 当前距低点4.34%; 最新日涨幅2.85%; 状态bottom_area; 底部未确认
8,74.42816548245555,75.05865821143158,688277,天智航,bottom_area,2024-04-17,8.0,2024-04-16,7.66,4.438642297650128,6.788511749347252,29.981718464351005,False,4.4386,0.9014,2,2,2,100.0,15.907326075665967,20.469798657718112,3.5613577023498717,4.438642297650128,历史2/2次成功; 当前距低点4.44%; 最新日涨幅4.44%; 状态bottom_area; 底部未确认
9,74.21315352805325,74.92525888849016,002558,巨人网络,bottom_area,2024-04-17,10.69,2024-04-16,10.23,4.496578690127068,7.038123167155414,28.109627547434997,False,4.191,2.3803,2,2,2,100.0,15.900313451504728,18.872870249017044,3.5034213098729325,4.496578690127068,历史2/2次成功; 当前距低点4.50%; 最新日涨幅4.19%; 状态bottom_area; 底部未确认
10,72.68916704852919,73.82937317327236,603259,药明康德,bottom_area,2024-04-17,43.15,2024-04-16,41.17,4.809327179985418,5.78090842846732,30.078125,False,4.7584,4.4078,2,2,2,100.0,13.842145933543593,14.040390163483993,3.1906728200145817,4.809327179985418,历史2/2次成功; 当前距低点4.81%; 最新日涨幅4.76%; 状态bottom_area; 底部未确认
11,72.52575543574807,72.93658890024346,301520,万邦医药,confirmed_rebound,2024-04-17,42.75,2024-04-16,40.99,4.293730178092212,10.026835813613074,27.80908770693906,False,3.6112,6.9853,1,1,1,100.0,29.60372960372961,29.60372960372961,3.706269821907788,4.293730178092212,历史1/1次成功; 当前距低点4.29%; 最新日涨幅3.61%; 状态confirmed_rebound; 底部未确认
