rank,rank_score,probability_score,code,name,current_stage,latest_date,latest_close,current_low_date,current_low_price,current_low_to_latest_pct,current_low_to_high_pct,current_drawdown_pct,current_is_bottom_confirmed,latest_pct_chg,latest_turn,historical_valid_event_count,history_sample_count,history_success_count,history_success_rate_pct,history_avg_rebound_pct,history_max_rebound_pct,upside_to_20pct_target_pct,risk_back_to_low_pct,reason
1,91.04761184752775,82.25938414382556,000983,山西焦煤,bottom_area,2023-04-21,10.46,2023-04-11,10.25,2.0487804878048865,8.097560975609756,27.715091678420308,True,-1.6917,0.8748,3,3,3,100.0,21.938729333444627,27.212389380530986,12.951219512195115,2.0487804878048865,历史3/3次成功; 当前距低点2.05%; 最新日涨幅-1.69%; 状态bottom_area; 底部已确认
2,88.94718628640051,78.3521453287197,300586,美联新材,bottom_area,2023-04-21,14.55,2023-04-21,14.45,0.6920415224913594,4.775086505190321,29.854368932038845,False,-1.6892,1.3666,2,2,2,100.0,69.69134206257787,124.33414043583537,14.30795847750864,0.6920415224913594,历史2/2次成功; 当前距低点0.69%; 最新日涨幅-1.69%; 状态bottom_area; 底部未确认
3,87.48197955115864,76.07128656622491,000620,盈新发展,bottom_area,2023-04-21,2.08,2023-04-21,2.08,0.0,0.0,32.467532467532465,False,-9.9567,0.5753,3,3,3,100.0,35.0606804635748,58.4192439862543,15.0,0.0,历史3/3次成功; 当前距低点0.00%; 最新日涨幅-9.96%; 状态bottom_area; 底部未确认
4,86.83267276678775,76.01367346938774,605133,嵘泰股份,bottom_area,2023-04-21,28.03,2023-04-21,27.93,0.3580379520229195,3.1865377730039404,27.151799687010964,False,-1.993,4.7567,1,1,1,100.0,60.01483679525222,60.01483679525222,14.641962047977081,0.3580379520229195,历史1/1次成功; 当前距低点0.36%; 最新日涨幅-1.99%; 状态bottom_area; 底部未确认
5,86.70059425603463,75.57484194169112,002843,泰嘉股份,bottom_area,2023-04-21,15.44,2023-04-21,15.42,0.12970168612191682,3.7613488975356684,28.478664192949903,False,-2.6482,1.0575,2,2,2,100.0,28.175063365855337,31.56626506024095,14.870298313878083,0.12970168612191682,历史2/2次成功; 当前距低点0.13%; 最新日涨幅-2.65%; 状态bottom_area; 底部未确认
6,85.7325,74.55000000000001,600172,黄河旋风,bottom_area,2023-04-21,4.79,2023-04-21,4.79,0.0,3.757828810020871,30.174927113702626,False,-2.6423,2.0309,1,1,1,100.0,51.074589127686465,51.074589127686465,15.0,0.0,历史1/1次成功; 当前距低点0.00%; 最新日涨幅-2.64%; 状态bottom_area; 底部未确认
7,83.95645223215044,73.28899960143485,000935,四川双马,bottom_area,2023-04-21,19.34,2023-04-21,19.3,0.20725388601035827,3.8860103626943006,28.306092124814263,False,-3.7811,0.6305,1,1,1,100.0,43.71794871794874,43.71794871794874,14.79274611398964,0.20725388601035827,历史1/1次成功; 当前距低点0.21%; 最新日涨幅-3.78%; 状态bottom_area; 底部未确认
8,83.2070634095634,72.35396818222905,002350,北京科锐,bottom_area,2023-04-21,6.98,2023-04-21,6.98,0.0,3.2951289398280736,29.208924949290054,False,-2.6499,1.7879,2,2,2,100.0,21.526710657145447,23.07692307692308,15.0,0.0,历史2/2次成功; 当前距低点0.00%; 最新日涨幅-2.65%; 状态bottom_area; 底部未确认
9,82.23454832122243,72.25048416346843,002397,梦洁股份,bottom_area,2023-04-21,3.64,2023-04-21,3.62,0.5524861878453043,4.419889502762422,32.83858998144712,False,-3.7037,2.6765,1,1,1,100.0,42.36641221374045,42.36641221374045,14.447513812154694,0.5524861878453043,历史1/1次成功; 当前距低点0.55%; 最新日涨幅-3.70%; 状态bottom_area; 底部未确认
10,81.48270068857276,71.22964477824016,002385,大北农,bottom_area,2023-04-21,7.1,2023-04-21,7.08,0.28248587570620864,2.25988700564972,28.41253791708797,False,-0.6993,0.9571,1,1,1,100.0,23.353293413173663,23.353293413173663,14.71751412429379,0.28248587570620864,历史1/1次成功; 当前距低点0.28%; 最新日涨幅-0.70%; 状态bottom_area; 底部未确认
11,80.96441870058011,70.40384234833054,300665,飞鹿股份,bottom_area,2023-04-21,7.28,2023-04-21,7.28,0.0,3.983516483516484,29.457364341085267,False,-4.2105,2.0745,2,2,2,100.0,21.25721692650826,22.6044226044226,15.0,0.0,历史2/2次成功; 当前距低点0.00%; 最新日涨幅-4.21%; 状态bottom_area; 底部未确认
12,80.29516000260564,70.5905418302837,300530,领湃科技,bottom_area,2023-04-21,22.32,2023-04-21,22.19,0.5858494817485308,3.3348355114916557,30.764430577223077,False,-1.3699,0.2321,3,4,3,75.0,27.802573379948058,34.07510431154381,14.414150518251468,0.5858494817485308,历史3/4次成功; 当前距低点0.59%; 最新日涨幅-1.37%; 状态bottom_area; 底部未确认
13,80.1171922926529,72.95366933944256,002146,荣盛发展,bottom_area,2023-04-21,1.66,2023-04-21,1.62,2.469135802469124,5.5555555555555465,28.318584070796447,False,-0.5988,1.3032,1,1,1,100.0,19.587628865979376,19.587628865979376,12.530864197530875,2.469135802469124,历史1/1次成功; 当前距低点2.47%; 最新日涨幅-0.60%; 状态bottom_area; 底部未确认
14,78.21178240183794,68.59049170954835,600366,宁波韵升,bottom_area,2023-04-21,8.84,2023-04-21,8.8,0.4545454545454448,4.545454545454529,29.880478087649397,False,-3.5987,2.0695,1,1,1,100.0,21.488469601677156,21.488469601677156,14.545454545454556,0.4545454545454448,历史1/1次成功; 当前距低点0.45%; 最新日涨幅-3.60%; 状态bottom_area; 底部未确认
15,78.08055660791963,69.07855921661867,601369,陕鼓动力,bottom_area,2023-04-21,9.83,2023-04-21,9.74,0.9240246406570828,3.5934291581108795,27.150336574420336,False,0.3061,1.0628,2,3,2,66.66666666666666,36.068111455108365,55.572755417956664,14.075975359342916,0.9240246406570828,历史2/3次成功; 当前距低点0.92%; 最新日涨幅0.31%; 状态bottom_area; 底部未确认
