rank,rank_score,probability_score,code,name,current_stage,latest_date,latest_close,current_low_date,current_low_price,current_low_to_latest_pct,current_low_to_high_pct,current_drawdown_pct,current_is_bottom_confirmed,latest_pct_chg,latest_turn,historical_valid_event_count,history_sample_count,history_success_count,history_success_rate_pct,history_avg_rebound_pct,history_max_rebound_pct,upside_to_20pct_target_pct,risk_back_to_low_pct,reason
1,86.8625546366828,79.57769230769229,000762,西藏矿业,bottom_area,2022-10-21,40.09,2022-10-12,39.0,2.7948717948718036,9.717948717948715,29.66636609558161,True,-1.2562,2.5495,1,1,1,100.0,71.15671641791043,71.15671641791043,12.205128205128196,2.7948717948718036,历史1/1次成功; 当前距低点2.79%; 最新日涨幅-1.26%; 状态bottom_area; 底部已确认
2,79.71352620310395,72.62162208103366,002677,浙江美大,bottom_area,2022-10-21,11.09,2022-10-11,10.82,2.4953789279112715,6.931608133086876,27.81854569713142,False,-0.0901,0.2864,1,1,1,100.0,18.124118476727787,18.124118476727787,12.504621072088728,2.4953789279112715,历史1/1次成功; 当前距低点2.50%; 最新日涨幅-0.09%; 状态bottom_area; 底部未确认
3,77.07441988656265,72.02938641648255,000683,博源化工,bottom_area,2022-10-21,7.26,2022-10-12,6.99,3.8626609442060027,9.442060085836912,28.891149542217697,True,-2.1563,0.6277,1,1,1,100.0,22.50673854447439,22.50673854447439,11.137339055793996,3.8626609442060027,历史1/1次成功; 当前距低点3.86%; 最新日涨幅-2.16%; 状态bottom_area; 底部已确认
4,77.03498365364298,73.35811016144349,600126,杭钢股份,bottom_area,2022-10-21,4.09,2022-10-11,3.9,4.8717948717948705,7.179487179487174,31.698774080560423,True,0.0,0.1501,1,1,1,100.0,19.54732510288064,19.54732510288064,10.128205128205128,4.8717948717948705,历史1/1次成功; 当前距低点4.87%; 最新日涨幅0.00%; 状态bottom_area; 底部已确认
5,64.04356244795666,59.122784140602214,600346,恒力石化,bottom_area,2022-10-21,16.1,2022-10-20,15.6,3.205128205128217,6.2179487179487225,27.74432607688745,False,1.7699,0.5157,1,2,1,50.0,23.443421765024375,23.443421765024375,11.794871794871783,3.205128205128217,历史1/2次成功; 当前距低点3.21%; 最新日涨幅1.77%; 状态bottom_area; 底部未确认
6,63.87491680544099,60.61783889468197,601919,中远海控,bottom_area,2022-10-21,11.39,2022-10-10,10.88,4.687499999999998,8.915441176470578,28.13738441215323,True,0.5296,0.5405,1,2,1,50.0,40.45881126173098,40.45881126173098,10.312500000000002,4.687499999999998,历史1/2次成功; 当前距低点4.69%; 最新日涨幅0.53%; 状态bottom_area; 底部已确认
7,57.885899907919,55.226316758747714,000889,中嘉博创,bottom_area,2022-10-21,1.9,2022-10-12,1.81,4.972375690607727,11.049723756906062,28.74015748031496,True,0.0,1.298,1,3,1,33.33333333333333,34.408602150537625,34.408602150537625,10.027624309392271,4.972375690607727,历史1/3次成功; 当前距低点4.97%; 最新日涨幅0.00%; 状态bottom_area; 底部已确认
8,57.389312499999996,49.90375,600303,曙光股份,bottom_area,2022-10-21,6.62,2022-10-21,6.62,0.0,2.2658610271903243,31.185031185031175,False,-5.0215,3.6776,1,2,1,50.0,19.37499999999999,19.37499999999999,15.0,0.0,历史1/2次成功; 当前距低点0.00%; 最新日涨幅-5.02%; 状态bottom_area; 底部未确认
