rank,rank_score,probability_score,code,name,current_stage,latest_date,latest_close,current_low_date,current_low_price,current_low_to_latest_pct,current_low_to_high_pct,current_drawdown_pct,current_is_bottom_confirmed,latest_pct_chg,latest_turn,historical_valid_event_count,history_sample_count,history_success_count,history_success_rate_pct,history_avg_rebound_pct,history_max_rebound_pct,upside_to_20pct_target_pct,risk_back_to_low_pct,reason
1,84.20965292375278,77.97190085532665,000506,招金黄金,bottom_area,2024-05-13,3.55,2024-05-13,3.55,0.0,0.0,31.467181467181465,False,-5.0802,0.0255,4,4,4,100.0,28.61237018992825,67.59259259259258,8.0,0.0,历史4/4次成功; 当前距低点0.00%; 最新日涨幅-5.08%; 状态bottom_area; 底部未确认
2,83.67923787550147,80.46378424522086,605155,西大门,bottom_area,2024-05-13,10.39,2024-05-13,10.19,1.9627085377821498,2.944062806673216,32.87220026350462,False,-1.0476,1.4471,2,2,2,100.0,37.09010597507621,57.16054477919933,6.03729146221785,1.9627085377821498,历史2/2次成功; 当前距低点1.96%; 最新日涨幅-1.05%; 状态bottom_area; 底部未确认
3,76.13931083443724,75.45873257902281,688276,百克生物,confirmed_rebound,2024-05-13,39.56,2024-04-26,38.21,3.53310651661869,9.343103899502749,30.778985507246382,True,-2.2969,1.6578,3,3,3,100.0,13.786104499534513,16.844155844155843,4.46689348338131,3.53310651661869,历史3/3次成功; 当前距低点3.53%; 最新日涨幅-2.30%; 状态confirmed_rebound; 底部已确认
4,75.91199490135071,70.66663632851265,605108,同庆楼,bottom_area,2024-05-13,25.22,2024-05-13,25.15,0.2783300198807169,4.85089463220677,27.417027417027416,False,-4.3247,1.9794,2,2,2,100.0,13.82381061204675,17.52165223184544,7.721669980119284,0.2783300198807169,历史2/2次成功; 当前距低点0.28%; 最新日涨幅-4.32%; 状态bottom_area; 底部未确认
5,72.27919708029198,66.92518248175183,603023,威帝股份,bottom_area,2024-05-13,2.13,2024-05-13,2.13,0.0,2.8169014084507067,27.303754266211612,False,-4.9107,2.3938,1,1,1,100.0,19.22141119221411,19.22141119221411,8.0,0.0,历史1/1次成功; 当前距低点0.00%; 最新日涨幅-4.91%; 状态bottom_area; 底部未确认
6,64.02486062334135,59.935353610378606,688287,退市观典,confirmed_rebound,2024-05-13,7.07,2024-05-13,7.03,0.5689900426742537,9.81507823613086,29.559118236472948,False,-9.2426,4.1763,2,3,2,66.66666666666666,25.46228086564107,36.70473083197391,7.431009957325746,0.5689900426742537,历史2/3次成功; 当前距低点0.57%; 最新日涨幅-9.24%; 状态confirmed_rebound; 底部未确认
