rank,rank_score,probability_score,code,name,current_stage,latest_date,latest_close,current_low_date,current_low_price,current_low_to_latest_pct,current_low_to_high_pct,current_drawdown_pct,current_is_bottom_confirmed,latest_pct_chg,latest_turn,historical_valid_event_count,history_sample_count,history_success_count,history_success_rate_pct,history_avg_rebound_pct,history_max_rebound_pct,upside_to_20pct_target_pct,risk_back_to_low_pct,reason
1,63.60434614539865,58.89291309759134,002425,凯撒文化,bottom_area,2024-09-25,2.05,2024-09-25,2.05,0.0,0.0,30.27210884353742,False,-5.0926,0.2415,2,3,2,66.66666666666666,14.926056080240135,21.231422505307858,8.0,0.0,历史2/3次成功; 当前距低点0.00%; 最新日涨幅-5.09%; 状态bottom_area; 底部未确认
