rank,rank_score,probability_score,code,name,current_stage,latest_date,latest_close,current_low_date,current_low_price,current_low_to_latest_pct,current_low_to_high_pct,current_drawdown_pct,current_is_bottom_confirmed,latest_pct_chg,latest_turn,historical_valid_event_count,history_sample_count,history_success_count,history_success_rate_pct,history_avg_rebound_pct,history_max_rebound_pct,upside_to_20pct_target_pct,risk_back_to_low_pct,reason
1,91.94948724532121,86.98300988416715,300521,爱司凯,bottom_area,2024-09-18,9.99,2024-09-18,9.88,1.1133603238866339,3.2388663967611184,28.920863309352512,False,-0.6958,1.2849,6,6,6,100.0,28.395007648541178,73.27586206896554,6.886639676113367,1.1133603238866339,历史6/6次成功; 当前距低点1.11%; 最新日涨幅-0.70%; 状态bottom_area; 底部未确认
38,77.54195802330715,75.00834288583022,002840,华统股份,bottom_area,2024-09-18,9.9,2024-09-18,9.68,2.2727272727272796,4.648760330578523,32.35499650593991,False,-1.7857,2.6102,2,2,2,100.0,11.560005740045224,14.46540880503144,5.72727272727272,2.2727272727272796,历史2/2次成功; 当前距低点2.27%; 最新日涨幅-1.79%; 状态bottom_area; 底部未确认
39,77.29864615356097,73.58134003044793,002140,东华科技,bottom_area,2024-09-18,6.35,2024-09-18,6.26,1.43769968051118,2.8753993610223736,30.444444444444446,False,-0.626,0.4925,1,1,1,100.0,10.318791946308728,10.318791946308728,6.56230031948882,1.43769968051118,历史1/1次成功; 当前距低点1.44%; 最新日涨幅-0.63%; 状态bottom_area; 底部未确认
40,76.73992858618372,74.86661418713989,000883,湖北能源,bottom_area,2024-09-18,4.54,2024-09-11,4.42,2.714932126696835,4.977375565610854,28.70967741935484,False,0.2208,0.2312,1,1,1,100.0,10.412147505422983,10.412147505422983,5.285067873303165,2.714932126696835,历史1/1次成功; 当前距低点2.71%; 最新日涨幅0.22%; 状态bottom_area; 底部未确认
41,76.41276850619919,72.89595597372627,601566,九牧王,bottom_area,2024-09-18,6.55,2024-09-18,6.45,1.5503875968992191,2.7906976744186003,28.8864388092613,False,-0.4559,0.2079,1,1,1,100.0,8.015267175572518,8.015267175572518,6.449612403100781,1.5503875968992191,历史1/1次成功; 当前距低点1.55%; 最新日涨幅-0.46%; 状态bottom_area; 底部未确认
42,76.33502089897156,73.6270744716506,000690,宝新能源,bottom_area,2024-09-18,3.85,2024-09-18,3.77,2.1220159151193654,3.183023872679048,27.91586998087955,False,-0.5168,0.9643,1,1,1,100.0,18.953068592057758,18.953068592057758,5.877984084880635,2.1220159151193654,历史1/1次成功; 当前距低点2.12%; 最新日涨幅-0.52%; 状态bottom_area; 底部未确认
43,76.29837256897335,75.87093070584186,000155,川能动力,bottom_area,2024-09-18,9.23,2024-08-23,8.9,3.707865168539327,7.752808988764039,29.08366533864542,True,-1.7039,0.5104,2,2,2,100.0,24.596039194147934,37.70685579196216,4.2921348314606735,3.707865168539327,历史2/2次成功; 当前距低点3.71%; 最新日涨幅-1.70%; 状态bottom_area; 底部已确认
44,76.2733558982175,71.57469722366135,300761,立华股份,bottom_area,2024-09-18,17.39,2024-09-18,17.27,0.694846554719172,2.374059061957152,30.6425702811245,False,-1.0245,0.5033,1,1,1,100.0,30.263157894736853,30.263157894736853,7.305153445280828,0.694846554719172,历史1/1次成功; 当前距低点0.69%; 最新日涨幅-1.02%; 状态bottom_area; 底部未确认
45,75.03163887907093,72.14580661449128,601866,中远海发,bottom_area,2024-09-18,2.08,2024-09-18,2.04,1.960784313725492,3.4313725490195996,28.671328671328666,False,-0.9524,0.4407,1,1,1,100.0,9.012875536480685,9.012875536480685,6.039215686274509,1.960784313725492,历史1/1次成功; 当前距低点1.96%; 最新日涨幅-0.95%; 状态bottom_area; 底部未确认
46,74.9152380486755,74.35973740986896,002230,科大讯飞,bottom_area,2024-09-18,33.84,2024-08-28,32.66,3.6129822412737505,6.705450091855496,28.093350946719518,False,0.0591,0.5059,1,1,1,100.0,18.69535978480161,18.69535978480161,4.38701775872625,3.6129822412737505,历史1/1次成功; 当前距低点3.61%; 最新日涨幅0.06%; 状态bottom_area; 底部未确认
47,74.64895372268313,69.32512587433655,002036,联创电子,bottom_area,2024-09-18,6.49,2024-09-18,6.48,0.15432098765431768,4.475308641975295,30.247578040904187,False,-4.8387,7.3596,4,5,4,80.0,15.091278097787045,22.210743801652896,7.845679012345682,0.15432098765431768,历史4/5次成功; 当前距低点0.15%; 最新日涨幅-4.84%; 状态bottom_area; 底部未确认
48,73.59157570707526,71.96928464977644,000898,鞍钢股份,bottom_area,2024-09-18,1.81,2024-09-18,1.76,2.8409090909090935,4.545454545454549,32.30769230769231,False,-1.6304,0.6514,1,1,1,100.0,18.852459016393443,18.852459016393443,5.1590909090909065,2.8409090909090935,历史1/1次成功; 当前距低点2.84%; 最新日涨幅-1.63%; 状态bottom_area; 底部未确认
49,72.26912710444427,67.78036144578313,601033,永兴股份,bottom_area,2024-09-18,12.08,2024-09-18,12.0,0.6666666666666672,2.41666666666666,28.783382789317514,False,-0.9836,1.8469,1,1,1,100.0,9.518072289156615,9.518072289156615,7.333333333333333,0.6666666666666672,历史1/1次成功; 当前距低点0.67%; 最新日涨幅-0.98%; 状态bottom_area; 底部未确认
50,71.91213632552656,67.69249382309339,688009,中国通号,bottom_area,2024-09-18,4.71,2024-09-18,4.67,0.856531049250536,4.282655246252681,28.153846153846157,False,-4.0733,0.3839,1,1,1,100.0,21.588089330024815,21.588089330024815,7.1434689507494635,0.856531049250536,历史1/1次成功; 当前距低点0.86%; 最新日涨幅-4.07%; 状态bottom_area; 底部未确认
51,71.20391029832986,70.48036619221784,688187,时代电气,confirmed_rebound,2024-09-18,43.25,2024-09-10,41.8,3.4688995215311076,9.569377990430622,27.114210985178733,True,-1.7715,1.1078,1,1,1,100.0,19.566973662950396,19.566973662950396,4.531100478468892,3.4688995215311076,历史1/1次成功; 当前距低点3.47%; 最新日涨幅-1.77%; 状态confirmed_rebound; 底部已确认
52,68.92602787074985,68.41247577378843,300337,银邦股份,bottom_area,2024-09-18,7.46,2024-09-18,7.2,3.611111111111108,4.583333333333335,31.297709923664126,False,0.8108,4.272,2,3,2,66.66666666666666,25.586787314274673,34.09610983981694,4.388888888888892,3.611111111111108,历史2/3次成功; 当前距低点3.61%; 最新日涨幅0.81%; 状态bottom_area; 底部未确认
53,66.07084694338836,64.08570066030812,000922,佳电股份,bottom_area,2024-09-18,8.91,2024-09-18,8.7,2.413793103448286,2.9885057471264553,30.6772908366534,False,1.25,0.8098,1,2,1,50.0,40.42553191489362,40.42553191489362,5.5862068965517135,2.413793103448286,历史1/2次成功; 当前距低点2.41%; 最新日涨幅1.25%; 状态bottom_area; 底部未确认
54,58.46126407874392,56.079337575535604,000625,长安汽车,confirmed_rebound,2024-09-18,11.64,2024-08-29,11.43,1.8372703412073568,8.136482939632543,29.138251704897705,True,-0.0858,0.7612,1,2,1,50.0,13.808139534883724,13.808139534883724,6.162729658792643,1.8372703412073568,历史1/2次成功; 当前距低点1.84%; 最新日涨幅-0.09%; 状态confirmed_rebound; 底部已确认
