rank,rank_score,probability_score,code,name,current_stage,latest_date,latest_close,current_low_date,current_low_price,current_low_to_latest_pct,current_low_to_high_pct,current_drawdown_pct,current_is_bottom_confirmed,latest_pct_chg,latest_turn,historical_valid_event_count,history_sample_count,history_success_count,history_success_rate_pct,history_avg_rebound_pct,history_max_rebound_pct,upside_to_20pct_target_pct,risk_back_to_low_pct,reason
1,91.94948724532121,86.98300988416715,300521,爱司凯,bottom_area,2024-09-18,9.99,2024-09-18,9.88,1.1133603238866339,3.2388663967611184,28.920863309352512,False,-0.6958,1.2849,6,6,6,100.0,28.395007648541178,73.27586206896554,6.886639676113367,1.1133603238866339,历史6/6次成功; 当前距低点1.11%; 最新日涨幅-0.70%; 状态bottom_area; 底部未确认
2,87.47998301781648,83.587207360731,603060,国检集团,bottom_area,2024-09-18,5.6,2024-09-18,5.51,1.6333938294010864,3.629764065335757,29.719387755102044,False,-1.5817,0.9429,4,4,4,100.0,16.51260909551329,36.2098138747885,6.366606170598914,1.6333938294010864,历史4/4次成功; 当前距低点1.63%; 最新日涨幅-1.58%; 状态bottom_area; 底部未确认
3,86.22851581830332,81.4011444649585,000591,太阳能,bottom_area,2024-09-18,4.02,2024-08-23,3.98,1.0050251256281304,7.035175879396981,28.158844765342963,True,-0.2481,0.3685,2,2,2,100.0,21.19678360962714,32.84132841328414,6.99497487437187,1.0050251256281304,历史2/2次成功; 当前距低点1.01%; 最新日涨幅-0.25%; 状态bottom_area; 底部已确认
4,85.24297662837742,82.15191092757715,300400,劲拓股份,bottom_area,2024-09-18,11.29,2024-09-18,11.06,2.079566003616624,3.526220614828199,28.64516129032258,False,-0.5286,2.7217,5,5,5,100.0,14.265168902274414,27.014218009478668,5.920433996383376,2.079566003616624,历史5/5次成功; 当前距低点2.08%; 最新日涨幅-0.53%; 状态bottom_area; 底部未确认
5,84.85299922581176,81.75827856991312,300455,航天智装,bottom_area,2024-09-18,9.87,2024-09-18,9.67,2.06825232678386,3.3092037228541913,29.82583454281567,False,-0.6042,0.8971,3,3,3,100.0,28.676848790216763,53.103448275862064,5.931747673216139,2.06825232678386,历史3/3次成功; 当前距低点2.07%; 最新日涨幅-0.60%; 状态bottom_area; 底部未确认
6,83.57046758541344,81.14086646664029,600262,北方股份,bottom_area,2024-09-18,15.79,2024-08-29,15.41,2.4659312134977225,7.722258273848159,31.48065807025344,True,0.5092,1.9333,2,2,2,100.0,15.232202330188693,17.269624573378834,5.534068786502278,2.4659312134977225,历史2/2次成功; 当前距低点2.47%; 最新日涨幅0.51%; 状态bottom_area; 底部已确认
7,83.05344798472866,78.45098991000819,002674,兴业科技,bottom_area,2024-09-18,7.8,2024-09-18,7.72,1.0362694300518145,2.9792746113989694,32.16168717047452,False,-1.0152,0.4385,1,1,1,100.0,31.578947368421055,31.578947368421055,6.9637305699481855,1.0362694300518145,历史1/1次成功; 当前距低点1.04%; 最新日涨幅-1.02%; 状态bottom_area; 底部未确认
8,83.04809297048823,80.38587699895268,002732,燕塘乳业,bottom_area,2024-09-18,13.31,2024-08-23,13.01,2.30591852421215,7.455803228285938,29.599567099567103,True,-1.1144,0.2811,3,3,3,100.0,15.018124914819245,25.344352617079892,5.694081475787851,2.30591852421215,历史3/3次成功; 当前距低点2.31%; 最新日涨幅-1.11%; 状态bottom_area; 底部已确认
9,82.91750552586024,78.21174971466108,002806,华锋股份,bottom_area,2024-09-18,8.39,2024-09-18,8.31,0.9626955475330934,3.2490974729241824,32.05233033524121,False,-1.6413,4.3123,4,4,4,100.0,19.229546037830822,34.66407010710809,7.037304452466906,0.9626955475330934,历史4/4次成功; 当前距低点0.96%; 最新日涨幅-1.64%; 状态bottom_area; 底部未确认
10,82.48698716303724,78.92857651901454,000539,粤电力A,bottom_area,2024-09-18,4.17,2024-09-18,4.1,1.7073170731707388,2.1951219512195306,31.8936877076412,False,0.2404,0.3475,1,1,1,100.0,19.89924433249369,19.89924433249369,6.2926829268292614,1.7073170731707388,历史1/1次成功; 当前距低点1.71%; 最新日涨幅0.24%; 状态bottom_area; 底部未确认
11,82.39276918917619,78.32413951421799,000726,鲁泰A,bottom_area,2024-09-18,5.19,2024-09-18,5.12,1.3671875000000056,1.9531249999999931,32.185430463576154,False,0.0,0.6171,1,1,1,100.0,12.480252764612954,12.480252764612954,6.632812499999995,1.3671875000000056,历史1/1次成功; 当前距低点1.37%; 最新日涨幅0.00%; 状态bottom_area; 底部未确认
12,82.17312999101269,78.33807213144351,002682,龙洲股份,bottom_area,2024-09-18,3.35,2024-09-18,3.3,1.5151515151515234,3.63636363636364,31.392931392931388,False,-1.7595,2.1177,2,2,2,100.0,20.175363365532185,26.929674099485425,6.484848484848476,1.5151515151515234,历史2/2次成功; 当前距低点1.52%; 最新日涨幅-1.76%; 状态bottom_area; 底部未确认
13,81.89980160867468,79.93251080451151,605266,健之佳,bottom_area,2024-09-18,17.65,2024-09-18,17.18,2.73573923166472,6.984866123399297,27.203389830508478,False,-3.1284,3.8622,5,5,5,100.0,20.591377702726223,33.154615273148806,5.26426076833528,2.73573923166472,历史5/5次成功; 当前距低点2.74%; 最新日涨幅-3.13%; 状态bottom_area; 底部未确认
14,81.65927700527604,77.41874424445516,603291,联合水务,bottom_area,2024-09-18,9.07,2024-09-18,8.96,1.227678571428565,2.45535714285713,30.8108108108108,False,-0.5482,0.9142,2,2,2,100.0,11.708878426410102,12.102772143340088,6.772321428571434,1.227678571428565,历史2/2次成功; 当前距低点1.23%; 最新日涨幅-0.55%; 状态bottom_area; 底部未确认
15,81.5669408884379,79.28492339429832,000899,赣能股份,bottom_area,2024-09-18,7.31,2024-09-18,7.13,2.524544179523138,3.2258064516129092,28.628628628628633,False,0.9669,0.6315,5,6,5,83.33333333333334,17.943821453106086,27.473958333333325,5.475455820476863,2.524544179523138,历史5/6次成功; 当前距低点2.52%; 最新日涨幅0.97%; 状态bottom_area; 底部未确认
16,81.37609076121629,77.38997688338702,301509,金凯生科,bottom_area,2024-09-18,24.82,2024-09-18,24.48,1.3888888888888884,3.4722222222222134,31.71548117154812,False,-1.3905,1.8657,2,2,2,100.0,13.530341666955287,15.05054819877544,6.6111111111111125,1.3888888888888884,历史2/2次成功; 当前距低点1.39%; 最新日涨幅-1.39%; 状态bottom_area; 底部未确认
17,81.3289429384182,78.85657497461239,300473,德尔股份,bottom_area,2024-09-18,15.82,2024-09-18,15.45,2.3948220064724985,3.3656957928802673,29.612756264236907,False,-0.815,4.9407,3,3,3,100.0,17.0794040288693,21.37137137137137,5.605177993527502,2.3948220064724985,历史3/3次成功; 当前距低点2.39%; 最新日涨幅-0.81%; 状态bottom_area; 底部未确认
18,81.10693036407604,77.37407426226304,000966,长源电力,bottom_area,2024-09-18,3.93,2024-09-18,3.87,1.5503875968992262,2.3255813953488333,28.33333333333334,False,-0.7576,0.3168,2,2,2,100.0,15.424505285985354,20.94117647058823,6.449612403100774,1.5503875968992262,历史2/2次成功; 当前距低点1.55%; 最新日涨幅-0.76%; 状态bottom_area; 底部未确认
19,81.07209983283595,77.03175858770594,002600,领益智造,bottom_area,2024-09-18,6.04,2024-09-18,5.96,1.342281879194632,4.026845637583897,30.616996507566935,False,-2.7375,2.6451,4,5,4,80.0,21.03312511972955,38.381201044386415,6.657718120805368,1.342281879194632,历史4/5次成功; 当前距低点1.34%; 最新日涨幅-2.74%; 状态bottom_area; 底部未确认
20,80.42532928185177,78.67695255833324,000683,博源化工,bottom_area,2024-09-18,5.04,2024-09-18,4.9,2.8571428571428505,3.6734693877550963,29.69870875179339,False,1.4085,0.8801,2,2,2,100.0,15.974399315155651,22.50673854447439,5.1428571428571495,2.8571428571428505,历史2/2次成功; 当前距低点2.86%; 最新日涨幅1.41%; 状态bottom_area; 底部未确认
21,80.3607983624369,75.71352680657864,688358,祥生医疗,bottom_area,2024-09-18,18.99,2024-09-18,18.82,0.9032943676939328,3.2943676939426196,29.274708756106726,False,-1.9618,0.6251,3,3,3,100.0,21.73676325226245,29.46360153256704,7.096705632306068,0.9032943676939328,历史3/3次成功; 当前距低点0.90%; 最新日涨幅-1.96%; 状态bottom_area; 底部未确认
22,80.10976746933495,77.54817610384038,301456,盘古智能,bottom_area,2024-09-18,18.6,2024-09-18,18.18,2.31023102310232,4.510451045104512,27.279999999999998,False,-0.8529,1.4137,1,1,1,100.0,42.34141309953585,42.34141309953585,5.68976897689768,2.31023102310232,历史1/1次成功; 当前距低点2.31%; 最新日涨幅-0.85%; 状态bottom_area; 底部未确认
23,79.82384553778975,77.1696224878732,603132,金徽股份,bottom_area,2024-09-18,10.49,2024-09-18,10.26,2.2417153996101407,3.4113060428849864,31.554369579719815,False,-0.5687,1.0107,2,2,2,100.0,22.799643005292072,33.20754716981132,5.758284600389859,2.2417153996101407,历史2/2次成功; 当前距低点2.24%; 最新日涨幅-0.57%; 状态bottom_area; 底部未确认
24,79.71806462159937,79.07995547082614,000037,深南电A,bottom_area,2024-09-18,6.94,2024-09-18,6.7,3.5820895522388088,4.328358208955224,30.785123966942145,False,2.2091,1.7274,7,8,7,87.5,20.777524999627015,45.16765285996055,4.417910447761191,3.5820895522388088,历史7/8次成功; 当前距低点3.58%; 最新日涨幅2.21%; 状态bottom_area; 底部未确认
25,79.66508766716463,76.8218252018252,601117,中国化学,bottom_area,2024-09-18,6.29,2024-09-10,6.16,2.1103896103896087,4.058441558441558,28.78612716763006,False,1.1254,0.4027,1,1,1,100.0,13.513513513513523,13.513513513513523,5.889610389610392,2.1103896103896087,历史1/1次成功; 当前距低点2.11%; 最新日涨幅1.13%; 状态bottom_area; 底部未确认
26,79.36214296715006,75.41138711140225,600166,福田汽车,bottom_area,2024-09-18,2.26,2024-08-28,2.23,1.345291479820619,7.174887892376688,27.5974025974026,True,-0.8772,0.6002,1,1,1,100.0,9.831460674157306,9.831460674157306,6.654708520179381,1.345291479820619,历史1/1次成功; 当前距低点1.35%; 最新日涨幅-0.88%; 状态bottom_area; 底部已确认
27,79.2745726013658,76.33182972700166,301326,捷邦科技,bottom_area,2024-09-18,30.11,2024-09-18,29.51,2.033209081667224,6.743476787529645,30.054515287982923,False,-5.7,12.1743,2,2,2,100.0,25.954550716144787,41.81240063593006,5.9667909183327765,2.033209081667224,历史2/2次成功; 当前距低点2.03%; 最新日涨幅-5.70%; 状态bottom_area; 底部未确认
28,79.19290497909127,76.86457984212589,601808,中海油服,bottom_area,2024-09-18,13.39,2024-09-18,13.07,2.448355011476666,2.52486610558531,30.25613660618996,False,1.6705,0.1543,1,1,1,100.0,17.88617886178861,17.88617886178861,5.551644988523334,2.448355011476666,历史1/1次成功; 当前距低点2.45%; 最新日涨幅1.67%; 状态bottom_area; 底部未确认
29,79.02663493678695,76.85392254016278,301386,未来电器,bottom_area,2024-09-18,17.29,2024-09-18,16.86,2.5504151838671394,4.3890865954923015,28.224776500638566,False,-0.0578,1.4111,2,2,2,100.0,24.88639332999926,27.880184331797242,5.449584816132861,2.5504151838671394,历史2/2次成功; 当前距低点2.55%; 最新日涨幅-0.06%; 状态bottom_area; 底部未确认
30,78.94212036206169,74.50457612838058,603306,华懋科技,bottom_area,2024-09-18,17.3,2024-09-18,17.13,0.9924109748978501,7.238762405137199,31.287605294825514,False,-3.0269,7.6994,3,3,3,100.0,26.54447930724555,49.205252246026255,7.00758902510215,0.9924109748978501,历史3/3次成功; 当前距低点0.99%; 最新日涨幅-3.03%; 状态bottom_area; 底部未确认
31,78.37675307155874,75.58467819042892,001229,魅视科技,bottom_area,2024-09-18,22.22,2024-09-18,21.76,2.1139705882352815,4.365808823529408,28.23218997361477,False,-1.5071,2.6641,2,2,2,100.0,12.712532965620182,15.47576301615797,5.886029411764719,2.1139705882352815,历史2/2次成功; 当前距低点2.11%; 最新日涨幅-1.51%; 状态bottom_area; 底部未确认
32,78.30342278240529,75.25834644296164,600345,长江通信,bottom_area,2024-09-18,14.73,2024-09-18,14.45,1.9377162629757865,3.1833910034602133,28.323412698412703,False,-0.473,1.4817,1,1,1,100.0,25.46419098143237,25.46419098143237,6.062283737024214,1.9377162629757865,历史1/1次成功; 当前距低点1.94%; 最新日涨幅-0.47%; 状态bottom_area; 底部未确认
33,78.30139888865232,75.02392313873139,603079,圣达生物,bottom_area,2024-09-18,10.31,2024-09-18,10.13,1.7769002961500464,4.6396841066140055,30.616438356164377,False,-0.77,1.794,1,1,1,100.0,22.232558139534888,22.232558139534888,6.223099703849953,1.7769002961500464,历史1/1次成功; 当前距低点1.78%; 最新日涨幅-0.77%; 状态bottom_area; 底部未确认
34,78.19637021975997,76.21898282356885,001286,陕西能源,bottom_area,2024-09-18,8.85,2024-09-11,8.62,2.6682134570765714,3.8283062645011614,31.749802058590664,False,1.3746,1.403,1,1,1,100.0,17.110266159695826,17.110266159695826,5.331786542923429,2.6682134570765714,历史1/1次成功; 当前距低点2.67%; 最新日涨幅1.37%; 状态bottom_area; 底部未确认
35,77.95569815883141,73.0328009788258,603027,千禾味业,bottom_area,2024-09-18,9.91,2024-09-18,9.85,0.6091370558375686,1.8274111675126874,31.692094313453538,False,-0.502,1.2095,1,1,1,100.0,37.051792828685265,37.051792828685265,7.390862944162431,0.6091370558375686,历史1/1次成功; 当前距低点0.61%; 最新日涨幅-0.50%; 状态bottom_area; 底部未确认
36,77.71307503305803,75.77501894746786,300401,花园生物,bottom_area,2024-09-18,12.23,2024-09-10,11.91,2.6868178001679284,6.045340050377839,30.023501762632193,False,-0.0817,2.8663,2,2,2,100.0,20.757868450810403,29.551451187335093,5.313182199832071,2.6868178001679284,历史2/2次成功; 当前距低点2.69%; 最新日涨幅-0.08%; 状态bottom_area; 底部未确认
37,77.54849095245764,73.82935122079537,301518,长华化学,bottom_area,2024-09-18,13.34,2024-09-18,13.15,1.4448669201520874,4.030418250950565,30.38644785600847,False,-1.6224,1.0337,1,1,1,100.0,11.740041928721173,11.740041928721173,6.555133079847914,1.4448669201520874,历史1/1次成功; 当前距低点1.44%; 最新日涨幅-1.62%; 状态bottom_area; 底部未确认
