rank,rank_score,probability_score,code,name,current_stage,latest_date,latest_close,current_low_date,current_low_price,current_low_to_latest_pct,current_low_to_high_pct,current_drawdown_pct,current_is_bottom_confirmed,latest_pct_chg,latest_turn,historical_valid_event_count,history_sample_count,history_success_count,history_success_rate_pct,history_avg_rebound_pct,history_max_rebound_pct,upside_to_20pct_target_pct,risk_back_to_low_pct,reason
1,92.43267416371067,83.98067037432924,300354,东华测试,bottom_area,2024-01-31,36.59,2024-01-31,35.75,2.3496503496503593,6.797202797202797,30.352620300019478,False,1.0494,3.5391,2,2,2,100.0,38.26813533081753,39.34343434343434,12.650349650349641,2.3496503496503593,历史2/2次成功; 当前距低点2.35%; 最新日涨幅1.05%; 状态bottom_area; 底部未确认
2,91.43554173018663,81.34893040030953,603212,赛伍技术,bottom_area,2024-01-31,12.4,2024-01-31,12.25,1.2244897959183703,8.408163265306118,29.919908466819223,False,-4.321,3.1047,3,3,3,100.0,26.348210403244153,32.01038575667657,13.775510204081629,1.2244897959183703,历史3/3次成功; 当前距低点1.22%; 最新日涨幅-4.32%; 状态bottom_area; 底部未确认
3,89.80415718502108,80.12582805631322,688017,绿的谐波,bottom_area,2024-01-31,107.46,2024-01-30,106.0,1.3773584905660319,9.999999999999995,31.3915857605178,True,-1.7733,1.2194,2,2,2,100.0,18.90433018711707,22.08643815201191,13.622641509433967,1.3773584905660319,历史2/2次成功; 当前距低点1.38%; 最新日涨幅-1.77%; 状态bottom_area; 底部已确认
4,85.34907269952033,75.94254363860067,002304,洋河股份,bottom_area,2024-01-31,91.31,2024-01-31,90.2,1.2305986696230593,3.037694013303764,29.3546365914787,False,-1.3931,0.4248,1,1,1,100.0,20.474777448071226,20.474777448071226,13.76940133037694,1.2305986696230593,历史1/1次成功; 当前距低点1.23%; 最新日涨幅-1.39%; 状态bottom_area; 底部未确认
5,84.06130530162886,75.49066524653713,603035,常熟汽饰,bottom_area,2024-01-31,13.56,2024-01-31,13.33,1.725431357839463,6.076519129782449,30.245944531658814,False,-2.446,1.8099,1,1,1,100.0,24.111014744145717,24.111014744145717,13.274568642160537,1.725431357839463,历史1/1次成功; 当前距低点1.73%; 最新日涨幅-2.45%; 状态bottom_area; 底部未确认
6,82.48818622212077,73.35504785306345,002178,延华智能,bottom_area,2024-01-31,5.06,2024-01-31,5.0,1.1999999999999922,11.999999999999993,30.555555555555557,False,-6.814,9.2145,3,4,3,75.0,20.57014974765292,29.076086956521735,13.800000000000006,1.1999999999999922,历史3/4次成功; 当前距低点1.20%; 最新日涨幅-6.81%; 状态bottom_area; 底部未确认
7,82.08336656273036,73.2245443833464,600201,生物股份,bottom_area,2024-01-31,8.15,2024-01-31,8.04,1.3681592039801147,5.5970149253731485,27.107887579329105,False,-3.5503,1.5969,1,1,1,100.0,17.76315789473684,17.76315789473684,13.631840796019883,1.3681592039801147,历史1/1次成功; 当前距低点1.37%; 最新日涨幅-3.55%; 状态bottom_area; 底部未确认
8,81.571609815583,71.17251462338798,688213,思特威,bottom_area,2024-01-31,38.7,2024-01-31,38.63,0.18120631633445583,9.163862283199583,30.20776874435411,False,-7.0828,1.4139,1,1,1,100.0,32.01970443349754,32.01970443349754,14.818793683665543,0.18120631633445583,历史1/1次成功; 当前距低点0.18%; 最新日涨幅-7.08%; 状态bottom_area; 底部未确认
9,80.33967726523373,72.43355476286682,300663,科蓝软件,bottom_area,2024-01-31,10.0,2024-01-31,9.81,1.9367991845056012,12.7420998980632,27.920646583394554,False,-12.6638,8.7318,1,1,1,100.0,20.480951094298856,20.480951094298856,13.063200815494397,1.9367991845056012,历史1/1次成功; 当前距低点1.94%; 最新日涨幅-12.66%; 状态bottom_area; 底部未确认
10,79.51951298701297,69.14740259740259,300427,红相股份,bottom_area,2024-01-31,3.78,2024-01-31,3.78,0.0,8.465608465608462,31.891891891891895,False,-19.9153,3.3089,1,1,1,100.0,31.168831168831172,31.168831168831172,15.0,0.0,历史1/1次成功; 当前距低点0.00%; 最新日涨幅-19.92%; 状态bottom_area; 底部未确认
11,78.40233572552027,68.483225363824,002384,东山精密,bottom_area,2024-01-31,12.5,2024-01-31,12.47,0.24057738572573667,6.495589414595017,31.74603174603174,False,-5.6604,3.1418,1,1,1,100.0,18.28893442622951,18.28893442622951,14.759422614274262,0.24057738572573667,历史1/1次成功; 当前距低点0.24%; 最新日涨幅-5.66%; 状态bottom_area; 底部未确认
12,77.86300565553381,68.39442291347952,600366,宁波韵升,bottom_area,2024-01-31,5.58,2024-01-31,5.55,0.5405405405405451,9.369369369369378,29.29936305732484,False,-7.0,1.8106,1,1,1,100.0,21.488469601677156,21.488469601677156,14.459459459459453,0.5405405405405451,历史1/1次成功; 当前距低点0.54%; 最新日涨幅-7.00%; 状态bottom_area; 底部未确认
13,73.54271776903234,66.85431776743596,605117,德业股份,bottom_area,2024-01-31,67.57,2024-01-30,66.0,2.3787878787878682,12.57575757575757,28.940568475452196,True,-4.831,7.3475,4,8,4,50.0,45.04276414555002,60.22338317420285,12.62121212121213,2.3787878787878682,历史4/8次成功; 当前距低点2.38%; 最新日涨幅-4.83%; 状态bottom_area; 底部已确认
