rank,rank_score,probability_score,code,name,current_stage,latest_date,latest_close,current_low_date,current_low_price,current_low_to_latest_pct,current_low_to_high_pct,current_drawdown_pct,current_is_bottom_confirmed,latest_pct_chg,latest_turn,historical_valid_event_count,history_sample_count,history_success_count,history_success_rate_pct,history_avg_rebound_pct,history_max_rebound_pct,upside_to_20pct_target_pct,risk_back_to_low_pct,reason
1,88.7759593588808,78.26022636484686,300586,美联新材,bottom_area,2023-04-18,15.13,2023-04-13,15.02,0.7323568575233104,3.9946737683089193,27.087378640776706,False,-2.0712,1.3248,2,2,2,100.0,69.69134206257787,124.33414043583537,14.267643142476688,0.7323568575233104,历史2/2次成功; 当前距低点0.73%; 最新日涨幅-2.07%; 状态bottom_area; 底部未确认
2,88.67501899787636,79.33923664122138,002397,梦洁股份,bottom_area,2023-04-18,3.99,2023-04-18,3.93,1.5267175572519098,2.7989821882951618,27.087198515769938,False,-0.9926,1.0134,1,1,1,100.0,42.36641221374045,42.36641221374045,13.473282442748088,1.5267175572519098,历史1/1次成功; 当前距低点1.53%; 最新日涨幅-0.99%; 状态bottom_area; 底部未确认
3,82.59435298464645,72.95783848478156,002347,泰尔股份,bottom_area,2023-04-18,4.8,2023-04-18,4.76,0.8403361344537823,2.7310924369747878,32.76836158192091,False,-1.8405,2.3264,2,2,2,100.0,22.816155222237516,29.585798816568047,14.159663865546218,0.8403361344537823,历史2/2次成功; 当前距低点0.84%; 最新日涨幅-1.84%; 状态bottom_area; 底部未确认
4,80.85631857771175,71.17674495586381,002329,皇氏集团,bottom_area,2023-04-18,6.14,2023-04-18,6.1,0.6557377049180334,2.6229508196721336,31.22886133032694,False,-1.4446,3.0295,1,1,1,100.0,27.644230769230756,27.644230769230756,14.344262295081966,0.6557377049180334,历史1/1次成功; 当前距低点0.66%; 最新日涨幅-1.44%; 状态bottom_area; 底部未确认
5,80.36384926222856,76.18200844986657,300393,中来股份,bottom_area,2023-04-18,14.92,2023-03-20,14.26,4.628330995792427,7.8541374474053365,27.61421319796954,True,-0.1339,2.7242,3,3,3,100.0,20.884963012222048,23.89610389610389,10.371669004207574,4.628330995792427,历史3/3次成功; 当前距低点4.63%; 最新日涨幅-0.13%; 状态bottom_area; 底部已确认
6,80.35940031539131,70.60704590818364,002385,大北农,bottom_area,2023-04-18,7.24,2023-04-17,7.2,0.555555555555556,1.388888888888884,27.19919110212336,False,-0.6859,0.9257,1,1,1,100.0,23.353293413173663,23.353293413173663,14.444444444444443,0.555555555555556,历史1/1次成功; 当前距低点0.56%; 最新日涨幅-0.69%; 状态bottom_area; 底部未确认
7,80.19624725762088,70.53542897546772,300530,领湃科技,bottom_area,2023-04-18,23.09,2023-04-06,22.95,0.6100217864923773,6.753812636165581,28.393135725429016,False,-1.4511,0.2434,3,4,3,75.0,27.802573379948058,34.07510431154381,14.389978213507623,0.6100217864923773,历史3/4次成功; 当前距低点0.61%; 最新日涨幅-1.45%; 状态bottom_area; 底部未确认
8,79.89246494600101,69.79671365026253,001299,美能能源,bottom_area,2023-04-18,16.06,2023-04-18,16.02,0.249687890137323,2.871410736579281,29.11504424778762,False,-2.0732,3.4815,1,1,1,100.0,15.247322794492616,15.247322794492616,14.750312109862676,0.249687890137323,历史1/1次成功; 当前距低点0.25%; 最新日涨幅-2.07%; 状态bottom_area; 底部未确认
9,79.16576858603237,71.57052879549052,002006,精工科技,bottom_area,2023-04-18,22.05,2023-04-11,21.6,2.08333333333333,5.601851851851839,29.938371715861166,False,-1.7817,0.9093,2,3,2,66.66666666666666,46.311086714106686,61.48648648648647,12.916666666666671,2.08333333333333,历史2/3次成功; 当前距低点2.08%; 最新日涨幅-1.78%; 状态bottom_area; 底部未确认
10,68.61007080143719,60.82122965663359,001319,铭科精技,bottom_area,2023-04-18,20.58,2023-04-13,20.37,1.030927835051533,3.092783505154634,27.431421446384036,False,-1.3423,2.4633,1,2,1,50.0,28.396479142747793,28.396479142747793,13.969072164948464,1.030927835051533,历史1/2次成功; 当前距低点1.03%; 最新日涨幅-1.34%; 状态bottom_area; 底部未确认
11,66.46521741274009,59.06086073179784,002520,日发精机,bottom_area,2023-04-18,6.11,2023-04-06,6.04,1.1589403973509982,7.284768211920537,27.316486161251508,True,-1.6103,2.0158,1,3,1,33.33333333333333,30.752212389380546,30.752212389380546,13.841059602649,1.1589403973509982,历史1/3次成功; 当前距低点1.16%; 最新日涨幅-1.61%; 状态bottom_area; 底部已确认
12,65.80567782878747,58.04285714285715,000678,襄阳轴承,bottom_area,2023-04-18,5.29,2023-04-18,5.25,0.7619047619047626,1.904761904761898,27.685950413223136,False,-0.7505,0.8948,1,2,1,50.0,121.62162162162164,121.62162162162164,14.238095238095235,0.7619047619047626,历史1/2次成功; 当前距低点0.76%; 最新日涨幅-0.75%; 状态bottom_area; 底部未确认
13,64.73163176544884,60.29879793012442,300763,锦浪科技,bottom_area,2023-04-18,127.9,2023-04-14,123.35,3.688690717470621,5.115524929063643,30.14893255563736,False,1.7583,2.9543,1,2,1,50.0,35.693617021276594,35.693617021276594,11.311309282529377,3.688690717470621,历史1/2次成功; 当前距低点3.69%; 最新日涨幅1.76%; 状态bottom_area; 底部未确认
14,62.86484151207784,58.409596010925505,000887,中鼎股份,bottom_area,2023-04-18,12.54,2023-04-06,12.11,3.550784475639965,6.853839801816681,28.512396694214885,False,0.885,1.0015,1,2,1,50.0,23.84615384615385,23.84615384615385,11.449215524360035,3.550784475639965,历史1/2次成功; 当前距低点3.55%; 最新日涨幅0.89%; 状态bottom_area; 底部未确认
15,58.583052199806204,55.634030293282585,600141,兴发集团,bottom_area,2023-04-18,26.6,2023-04-12,25.4,4.72440944881891,7.0472440944882,29.79546710889995,True,-1.0785,1.71,1,2,1,50.0,36.58969804618119,36.58969804618119,10.275590551181091,4.72440944881891,历史1/2次成功; 当前距低点4.72%; 最新日涨幅-1.08%; 状态bottom_area; 底部已确认
