rank,rank_score,probability_score,code,name,current_stage,latest_date,latest_close,current_low_date,current_low_price,current_low_to_latest_pct,current_low_to_high_pct,current_drawdown_pct,current_is_bottom_confirmed,latest_pct_chg,latest_turn,historical_valid_event_count,history_sample_count,history_success_count,history_success_rate_pct,history_avg_rebound_pct,history_max_rebound_pct,upside_to_20pct_target_pct,risk_back_to_low_pct,reason
1,78.1561316947262,72.80811961722489,603236,移远通信,bottom_area,2021-07-26,133.69,2021-07-26,132.0,1.2803030303030287,8.333333333333332,27.520316274983532,False,-6.8038,3.6517,1,1,1,100.0,14.447368421052637,14.447368421052637,8.719696969696972,1.2803030303030287,历史1/1次成功; 当前距低点1.28%; 最新日涨幅-6.80%; 状态bottom_area; 底部未确认
2,77.75793630240487,73.49521389641293,605319,无锡振华,bottom_area,2021-07-26,15.0,2021-07-26,14.7,2.040816326530617,2.9251700680272212,32.63061411549038,False,-0.9901,5.5308,1,1,1,100.0,17.248790972595383,17.248790972595383,7.959183673469383,2.040816326530617,历史1/1次成功; 当前距低点2.04%; 最新日涨幅-0.99%; 状态bottom_area; 底部未确认
3,74.19685327566575,68.62136719136717,000034,神州数码,bottom_area,2021-07-26,16.8,2021-07-26,16.65,0.9009009009009137,3.3633633633633773,27.859618717504333,False,-2.7215,2.4371,1,1,1,100.0,16.910866910866908,16.910866910866908,9.099099099099087,0.9009009009009137,历史1/1次成功; 当前距低点0.90%; 最新日涨幅-2.72%; 状态bottom_area; 底部未确认
4,73.61182290288691,67.23915657114414,601933,永辉超市,bottom_area,2021-07-26,4.02,2021-07-26,4.01,0.24937655860348598,3.491271820448892,31.099656357388323,False,-3.5971,0.6633,1,1,1,100.0,11.70825335892515,11.70825335892515,9.750623441396515,0.24937655860348598,历史1/1次成功; 当前距低点0.25%; 最新日涨幅-3.60%; 状态bottom_area; 底部未确认
5,71.7310187166558,66.22670816444702,605286,同力天启,bottom_area,2021-07-26,17.41,2021-07-26,17.27,0.8106543138390305,7.064273306311517,29.48142098815843,False,-5.5857,5.2737,1,1,1,100.0,13.145161290322571,13.145161290322571,9.18934568616097,0.8106543138390305,历史1/1次成功; 当前距低点0.81%; 最新日涨幅-5.59%; 状态bottom_area; 底部未确认
6,70.39210059324499,68.02108008734331,688161,威高骨科,bottom_area,2021-07-26,73.5,2021-07-26,71.22,3.2013479359730432,6.711597865768044,28.1766841468334,False,-4.7681,9.473,1,1,1,100.0,12.258889147106666,12.258889147106666,6.7986520640269585,3.2013479359730432,历史1/1次成功; 当前距低点3.20%; 最新日涨幅-4.77%; 状态bottom_area; 底部未确认
