rank,rank_score,probability_score,code,name,current_stage,latest_date,latest_close,current_low_date,current_low_price,current_low_to_latest_pct,current_low_to_high_pct,current_drawdown_pct,current_is_bottom_confirmed,latest_pct_chg,latest_turn,historical_valid_event_count,history_sample_count,history_success_count,history_success_rate_pct,history_avg_rebound_pct,history_max_rebound_pct,upside_to_20pct_target_pct,risk_back_to_low_pct,reason
1,84.06181146527192,81.58639346968421,605198,安德利,bottom_area,2024-06-12,29.32,2024-06-11,28.62,2.445842068483575,3.5290006988120126,29.123328380386333,False,0.1708,0.411,1,1,1,100.0,43.241469816272954,43.241469816272954,5.554157931516425,2.445842068483575,历史1/1次成功; 当前距低点2.45%; 最新日涨幅0.17%; 状态bottom_area; 底部未确认
2,83.98431840347642,79.93145585317461,600162,香江控股,bottom_area,2024-06-12,1.42,2024-06-11,1.4,1.42857142857143,4.28571428571429,27.083333333333336,False,-0.6993,0.7815,2,2,2,100.0,27.68063822751323,28.90624999999999,6.571428571428569,1.42857142857143,历史2/2次成功; 当前距低点1.43%; 最新日涨幅-0.70%; 状态bottom_area; 底部未确认
3,83.9386628787047,80.47793701454766,002837,英维克,bottom_area,2024-06-12,23.05,2024-06-11,22.64,1.810954063604241,4.372791519434622,31.97115384615385,False,-1.3693,1.1475,3,3,3,100.0,18.639313330996423,24.517374517374524,6.189045936395759,1.810954063604241,历史3/3次成功; 当前距低点1.81%; 最新日涨幅-1.37%; 状态bottom_area; 底部未确认
4,83.53973787444826,78.66546372126913,605266,健之佳,bottom_area,2024-06-12,36.9,2024-06-12,36.58,0.8747949699289237,5.139420448332429,31.626168224299068,False,-2.6385,0.4487,5,5,5,100.0,20.591377702726223,33.154615273148806,7.125205030071076,0.8747949699289237,历史5/5次成功; 当前距低点0.87%; 最新日涨幅-2.64%; 状态bottom_area; 底部未确认
5,82.90418587192023,80.98825602289112,000521,长虹美菱,bottom_area,2024-06-12,8.86,2024-06-12,8.62,2.7842227378190283,3.3642691415313335,31.80379746835444,False,1.373,4.3223,3,3,3,100.0,10.840235833970437,13.407821229050265,5.215777262180972,2.7842227378190283,历史3/3次成功; 当前距低点2.78%; 最新日涨幅1.37%; 状态bottom_area; 底部未确认
6,82.57302018462178,82.6156605255382,600322,津投城开,bottom_area,2024-06-12,1.55,2024-06-06,1.49,4.026845637583897,7.382550335570476,28.01932367149758,False,1.3072,1.6345,4,4,4,100.0,18.15520741521231,35.828877005347586,3.9731543624161034,4.026845637583897,历史4/4次成功; 当前距低点4.03%; 最新日涨幅1.31%; 状态bottom_area; 底部未确认
7,81.29998697074869,82.25309350030027,002761,浙江建投,bottom_area,2024-06-12,8.63,2024-06-06,8.25,4.606060606060615,4.848484848484853,28.26086956521739,False,1.649,2.0491,6,6,6,100.0,23.305976785583134,43.73730534867976,3.3939393939393847,4.606060606060615,历史6/6次成功; 当前距低点4.61%; 最新日涨幅1.65%; 状态bottom_area; 底部未确认
8,80.02688859764089,79.73428571428572,002687,乔治白,bottom_area,2024-06-12,4.36,2024-06-06,4.2,3.809523809523813,5.714285714285719,28.2051282051282,False,0.2299,1.1514,1,1,1,100.0,64.00000000000001,64.00000000000001,4.190476190476187,3.809523809523813,历史1/1次成功; 当前距低点3.81%; 最新日涨幅0.23%; 状态bottom_area; 底部未确认
9,79.75216681072254,78.40581163788347,688105,诺唯赞,bottom_area,2024-06-12,21.85,2024-06-11,21.19,3.114676734308637,4.719207173194903,27.30703259005145,False,0.7841,0.747,2,2,2,100.0,17.673519312404096,25.237580993520524,4.885323265691363,3.114676734308637,历史2/2次成功; 当前距低点3.11%; 最新日涨幅0.78%; 状态bottom_area; 底部未确认
10,78.9976259817706,76.13220216112383,000833,粤桂股份,bottom_area,2024-06-12,4.91,2024-06-11,4.81,2.07900207900209,2.9106029106029228,32.06214689265538,False,0.409,1.2327,1,1,1,100.0,9.421112372304199,9.421112372304199,5.92099792099791,2.07900207900209,历史1/1次成功; 当前距低点2.08%; 最新日涨幅0.41%; 状态bottom_area; 底部未确认
11,78.58069013768797,77.79619073531504,001322,箭牌家居,bottom_area,2024-06-12,8.33,2024-06-06,8.05,3.4782608695652093,6.211180124223602,28.634751773049633,False,0.0,1.31,2,2,2,100.0,18.85282536518115,26.897069872276486,4.521739130434791,3.4782608695652093,历史2/2次成功; 当前距低点3.48%; 最新日涨幅0.00%; 状态bottom_area; 底部未确认
