rank,rank_score,probability_score,code,name,current_stage,latest_date,latest_close,current_low_date,current_low_price,current_low_to_latest_pct,current_low_to_high_pct,current_drawdown_pct,current_is_bottom_confirmed,latest_pct_chg,latest_turn,historical_valid_event_count,history_sample_count,history_success_count,history_success_rate_pct,history_avg_rebound_pct,history_max_rebound_pct,upside_to_20pct_target_pct,risk_back_to_low_pct,reason
1,90.52774440057917,80.34615691149189,001296,长江材料,bottom_area,2022-06-24,23.09,2022-06-24,22.84,1.094570928196147,1.9264448336252245,31.616766467065865,False,0.0433,5.6099,1,1,1,100.0,20.009562514941443,20.009562514941443,13.905429071803852,1.094570928196147,历史1/1次成功; 当前距低点1.09%; 最新日涨幅0.04%; 状态bottom_area; 底部未确认
2,82.7690724763242,78.23005586592178,002663,普邦股份,bottom_area,2022-06-24,1.87,2022-06-14,1.79,4.469273743016763,6.145251396648037,31.939163498098853,False,0.0,1.835,1,1,1,100.0,66.45569620253163,66.45569620253163,10.530726256983236,4.469273743016763,历史1/1次成功; 当前距低点4.47%; 最新日涨幅0.00%; 状态bottom_area; 底部未确认
3,82.34575241277216,75.74284528336216,000983,山西焦煤,bottom_area,2022-06-24,12.32,2022-06-23,11.96,3.0100334448160484,6.1036789297658745,30.343622597553875,False,-1.8327,2.6975,2,2,2,100.0,24.546889986789015,27.212389380530986,11.989966555183951,3.0100334448160484,历史2/2次成功; 当前距低点3.01%; 最新日涨幅-1.83%; 状态bottom_area; 底部未确认
4,80.76782766971564,72.86465986968287,603222,济民健康,bottom_area,2022-06-24,10.87,2022-06-20,10.66,1.9699812382739126,5.81613508442776,31.535003211303792,False,-1.1818,2.1758,4,6,4,66.66666666666666,35.21263670043394,68.46504559270518,13.030018761726087,1.9699812382739126,历史4/6次成功; 当前距低点1.97%; 最新日涨幅-1.18%; 状态bottom_area; 底部未确认
5,63.51837767117528,60.412513863216276,002339,积成电子,bottom_area,2022-06-24,5.67,2022-06-23,5.41,4.8059149722735635,5.914972273567472,31.863979848866503,False,0.8897,4.029,1,2,1,50.0,82.94930875576038,82.94930875576038,10.194085027726436,4.8059149722735635,历史1/2次成功; 当前距低点4.81%; 最新日涨幅0.89%; 状态bottom_area; 底部未确认
6,62.266226315240594,57.2241946467417,002265,建设工业,bottom_area,2022-06-24,15.98,2022-06-21,15.52,2.9639175257732013,5.670103092783499,29.454545454545457,False,-1.9632,4.6887,1,2,1,50.0,32.75229357798165,32.75229357798165,12.036082474226797,2.9639175257732013,历史1/2次成功; 当前距低点2.96%; 最新日涨幅-1.96%; 状态bottom_area; 底部未确认
7,61.60226099294554,53.6759056891237,002116,中国海诚,bottom_area,2022-06-24,9.23,2022-06-24,9.22,0.10845986984815387,2.2776572668112696,28.471683475562447,False,-1.2834,1.9647,1,2,1,50.0,18.51179673321235,18.51179673321235,14.891540130151846,0.10845986984815387,历史1/2次成功; 当前距低点0.11%; 最新日涨幅-1.28%; 状态bottom_area; 底部未确认
8,60.32947845267106,55.272255110892154,600984,建设机械,bottom_area,2022-06-24,5.88,2022-06-23,5.72,2.7972027972028,3.3216783216783288,29.295426452410382,False,-0.339,0.911,1,2,1,50.0,20.21439509954057,20.21439509954057,12.2027972027972,2.7972027972028,历史1/2次成功; 当前距低点2.80%; 最新日涨幅-0.34%; 状态bottom_area; 底部未确认
