rank,rank_score,probability_score,code,name,current_stage,latest_date,latest_close,current_low_date,current_low_price,current_low_to_latest_pct,current_low_to_high_pct,current_drawdown_pct,current_is_bottom_confirmed,latest_pct_chg,latest_turn,historical_valid_event_count,history_sample_count,history_success_count,history_success_rate_pct,history_avg_rebound_pct,history_max_rebound_pct,upside_to_20pct_target_pct,risk_back_to_low_pct,reason
1,86.55668989602,81.4396832493777,600973,宝胜股份,bottom_area,2024-07-12,3.39,2024-07-09,3.33,1.8018018018018036,4.504504504504501,28.077753779697623,False,-1.4535,0.7415,2,2,2,100.0,40.36446966390223,46.551724137931025,8.198198198198197,1.8018018018018036,历史2/2次成功; 当前距低点1.80%; 最新日涨幅-1.45%; 状态bottom_area; 底部未确认
46,67.91249945527474,67.27581977288153,600230,沧州大化,bottom_area,2024-07-12,9.51,2024-07-10,9.1,4.505494505494507,6.1538461538461595,28.62745098039216,False,-0.4188,0.6245,1,1,1,100.0,14.02337228714524,14.02337228714524,5.494505494505493,4.505494505494507,历史1/1次成功; 当前距低点4.51%; 最新日涨幅-0.42%; 状态bottom_area; 底部未确认
47,66.03175461381207,65.72463017374783,002346,柘中股份,bottom_area,2024-07-12,7.49,2024-07-09,7.15,4.755244755244753,5.7342657342657235,27.558257345491377,False,0.1337,0.3136,2,3,2,66.66666666666666,25.160868543221483,34.89010989010989,5.244755244755248,4.755244755244753,历史2/3次成功; 当前距低点4.76%; 最新日涨幅0.13%; 状态bottom_area; 底部未确认
48,65.68230291389293,62.503773330843295,688111,金山办公,bottom_area,2024-07-12,191.0,2024-07-10,186.53,2.3963973623545805,4.701656569988747,31.84375913475592,False,-0.1986,0.6237,2,4,2,50.0,20.84709310221366,27.68058076225045,7.60360263764542,2.3963973623545805,历史2/4次成功; 当前距低点2.40%; 最新日涨幅-0.20%; 状态bottom_area; 底部未确认
49,65.28752936352505,63.38823137731231,688083,中望软件,bottom_area,2024-07-12,56.67,2024-07-12,54.78,3.4501642935377888,4.472435195326754,31.422133199799696,False,-1.0477,1.2189,3,5,3,60.0,16.852720250421825,21.52777777777778,6.549835706462212,3.4501642935377888,历史3/5次成功; 当前距低点3.45%; 最新日涨幅-1.05%; 状态bottom_area; 底部未确认
50,63.22166447656023,62.08976260951944,000697,炼石航空,bottom_area,2024-07-12,5.65,2024-07-10,5.43,4.05156537753224,5.893186003683247,28.83355176933159,False,-1.0508,0.8247,2,3,2,66.66666666666666,19.465940879711173,27.861771058315338,5.948434622467761,4.05156537753224,历史2/3次成功; 当前距低点4.05%; 最新日涨幅-1.05%; 状态bottom_area; 底部未确认
51,62.82191006065546,62.16355205854527,600141,兴发集团,bottom_area,2024-07-12,18.79,2024-07-08,17.99,4.446914952751533,6.7259588660366925,27.547321788159486,False,-1.2612,0.6941,2,3,2,66.66666666666666,24.70887894705429,36.58969804618119,5.553085047248468,4.446914952751533,历史2/3次成功; 当前距低点4.45%; 最新日涨幅-1.26%; 状态bottom_area; 底部未确认
52,61.11107306526365,60.36071951037466,002555,三七互娱,bottom_area,2024-07-12,12.71,2024-07-09,12.18,4.351395730706085,6.403940886699516,30.28048082427017,False,-1.7774,1.6948,2,3,2,66.66666666666666,13.845350052246609,16.78160919540231,5.648604269293916,4.351395730706085,历史2/3次成功; 当前距低点4.35%; 最新日涨幅-1.78%; 状态bottom_area; 底部未确认
53,60.05026991553953,57.586243164740544,601636,旗滨集团,bottom_area,2024-07-12,6.24,2024-07-11,6.07,2.800658978583195,4.612850082372312,29.088785046728972,False,0.9709,0.9012,1,2,1,50.0,10.224438902743147,10.224438902743147,7.199341021416805,2.800658978583195,历史1/2次成功; 当前距低点2.80%; 最新日涨幅0.97%; 状态bottom_area; 底部未确认
54,59.782853372434005,58.462727272727264,600058,五矿发展,bottom_area,2024-07-12,6.51,2024-07-09,6.27,3.827751196172252,5.263157894736844,28.91156462585035,False,-0.7622,0.3511,1,2,1,50.0,99.54954954954954,99.54954954954954,6.172248803827748,3.827751196172252,历史1/2次成功; 当前距低点3.83%; 最新日涨幅-0.76%; 状态bottom_area; 底部未确认
55,55.28683548525559,53.452299764928426,605123,派克新材,bottom_area,2024-07-12,48.6,2024-07-09,47.08,3.2285471537808053,5.947323704333059,31.649245063879206,False,-1.6393,0.649,1,2,1,50.0,15.71713589004656,15.71713589004656,6.771452846219194,3.2285471537808053,历史1/2次成功; 当前距低点3.23%; 最新日涨幅-1.64%; 状态bottom_area; 底部未确认
56,48.194229507373166,47.736335653296976,002705,新宝股份,bottom_area,2024-07-12,13.24,2024-07-09,12.67,4.498816101026048,7.103393843725338,29.806094182825486,True,-1.7075,0.8045,1,3,1,33.33333333333333,10.808080808080812,10.808080808080812,5.501183898973952,4.498816101026048,历史1/3次成功; 当前距低点4.50%; 最新日涨幅-1.71%; 状态bottom_area; 底部已确认
