rank,rank_score,probability_score,code,name,current_stage,latest_date,latest_close,current_low_date,current_low_price,current_low_to_latest_pct,current_low_to_high_pct,current_drawdown_pct,current_is_bottom_confirmed,latest_pct_chg,latest_turn,historical_valid_event_count,history_sample_count,history_success_count,history_success_rate_pct,history_avg_rebound_pct,history_max_rebound_pct,upside_to_20pct_target_pct,risk_back_to_low_pct,reason
1,89.86953206122689,76.37963090720051,300141,和顺电气,bottom_area,2025-10-28,11.29,2025-10-23,11.17,1.0743061772605123,6.266786034019689,27.935483870967744,False,-3.2562,7.5986,1,1,1,100.0,31.123919308357333,31.123919308357333,18.92569382273949,1.0743061772605123,历史1/1次成功; 当前距低点1.07%; 最新日涨幅-3.26%; 状态bottom_area; 底部未确认
2,86.1451297068405,76.65456456964621,002269,美邦服饰,bottom_area,2025-10-28,2.31,2025-10-13,2.23,3.587443946188344,8.520179372197308,30.529595015576323,True,-1.2821,3.8513,2,2,2,100.0,27.33299337072922,31.08108108108108,16.412556053811656,3.587443946188344,历史2/2次成功; 当前距低点3.59%; 最新日涨幅-1.28%; 状态bottom_area; 底部已确认
3,79.69167775368449,72.72080745341617,301009,可靠股份,bottom_area,2025-10-28,13.52,2025-09-23,12.88,4.968944099378873,9.627329192546572,30.566037735849054,True,-3.2212,4.1343,1,1,1,100.0,53.96648044692738,53.96648044692738,15.03105590062113,4.968944099378873,历史1/1次成功; 当前距低点4.97%; 最新日涨幅-3.22%; 状态bottom_area; 底部已确认
