rank,rank_score,probability_score,code,name,current_stage,latest_date,latest_close,current_low_date,current_low_price,current_low_to_latest_pct,current_low_to_high_pct,current_drawdown_pct,current_is_bottom_confirmed,latest_pct_chg,latest_turn,historical_valid_event_count,history_sample_count,history_success_count,history_success_rate_pct,history_avg_rebound_pct,history_max_rebound_pct,upside_to_20pct_target_pct,risk_back_to_low_pct,reason
1,97.25149576468618,82.58698086588481,688182,灿勤科技,bottom_area,2023-12-26,16.67,2023-12-26,16.5,1.0303030303030405,3.636363636363645,29.001721170395868,False,-1.9412,2.2416,2,2,2,100.0,37.0756547041707,49.999999999999986,18.96969696969696,1.0303030303030405,历史2/2次成功; 当前距低点1.03%; 最新日涨幅-1.94%; 状态bottom_area; 底部未确认
2,94.66751758896234,80.18287008901181,300480,光力科技,bottom_area,2023-12-26,20.46,2023-12-26,20.28,0.8875739644970401,2.8106508875739658,29.509906152241918,False,-1.7763,1.3889,4,4,4,100.0,28.906122193898153,39.69465648854962,19.11242603550296,0.8875739644970401,历史4/4次成功; 当前距低点0.89%; 最新日涨幅-1.78%; 状态bottom_area; 底部未确认
3,92.64130738284956,79.793537758887,601628,中国人寿,bottom_area,2023-12-26,27.65,2023-12-21,27.16,1.8041237113402004,1.9882179675994076,29.16014606155452,False,0.7653,0.0388,1,1,1,100.0,25.736235595390532,25.736235595390532,18.1958762886598,1.8041237113402004,历史1/1次成功; 当前距低点1.80%; 最新日涨幅0.77%; 状态bottom_area; 底部未确认
4,89.54744544774428,75.45318840579708,603013,亚普股份,bottom_area,2023-12-26,16.66,2023-12-21,16.56,0.6038647342995256,4.166666666666675,27.208791208791215,False,-2.5731,0.6163,1,1,1,100.0,53.30739299610896,53.30739299610896,19.396135265700476,0.6038647342995256,历史1/1次成功; 当前距低点0.60%; 最新日涨幅-2.57%; 状态bottom_area; 底部未确认
5,88.52252042874743,74.80378798985355,002796,世嘉科技,bottom_area,2023-12-26,10.6,2023-12-26,10.52,0.7604562737642593,3.8973384030418265,28.092959671907046,False,-2.1237,2.2776,2,2,2,100.0,31.7614424410541,36.33841886269071,19.23954372623574,0.7604562737642593,历史2/2次成功; 当前距低点0.76%; 最新日涨幅-2.12%; 状态bottom_area; 底部未确认
6,87.0008231727617,72.59467625965266,301499,维科精密,bottom_area,2023-12-26,28.32,2023-12-26,28.3,0.07067137809187128,4.48763250883392,32.13429256594725,False,-3.5094,6.319,2,2,2,100.0,21.64412366506522,21.950454687989964,19.92932862190813,0.07067137809187128,历史2/2次成功; 当前距低点0.07%; 最新日涨幅-3.51%; 状态bottom_area; 底部未确认
7,85.61962206277707,71.54843069312847,002451,摩恩电气,bottom_area,2023-12-26,6.6,2023-12-26,6.59,0.1517450682852775,2.7314112291350487,30.26455026455026,False,-2.3669,2.5966,1,1,1,100.0,23.464566929133863,23.464566929133863,19.848254931714724,0.1517450682852775,历史1/1次成功; 当前距低点0.15%; 最新日涨幅-2.37%; 状态bottom_area; 底部未确认
8,84.61982421375568,74.79193124404784,600199,金种子酒,bottom_area,2023-12-26,17.96,2023-12-21,17.4,3.218390804597714,5.000000000000006,27.1356783919598,False,-1.0468,0.7597,2,2,2,100.0,21.988506873820672,23.70304114490161,16.781609195402286,3.218390804597714,历史2/2次成功; 当前距低点3.22%; 最新日涨幅-1.05%; 状态bottom_area; 底部未确认
9,83.63785666704362,70.26570489792341,600130,波导股份,bottom_area,2023-12-26,4.54,2023-12-26,4.52,0.4424778761062049,2.876106194690283,27.564102564102573,False,-1.9438,2.1744,1,1,1,100.0,20.13201320132014,20.13201320132014,19.557522123893797,0.4424778761062049,历史1/1次成功; 当前距低点0.44%; 最新日涨幅-1.94%; 状态bottom_area; 底部未确认
10,81.6936336013951,69.75982493626684,300707,威唐工业,bottom_area,2023-12-26,16.73,2023-12-25,16.51,1.332525741974554,6.783767413688658,28.774805867126823,False,-3.6845,7.183,3,5,3,60.0,35.36550337617637,59.14285714285715,18.667474258025447,1.332525741974554,历史3/5次成功; 当前距低点1.33%; 最新日涨幅-3.68%; 状态bottom_area; 底部未确认
11,79.97284176229294,71.6669714314093,002129,TCL中环,bottom_area,2023-12-26,14.91,2023-12-21,14.34,3.974895397489542,6.136680613668067,27.502527805864514,False,-0.7984,0.934,1,1,1,100.0,31.12759643916912,31.12759643916912,16.02510460251046,3.974895397489542,历史1/1次成功; 当前距低点3.97%; 最新日涨幅-0.80%; 状态bottom_area; 底部未确认
12,75.2118134040024,63.35777759576289,600152,维科技术,bottom_area,2023-12-26,6.82,2023-12-26,6.78,0.5899705014749268,1.9174041297935085,28.101802757158,False,-1.4451,1.2357,2,3,2,66.66666666666666,23.6894821099949,24.87644151565074,19.410029498525073,0.5899705014749268,历史2/3次成功; 当前距低点0.59%; 最新日涨幅-1.45%; 状态bottom_area; 底部未确认
13,70.67008795206098,59.17762219286659,000070,特发信息,bottom_area,2023-12-26,7.59,2023-12-26,7.57,0.26420079260237217,3.6988110964332805,27.00096432015428,False,-2.6923,1.1095,1,2,1,50.0,50.60532687651331,50.60532687651331,19.735799207397626,0.26420079260237217,历史1/2次成功; 当前距低点0.26%; 最新日涨幅-2.69%; 状态bottom_area; 底部未确认
14,70.56913567257389,60.74025762115123,300363,博腾股份,bottom_area,2023-12-26,24.2,2023-12-26,23.78,1.7661900756938527,3.9108494533221183,27.18922229026331,False,-1.8256,1.2047,1,2,1,50.0,36.97403760071621,36.97403760071621,18.23380992430615,1.7661900756938527,历史1/2次成功; 当前距低点1.77%; 最新日涨幅-1.83%; 状态bottom_area; 底部未确认
15,69.9845148941631,59.62169625871907,603363,傲农生物,bottom_area,2023-12-26,5.88,2023-12-25,5.81,1.2048192771084387,7.917383820998279,31.807511737089207,False,-0.8432,2.4583,1,2,1,50.0,24.078947368421055,24.078947368421055,18.795180722891562,1.2048192771084387,历史1/2次成功; 当前距低点1.20%; 最新日涨幅-0.84%; 状态bottom_area; 底部未确认
16,65.81014499500135,55.00847985904369,002406,远东传动,bottom_area,2023-12-26,6.05,2023-12-26,6.04,0.16556291390728123,2.8145695364238397,27.66467065868263,False,-2.4194,2.3681,1,2,1,50.0,26.376146788990813,26.376146788990813,19.83443708609272,0.16556291390728123,历史1/2次成功; 当前距低点0.17%; 最新日涨幅-2.42%; 状态bottom_area; 底部未确认
17,65.80904646940175,54.97951825241909,301371,敷尔佳,bottom_area,2023-12-26,36.35,2023-12-26,36.3,0.13774104683196767,2.920110192837472,27.544910179640723,False,-2.6774,3.2564,1,2,1,50.0,25.879396984924636,25.879396984924636,19.862258953168034,0.13774104683196767,历史1/2次成功; 当前距低点0.14%; 最新日涨幅-2.68%; 状态bottom_area; 底部未确认
18,65.61261176470587,54.67717647058823,000058,深赛格,bottom_area,2023-12-26,6.9,2023-12-26,6.9,0.0,2.318840579710134,27.21518987341772,False,-1.7094,0.729,1,2,1,50.0,34.82352941176472,34.82352941176472,20.0,0.0,历史1/2次成功; 当前距低点0.00%; 最新日涨幅-1.71%; 状态bottom_area; 底部未确认
19,64.87544069862385,54.35211410670212,603106,恒银科技,bottom_area,2023-12-26,6.89,2023-12-26,6.87,0.29112081513827615,6.113537117903929,29.028925619834705,False,-3.9052,7.924,1,2,1,50.0,34.60144927536232,34.60144927536232,19.708879184861726,0.29112081513827615,历史1/2次成功; 当前距低点0.29%; 最新日涨幅-3.91%; 状态bottom_area; 底部未确认
20,64.79465086730487,54.62942815920048,002343,慈文传媒,bottom_area,2023-12-26,6.32,2023-12-26,6.28,0.6369426751592362,5.414012738853501,27.061556329849008,False,-4.2424,4.1416,1,2,1,50.0,40.33149171270718,40.33149171270718,19.363057324840767,0.6369426751592362,历史1/2次成功; 当前距低点0.64%; 最新日涨幅-4.24%; 状态bottom_area; 底部未确认
21,64.34709579020527,54.05486152401817,000829,天音控股,bottom_area,2023-12-26,9.17,2023-12-26,9.13,0.43811610076669383,4.600219058050382,28.949416342412444,False,-3.9791,2.0351,1,2,1,50.0,34.80519480519481,34.80519480519481,19.561883899233308,0.43811610076669383,历史1/2次成功; 当前距低点0.44%; 最新日涨幅-3.98%; 状态bottom_area; 底部未确认
22,64.24646457689158,54.855807214614295,300654,世纪天鸿,bottom_area,2023-12-26,10.69,2023-12-26,10.55,1.327014218009467,9.004739336492884,27.441540577716633,False,-5.8979,9.7909,1,3,1,33.33333333333333,29.61325966850828,29.61325966850828,18.672985781990533,1.327014218009467,历史1/3次成功; 当前距低点1.33%; 最新日涨幅-5.90%; 状态bottom_area; 底部未确认
23,62.34878339062431,54.318386382756714,300347,泰格医药,bottom_area,2023-12-26,52.3,2023-12-26,51.06,2.4285154719937228,6.28672150411281,30.236371088946573,False,-3.701,1.7688,1,2,1,50.0,20.78172934893761,20.78172934893761,17.57148452800628,2.4285154719937228,历史1/2次成功; 当前距低点2.43%; 最新日涨幅-3.70%; 状态bottom_area; 底部未确认
24,58.56448857550269,49.299297881316804,601858,中国科传,bottom_area,2023-12-26,23.71,2023-12-26,23.58,0.551314673452089,3.2654792196777063,28.10975609756097,False,-1.7406,1.0032,1,4,1,25.0,21.243523316062173,21.243523316062173,19.448685326547913,0.551314673452089,历史1/4次成功; 当前距低点0.55%; 最新日涨幅-1.74%; 状态bottom_area; 底部未确认
