rank,rank_score,probability_score,code,name,current_stage,latest_date,latest_close,current_low_date,current_low_price,current_low_to_latest_pct,current_low_to_high_pct,current_drawdown_pct,current_is_bottom_confirmed,latest_pct_chg,latest_turn,historical_valid_event_count,history_sample_count,history_success_count,history_success_rate_pct,history_avg_rebound_pct,history_max_rebound_pct,upside_to_20pct_target_pct,risk_back_to_low_pct,reason
1,91.89190217538659,82.8077665871002,605198,安德利,bottom_area,2024-06-18,28.81,2024-06-17,28.27,1.9101521047046308,2.4761230986911893,29.99009410599307,False,1.2654,0.3436,1,1,1,100.0,43.241469816272954,43.241469816272954,13.089847895295371,1.9101521047046308,历史1/1次成功; 当前距低点1.91%; 最新日涨幅1.27%; 状态bottom_area; 底部未确认
2,91.29057142857147,82.9914285714286,002687,乔治白,bottom_area,2024-06-18,4.3,2024-06-06,4.2,2.3809523809523725,5.714285714285719,28.2051282051282,False,0.939,1.3796,1,1,1,100.0,64.00000000000001,64.00000000000001,12.619047619047628,2.3809523809523725,历史1/1次成功; 当前距低点2.38%; 最新日涨幅0.94%; 状态bottom_area; 底部未确认
3,90.73072042310062,82.26412109837715,600162,香江控股,bottom_area,2024-06-18,1.37,2024-06-18,1.34,2.2388059701492558,2.9850746268656576,30.208333333333325,False,1.4815,0.5198,2,2,2,100.0,27.68063822751323,28.90624999999999,12.761194029850746,2.2388059701492558,历史2/2次成功; 当前距低点2.24%; 最新日涨幅1.48%; 状态bottom_area; 底部未确认
4,87.6830378368036,82.35022585417632,000813,德展健康,bottom_area,2024-06-18,2.27,2024-06-06,2.18,4.1284403669724705,8.715596330275226,29.677419354838708,True,0.4425,0.4542,3,3,3,100.0,25.446612316524458,39.9103139013453,10.871559633027529,4.1284403669724705,历史3/3次成功; 当前距低点4.13%; 最新日涨幅0.44%; 状态bottom_area; 底部已确认
5,85.62740770526162,75.32613358465032,002790,瑞尔特,bottom_area,2024-06-18,9.74,2024-06-18,9.68,0.6198347107438068,1.9628099173553668,30.20908435472242,False,-0.5107,1.5286,1,1,1,100.0,49.512670565302145,49.512670565302145,14.380165289256192,0.6198347107438068,历史1/1次成功; 当前距低点0.62%; 最新日涨幅-0.51%; 状态bottom_area; 底部未确认
6,84.51142261621658,76.89295006383885,600201,生物股份,bottom_area,2024-06-18,7.6,2024-06-17,7.42,2.4258760107816673,3.3692722371967654,32.23744292237443,False,1.0638,1.3652,1,1,1,100.0,17.76315789473684,17.76315789473684,12.574123989218332,2.4258760107816673,历史1/1次成功; 当前距低点2.43%; 最新日涨幅1.06%; 状态bottom_area; 底部未确认
7,83.35495108726042,75.49634570675319,002761,浙江建投,bottom_area,2024-06-18,8.43,2024-06-06,8.25,2.1818181818181785,4.848484848484853,28.26086956521739,False,0.5967,1.342,4,6,4,66.66666666666666,29.485077928128906,43.73730534867976,12.81818181818182,2.1818181818181785,历史4/6次成功; 当前距低点2.18%; 最新日涨幅0.60%; 状态bottom_area; 底部未确认
8,82.69972931617416,77.32554371186295,002615,哈尔斯,bottom_area,2024-06-18,6.41,2024-06-06,6.17,3.88978930307942,7.77957860615884,27.41176470588235,True,0.6279,1.8706,1,1,1,100.0,28.84012539184954,28.84012539184954,11.110210696920578,3.88978930307942,历史1/1次成功; 当前距低点3.89%; 最新日涨幅0.63%; 状态bottom_area; 底部已确认
9,81.23348929361082,71.15953201604519,000402,金融街,bottom_area,2024-06-18,2.55,2024-06-18,2.54,0.3937007874015664,2.7559055118110174,27.42857142857143,False,-1.1628,1.09,1,1,1,100.0,24.339622641509433,24.339622641509433,14.606299212598433,0.3937007874015664,历史1/1次成功; 当前距低点0.39%; 最新日涨幅-1.16%; 状态bottom_area; 底部未确认
10,81.05355068816071,76.32483874976697,300621,维业股份,bottom_area,2024-06-18,7.57,2024-06-06,7.26,4.2699724517906406,7.1625344352617155,32.02247191011236,True,2.0216,0.9964,1,1,1,100.0,28.120300751879686,28.120300751879686,10.730027548209359,4.2699724517906406,历史1/1次成功; 当前距低点4.27%; 最新日涨幅2.02%; 状态bottom_area; 底部已确认
11,79.91717695348002,75.6871376057881,301379,天山电子,bottom_area,2024-06-18,19.19,2024-06-18,18.35,4.577656675749318,8.446866485013608,31.350542461653568,False,2.8954,10.3605,2,2,2,100.0,20.99029476611044,22.58233141662311,10.422343324250683,4.577656675749318,历史2/2次成功; 当前距低点4.58%; 最新日涨幅2.90%; 状态bottom_area; 底部未确认
12,79.32833305620225,74.74354838709681,600173,卧龙新能,bottom_area,2024-06-18,3.88,2024-06-06,3.72,4.301075268817196,9.946236559139775,29.545454545454547,True,0.7792,0.6,1,1,1,100.0,20.000000000000004,20.000000000000004,10.698924731182803,4.301075268817196,历史1/1次成功; 当前距低点4.30%; 最新日涨幅0.78%; 状态bottom_area; 底部已确认
13,78.43275649620124,69.34463768115943,600376,首开股份,bottom_area,2024-06-18,2.27,2024-06-17,2.25,0.8888888888888897,2.6666666666666687,32.83582089552239,False,-0.4386,0.4581,1,1,1,100.0,20.652173913043484,20.652173913043484,14.11111111111111,0.8888888888888897,历史1/1次成功; 当前距低点0.89%; 最新日涨幅-0.44%; 状态bottom_area; 底部未确认
14,78.08839626729467,74.06792824443735,002162,悦心健康,bottom_area,2024-06-18,2.92,2024-06-06,2.79,4.659498207885301,9.318996415770602,28.64450127877238,True,-0.6803,0.6751,1,1,1,100.0,43.23432343234324,43.23432343234324,10.340501792114697,4.659498207885301,历史1/1次成功; 当前距低点4.66%; 最新日涨幅-0.68%; 状态bottom_area; 底部已确认
15,76.26889890778997,69.75582131373712,603155,新亚强,bottom_area,2024-06-18,11.01,2024-06-18,10.72,2.7052238805970066,3.1716417910447747,30.97231165486155,False,0.6399,0.5673,2,3,2,66.66666666666666,21.70465104748192,25.624375624375624,12.294776119402993,2.7052238805970066,历史2/3次成功; 当前距低点2.71%; 最新日涨幅0.64%; 状态bottom_area; 底部未确认
16,75.69405767547367,70.23728227038649,000886,海南高速,bottom_area,2024-06-18,4.46,2024-06-06,4.31,3.480278422273791,5.80046403712297,30.818619582664535,False,-0.4464,0.872,1,1,1,100.0,17.378048780487816,17.378048780487816,11.519721577726209,3.480278422273791,历史1/1次成功; 当前距低点3.48%; 最新日涨幅-0.45%; 状态bottom_area; 底部未确认
