rank,rank_score,probability_score,code,name,current_stage,latest_date,latest_close,current_low_date,current_low_price,current_low_to_latest_pct,current_low_to_high_pct,current_drawdown_pct,current_is_bottom_confirmed,latest_pct_chg,latest_turn,historical_valid_event_count,history_sample_count,history_success_count,history_success_rate_pct,history_avg_rebound_pct,history_max_rebound_pct,upside_to_20pct_target_pct,risk_back_to_low_pct,reason
1,92.1239742117417,87.6885591905577,688083,中望软件,bottom_area,2024-07-11,57.27,2024-07-10,56.46,1.434643995749207,5.66772936592277,29.318978467701545,False,1.1837,1.045,5,5,5,100.0,13.653481187450971,21.52777777777778,6.565356004250793,1.434643995749207,历史5/5次成功; 当前距低点1.43%; 最新日涨幅1.18%; 状态bottom_area; 底部未确认
12,79.74671761143992,80.68761728417742,603368,柳药集团,bottom_area,2024-07-11,17.7,2024-07-09,16.92,4.6099290780141695,5.319148936170204,29.79253112033195,False,2.4899,1.7059,3,3,3,100.0,31.603524634675978,42.85714285714285,3.3900709219858305,4.6099290780141695,历史3/3次成功; 当前距低点4.61%; 最新日涨幅2.49%; 状态bottom_area; 底部未确认
13,79.55444108524499,79.92289919679632,600155,华创云信,bottom_area,2024-07-11,5.9,2024-07-08,5.66,4.240282685512371,4.593639575971728,27.806122448979586,False,2.6087,0.897,2,2,2,100.0,39.627654407336166,46.19883040935671,3.759717314487629,4.240282685512371,历史2/2次成功; 当前距低点4.24%; 最新日涨幅2.61%; 状态bottom_area; 底部未确认
14,78.9450344896933,78.4964831573655,603063,禾望电气,bottom_area,2024-07-11,14.0,2024-07-09,13.5,3.7037037037037033,5.925925925925931,28.4957627118644,False,0.7919,2.6819,2,2,2,100.0,25.38133119252664,28.846153846153843,4.296296296296297,3.7037037037037033,历史2/2次成功; 当前距低点3.70%; 最新日涨幅0.79%; 状态bottom_area; 底部未确认
15,78.86394759770441,76.70805302581238,002572,索菲亚,bottom_area,2024-07-11,14.83,2024-07-09,14.46,2.5587828492392752,3.6652835408022084,32.869080779944284,False,1.5753,1.4905,1,1,1,100.0,18.398268398268392,18.398268398268392,5.441217150760725,2.5587828492392752,历史1/1次成功; 当前距低点2.56%; 最新日涨幅1.58%; 状态bottom_area; 底部未确认
16,77.96141932755557,78.84835242570752,603208,江山欧派,bottom_area,2024-07-11,17.78,2024-07-09,17.0,4.588235294117654,5.88235294117647,29.460580912863076,False,2.3015,0.4472,3,3,3,100.0,21.449080087611623,33.175355450236964,3.411764705882346,4.588235294117654,历史3/3次成功; 当前距低点4.59%; 最新日涨幅2.30%; 状态bottom_area; 底部未确认
17,77.76866538343005,77.40135897650747,600161,天坛生物,bottom_area,2024-07-11,23.77,2024-07-05,22.91,3.7538192928852006,5.543430816237449,29.42082563154652,False,0.2954,0.3654,1,1,1,100.0,36.77455357142857,36.77455357142857,4.2461807071147994,3.7538192928852006,历史1/1次成功; 当前距低点3.75%; 最新日涨幅0.30%; 状态bottom_area; 底部未确认
18,77.56152492683144,78.48487641405562,002346,柘中股份,bottom_area,2024-07-11,7.48,2024-07-09,7.15,4.615384615384617,4.89510489510489,27.558257345491377,False,2.0464,0.3266,3,3,3,100.0,19.827706113615825,34.89010989010989,3.3846153846153832,4.615384615384617,历史3/3次成功; 当前距低点4.62%; 最新日涨幅2.05%; 状态bottom_area; 底部未确认
19,77.38838629934781,78.05266429333362,605567,春雪食品,bottom_area,2024-07-11,7.52,2024-07-09,7.2,4.444444444444437,5.416666666666662,29.961089494163417,False,2.5921,1.7368,2,2,2,100.0,32.07525605734906,36.46616541353383,3.5555555555555634,4.444444444444437,历史2/2次成功; 当前距低点4.44%; 最新日涨幅2.59%; 状态bottom_area; 底部未确认
20,77.13725334540182,76.32761906278542,002698,博实股份,bottom_area,2024-07-11,11.69,2024-07-09,11.3,3.4513274336283075,5.044247787610606,28.84130982367758,False,1.7406,0.8974,2,2,2,100.0,10.627126943322317,11.142857142857146,4.5486725663716925,3.4513274336283075,历史2/2次成功; 当前距低点3.45%; 最新日涨幅1.74%; 状态bottom_area; 底部未确认
21,76.88768634961552,76.70866961771885,688215,瑞晟智能,bottom_area,2024-07-11,17.14,2024-07-10,16.5,3.8787878787878824,4.242424242424238,31.19266055045872,False,3.6276,0.7483,2,2,2,100.0,17.915623555673264,18.13676907829534,4.1212121212121176,3.8787878787878824,历史2/2次成功; 当前距低点3.88%; 最新日涨幅3.63%; 状态bottom_area; 底部未确认
22,76.02725145464986,75.22867867582276,600389,江山股份,bottom_area,2024-07-11,13.49,2024-07-09,13.04,3.4509202453987817,5.061349693251535,28.74316939890711,False,2.352,1.1054,1,1,1,100.0,21.380520620064356,21.380520620064356,4.549079754601219,3.4509202453987817,历史1/1次成功; 当前距低点3.45%; 最新日涨幅2.35%; 状态bottom_area; 底部未确认
23,75.77146918232195,71.47677929449927,002335,科华数据,bottom_area,2024-07-11,18.8,2024-07-10,18.62,0.9667024704618674,6.605800214822772,32.24163027656477,False,0.2667,4.1282,1,1,1,100.0,10.596026490066222,10.596026490066222,7.033297529538133,0.9667024704618674,历史1/1次成功; 当前距低点0.97%; 最新日涨幅0.27%; 状态bottom_area; 底部未确认
24,75.75692271865441,74.71419612744509,002557,洽洽食品,bottom_area,2024-07-11,27.4,2024-07-09,26.53,3.279306445533349,4.033169996230683,31.001300390117038,False,2.7372,0.8466,1,1,1,100.0,16.510832383124292,16.510832383124292,4.720693554466651,3.279306445533349,历史1/1次成功; 当前距低点3.28%; 最新日涨幅2.74%; 状态bottom_area; 底部未确认
25,75.10522100756185,75.21482366499717,603317,天味食品,bottom_area,2024-07-11,10.98,2024-07-09,10.55,4.075829383886253,6.16113744075828,27.98634812286689,False,0.9191,0.6307,2,2,2,100.0,12.299541184181786,14.347826086956525,3.9241706161137473,4.075829383886253,历史2/2次成功; 当前距低点4.08%; 最新日涨幅0.92%; 状态bottom_area; 底部未确认
26,74.88846169678432,74.23625685618731,600976,健民集团,bottom_area,2024-07-11,46.44,2024-07-10,44.85,3.5451505016722327,4.54849498327759,32.859281437125745,False,2.4939,1.4448,1,1,1,100.0,17.200000000000006,17.200000000000006,4.454849498327768,3.5451505016722327,历史1/1次成功; 当前距低点3.55%; 最新日涨幅2.49%; 状态bottom_area; 底部未确认
27,74.57089110629879,73.5387159827355,000568,泸州老窖,bottom_area,2024-07-11,136.85,2024-07-09,132.51,3.2752245113576364,5.048675571654968,32.88933907318308,False,2.5094,0.8801,1,1,1,100.0,10.141010046402663,10.141010046402663,4.724775488642364,3.2752245113576364,历史1/1次成功; 当前距低点3.28%; 最新日涨幅2.51%; 状态bottom_area; 底部未确认
28,74.21059681208052,73.227675,002430,杭氧股份,bottom_area,2024-07-11,19.37,2024-07-10,18.75,3.3066666666666715,6.026666666666661,31.19266055045872,False,0.6757,0.713,1,1,1,100.0,8.854166666666677,8.854166666666677,4.693333333333329,3.3066666666666715,历史1/1次成功; 当前距低点3.31%; 最新日涨幅0.68%; 状态bottom_area; 底部未确认
29,73.09430120394984,73.66393444039578,002367,康力电梯,bottom_area,2024-07-11,5.69,2024-07-09,5.45,4.403669724770646,4.770642201834859,29.036458333333325,False,2.3381,0.8093,1,1,1,100.0,24.646781789638936,24.646781789638936,3.5963302752293544,4.403669724770646,历史1/1次成功; 当前距低点4.40%; 最新日涨幅2.34%; 状态bottom_area; 底部未确认
30,72.95588292514407,72.8402634593356,002320,海峡股份,bottom_area,2024-07-11,5.04,2024-07-09,4.85,3.9175257731958846,4.329896907216495,27.28635682158921,False,3.0675,0.5575,1,1,1,100.0,14.259259259259249,14.259259259259249,4.082474226804115,3.9175257731958846,历史1/1次成功; 当前距低点3.92%; 最新日涨幅3.07%; 状态bottom_area; 底部未确认
31,72.94512510199318,72.6531853617269,601933,永辉超市,bottom_area,2024-07-11,2.19,2024-07-09,2.11,3.7914691943128,4.739336492891,31.27035830618893,False,2.3364,1.2504,1,1,1,100.0,11.70825335892515,11.70825335892515,4.2085308056872,3.7914691943128,历史1/1次成功; 当前距低点3.79%; 最新日涨幅2.34%; 状态bottom_area; 底部未确认
32,72.63739151512198,73.10722186059729,001336,楚环科技,bottom_area,2024-07-11,18.05,2024-07-11,17.3,4.335260115606936,5.086705202312133,27.493713327745173,False,-2.4851,15.9195,2,2,2,100.0,26.62158561387693,40.95427435387674,3.6647398843930636,4.335260115606936,历史2/2次成功; 当前距低点4.34%; 最新日涨幅-2.49%; 状态bottom_area; 底部未确认
33,71.94315241150669,73.26823838233143,605123,派克新材,bottom_area,2024-07-11,49.41,2024-07-09,47.08,4.949022939677142,5.522514868309264,31.649245063879206,False,2.1501,0.7887,2,2,2,100.0,12.537691853738242,15.71713589004656,3.0509770603228583,4.949022939677142,历史2/2次成功; 当前距低点4.95%; 最新日涨幅2.15%; 状态bottom_area; 底部未确认
34,71.84521012153824,73.08881078261558,000928,中钢国际,bottom_area,2024-07-11,5.36,2024-07-09,5.11,4.892367906066536,4.892367906066536,28.33099579242636,False,3.675,1.2459,4,5,4,80.0,20.878546281974685,33.7972166998012,3.1076320939334643,4.892367906066536,历史4/5次成功; 当前距低点4.89%; 最新日涨幅3.67%; 状态bottom_area; 底部未确认
35,70.84086672381635,71.48618952419035,000068,华控赛格,bottom_area,2024-07-11,2.57,2024-07-10,2.46,4.471544715447149,4.878048780487809,29.914529914529915,False,4.4715,1.3075,1,1,1,100.0,13.7704918032787,13.7704918032787,3.528455284552851,4.471544715447149,历史1/1次成功; 当前距低点4.47%; 最新日涨幅4.47%; 状态bottom_area; 底部未确认
36,70.48402390722566,71.38573849878932,000930,中粮科技,bottom_area,2024-07-11,4.94,2024-07-10,4.72,4.661016949152557,5.296610169491526,28.915662650602407,False,4.0,0.8746,1,1,1,100.0,15.552995391705066,15.552995391705066,3.338983050847444,4.661016949152557,历史1/1次成功; 当前距低点4.66%; 最新日涨幅4.00%; 状态bottom_area; 底部未确认
37,70.1456435454418,71.00015873015874,002060,广东建工,bottom_area,2024-07-11,3.39,2024-07-09,3.24,4.629629629629626,4.938271604938262,27.67857142857143,False,2.4169,0.7946,1,1,1,100.0,13.095238095238093,13.095238095238093,3.3703703703703742,4.629629629629626,历史1/1次成功; 当前距低点4.63%; 最新日涨幅2.42%; 状态bottom_area; 底部未确认
38,70.03592370194492,70.94067433109514,603010,万盛股份,bottom_area,2024-07-11,8.97,2024-07-09,8.57,4.667444574095687,4.784130688448076,27.18776550552251,False,3.9397,0.382,1,1,1,100.0,13.238967527060783,13.238967527060783,3.332555425904313,4.667444574095687,历史1/1次成功; 当前距低点4.67%; 最新日涨幅3.94%; 状态bottom_area; 底部未确认
39,69.52930139070092,70.77810551998174,603187,海容冷链,bottom_area,2024-07-11,11.29,2024-07-09,10.76,4.925650557620812,5.018587360594804,30.175210902011685,False,3.8638,1.2099,1,1,1,100.0,15.530047265361235,15.530047265361235,3.0743494423791886,4.925650557620812,历史1/1次成功; 当前距低点4.93%; 最新日涨幅3.86%; 状态bottom_area; 底部未确认
40,69.23132660103077,70.16592615805747,300751,迈为股份,bottom_area,2024-07-11,108.77,2024-07-10,103.89,4.697275964962937,5.476946770622772,29.566101694915254,False,3.0702,1.5534,1,1,1,100.0,9.439329882650446,9.439329882650446,3.3027240350370626,4.697275964962937,历史1/1次成功; 当前距低点4.70%; 最新日涨幅3.07%; 状态bottom_area; 底部未确认
41,69.18471904094993,70.45362197068373,600230,沧州大化,bottom_area,2024-07-11,9.55,2024-07-10,9.1,4.945054945054957,6.1538461538461595,28.62745098039216,False,3.9173,1.0659,1,1,1,100.0,14.02337228714524,14.02337228714524,3.0549450549450436,4.945054945054957,历史1/1次成功; 当前距低点4.95%; 最新日涨幅3.92%; 状态bottom_area; 底部未确认
42,68.0989471590514,69.42125681262522,002706,良信股份,bottom_area,2024-07-11,6.51,2024-07-08,6.2,4.999999999999993,5.483870967741932,29.943502824858754,False,2.8436,1.653,3,4,3,75.0,13.31320867002797,14.727153188691638,3.0000000000000075,4.999999999999993,历史3/4次成功; 当前距低点5.00%; 最新日涨幅2.84%; 状态bottom_area; 底部未确认
43,66.3173441693858,65.8749918922235,001914,招商积余,bottom_area,2024-07-11,9.65,2024-07-10,9.31,3.6519871106337254,4.833512352309337,28.052550231839252,False,2.4416,0.9879,2,3,2,66.66666666666666,12.445461493557683,16.03206412825651,4.348012889366275,3.6519871106337254,历史2/3次成功; 当前距低点3.65%; 最新日涨幅2.44%; 状态bottom_area; 底部未确认
44,62.411712168228725,59.83994991927104,601636,旗滨集团,bottom_area,2024-07-11,6.18,2024-07-11,6.07,1.8121911037891174,2.141680395387148,29.088785046728972,False,2.6578,1.0105,1,2,1,50.0,10.224438902743147,10.224438902743147,6.187808896210883,1.8121911037891174,历史1/2次成功; 当前距低点1.81%; 最新日涨幅2.66%; 状态bottom_area; 底部未确认
45,60.09761796008869,60.82454545454545,600058,五矿发展,bottom_area,2024-07-11,6.56,2024-07-09,6.27,4.625199362041468,5.263157894736844,28.91156462585035,False,2.6604,0.4715,1,2,1,50.0,99.54954954954954,99.54954954954954,3.374800637958532,4.625199362041468,历史1/2次成功; 当前距低点4.63%; 最新日涨幅2.66%; 状态bottom_area; 底部未确认
