rank,rank_score,probability_score,code,name,current_stage,latest_date,latest_close,current_low_date,current_low_price,current_low_to_latest_pct,current_low_to_high_pct,current_drawdown_pct,current_is_bottom_confirmed,latest_pct_chg,latest_turn,historical_valid_event_count,history_sample_count,history_success_count,history_success_rate_pct,history_avg_rebound_pct,history_max_rebound_pct,upside_to_20pct_target_pct,risk_back_to_low_pct,reason
1,90.51919119286511,76.96641025641026,600418,江淮汽车,bottom_area,2022-01-20,13.8,2022-01-20,13.65,1.0989010989011014,4.4688644688644645,27.122263747997867,False,-2.7484,2.4525,1,1,1,100.0,24.365079365079367,24.365079365079367,18.9010989010989,1.0989010989011014,历史1/1次成功; 当前距低点1.10%; 最新日涨幅-2.75%; 状态bottom_area; 底部未确认
2,85.9172250036359,72.06602704445692,688317,之江生物,bottom_area,2022-01-20,53.6,2022-01-20,53.41,0.3557386257255286,8.59389627410598,32.69909274193549,False,-6.4246,10.7046,1,1,1,100.0,38.96296296296296,38.96296296296296,19.64426137427447,0.3557386257255286,历史1/1次成功; 当前距低点0.36%; 最新日涨幅-6.42%; 状态bottom_area; 底部未确认
3,83.82481448969831,70.20375906283337,002256,兆新股份,bottom_area,2022-01-20,3.68,2022-01-20,3.67,0.27247956403270385,6.811989100817439,28.039215686274506,False,-5.1546,8.7309,1,1,1,100.0,27.930174563591027,27.930174563591027,19.727520435967296,0.27247956403270385,历史1/1次成功; 当前距低点0.27%; 最新日涨幅-5.15%; 状态bottom_area; 底部未确认
4,80.87397769516728,67.39498141263941,601798,蓝科高新,bottom_area,2022-01-20,7.63,2022-01-20,7.63,0.0,4.849279161205768,28.0188679245283,False,-3.9043,2.7557,1,1,1,100.0,21.74721189591078,21.74721189591078,20.0,0.0,历史1/1次成功; 当前距低点0.00%; 最新日涨幅-3.90%; 状态bottom_area; 底部未确认
5,73.05692814946077,65.92722175809895,688075,安旭生物,confirmed_rebound,2022-01-20,219.15,2022-01-20,210.0,4.35714285714286,25.238095238095237,30.638129211256437,False,-3.5941,19.7633,1,1,1,100.0,25.384448776261635,25.384448776261635,15.642857142857142,4.35714285714286,历史1/1次成功; 当前距低点4.36%; 最新日涨幅-3.59%; 状态confirmed_rebound; 底部未确认
6,67.20788324842675,56.739116654438746,601778,晶科科技,bottom_area,2022-01-20,7.1,2022-01-20,7.05,0.7092198581560258,3.546099290780142,27.692307692307693,False,-2.6063,1.7044,1,2,1,50.0,42.344827586206904,42.344827586206904,19.290780141843975,0.7092198581560258,历史1/2次成功; 当前距低点0.71%; 最新日涨幅-2.61%; 状态bottom_area; 底部未确认
7,65.53764003280956,55.25015771752615,300421,力星股份,bottom_area,2022-01-20,15.94,2022-01-20,15.84,0.631313131313129,6.376262626262637,30.220264317180618,False,-4.9493,3.8109,1,2,1,50.0,43.59974009096816,43.59974009096816,19.368686868686872,0.631313131313129,历史1/2次成功; 当前距低点0.63%; 最新日涨幅-4.95%; 状态bottom_area; 底部未确认
8,61.69805614521637,52.15102462528935,300484,蓝海华腾,bottom_area,2022-01-20,14.29,2022-01-20,14.18,0.7757404795486561,5.430183356840618,30.896686159844055,False,-4.5424,3.2461,1,2,1,50.0,28.708133971291865,28.708133971291865,19.224259520451344,0.7757404795486561,历史1/2次成功; 当前距低点0.78%; 最新日涨幅-4.54%; 状态bottom_area; 底部未确认
