rank,rank_score,probability_score,code,name,current_stage,latest_date,latest_close,current_low_date,current_low_price,current_low_to_latest_pct,current_low_to_high_pct,current_drawdown_pct,current_is_bottom_confirmed,latest_pct_chg,latest_turn,historical_valid_event_count,history_sample_count,history_success_count,history_success_rate_pct,history_avg_rebound_pct,history_max_rebound_pct,upside_to_20pct_target_pct,risk_back_to_low_pct,reason
1,91.24516608949051,78.95778711484593,600418,江淮汽车,bottom_area,2022-01-21,13.88,2022-01-21,13.6,2.058823529411773,2.794117647058829,27.38921516284037,False,0.5797,1.5599,1,1,1,100.0,24.365079365079367,24.365079365079367,17.94117647058823,2.058823529411773,历史1/1次成功; 当前距低点2.06%; 最新日涨幅0.58%; 状态bottom_area; 底部未确认
2,87.80811644346966,77.36764404777529,002256,兆新股份,bottom_area,2022-01-21,3.72,2022-01-21,3.61,3.0470914127423914,6.648199445983385,29.2156862745098,False,1.087,8.3352,1,1,1,100.0,27.930174563591027,27.930174563591027,16.95290858725761,3.0470914127423914,历史1/1次成功; 当前距低点3.05%; 最新日涨幅1.09%; 状态bottom_area; 底部未确认
3,87.47155764993639,73.95498141263938,601798,蓝科高新,bottom_area,2022-01-21,7.66,2022-01-21,7.6,0.789473684210533,3.157894736842108,28.30188679245283,False,0.3932,2.228,1,1,1,100.0,21.74721189591078,21.74721189591078,19.210526315789465,0.789473684210533,历史1/1次成功; 当前距低点0.79%; 最新日涨幅0.39%; 状态bottom_area; 底部未确认
4,83.83594368627764,70.02549950577122,688289,圣湘生物,bottom_area,2022-01-21,55.4,2022-01-21,55.33,0.12651364540032584,5.548527019699983,29.50694355968913,False,-6.5452,3.439,1,1,1,100.0,25.182530200451346,25.182530200451346,19.873486354599677,0.12651364540032584,历史1/1次成功; 当前距低点0.13%; 最新日涨幅-6.55%; 状态bottom_area; 底部未确认
5,83.18537507422413,70.10099106275382,603230,内蒙新华,bottom_area,2022-01-21,16.48,2022-01-21,16.38,0.6105006105006192,5.982905982905986,28.440366972477072,False,-4.9596,21.8448,1,1,1,100.0,31.521142229544196,31.521142229544196,19.38949938949938,0.6105006105006192,历史1/1次成功; 当前距低点0.61%; 最新日涨幅-4.96%; 状态bottom_area; 底部未确认
6,82.51247888901749,68.97114423712802,001296,长江材料,bottom_area,2022-01-21,36.0,2022-01-21,35.94,0.16694490818030683,4.59098497495828,28.406374501992037,False,-4.4839,14.8695,1,1,1,100.0,20.009562514941443,20.009562514941443,19.83305509181969,0.16694490818030683,历史1/1次成功; 当前距低点0.17%; 最新日涨幅-4.48%; 状态bottom_area; 底部未确认
7,72.12026131814363,61.4119288671362,300421,力星股份,bottom_area,2022-01-21,15.45,2022-01-21,15.27,1.1787819253438094,5.1080550098231905,32.73127753303965,False,-3.074,3.8049,1,2,1,50.0,43.59974009096816,43.59974009096816,18.821218074656194,1.1787819253438094,历史1/2次成功; 当前距低点1.18%; 最新日涨幅-3.07%; 状态bottom_area; 底部未确认
8,70.95128877415227,62.676572713643196,601778,晶科科技,bottom_area,2022-01-21,7.12,2022-01-21,6.9,3.1884057971014457,4.057971014492744,29.230769230769226,False,0.2817,1.3534,1,2,1,50.0,42.344827586206904,42.344827586206904,16.811594202898554,3.1884057971014457,历史1/2次成功; 当前距低点3.19%; 最新日涨幅0.28%; 状态bottom_area; 底部未确认
9,65.01717108238711,54.679712918660286,300484,蓝海华腾,bottom_area,2022-01-21,14.07,2022-01-21,14.0,0.500000000000002,2.7857142857142896,31.773879142300192,False,-1.5395,1.5819,1,2,1,50.0,28.708133971291865,28.708133971291865,19.499999999999996,0.500000000000002,历史1/2次成功; 当前距低点0.50%; 最新日涨幅-1.54%; 状态bottom_area; 底部未确认
